,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
40,-0.14666241,-0.018304454,"('stingy', 'generous')",0.095128894,0.16325046,-2.3253088,-1.9510407,-0.7922808,-0.6020316,-0.1902492
88,-0.14410853,-0.019876298,"('low', 'eminent')",-0.3250757,-0.44619572,-0.30567762,-0.09793247,-0.2582873,-0.1880015,-0.0702858
57,-0.11257896,0.10732517,"('unimaginative', 'imaginative')",0.4353794,0.47400618,-2.89419,-2.3375897,-0.8571299,-0.5854195,-0.2717104
22,0.112215675,0.59409696,"('untrustworthy', 'trustworthy')",-0.9335918,-0.82833797,-0.7320965,-0.42309445,-0.5178242,-0.2191118,-0.2987124
82,-0.1079275,0.033729732,"('poor', 'rich')",-0.37008598,-0.631864,6.4081354,5.587935,1.9767073,1.6632668,0.3134405
68,0.07946178,0.055412736,"('dependent', 'independent')",-0.01223824,-0.14770128,-0.4415883,-0.5181024,-0.1247883,-0.2034637,0.0786754
47,-0.067070514,0.35953817,"('stupid', 'smart')",0.23047252,0.25893515,5.161073,4.7162027,1.7748251,1.7782253,-0.0034002
50,-0.063019074,-0.52843046,"('clumsy', 'skillful')",-0.10668154,-0.34633166,0.33842292,0.06396278,0.0562408,-0.2702665,0.3265073
66,-0.055191003,-0.044100024,"('inactive', 'active')",-0.6314054,-0.37718835,0.3608461,0.31829315,-0.1085834,-0.0343317,-0.0742517
1,-0.027542505,-0.13801992,"('unfriendly', 'friendly')",0.11685739,0.08091091,0.72047466,0.56157374,0.2699298,0.1681549,0.1017749
