,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,male-female
44,0.6428524,1.0098906,"('prejudiced', 'unprejudiced')",0.1510272,0.41630247,-1.020146,-1.0096061,-0.0754221,0.1388623,-0.2142844
9,-0.6388934,-1.4027057,"('unaffectionate', 'caring')",-0.25225013,-0.68753844,1.207958,1.0080624,0.1056048,-0.3607272,0.466332
88,-0.6055048,-1.1281339,"('low', 'eminent')",0.36308613,0.23211254,0.42457047,0.16488159,0.0607173,-0.2437133,0.3044306
32,-0.60377026,-1.0155525,"('unkind', 'kind')",0.38291678,0.05519451,0.75703865,0.8412834,0.1787284,-0.0396915,0.2184199
22,-0.5945689,-0.6209651,"('untrustworthy', 'trustworthy')",-0.44111788,-0.49092916,-1.2479725,-0.9310312,-0.7612197,-0.6809751,-0.0802446
61,-0.58067685,-1.2513942,"('illogical', 'logical')",0.5390974,0.16031778,-0.08300169,-0.33805487,-0.041527,-0.4763771,0.4348501
27,-0.56630516,-0.6819903,"('hardhearted', 'softhearted')",-0.17684264,-0.2671676,1.3077217,1.2489707,0.1881913,0.0999376,0.0882537
36,-0.56565815,-0.8340453,"('hostile', 'amicable')",-1.2215666,-1.3470668,0.747354,0.21675326,-0.3466236,-0.6547863,0.3081627
78,-0.5465305,-0.64579535,"('nonresilient', 'resilient')",1.0431626,0.9235777,0.052044775,0.034967944,0.1828923,0.1042501,0.0786422
20,0.5325884,0.44588697,"('rough', 'thoughtful')",1.6466056,1.4696429,0.8946443,0.7306118,1.0246127,0.8820472,0.1425655
60,0.51390415,-0.25933546,"('inefficient', 'efficient')",2.1134436,1.582256,-0.48696217,-0.29451996,0.7134619,0.3428002,0.3706617
85,-0.4919336,-0.6665185,"('insignificant', 'prestigious')",-0.47671753,-0.4488307,1.0388967,0.25813374,0.0234152,-0.2857385,0.3091537
4,-0.47726947,-0.43799198,"('disliked', 'liked')",-0.80884755,-0.6345565,-5.81122,-6.063216,-2.3657791,-2.3785882,0.0128091
14,0.47629586,0.24007769,"('antisocial', 'social')",1.9326609,1.9261267,-0.9477108,-0.74810445,0.487082,0.4727,0.014382
50,0.47031462,0.64263827,"('clumsy', 'skillful')",0.4828998,0.40307993,0.30707538,0.29920763,0.4200966,0.4483086,-0.028212
41,-0.46732566,-1.0122322,"('unforgiving', 'forgiving')",-0.97546697,-1.3102561,0.043954752,-0.2681726,-0.4662793,-0.8635536,0.3972743
51,-0.46475932,-0.7030293,"('uneducated', 'educated')",0.9168533,0.63084877,0.35076314,0.32811272,0.2676191,0.0853107,0.1823084
77,-0.4612815,-1.2648232,"('unmotivated', 'motivated')",1.057559,0.7417657,-1.1931003,-1.2652978,-0.198941,-0.5961185,0.3971775
84,0.45666313,0.636323,"('inferior', 'superior')",0.21990901,0.34309676,0.82422835,0.88325757,0.5002668,0.6208924,-0.1206256
47,-0.40258086,-0.40828606,"('stupid', 'smart')",0.7644284,0.5546109,5.2828035,5.489836,1.8815503,1.8787203,0.00283
16,-0.38341713,-0.40068698,"('unpopular', 'popular')",-0.61487895,-0.626217,0.8542607,0.35779595,-0.0480118,-0.223036,0.1750242
3,-0.3791284,-0.63292915,"('repellent', 'pleasant')",0.45004764,0.24471791,0.18773156,0.20291509,0.0862169,-0.0617654,0.1479823
25,-0.36970475,-1.0697384,"('egoistic', 'altruistic')",-0.32387942,-0.5977436,1.9782434,1.4049392,0.4282197,-0.0875142,0.5157339
18,-0.3629169,-0.9051761,"('disagreeable', 'welcoming')",-0.29205805,-0.4264899,-0.17905518,-0.56861454,-0.2780101,-0.6334268,0.3554167
76,0.3267138,0.3136133,"('anxious', 'daring')",0.9399928,0.93195456,0.11164078,0.3035832,0.4594491,0.5163836,-0.0569345
37,0.30852294,0.19026022,"('fake', 'genuine')",-0.2401771,-0.36968562,0.24780998,0.39217302,0.1053853,0.0709159,0.0344694
74,-0.2933693,-0.65031284,"('undedicated', 'dedicated')",0.14874962,-0.11562219,-0.04765515,-0.302644,-0.0640916,-0.356193,0.2921014
17,0.2853724,-0.07337544,"('nasty', 'nice')",-0.5769152,-0.7178445,-0.44368705,-0.66180897,-0.2450766,-0.484343,0.2392664
21,-0.2765953,-1.12885,"('immoral', 'moral')",1.2492981,0.7482584,-0.8969888,-1.2123755,0.025238,-0.530989,0.556227
72,-0.26716638,-0.47050846,"('unambitious', 'ambitious')",-0.11137142,-0.047355115,-1.3134379,-1.0708425,-0.5639919,-0.5295687,-0.0344232
52,0.26539463,-0.21658835,"('irrational', 'rational')",-1.0689094,-1.1048324,0.36658043,-0.1910978,-0.1456448,-0.5041729,0.3585281
40,-0.25701848,-0.34833497,"('stingy', 'generous')",-0.18530124,-0.119612716,-1.6179775,-1.7780125,-0.6867658,-0.7486534,0.0618876
49,-0.22561814,-0.09256737,"('unable', 'able')",0.41086695,0.5811861,-0.22586115,0.119186155,-0.0135374,0.2026016,-0.216139
48,0.2211325,-0.048200928,"('unintelligent', 'intelligent')",1.7486117,1.6902808,0.47880033,0.44296965,0.8161815,0.6950165,0.121165
15,0.21553014,0.019347154,"('boring', 'funny')",-0.44859087,-0.20907953,0.42698923,0.5761452,0.0646428,0.1288043,-0.0641615
42,0.20885366,0.25183776,"('unreliable', 'reliable')",-1.0233567,-0.8523565,-3.030287,-2.6150002,-1.2815967,-1.0718397,-0.209757
65,0.19767551,-0.2865851,"('insecure', 'secure')",0.2829243,0.06716344,-1.0840266,-0.6950406,-0.2011423,-0.3048207,0.1036784
12,-0.19742218,-0.5683677,"('unsupportive', 'supportive')",0.3530674,0.119463906,-1.8121746,-1.7587947,-0.5521764,-0.7358994,0.183723
83,-0.19400561,-0.5388576,"('powerless', 'powerful')",0.53972363,0.39479753,-1.0656849,-1.182298,-0.239989,-0.4421193,0.2021303
87,0.18275465,0.069554314,"('unsuccessful', 'successful')",0.92854214,1.0268118,0.59427696,0.6367756,0.5685246,0.5777139,-0.0091893
81,-0.1818528,-0.37146056,"('submissive', 'aggressive')",1.5800531,1.4905014,-0.8471749,-0.539904,0.1836751,0.1930456,-0.0093705
11,-0.18155017,-0.59394723,"('unhelpful', 'helpful')",1.049571,0.6640097,1.6293048,1.6573929,0.8324419,0.5758185,0.2566234
80,0.11970274,0.595253,"('dominated', 'dominating')",0.82732344,1.1436832,-1.4012014,-0.9510598,-0.1513917,0.2626255,-0.4140172
75,-0.11754027,0.39294338,"('meek', 'impulsive')",-0.3561902,0.025499493,-0.12752587,0.032475546,-0.2004188,0.1503061,-0.3507249
59,0.10645915,0.22043571,"('foolish', 'wise')",-0.31899756,-0.41377577,0.49439606,0.3044648,0.0939525,0.0370416,0.0569109
7,-0.09520742,-0.5522107,"('insensitive', 'sensitive')",0.51575184,0.3485051,0.35346887,0.6373732,0.2580044,0.1445559,0.1134485
55,-0.09518999,-0.6170649,"('incompetent', 'clever')",1.3873882,0.96218413,-0.36016357,-0.34475657,0.3106782,0.0001209,0.3105573
56,0.089777775,-0.47366416,"('impractical', 'practical')",0.83554333,0.5742817,-0.6476207,-0.5878011,0.0925668,-0.1623945,0.2549613
29,-0.07347539,-0.0042369254,"('unfair', 'fair')",-1.1753762,-1.0610491,-0.7591549,-0.81679165,-0.6693355,-0.6273592,-0.0419763
26,-0.057847008,-0.2474734,"('hardhearted', 'benevolent')",0.53083444,0.6021169,1.7417797,1.7245939,0.7382557,0.6930792,0.0451765
64,-0.05056654,-0.48053658,"('shy', 'confident')",0.15464674,-0.06783574,-6.3806744,-6.430738,-2.0921981,-2.3263701,0.234172
2,-0.030667717,-0.564116,"('unlikable', 'likable')",0.43278977,0.1457194,0.7045708,0.30145207,0.3688976,-0.0389815,0.4078791
35,0.027754927,0.21493134,"('corrupt', 'incorrupt')",-1.1752802,-1.1276616,0.2180214,-0.1929741,-0.3098346,-0.3685681,0.0587335
13,-0.02436154,-0.6303479,"('impolite', 'polite')",0.5398642,0.21204397,-0.6293423,-0.50280327,-0.0379466,-0.3070357,0.2690891
33,0.020423202,-0.34691644,"('wrong', 'right')",0.1489701,0.06422586,-0.3059599,-0.49543872,-0.0455222,-0.2593764,0.2138542
30,0.01190757,-0.44441974,"('intolerant', 'tolerant')",1.5586944,1.2547506,1.1299492,0.97492486,0.9001837,0.5950852,0.3050985
71,-0.011902371,-0.36969548,"('diffident', 'self-confident')",0.6008813,0.5338911,0.5451964,0.51874906,0.3780584,0.2276482,0.1504102
62,-0.005247852,-0.34584752,"('incompetent', 'brilliant')",1.5114261,1.4082346,-0.20355986,0.023564672,0.4342061,0.3619839,0.0722222
