,citrix_male,citrix_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
75,0.26585984,0.009886444,"('meek', 'impulsive')",-1.2875654,-1.4269038,-0.33337972,-0.2792401,-0.4516951,-0.5654192,0.1137241
54,-0.26247698,0.029377013,"('incapable', 'capable')",-0.4659796,-0.3156245,1.3517764,1.4200546,0.2077732,0.3779357,-0.1701625
44,0.25973725,0.13067685,"('prejudiced', 'unprejudiced')",-0.68501705,-0.90054345,-1.3123839,-1.3059171,-0.5792212,-0.6919279,0.1127067
22,-0.25456685,-0.11489329,"('untrustworthy', 'trustworthy')",0.40145567,0.5182233,-0.81615573,-0.75118214,-0.223089,-0.1159507,-0.1071383
1,-0.25196338,-0.13948998,"('unfriendly', 'friendly')",0.0025334936,-0.082930535,1.2527211,1.0237013,0.3344304,0.2670936,0.0673368
24,-0.24839243,-0.1069168,"('dishonest', 'honest')",-1.7300392,-1.6371434,0.8298297,0.8068725,-0.3828673,-0.3123959,-0.0704714
20,0.22587273,0.4083262,"('rough', 'thoughtful')",0.8191513,0.7769761,0.82895833,0.74209183,0.6246608,0.6424647,-0.0178039
60,-0.20180072,-0.22576717,"('inefficient', 'efficient')",2.1936684,2.2700646,0.508996,0.58797127,0.8336212,0.8774229,-0.0438017
68,-0.1950709,-0.18467103,"('dependent', 'independent')",0.51876503,0.4577803,-0.16451055,-0.08408672,0.0530612,0.0630075,-0.0099463
31,-0.17018142,-0.16401608,"('evil', 'good')",-1.1322211,-1.1472708,-1.5998347,-1.614655,-0.9674124,-0.975314,0.0079016
49,0.16849436,0.29828387,"('unable', 'able')",0.39439788,0.45433688,0.117842406,0.23268017,0.2269115,0.3284336,-0.1015221
18,-0.1541822,-0.060417164,"('disagreeable', 'welcoming')",-0.5697438,-0.46309626,-0.8270328,-0.6573053,-0.5169863,-0.3936063,-0.12338
14,-0.11594319,0.16027924,"('antisocial', 'social')",1.0346745,1.1652192,-0.8215533,-0.531517,0.0323927,0.2646605,-0.2322678
47,-0.112063766,0.07010906,"('stupid', 'smart')",0.8209231,1.0225612,5.7114058,5.530496,2.1400884,2.207722,-0.0676336
27,0.10979822,0.067282215,"('hardhearted', 'softhearted')",-0.13041961,-0.29374784,1.1073633,0.7514372,0.3622473,0.1749905,0.1872568
62,-0.10717626,0.11818962,"('incompetent', 'brilliant')",1.527643,1.7702069,0.4658851,0.5381781,0.6287839,0.8088582,-0.1800743
80,-0.08343972,0.08228421,"('dominated', 'dominating')",0.77539825,0.89286,-0.91194165,-0.9166382,-0.0733277,0.019502,-0.0928297
50,-0.07949656,-0.049682707,"('clumsy', 'skillful')",-0.4178297,-0.28900135,0.1653615,0.0035032183,-0.1106549,-0.1117269,0.001072
34,-0.05039209,0.04102178,"('mean', 'honorable')",0.36095533,0.4868196,6.2122593,6.1862617,2.1742741,2.2380344,-0.0637603
25,0.049791444,0.24009356,"('egoistic', 'altruistic')",0.23167902,0.09717022,1.0677179,1.080717,0.4497294,0.4726602,-0.0229308
30,0.04510364,0.14985538,"('intolerant', 'tolerant')",1.3004491,1.33495,0.87700164,1.0120195,0.7408515,0.8322749,-0.0914234
88,-0.0180363,0.07582501,"('low', 'eminent')",-0.39704677,-0.23869112,-0.08372378,0.034142423,-0.166269,-0.0429079,-0.1233611
12,-0.017539972,0.3103342,"('unsupportive', 'supportive')",0.36416098,0.60618275,-1.7250332,-1.6530904,-0.4594707,-0.2455245,-0.2139462
17,0.016963039,0.18652228,"('nasty', 'nice')",-0.6124118,-0.6006267,-0.6357041,-0.52449185,-0.4103843,-0.3128654,-0.0975189
32,-2.739951e-05,0.2705608,"('unkind', 'kind')",-0.29949436,-0.17852108,0.9018413,0.76520276,0.2007732,0.2857475,-0.0849743
