,wyeth_male,wyeth_female,tuple,average_male,average_female,male-female
60,-0.8012146,-1.1450318,"('inefficient', 'efficient')",-0.8012146,-1.1450318,0.3438172
87,0.79166985,0.25820485,"('unsuccessful', 'successful')",0.7916698,0.2582048,0.533465
43,-0.785451,-1.3613183,"('irresponsible', 'responsible')",-0.785451,-1.3613183,0.5758673
14,-0.71237725,-1.4633998,"('antisocial', 'social')",-0.7123773,-1.4633998,0.7510225
53,-0.6900482,-0.7613188,"('uncreative', 'creative')",-0.6900482,-0.7613188,0.0712706
63,-0.68701255,-0.8334993,"('unperceptive', 'insightful')",-0.6870126,-0.8334993,0.1464867
72,-0.6451881,-0.46878695,"('unambitious', 'ambitious')",-0.6451881,-0.468787,-0.1764011
4,-0.6297094,-0.9279256,"('disliked', 'liked')",-0.6297094,-0.9279256,0.2982162
24,-0.61279607,-0.6654165,"('dishonest', 'honest')",-0.6127961,-0.6654165,0.0526204
38,-0.5850239,-0.6444551,"('untruthful', 'truthful')",-0.5850239,-0.6444551,0.0594312
52,0.5539364,0.81273115,"('irrational', 'rational')",0.5539364,0.8127311,-0.2587947
11,-0.5385945,-1.0429828,"('unhelpful', 'helpful')",-0.5385945,-1.0429828,0.5043883
18,-0.53464824,-0.6287967,"('disagreeable', 'welcoming')",-0.5346482,-0.6287967,0.0941485
65,-0.52659667,-0.81875306,"('insecure', 'secure')",-0.5265967,-0.8187531,0.2921564
62,-0.5234839,-0.96442026,"('incompetent', 'brilliant')",-0.5234839,-0.9644203,0.4409364
30,-0.5230353,-0.67140853,"('intolerant', 'tolerant')",-0.5230353,-0.6714085,0.1483732
84,-0.5209281,-0.1826955,"('inferior', 'superior')",-0.5209281,-0.1826955,-0.3382326
7,-0.5058901,-0.9502828,"('insensitive', 'sensitive')",-0.5058901,-0.9502828,0.4443927
82,0.45061195,0.44692957,"('poor', 'rich')",0.4506119,0.4469296,0.0036823
1,-0.4373209,-0.42692244,"('unfriendly', 'friendly')",-0.4373209,-0.4269224,-0.0103985
80,-0.42670348,-0.7846777,"('dominated', 'dominating')",-0.4267035,-0.7846777,0.3579742
16,-0.42444876,-0.34832937,"('unpopular', 'popular')",-0.4244488,-0.3483294,-0.0761194
44,0.42433426,-0.2005637,"('prejudiced', 'unprejudiced')",0.4243343,-0.2005637,0.624898
74,-0.40514848,-0.712709,"('undedicated', 'dedicated')",-0.4051485,-0.712709,0.3075605
49,-0.3882748,-0.64868087,"('unable', 'able')",-0.3882748,-0.6486809,0.2604061
42,-0.3750885,-0.82699347,"('unreliable', 'reliable')",-0.3750885,-0.8269935,0.451905
23,0.3671851,0.14728752,"('insincere', 'sincere')",0.3671851,0.1472875,0.2198976
54,0.35488957,-0.04835684,"('incapable', 'capable')",0.3548896,-0.0483568,0.4032464
6,0.3509691,0.8220426,"('distant', 'open')",0.3509691,0.8220426,-0.4710735
75,0.3491739,0.61844325,"('meek', 'impulsive')",0.3491739,0.6184433,-0.2692694
83,-0.34687212,-0.4871428,"('powerless', 'powerful')",-0.3468721,-0.4871428,0.1402707
20,-0.3454898,-0.261047,"('rough', 'thoughtful')",-0.3454898,-0.261047,-0.0844428
9,-0.33067325,-0.08603831,"('unaffectionate', 'caring')",-0.3306732,-0.0860383,-0.2446349
31,0.32670742,0.7697314,"('evil', 'good')",0.3267074,0.7697314,-0.443024
59,0.31945255,0.46260196,"('foolish', 'wise')",0.3194526,0.462602,-0.1431494
41,0.2972072,-0.044820845,"('unforgiving', 'forgiving')",0.2972072,-0.0448208,0.342028
79,0.29559973,0.32077545,"('wavering', 'unwavering')",0.2955997,0.3207754,-0.0251757
71,0.25374362,0.21652251,"('diffident', 'self-confident')",0.2537436,0.2165225,0.0372211
61,-0.24796894,-0.442465,"('illogical', 'logical')",-0.2479689,-0.442465,0.1944961
19,-0.22951245,0.16161573,"('inhospitable', 'hospitable')",-0.2295125,0.1616157,-0.3911282
32,-0.22792198,-0.77062184,"('unkind', 'kind')",-0.227922,-0.7706218,0.5426998
5,0.21085043,0.5169879,"('distant', 'outgoing')",0.2108504,0.5169879,-0.3061375
67,-0.1342776,-0.11373382,"('doubtful', 'determined')",-0.1342776,-0.1137338,-0.0205438
76,-0.13259786,-0.7989527,"('anxious', 'daring')",-0.1325979,-0.7989527,0.6663548
50,0.13094842,-0.0782892,"('clumsy', 'skillful')",0.1309484,-0.0782892,0.2092376
39,0.1295046,0.0018145517,"('exploitative', 'cooperative')",0.1295046,0.0018146,0.12769
29,-0.12574735,-0.039297663,"('unfair', 'fair')",-0.1257474,-0.0392977,-0.0864497
33,0.1125351,0.42012304,"('wrong', 'right')",0.1125351,0.420123,-0.3075879
8,0.09073754,0.21170445,"('unaffectionate', 'affectionate')",0.0907375,0.2117044,-0.1209669
88,-0.08922656,-0.8070624,"('low', 'eminent')",-0.0892266,-0.8070624,0.7178358
25,-0.080366254,0.29804644,"('egoistic', 'altruistic')",-0.0803663,0.2980464,-0.3784127
37,0.076390296,-0.12508635,"('fake', 'genuine')",0.0763903,-0.1250864,0.2014767
66,0.061834395,0.22780874,"('inactive', 'active')",0.0618344,0.2278087,-0.1659743
73,0.047091022,0.00891367,"('helpless', 'self-reliant')",0.047091,0.0089137,0.0381773
58,0.041545186,-0.23586679,"('undiscriminating', 'discriminating')",0.0415452,-0.2358668,0.277412
27,0.04143865,0.6330318,"('hardhearted', 'softhearted')",0.0414387,0.6330318,-0.5915931
17,0.030167809,0.038737085,"('nasty', 'nice')",0.0301678,0.0387371,-0.0085693
56,0.011120991,-0.64948213,"('impractical', 'practical')",0.011121,-0.6494821,0.6606031
