,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,-0.34279808,-0.54555243,"('inhospitable', 'hospitable')",-0.04515037,0.03090447,-0.1939742,-0.257324,0.0633498
48,0.34255576,-0.03900872,"('unintelligent', 'intelligent')",1.168078,1.0870886,0.7553169,0.5240399,0.231277
31,-0.31162444,-0.54141116,"('evil', 'good')",-1.2958312,-1.2370679,-0.8037278,-0.8892395,0.0855117
47,-0.30769706,-0.12833163,"('stupid', 'smart')",5.2908587,5.556894,2.491581,2.7142811,-0.2227001
21,-0.30184904,-0.25483802,"('immoral', 'moral')",-0.4926777,-0.66899955,-0.3972633,-0.4619188,0.0646555
49,0.3004155,0.1805495,"('unable', 'able')",-0.14187986,-0.089245565,0.0792678,0.045652,0.0336158
64,-0.28567877,-0.10390134,"('shy', 'confident')",-6.638415,-6.575976,-3.4620469,-3.3399386,-0.1221083
79,-0.28470236,-0.41444126,"('wavering', 'unwavering')",0.017364569,-0.034857716,-0.1336689,-0.2246495,0.0909806
32,-0.2512246,-0.31391704,"('unkind', 'kind')",0.8828307,0.96169066,0.3158031,0.3238868,-0.0080837
33,0.23257142,0.03558795,"('wrong', 'right')",-0.7516565,-0.73626435,-0.2595425,-0.3503382,0.0907957
76,-0.22888681,-0.14380272,"('anxious', 'daring')",0.40803957,0.38343003,0.0895764,0.1198137,-0.0302373
16,0.226455,-0.09158245,"('unpopular', 'popular')",0.7145713,0.5633063,0.4705132,0.2358619,0.2346513
2,0.22626361,0.29428118,"('unlikable', 'likable')",0.28440163,0.5132725,0.2553326,0.4037769,-0.1484443
5,0.21802661,0.036116593,"('distant', 'outgoing')",-0.26398742,-0.19489995,-0.0229804,-0.0793917,0.0564113
1,-0.19439448,-0.61190325,"('unfriendly', 'friendly')",1.736053,1.6184888,0.7708293,0.5032928,0.2675365
84,0.19148389,0.20503998,"('inferior', 'superior')",1.0299122,1.1558617,0.610698,0.6804509,-0.0697529
56,-0.19032407,-0.05861006,"('impractical', 'practical')",0.2232505,0.23227063,0.0164632,0.0868303,-0.0703671
62,0.187209,0.15624344,"('incompetent', 'brilliant')",0.7556013,0.7415235,0.4714051,0.4488835,0.0225216
44,0.17645872,0.3344894,"('prejudiced', 'unprejudiced')",-1.7297578,-1.6696957,-0.7766495,-0.6676031,-0.1090464
54,0.15198523,-0.13424997,"('incapable', 'capable')",1.1176487,1.1442076,0.634817,0.5049788,0.1298382
24,0.14945878,0.11108862,"('dishonest', 'honest')",0.7698183,0.94699246,0.4596385,0.5290405,-0.069402
4,0.1400321,0.269593,"('disliked', 'liked')",-6.3575306,-6.5058146,-3.1087492,-3.1181107,0.0093615
78,-0.12861441,-0.46788564,"('nonresilient', 'resilient')",0.70382816,0.48159552,0.2876069,0.0068549,0.280752
61,-0.12414788,-0.38114575,"('illogical', 'logical')",0.29956886,0.09829286,0.0877105,-0.1414264,0.2291369
30,-0.10403954,0.086953424,"('intolerant', 'tolerant')",0.84953046,1.0240104,0.3727455,0.5554819,-0.1827364
12,-0.10233578,-0.19797516,"('unsupportive', 'supportive')",-1.53049,-1.5518934,-0.8164129,-0.8749343,0.0585214
26,0.0927176,0.23711424,"('hardhearted', 'benevolent')",1.1504,1.6752048,0.6215588,0.9561595,-0.3346007
40,-0.07409641,-0.009209916,"('stingy', 'generous')",-1.3889759,-1.5919459,-0.7315361,-0.8005779,0.0690418
36,0.067063145,0.028374933,"('hostile', 'amicable')",-0.13175514,-0.076181255,-0.032346,-0.0239032,-0.0084428
37,-0.060675073,-0.20415658,"('fake', 'genuine')",0.6232879,0.48704517,0.2813064,0.1414443,0.1398621
29,-0.053700224,-0.22518362,"('unfair', 'fair')",-0.42717403,-0.48808149,-0.2404371,-0.3566326,0.1161955
81,-0.03317939,0.23929158,"('submissive', 'aggressive')",-0.4035695,-0.49645922,-0.2183744,-0.1285838,-0.0897906
50,-0.029724255,-0.2628896,"('clumsy', 'skillful')",0.4004255,0.28637394,0.1853506,0.0117422,0.1736084
60,-0.02131258,0.06907735,"('inefficient', 'efficient')",0.5469789,0.49447274,0.2628331,0.2817751,-0.018942
6,0.013813075,-0.22231528,"('distant', 'open')",0.07748975,0.07247052,0.0456514,-0.0749224,0.1205738
66,0.013511024,-0.063265756,"('inactive', 'active')",0.5206009,0.47188756,0.267056,0.2043109,0.0627451
11,-0.0129649695,-0.23088132,"('unhelpful', 'helpful')",2.0893364,1.971366,1.0381857,0.8702424,0.1679433
82,0.0120234005,0.09825301,"('poor', 'rich')",6.343746,6.3692775,3.1778848,3.2337651,-0.0558803
8,0.0063393116,-0.15030739,"('unaffectionate', 'affectionate')",0.44194835,0.69840634,0.2241438,0.2740495,-0.0499057
17,-0.0022007935,-0.028085157,"('nasty', 'nice')",-0.38898066,-0.34952542,-0.1955907,-0.1888053,-0.0067854
