,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
14,0.17969164,0.14935562,"('antisocial', 'social')",0.90075684,0.6731743,1.851892,1.8077172,-0.5145468,-0.900019,0.6044484,0.432557,0.1718914
68,-0.12288482,-0.111029305,"('dependent', 'independent')",-0.22302182,-0.23670696,0.08722817,-0.14517981,-0.72625124,-0.7368913,-0.2462324,-0.3074518,0.0612194
56,0.10516787,0.03622182,"('impractical', 'practical')",1.377286,1.2369153,1.0539789,0.82281655,-0.13058774,-0.41581005,0.6014612,0.4200359,0.1814253
34,-0.10339338,-0.041409757,"('mean', 'honorable')",0.20444721,0.14555302,-0.3066762,-0.2572138,6.305053,6.085768,1.5248578,1.4831744,0.0416834
16,-0.096431985,-0.3886816,"('unpopular', 'popular')",-0.040589206,-0.32969213,-0.0560316,-0.46652997,0.9250146,0.710711,0.1829905,-0.1185482,0.3015387
64,0.08551999,-0.07682446,"('shy', 'confident')",1.05619,0.8784768,1.2368948,1.2088088,-7.215213,-7.1052055,-1.209152,-1.2736862,0.0645342
15,0.07040101,-0.037208818,"('boring', 'funny')",0.1178152,0.018774629,-0.9730532,-1.3103352,0.3435104,0.32900485,-0.1103317,-0.2499411,0.1396094
33,0.06707921,0.051394902,"('wrong', 'right')",1.1599734,1.1968689,-0.54374325,-0.38764733,-0.51063514,-0.30447215,0.0431685,0.1390361,-0.0958676
58,0.05746334,0.24002907,"('undiscriminating', 'discriminating')",0.7012389,0.69903564,0.45258418,0.92569286,-0.11175698,0.09662608,0.2748824,0.4903459,-0.2154635
71,-0.05727024,-0.077671446,"('diffident', 'self-confident')",1.7022367,1.8144549,-0.065092854,0.0858489,0.42605132,0.8029062,0.5014812,0.6563846,-0.1549034
83,0.057222176,0.018707883,"('powerless', 'powerful')",0.9908569,0.77229226,-0.09258984,-0.357725,-0.9480146,-1.2497201,0.0018686,-0.2041112,0.2059798
46,-0.046133116,-0.0676784,"('uncompetitive', 'competitive')",0.41514152,0.277846,1.9394666,1.8331736,-0.697863,-0.9397395,0.402653,0.2759004,0.1267526
7,0.04018762,0.11130066,"('insensitive', 'sensitive')",0.9659942,0.96604544,-0.0094813295,0.19927792,0.3827782,0.8356451,0.3448697,0.5280672,-0.1831975
49,-0.039157823,-0.023200719,"('unable', 'able')",-0.043665152,-0.085934326,-0.6731011,-0.77326316,-0.5038616,-0.39477062,-0.3149464,-0.3192922,0.0043458
65,-0.030113604,-0.11000641,"('insecure', 'secure')",0.36976752,0.13622499,1.2871785,1.2424073,-0.49625412,-0.6497016,0.2826446,0.1547311,0.1279135
