,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,male-female
40,-0.42025548,-0.40004766,"('stingy', 'generous')",-0.73403454,-0.66825485,-1.9858232,-1.8241245,-1.0467044,-0.9641423,-0.0825621
80,-0.41749594,-0.3607027,"('dominated', 'dominating')",-0.46719763,-0.45329806,-0.78680146,-0.8440425,-0.557165,-0.552681,-0.004484
73,0.4168766,0.44942862,"('helpless', 'self-reliant')",1.0820855,1.1306915,-3.154377,-3.170392,-0.5518049,-0.5300906,-0.0217143
38,-0.39698738,-0.5684978,"('untruthful', 'truthful')",-0.9588473,-0.927688,-0.47393268,-0.31279388,-0.6099225,-0.6029932,-0.0069293
79,0.37640983,0.34987545,"('wavering', 'unwavering')",1.007693,0.94525725,-0.35223,-0.20120558,0.3439576,0.3646423,-0.0206847
72,-0.34682363,-0.3127736,"('unambitious', 'ambitious')",-1.0521092,-1.071977,-0.23131305,-0.19153959,-0.5434153,-0.52543,-0.0179853
29,-0.33011374,-0.50396377,"('unfair', 'fair')",0.08579732,-0.064263895,-0.2219131,-0.32358283,-0.1554098,-0.2972702,0.1418604
84,0.3021549,0.29934013,"('inferior', 'superior')",0.5204293,0.33620742,0.9844753,0.7975545,0.6023532,0.4777007,0.1246525
16,0.29498735,0.15418747,"('unpopular', 'popular')",-0.018852051,-0.08860554,0.013587289,-0.16406867,0.0965742,-0.0328289,0.1294031
18,-0.29385567,-0.4241289,"('disagreeable', 'welcoming')",-1.1471127,-1.1334913,-0.66287464,-0.6073599,-0.701281,-0.72166,0.020379
48,-0.2733949,-0.32115474,"('unintelligent', 'intelligent')",-1.7729121,-1.7306526,0.5894843,0.57624847,-0.4856076,-0.491853,0.0062454
74,-0.2719724,-0.6038762,"('undedicated', 'dedicated')",-0.6188525,-0.75960004,-0.19749236,-0.10846887,-0.3627724,-0.4906484,0.127876
88,-0.26190946,-0.14771661,"('low', 'eminent')",-0.3639349,-0.31322452,-0.37042463,-0.16479337,-0.3320897,-0.2085782,-0.1235115
83,-0.26088873,-0.29573697,"('powerless', 'powerful')",0.22086653,0.2728645,-1.1651341,-1.1143707,-0.4017188,-0.3790811,-0.0226377
61,-0.21329735,-0.3233526,"('illogical', 'logical')",-1.2668679,-1.3910687,0.7584797,0.555432,-0.2405618,-0.3863297,0.1457679
17,-0.18899742,-0.09438709,"('nasty', 'nice')",-0.56341696,-0.3791117,-0.7991973,-0.7627314,-0.5172039,-0.4120767,-0.1051272
44,0.18899658,0.32428592,"('prejudiced', 'unprejudiced')",0.70283186,0.7948916,-1.6995456,-1.6841414,-0.2692391,-0.1883213,-0.0809178
2,0.18712586,0.14623006,"('unlikable', 'likable')",-0.21602142,-0.30204362,0.34801453,0.68252087,0.106373,0.1755691,-0.0691961
9,0.16300032,-0.016033597,"('unaffectionate', 'caring')",-0.8539861,-0.944282,1.7192148,1.7334726,0.342743,0.257719,0.085024
1,-0.1597628,-0.3031077,"('unfriendly', 'friendly')",-0.92648065,-0.98645926,1.4712708,1.533573,0.1283425,0.0813353,0.0470072
67,0.1548998,0.38231266,"('doubtful', 'determined')",1.2808914,1.2936447,-0.9048257,-0.7016002,0.1769885,0.3247857,-0.1477972
19,-0.13807851,-0.11161569,"('inhospitable', 'hospitable')",-0.044040926,-0.0114746895,-0.44703755,-0.28457654,-0.209719,-0.135889,-0.07383
6,0.1364802,0.3248817,"('distant', 'open')",0.2437662,0.25388765,-0.6001658,-0.37827346,-0.0733065,0.066832,-0.1401385
58,-0.13064107,-0.20112243,"('undiscriminating', 'discriminating')",-1.141267,-1.1581701,0.0070961565,0.17469656,-0.421604,-0.3948653,-0.0267387
37,-0.105306186,-0.2779416,"('fake', 'genuine')",-0.49035245,-0.5983724,0.1807954,0.21605952,-0.1382878,-0.2200848,0.081797
26,0.09910257,0.48669901,"('hardhearted', 'benevolent')",0.037318222,0.31643492,1.5229822,1.9000345,0.5531344,0.9010561,-0.3479217
4,-0.06931154,0.025199182,"('disliked', 'liked')",0.66568184,0.7621472,-7.573106,-7.177061,-2.3255785,-2.1299049,-0.1956736
66,0.06269047,0.25610036,"('inactive', 'active')",0.41337556,0.4400412,0.25869948,0.21214864,0.2449218,0.3027634,-0.0578416
5,0.058104947,0.32700497,"('distant', 'outgoing')",0.5732048,0.6535817,-0.7017641,-0.44968328,-0.0234848,0.1769678,-0.2004526
50,-0.04240539,-0.30866584,"('clumsy', 'skillful')",0.8537891,0.69084406,0.63125634,0.55831534,0.48088,0.3134979,0.1673821
87,0.011601813,0.15694383,"('unsuccessful', 'successful')",0.007295776,0.04428479,1.0382637,0.9474306,0.3523871,0.3828864,-0.0304993
39,-0.0073124375,-0.15923563,"('exploitative', 'cooperative')",-0.73120517,-0.718348,0.6927592,0.45581746,-0.0152528,-0.1405887,0.1253359
