,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
36,0.43539578,0.059222016,"('hostile', 'amicable')",-1.0448669,-0.84082115,-0.3047356,-0.3907996,0.086064
54,-0.42872328,-0.52224666,"('incapable', 'capable')",0.7061799,0.56554544,0.1387283,0.0216494,0.1170789
79,0.42067516,0.236022,"('wavering', 'unwavering')",-0.699511,-0.6222214,-0.1394179,-0.1930997,0.0536818
67,-0.41849855,-0.12184813,"('doubtful', 'determined')",-0.37098786,-0.25238177,-0.3947432,-0.187115,-0.2076282
17,-0.40818226,-0.36798096,"('nasty', 'nice')",-0.71842206,-0.5709765,-0.5633022,-0.4694787,-0.0938235
5,0.3828991,0.31324717,"('distant', 'outgoing')",-0.8951358,-0.691542,-0.2561184,-0.1891474,-0.066971
88,-0.35383934,-0.33590326,"('low', 'eminent')",-0.46271434,-0.5327238,-0.4082769,-0.4343135,0.0260366
76,-0.35052806,-0.17354783,"('anxious', 'daring')",0.25011456,0.15943873,-0.0502068,-0.0070546,-0.0431522
50,0.29635537,0.016406596,"('clumsy', 'skillful')",-0.15634283,-0.2640085,0.0700063,-0.1238009,0.1938072
39,-0.23916163,-0.17629787,"('exploitative', 'cooperative')",0.22945836,0.21472247,-0.0048516,0.0192123,-0.0240639
64,-0.2374507,-0.16007572,"('shy', 'confident')",-5.8288345,-5.7426033,-3.0331426,-2.9513395,-0.0818031
37,-0.21665046,-0.30800217,"('fake', 'genuine')",0.3942874,0.14761826,0.0888185,-0.080192,0.1690105
25,-0.21352552,-0.35311767,"('egoistic', 'altruistic')",0.73929656,0.80505604,0.2628855,0.2259692,0.0369163
31,0.19759995,0.0322953,"('evil', 'good')",-1.4621743,-1.2903885,-0.6322871,-0.6290466,-0.0032405
29,0.19623789,0.31827766,"('unfair', 'fair')",-0.2014511,-0.0340485,-0.0026066,0.1421146,-0.1447212
30,-0.19168001,0.081590965,"('intolerant', 'tolerant')",0.95832133,1.0525997,0.3833207,0.5670953,-0.1837746
84,-0.18440425,-0.08293372,"('inferior', 'superior')",0.7045342,0.8509566,0.260065,0.3840114,-0.1239464
26,0.16437766,0.055291746,"('hardhearted', 'benevolent')",1.4682127,1.3233693,0.8162952,0.6893305,0.1269647
42,0.16214809,0.078254074,"('unreliable', 'reliable')",-2.5007517,-2.7950628,-1.1693019,-1.3584044,0.1891025
34,-0.15104839,-0.1891741,"('mean', 'honorable')",5.1102486,5.0802674,2.4796002,2.4455466,0.0340536
80,0.14880769,0.32342985,"('dominated', 'dominating')",0.026702397,-0.31056768,0.087755,0.0064311,0.0813239
68,-0.14865674,-0.045577295,"('dependent', 'independent')",-0.93785053,-0.71551585,-0.5432537,-0.3805466,-0.1627071
16,-0.13872315,-0.1375843,"('unpopular', 'popular')",-0.20908509,-0.0045887157,-0.1739041,-0.0710865,-0.1028176
72,-0.113572955,-0.21671924,"('unambitious', 'ambitious')",0.018131569,-0.1663854,-0.0477207,-0.1915523,0.1438316
18,-0.10829042,-0.13913041,"('disagreeable', 'welcoming')",-1.0332423,-0.9110912,-0.5707664,-0.5251108,-0.0456556
58,-0.07725167,0.02911909,"('undiscriminating', 'discriminating')",0.058730252,-0.040747464,-0.0092607,-0.0058142,-0.0034465
19,-0.055646,0.040238895,"('inhospitable', 'hospitable')",-0.80383074,-0.59065366,-0.4297384,-0.2752074,-0.154531
2,0.014038272,0.044198103,"('unlikable', 'likable')",0.7473867,0.8229654,0.3807125,0.4335817,-0.0528692
87,0.0044309087,0.22877094,"('unsuccessful', 'successful')",1.0721573,1.008384,0.5382941,0.6185775,-0.0802834
