,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
76,-0.09913584,-0.17463787,"('anxious', 'daring')",0.31072614,0.2068408,0.08784295,0.14371245,0.0998111,0.0586385,0.0411726
87,-0.09201732,-0.18400577,"('unsuccessful', 'successful')",0.015745347,-0.10417217,0.48604935,0.54329985,0.1365925,0.0850406,0.0515519
46,0.08753125,-0.27764988,"('uncompetitive', 'competitive')",0.4817481,0.20061356,-1.0457326,-1.0287306,-0.1588177,-0.368589,0.2097713
58,-0.08061469,-0.13908973,"('undiscriminating', 'discriminating')",1.0966606,1.1215461,0.07824887,0.09133132,0.3647649,0.3579293,0.0068356
52,-0.077871,0.19252214,"('irrational', 'rational')",-0.31731275,-0.19685657,0.18814816,0.29552445,-0.0690119,0.0970633,-0.1660752
34,0.07599219,-0.17967035,"('mean', 'honorable')",0.5014614,0.50862056,5.7805567,5.6228065,2.1193368,1.983919,0.1354178
42,0.07164445,0.2661785,"('unreliable', 'reliable')",0.14023252,0.07946307,-2.700653,-2.4427845,-0.8295921,-0.6990476,-0.1305445
43,-0.056705028,-0.17771263,"('irresponsible', 'responsible')",1.1521322,1.0525253,0.21051311,0.21953687,0.4353134,0.3647832,0.0705302
56,-0.052931458,-0.20523979,"('impractical', 'practical')",1.0896319,1.0179902,-0.68667305,-0.6304314,0.1166758,0.060773,0.0559028
35,-0.022127504,0.28294346,"('corrupt', 'incorrupt')",-0.98086756,-0.73344153,0.051979415,0.25104478,-0.3170052,-0.0664844,-0.2505208
13,-0.011277068,-0.07253937,"('impolite', 'polite')",-0.014010154,-0.10374701,-0.6759388,-0.6313006,-0.233742,-0.2691957,0.0354537
