,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
1,-0.6053599,-0.5431962,"('unfriendly', 'friendly')",0.055924226,0.027086735,1.5581192,1.4042476,0.3362278,0.2960461,0.0401817
66,-0.6041462,-0.8504861,"('inactive', 'active')",0.9508839,0.79696023,0.77678436,0.52102983,0.3745073,0.1558347,0.2186726
87,0.59205127,0.4491079,"('unsuccessful', 'successful')",1.351198,1.187218,1.0966196,0.8335636,1.0132896,0.8232965,0.1899931
73,0.5816314,0.7584037,"('helpless', 'self-reliant')",-0.055394053,0.02707237,-2.8783424,-2.646286,-0.784035,-0.62027,-0.163765
67,0.5556998,0.4261863,"('doubtful', 'determined')",0.55452734,0.43977797,-0.47090513,-0.35292614,0.2131073,0.1710127,0.0420946
24,-0.53609467,-0.50485224,"('dishonest', 'honest')",-0.017177135,0.005516963,0.45137316,0.5322487,-0.0339662,0.0109711,-0.0449373
68,-0.5217012,-0.5273312,"('dependent', 'independent')",0.2911338,0.24757913,-0.6910833,-0.6863913,-0.3072169,-0.3220478,0.0148309
88,-0.5041906,-0.3171954,"('low', 'eminent')",-0.41003883,-0.31891584,0.12575646,0.11252722,-0.2628243,-0.174528,-0.0882963
85,0.46664596,0.6410652,"('insignificant', 'prestigious')",-1.0924199,-0.9641977,0.0069392836,-0.035472214,-0.2062782,-0.1195349,-0.0867433
22,-0.45732594,-0.72770536,"('untrustworthy', 'trustworthy')",-0.20510213,-0.38009626,-0.9252946,-1.0272357,-0.5292409,-0.7116791,0.1824382
32,-0.45465028,-0.431942,"('unkind', 'kind')",-0.18664399,-0.2527612,0.9230368,0.61115134,0.0939142,-0.0245173,0.1184315
76,-0.45139343,-0.5378931,"('anxious', 'daring')",0.918519,0.7830996,0.24392141,0.22154303,0.2370157,0.1555832,0.0814325
23,-0.43259805,-0.32525632,"('insincere', 'sincere')",0.2754853,0.2298908,5.093281,4.927185,1.6453894,1.6106065,0.0347829
48,-0.3993275,-0.5804376,"('unintelligent', 'intelligent')",0.067686655,-0.1622198,0.55074006,0.36053076,0.0730331,-0.1273756,0.2004087
44,0.39640424,0.45930278,"('prejudiced', 'unprejudiced')",0.24795003,0.42407393,-1.1188399,-0.96358347,-0.1581619,-0.0267356,-0.1314263
30,-0.3930021,-0.44180465,"('intolerant', 'tolerant')",0.43901786,0.3863769,1.0533165,1.0549533,0.3664441,0.3331752,0.0332689
17,0.38414907,0.47728682,"('nasty', 'nice')",-1.3335663,-1.2796597,-0.6161591,-0.64259744,-0.5218588,-0.4816568,-0.040202
19,-0.36498848,-0.30838612,"('inhospitable', 'hospitable')",-1.122391,-1.0386312,-0.24045345,-0.28207776,-0.5759443,-0.5430317,-0.0329126
61,-0.35510665,-0.32849732,"('illogical', 'logical')",-0.24074933,-0.21318528,0.00036599115,-0.012617558,-0.1984967,-0.1847667,-0.01373
52,0.35155675,0.2886419,"('irrational', 'rational')",-0.8135923,-0.8709372,0.17865612,0.091792665,-0.0944598,-0.1635009,0.0690411
26,0.33439794,0.11824842,"('hardhearted', 'benevolent')",1.1469893,1.1255163,1.5584409,1.3888123,1.0132761,0.8775256,0.1357505
41,-0.33157843,-0.3324524,"('unforgiving', 'forgiving')",0.07247152,0.025084887,-0.15443043,-0.18510629,-0.1378458,-0.1641579,0.0263121
79,-0.31825602,-0.22805382,"('wavering', 'unwavering')",-0.87541646,-0.80770844,-0.2403522,-0.29882315,-0.4780082,-0.4448618,-0.0331464
31,-0.28677157,-0.0666741,"('evil', 'good')",-0.93841535,-0.7726198,-1.2474283,-1.2884663,-0.8242051,-0.7092534,-0.1149517
42,-0.27514562,-0.3187608,"('unreliable', 'reliable')",0.37532336,0.3061364,-2.682792,-2.5365915,-0.8608714,-0.8497387,-0.0111327
50,0.26804715,0.31864032,"('clumsy', 'skillful')",-0.30696598,-0.25271398,0.40161696,0.3645646,0.1208994,0.143497,-0.0225976
5,0.23938638,0.66546524,"('distant', 'outgoing')",-0.29497272,-0.006597817,0.104904346,0.26087558,0.0164393,0.306581,-0.2901417
6,-0.22721383,0.13091412,"('distant', 'open')",-0.39942554,-0.07796422,0.45072198,0.5488331,-0.0586391,0.2005943,-0.2592334
2,0.22157252,0.27393007,"('unlikable', 'likable')",1.1519326,1.2528158,0.57256705,0.7547297,0.6486907,0.7604918,-0.1118011
12,-0.2169505,-0.03891401,"('unsupportive', 'supportive')",0.31514573,0.3355448,-1.7115914,-1.5962152,-0.5377987,-0.4331948,-0.1046039
15,0.21542418,0.13962463,"('boring', 'funny')",0.0136861205,-0.11479099,0.3793812,0.32988128,0.2028305,0.1182383,0.0845922
74,0.20926484,0.34292933,"('undedicated', 'dedicated')",0.5634649,0.6410717,0.00067341886,0.11028665,0.2578011,0.3647625,-0.1069614
60,-0.17693149,-0.089071855,"('inefficient', 'efficient')",1.2559723,1.1978893,0.1662597,0.3227075,0.4151002,0.477175,-0.0620748
62,0.17102525,0.36033034,"('incompetent', 'brilliant')",1.1292033,1.1067855,0.44498533,0.63552594,0.581738,0.7008806,-0.1191426
38,-0.16223952,0.218342,"('untruthful', 'truthful')",-0.07490729,-0.016326256,0.0049144235,0.18482532,-0.0774108,0.128947,-0.2063578
18,0.14723863,0.22074401,"('disagreeable', 'welcoming')",0.8152586,0.9308524,-0.47113684,-0.46338767,0.1637868,0.2294029,-0.0656161
75,-0.12618506,0.085655674,"('meek', 'impulsive')",-0.12626767,0.0020030327,-0.3633168,-0.2982165,-0.2052565,-0.0701859,-0.1350706
4,-0.11342028,0.13192365,"('disliked', 'liked')",-0.37133288,-0.21067443,-5.7881365,-5.4715133,-2.0909632,-1.850088,-0.2408752
47,-0.11056092,-0.3222285,"('stupid', 'smart')",-0.17801881,-0.22816345,5.0749326,4.9610295,1.5954509,1.4702126,0.1252383
27,0.104931325,0.043847837,"('hardhearted', 'softhearted')",-0.23906234,-0.23183621,0.95028687,0.7835842,0.272052,0.1985319,0.0735201
20,-0.099426396,-0.12584668,"('rough', 'thoughtful')",0.3814335,0.36454043,1.0445819,0.97853947,0.4421963,0.4057444,0.0364519
64,-0.08774865,-0.22309628,"('shy', 'confident')",0.33931524,0.19570084,-5.6295657,-5.3468256,-1.7926664,-1.7914069,-0.0012595
9,0.07984196,0.19278786,"('unaffectionate', 'caring')",0.21137328,0.28411964,0.8598764,0.89940816,0.3836972,0.4587719,-0.0750747
56,-0.0671009,0.0060056746,"('impractical', 'practical')",1.4948316,1.4084519,0.07722347,0.22789496,0.5016514,0.5474509,-0.0457995
78,0.057646476,0.21963511,"('nonresilient', 'resilient')",0.7459513,0.7213906,0.36711958,0.2076759,0.3902391,0.3829006,0.0073385
49,-0.048422284,0.039678417,"('unable', 'able')",-0.13028929,-0.08201365,-0.20969203,-0.093626596,-0.1294679,-0.0453206,-0.0841473
54,0.04518328,0.09145949,"('incapable', 'capable')",0.46355864,0.54038596,1.0213037,1.0749255,0.5100152,0.5689237,-0.0589085
11,-0.034300297,-0.0010738187,"('unhelpful', 'helpful')",0.6103257,0.56748784,1.9226316,1.9316276,0.8328857,0.8326805,0.0002052
8,0.031533338,-0.03418892,"('unaffectionate', 'affectionate')",-0.6493256,-0.6462189,0.20500344,0.12922817,-0.1375963,-0.1837265,0.0461302
83,-0.027907982,-0.053969726,"('powerless', 'powerful')",0.16753477,0.077288456,-0.77925193,-0.7230486,-0.2132084,-0.2332433,0.0200349
80,-0.01901126,-0.23737375,"('dominated', 'dominating')",0.41978624,0.17627972,-1.0959069,-1.2566926,-0.2317106,-0.4392622,0.2075516
37,0.016166534,-0.025923908,"('fake', 'genuine')",-0.51485896,-0.60426426,0.16611409,0.12477144,-0.1108594,-0.1684723,0.0576129
29,-0.013025264,-0.15882806,"('unfair', 'fair')",-0.4809229,-0.7114938,-0.5325692,-0.68288887,-0.3421725,-0.5177369,0.1755644
16,-0.00041597337,0.33835948,"('unpopular', 'popular')",-0.12275115,-0.028954357,0.45612013,0.37627622,0.1109843,0.2285604,-0.1175761
