,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,male-female
68,-0.9000291,-0.8953948,"('dependent', 'independent')",-1.234593,-1.0874218,-1.067311,-0.9914083,-0.0759027
5,0.89990336,0.8311831,"('distant', 'outgoing')",0.40297857,0.44084433,0.651441,0.6360137,0.0154273
29,0.8881686,0.6828277,"('unfair', 'fair')",-0.632567,-0.6294949,0.1278008,0.0266664,0.1011344
67,0.8814238,0.92605907,"('doubtful', 'determined')",-0.049630553,-0.14354406,0.4158966,0.3912575,0.0246391
44,-0.8350255,-0.724038,"('prejudiced', 'unprejudiced')",-1.465555,-1.4979436,-1.1502903,-1.1109908,-0.0392995
75,-0.8095164,-1.095836,"('meek', 'impulsive')",-0.8274403,-0.9838246,-0.8184783,-1.0398303,0.221352
60,-0.7894377,-0.7426157,"('inefficient', 'efficient')",0.69635123,0.69750005,-0.0465432,-0.0225578,-0.0239854
58,-0.74798775,-0.8437424,"('undiscriminating', 'discriminating')",-0.57458526,-0.398089,-0.6612865,-0.6209157,-0.0403708
39,0.74146694,1.037916,"('exploitative', 'cooperative')",0.4634782,0.51052153,0.6024725,0.7742187,-0.1717462
52,0.7364163,0.41192284,"('irrational', 'rational')",0.76224893,0.73183626,0.7493326,0.5718796,0.177453
3,-0.67436624,-0.6005943,"('repellent', 'pleasant')",-0.6454366,-0.6112993,-0.6599014,-0.6059468,-0.0539546
30,-0.6596781,-1.0623734,"('intolerant', 'tolerant')",-0.33890617,-0.439365,-0.4992921,-0.7508692,0.2515771
2,0.65443045,0.6347968,"('unlikable', 'likable')",1.3809171,1.2849976,1.0176737,0.9598972,0.0577765
26,0.6490154,0.14994277,"('hardhearted', 'benevolent')",1.6288741,1.6964778,1.1389447,0.9232103,0.2157344
4,0.64498967,-0.055452622,"('disliked', 'liked')",0.48087943,0.3017803,0.5629345,0.1231638,0.4397707
72,-0.62146646,-0.44703326,"('unambitious', 'ambitious')",-0.94336706,-1.0248308,-0.7824168,-0.7359321,-0.0464847
12,0.57133096,0.9054327,"('unsupportive', 'supportive')",0.7946243,1.049103,0.6829777,0.9772679,-0.2942902
38,0.5680467,0.53679204,"('untruthful', 'truthful')",-0.5808094,-0.71026456,-0.0063814,-0.0867363,0.0803549
9,0.56091774,0.678545,"('unaffectionate', 'caring')",0.64426804,0.74609905,0.6025929,0.712322,-0.1097291
0,-0.5485881,-0.5541818,"('unsociable', 'sociable')",0.57397664,0.5996719,0.0126943,0.022745,-0.0100507
64,-0.52443975,-0.60520124,"('shy', 'confident')",0.45303673,0.43818426,-0.0357015,-0.0835085,0.047807
61,0.48435804,0.2836994,"('illogical', 'logical')",0.9405002,0.927507,0.7124291,0.6056032,0.1068259
80,-0.48013514,-0.25625297,"('dominated', 'dominating')",0.13996127,0.23542377,-0.1700869,-0.0104146,-0.1596723
16,0.4793448,0.24438477,"('unpopular', 'popular')",0.32077405,0.4124987,0.4000594,0.3284417,0.0716177
50,0.45246893,0.6487378,"('clumsy', 'skillful')",1.2742391,1.2950889,0.863354,0.9719133,-0.1085593
79,0.4422136,0.6374494,"('wavering', 'unwavering')",0.13176672,0.2344249,0.2869902,0.4359371,-0.1489469
54,-0.41980594,-0.023890704,"('incapable', 'capable')",0.29489923,0.41970742,-0.0624534,0.1979084,-0.2603618
41,-0.3936268,-0.90187323,"('unforgiving', 'forgiving')",0.020490687,-0.12564588,-0.1865681,-0.5137596,0.3271915
23,-0.37018457,-0.24255228,"('insincere', 'sincere')",-0.5669411,-0.4846138,-0.4685628,-0.363583,-0.1049798
28,-0.3534144,-0.5824035,"('disloyal', 'loyal')",-0.048381936,0.066255465,-0.2008982,-0.258074,0.0571758
53,0.33616173,0.3919125,"('uncreative', 'creative')",0.049776077,0.17085479,0.1929689,0.2813836,-0.0884147
74,0.327009,0.42992452,"('undedicated', 'dedicated')",0.541082,0.736658,0.4340455,0.5832912,-0.1492457
47,-0.3236145,-0.12262845,"('stupid', 'smart')",0.47108966,0.4372457,0.0737376,0.1573086,-0.083571
19,0.30884758,0.23671901,"('inhospitable', 'hospitable')",-0.65941006,-0.5951262,-0.1752812,-0.1792036,0.0039224
37,-0.2987326,0.12024086,"('fake', 'genuine')",-0.24790165,-0.09329245,-0.2733171,0.0134742,-0.2867913
63,0.26135182,0.3142818,"('unperceptive', 'insightful')",0.8216402,0.931541,0.541496,0.6229114,-0.0814154
34,-0.26119387,-0.30087537,"('mean', 'honorable')",0.4402288,0.531264,0.0895175,0.1151943,-0.0256768
65,-0.25684157,-0.4624538,"('insecure', 'secure')",-0.1163278,-0.13568221,-0.1865847,-0.299068,0.1124833
77,-0.250059,-0.070667684,"('unmotivated', 'motivated')",0.1755997,0.38290805,-0.0372297,0.1561202,-0.1933499
27,-0.2393672,-0.13980076,"('hardhearted', 'softhearted')",-0.65278614,-0.504136,-0.4460767,-0.3219684,-0.1241083
56,-0.22341722,-0.1830525,"('impractical', 'practical')",0.14574726,0.033259645,-0.038835,-0.0748964,0.0360614
32,0.19201642,0.25662947,"('unkind', 'kind')",0.6129009,0.5585532,0.4024587,0.4075913,-0.0051326
42,-0.15468816,-0.2977022,"('unreliable', 'reliable')",0.70564854,0.71384037,0.2754802,0.2080691,0.0674111
40,0.13964316,-0.13265458,"('stingy', 'generous')",-0.728823,-0.8063698,-0.2945899,-0.4695122,0.1749223
24,0.13398272,0.13834402,"('dishonest', 'honest')",0.4578508,0.41663292,0.2959168,0.2774885,0.0184283
7,-0.11328834,-0.06843795,"('insensitive', 'sensitive')",-0.47634095,-0.29196364,-0.2948146,-0.1802008,-0.1146138
78,0.11301263,0.4810828,"('nonresilient', 'resilient')",0.08058266,0.54716533,0.0967976,0.514124,-0.4173264
17,0.10303145,0.05189075,"('nasty', 'nice')",0.21350281,0.2195275,0.1582671,0.1357091,0.022558
8,0.09070877,0.28676572,"('unaffectionate', 'affectionate')",0.4614659,0.5461122,0.2760873,0.4164389,-0.1403516
88,-0.07402261,-0.29774094,"('low', 'eminent')",0.214504,-0.008133473,0.0702407,-0.1529372,0.2231779
83,-0.060659662,-0.32861766,"('powerless', 'powerful')",-0.019760739,-0.16217248,-0.0402102,-0.2453951,0.2051849
87,0.04287973,0.21057464,"('unsuccessful', 'successful')",2.365778,2.5133743,1.2043289,1.3619745,-0.1576456
11,-0.042819664,0.06750316,"('unhelpful', 'helpful')",-0.5701064,-0.5475062,-0.306463,-0.2400015,-0.0664615
48,-0.0015867688,-0.20436203,"('unintelligent', 'intelligent')",0.016921904,0.016138751,0.0076676,-0.0941116,0.1017792
