,tiffany_male,tiffany_female,tuple,&_male,&_female,co_male,co_female,average_male,average_female,male-female
5,1.4549454,1.9742831,"('distant', 'outgoing')",0.89626396,0.98427904,0.52142894,0.64808095,0.9575461,1.2022144,-0.2446683
35,1.4485708,1.9178103,"('corrupt', 'incorrupt')",0.40983084,0.6410779,0.25141186,0.36911577,0.7032712,0.9760013,-0.2727301
33,1.447364,1.5858661,"('wrong', 'right')",1.5068077,1.6484141,-0.15801534,0.0077996403,0.9320521,1.0806932,-0.1486411
69,1.4384127,1.7800813,"('lazy', 'industrious')",0.8348377,0.9335956,0.1782119,0.3739021,0.8171541,1.029193,-0.2120389
80,-1.3907443,-1.6552327,"('dominated', 'dominating')",-0.9047428,-0.848345,-1.2333144,-1.0481759,-1.1762671,-1.1839178,0.0076507
36,1.3559366,2.1824923,"('hostile', 'amicable')",0.4004103,0.7593388,0.8796235,0.9936776,0.8786568,1.3118362,-0.4331794
70,-1.3192084,-1.7897105,"('lethargic', 'energetic')",-0.54085666,-0.85825336,-0.3384625,-0.52303964,-0.7328425,-1.0570012,0.3241587
1,1.2900368,1.8191211,"('unfriendly', 'friendly')",1.6146595,1.6446648,2.3176074,2.085314,1.740768,1.8497,-0.108932
15,1.1970772,1.2867614,"('boring', 'funny')",0.8000158,0.62922204,0.4098009,0.4155904,0.8022979,0.7771913,0.0251066
10,-1.1857935,-1.4421333,"('unsympathetic', 'sympathetic')",-1.2304618,-1.3760424,-0.60856926,-0.691314,-1.0082749,-1.1698299,0.161555
18,-1.1522409,-0.78297746,"('disagreeable', 'welcoming')",0.64973915,0.6990139,-1.0287579,-0.99201113,-0.5104199,-0.3586582,-0.1517617
13,-1.1454065,-1.7509257,"('impolite', 'polite')",-1.162391,-1.4443848,-0.8929619,-0.9332581,-1.0669198,-1.3761895,0.3092697
57,-1.1133213,-1.0673243,"('unimaginative', 'imaginative')",-0.7063605,-0.85927606,-3.2203693,-3.2970045,-1.6800172,-1.7412016,0.0611844
72,1.1071181,1.0243723,"('unambitious', 'ambitious')",-0.23851927,-0.16312742,-1.0341078,-0.9445473,-0.0551696,-0.0277675,-0.0274021
74,1.0911059,1.1185223,"('undedicated', 'dedicated')",0.90692496,0.81019074,-0.013575541,-0.15363447,0.6614851,0.5916929,0.0697922
27,1.0762392,0.7831196,"('hardhearted', 'softhearted')",0.3263612,0.031355605,1.2431235,1.1277406,0.8819079,0.6474053,0.2345026
21,-1.0541296,-1.2012025,"('immoral', 'moral')",-0.6472834,-0.6692068,-1.5105723,-1.395864,-1.0706617,-1.0887578,0.0180961
24,-1.0131987,-1.15598,"('dishonest', 'honest')",-0.7028392,-0.8093179,-0.6572455,-0.87747574,-0.7910945,-0.9475912,0.1564967
12,0.9708756,0.8947579,"('unsupportive', 'supportive')",1.0735909,0.91919565,-1.5692947,-1.5444257,0.1583906,0.0898426,0.068548
47,-0.9624049,-1.0795629,"('stupid', 'smart')",0.09346183,-0.14443327,3.6930294,3.594753,0.9413621,0.7902523,0.1511098
75,-0.93204206,-0.64053017,"('meek', 'impulsive')",0.0035973918,0.18682256,0.3222197,0.46000165,-0.202075,0.002098,-0.204173
50,0.91673267,0.8347864,"('clumsy', 'skillful')",1.9952285,1.816272,1.11584,0.9799904,1.3426003,1.2103496,0.1322507
29,-0.914028,-0.7885382,"('unfair', 'fair')",-0.48287845,-0.40808755,-0.90699416,-1.0413849,-0.7679668,-0.7460035,-0.0219633
53,0.9082431,1.1963265,"('uncreative', 'creative')",0.6665112,0.68476737,1.1537858,1.0454603,0.9095133,0.9755181,-0.0660048
84,0.8117825,0.747384,"('inferior', 'superior')",0.016992904,0.016617749,0.22676238,0.32735327,0.3518459,0.363785,-0.0119391
51,-0.80598766,-0.9382546,"('uneducated', 'educated')",0.26527664,0.18797846,-0.024110094,0.0011437684,-0.1882737,-0.2497108,0.0614371
40,-0.8027389,-0.43377173,"('stingy', 'generous')",-0.30332065,-0.21828717,-2.183485,-2.1640449,-1.0965149,-0.9387012,-0.1578137
67,-0.75311553,-0.85500884,"('doubtful', 'determined')",-0.32750106,-0.3327648,-1.2251066,-1.1103469,-0.7685744,-0.7660402,-0.0025342
52,-0.73648965,-0.2776376,"('irrational', 'rational')",0.4204693,0.49485803,-0.010336917,0.06836273,-0.1087857,0.0951944,-0.2039801
32,0.7204781,0.49458635,"('unkind', 'kind')",0.16364539,-0.14366865,0.53628445,0.23835076,0.4734693,0.1964228,0.2770465
0,-0.7144993,-0.90361905,"('unsociable', 'sociable')",0.037769053,0.009985222,-0.48316932,-0.5367957,-0.3866332,-0.4768098,0.0901766
83,0.70093596,0.8479782,"('powerless', 'powerful')",0.016630411,0.3863247,-1.2710785,-1.040048,-0.184504,0.0647516,-0.2492556
55,-0.69217455,-0.77393,"('incompetent', 'clever')",-0.41200584,-0.34497347,-1.1354618,-1.1260028,-0.7465474,-0.7483021,0.0017547
31,0.68178844,1.4482512,"('evil', 'good')",0.6848349,0.7462586,0.2531225,0.21788126,0.5399153,0.8041304,-0.2642151
7,-0.6528966,-0.89754796,"('insensitive', 'sensitive')",-0.9072253,-1.1026466,-0.16225089,-0.26711422,-0.5741243,-0.7557696,0.1816453
77,-0.62624115,-0.7050935,"('unmotivated', 'motivated')",-0.33999705,-0.052866407,-0.51819026,-0.23803331,-0.4948095,-0.3319977,-0.1628118
34,0.61413103,0.5794035,"('mean', 'honorable')",0.039000392,-0.056706354,5.427019,5.2965584,2.0267169,1.9397518,0.0869651
60,-0.57589805,-1.014965,"('inefficient', 'efficient')",-0.32661203,-0.37990713,-1.1043867,-1.1048847,-0.6689656,-0.8332523,0.1642867
58,0.50275534,0.7950955,"('undiscriminating', 'discriminating')",0.86332005,1.0280566,0.8218596,0.86343914,0.7293116,0.8955304,-0.1662188
41,-0.47990823,-0.07640654,"('unforgiving', 'forgiving')",-0.17305203,-0.072039045,-0.3924767,-0.34221488,-0.348479,-0.1635535,-0.1849255
73,0.4654241,0.61289275,"('helpless', 'self-reliant')",0.1274668,0.068088144,-2.6940598,-2.721092,-0.7003897,-0.680037,-0.0203527
28,0.46073258,0.65994257,"('disloyal', 'loyal')",-0.4267513,-0.28339964,0.34913588,0.2074604,0.1277057,0.1946678,-0.0669621
19,0.44978124,0.77177393,"('inhospitable', 'hospitable')",-0.019007154,-0.016919214,0.7439922,0.74082804,0.3915888,0.4985609,-0.1069721
39,0.44437677,0.02317432,"('exploitative', 'cooperative')",-0.3337377,-0.4458677,-0.12218182,-0.19245043,-0.0038476,-0.2050479,0.2012003
2,-0.43891296,-0.26283365,"('unlikable', 'likable')",1.2689946,1.2433764,0.5412878,0.48703456,0.4571231,0.4891924,-0.0320693
17,0.43381134,0.49691308,"('nasty', 'nice')",0.20077221,0.2512915,-0.37544793,-0.31290424,0.0863785,0.1451001,-0.0587216
30,-0.40667313,-0.5115076,"('intolerant', 'tolerant')",-0.6710869,-0.8307049,-0.980534,-0.902328,-0.686098,-0.7481802,0.0620822
49,-0.3901071,-0.31548375,"('unable', 'able')",-0.48293203,-0.50562286,-0.5284705,-0.474335,-0.4671699,-0.4318139,-0.035356
43,-0.3863333,-0.8676632,"('irresponsible', 'responsible')",-0.57323724,-0.86843294,-0.14910547,-0.29028407,-0.3695587,-0.6754601,0.3059014
87,0.36325657,0.050888978,"('unsuccessful', 'successful')",1.8642788,1.5422046,1.1724733,1.136731,1.1333362,0.9099415,0.2233947
59,-0.36292952,-0.33826435,"('foolish', 'wise')",0.91225904,0.5582763,-0.14944409,-0.35162193,0.1332951,-0.04387,0.1771651
86,-0.3271064,-0.22685637,"('uninfluential', 'influential')",-0.28890285,-0.40536594,-0.7859473,-0.8407067,-0.4673189,-0.4909763,0.0236574
56,0.32389188,-0.14190868,"('impractical', 'practical')",-0.5563014,-0.90051186,-1.5848491,-1.6879189,-0.6057529,-0.9101132,0.3043603
20,0.24858016,0.22467905,"('rough', 'thoughtful')",0.85768706,0.99594563,0.08732499,0.22462754,0.3978641,0.4817507,-0.0838866
66,0.24642101,0.37809795,"('inactive', 'active')",1.1076176,1.1623249,1.6543988,1.6527337,1.0028125,1.0643856,-0.0615731
4,-0.23751467,0.22207737,"('disliked', 'liked')",0.1594162,0.27037472,-6.4056745,-6.3073416,-2.1612576,-1.9382965,-0.2229611
23,0.17589115,-0.18669593,"('insincere', 'sincere')",-0.5297987,-0.76107776,4.849829,4.657767,1.4986405,1.2366644,0.2619761
37,0.17348064,0.09126302,"('fake', 'genuine')",-0.17278409,-0.21978407,0.36201543,0.20940162,0.120904,0.0269602,0.0939438
42,-0.16470352,-0.28235167,"('unreliable', 'reliable')",0.1207955,-0.120216936,-3.1484885,-3.2399745,-1.0641322,-1.214181,0.1500488
48,-0.16182128,-0.08684915,"('unintelligent', 'intelligent')",-0.11124242,-0.06429863,-0.9779534,-0.9511513,-0.4170057,-0.367433,-0.0495727
76,0.14638712,-0.16179651,"('anxious', 'daring')",0.05003588,-0.08978431,-0.5717487,-0.533304,-0.1251086,-0.2616283,0.1365197
38,-0.1281446,-0.058644198,"('untruthful', 'truthful')",0.014197409,0.15072808,0.22231449,0.30591068,0.0361224,0.1326648,-0.0965424
62,-0.12619309,-0.33517173,"('incompetent', 'brilliant')",-0.5655746,-0.5731405,-0.6919359,-0.51741,-0.4612345,-0.4752407,0.0140062
16,-0.12441587,0.32536292,"('unpopular', 'popular')",0.97120035,1.1265535,1.0018675,1.095368,0.6162173,0.8490949,-0.2328776
61,-0.08306047,-0.08851294,"('illogical', 'logical')",-0.065299086,-0.08652456,-0.31656986,-0.25004816,-0.1549765,-0.1416952,-0.0132813
63,0.07821282,-0.09641584,"('unperceptive', 'insightful')",0.87496704,0.6119968,0.4613531,0.54230297,0.471511,0.352628,0.118883
88,0.060862284,0.12236425,"('low', 'eminent')",0.18589145,0.19066682,-0.4256432,-0.45246488,-0.0596298,-0.0464779,-0.0131519
82,0.044580393,-0.056356065,"('poor', 'rich')",0.10208222,-0.07587135,5.3619003,5.0167,1.8361877,1.6281575,0.2080302
14,0.0010210797,-0.33894494,"('antisocial', 'social')",0.5536023,0.45321965,-1.3065194,-1.3012495,-0.250632,-0.3956583,0.1450263
