,corning_male,corning_female,tuple,inc_male,inc_female,average_male,average_female,male-female
38,-0.2424574,0.1639284,"('untruthful', 'truthful')",0.33751842,0.4742693,0.0475305,0.3190989,-0.2715684
45,-0.23947017,-0.07555924,"('incompetent', 'competent')",-0.19886103,-0.4809234,-0.2191656,-0.2782413,0.0590757
69,0.23753302,0.36451802,"('lazy', 'industrious')",-0.5069103,-0.35680526,-0.1346886,0.0038564,-0.138545
33,0.22481462,0.3984746,"('wrong', 'right')",-0.42670077,-0.3900836,-0.1009431,0.0041955,-0.1051386
65,0.21643776,-0.119476795,"('insecure', 'secure')",-0.44269317,-0.64338744,-0.1131277,-0.3814321,0.2683044
20,0.21533307,0.146384,"('rough', 'thoughtful')",1.2773836,1.1406578,0.7463583,0.6435209,0.1028374
55,0.1888172,0.24481003,"('incompetent', 'clever')",0.0048324876,-0.33376366,0.0968248,-0.0444768,0.1413016
10,-0.18172258,-0.26406953,"('unsympathetic', 'sympathetic')",-0.06475189,-0.2915218,-0.1232372,-0.2777957,0.1545585
49,-0.18079698,-0.18105814,"('unable', 'able')",0.37821537,0.40252313,0.0987092,0.1107325,-0.0120233
12,-0.17781557,-0.025867838,"('unsupportive', 'supportive')",-1.5823188,-1.6588755,-0.8800672,-0.8423716,-0.0376956
51,0.17516224,-0.0024317652,"('uneducated', 'educated')",0.29516077,0.2103763,0.2351615,0.1039723,0.1311892
7,-0.13608815,-0.17367494,"('insensitive', 'sensitive')",0.64130515,0.39760727,0.2526085,0.1119662,0.1406423
78,0.12428398,-0.15887117,"('nonresilient', 'resilient')",0.6007851,0.49347585,0.3625345,0.1673023,0.1952322
0,0.1238318,-0.47015595,"('unsociable', 'sociable')",-0.25972205,-0.8965853,-0.0679451,-0.6833706,0.6154255
59,-0.116484985,-0.2606794,"('foolish', 'wise')",0.7769311,0.7182412,0.3302231,0.2287809,0.1014422
61,-0.11313541,-0.14156233,"('illogical', 'logical')",0.054352127,-0.022132488,-0.0293916,-0.0818474,0.0524558
43,0.11238746,0.04429764,"('irresponsible', 'responsible')",0.66535455,0.51068634,0.388871,0.277492,0.111379
87,-0.10096395,-0.16643056,"('unsuccessful', 'successful')",0.287162,0.4028221,0.093099,0.1181958,-0.0250968
34,0.08567764,0.28326175,"('mean', 'honorable')",6.154144,6.2005506,3.1199107,3.2419062,-0.1219955
64,0.082614735,-0.025526557,"('shy', 'confident')",-6.955555,-6.9739037,-3.43647,-3.4997151,0.0632451
40,-0.063748956,0.05502042,"('stingy', 'generous')",-1.6077825,-1.8335214,-0.8357657,-0.8892505,0.0534848
14,0.049990788,-0.13958083,"('antisocial', 'social')",-0.9234434,-1.1679001,-0.4367263,-0.6537405,0.2170142
2,-0.047008477,0.3922285,"('unlikable', 'likable')",0.1570076,0.288074,0.0549996,0.3401513,-0.2851517
76,0.044631734,0.14393501,"('anxious', 'daring')",0.1874733,0.1794292,0.1160525,0.1616821,-0.0456296
29,0.032952663,-0.13860631,"('unfair', 'fair')",-0.4015592,-0.4575031,-0.1843033,-0.2980547,0.1137514
28,-0.027694324,-0.3316002,"('disloyal', 'loyal')",1.1393244,0.88821435,0.555815,0.2783071,0.2775079
4,-0.020532766,-0.11071662,"('disliked', 'liked')",-6.4941597,-6.5013027,-3.2573462,-3.3060098,0.0486636
