,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
58,-0.72815657,-0.5729313,"('undiscriminating', 'discriminating')",-0.10219335,-0.23785415,-0.415175,-0.4053927,-0.0097823
69,0.72466075,0.6032309,"('lazy', 'industrious')",-0.5284272,-0.6322899,0.0981168,-0.0145295,0.1126463
78,-0.7125217,-0.6316689,"('nonresilient', 'resilient')",0.2760877,0.23294649,-0.218217,-0.1993612,-0.0188558
42,-0.67111754,-0.3895991,"('unreliable', 'reliable')",-2.9741647,-2.7879791,-1.8226411,-1.5887891,-0.233852
36,-0.6631956,-0.83929837,"('hostile', 'amicable')",-0.099031836,-0.42493027,-0.3811137,-0.6321143,0.2510006
63,-0.6453112,-0.34801552,"('unperceptive', 'insightful')",1.1022513,1.3266058,0.2284701,0.4892951,-0.260825
21,-0.6432579,-0.6857876,"('immoral', 'moral')",-0.4490868,-0.36824274,-0.5461724,-0.5270152,-0.0191572
72,-0.6059954,-0.36125097,"('unambitious', 'ambitious')",-1.0183886,-0.6693905,-0.812192,-0.5153207,-0.2968713
12,-0.59836394,-0.43077734,"('unsupportive', 'supportive')",-1.6893212,-1.6322474,-1.1438426,-1.0315124,-0.1123302
68,-0.58022803,-0.5867195,"('dependent', 'independent')",-0.34075382,-0.3395057,-0.4604909,-0.4631126,0.0026217
13,-0.577717,-0.5410246,"('impolite', 'polite')",-0.30064926,-0.023875486,-0.4391831,-0.2824501,-0.156733
31,-0.5657021,-0.59766144,"('evil', 'good')",-1.0922372,-1.327576,-0.8289697,-0.9626187,0.133649
8,-0.5213363,-0.59072185,"('unaffectionate', 'affectionate')",0.6302325,0.44892693,0.0544481,-0.0708975,0.1253456
11,-0.51237476,-0.6031073,"('unhelpful', 'helpful')",1.956867,2.1182997,0.7222461,0.7575963,-0.0353502
16,-0.50535715,-0.45299792,"('unpopular', 'popular')",0.28421462,0.23956807,-0.1105713,-0.1067149,-0.0038564
37,0.4997646,0.50244814,"('fake', 'genuine')",0.5597017,0.48857543,0.5297331,0.4955118,0.0342213
74,-0.49633807,-0.34611192,"('undedicated', 'dedicated')",0.02274922,-0.2149217,-0.2367944,-0.2805168,0.0437224
2,0.48264828,0.50520176,"('unlikable', 'likable')",0.6138879,0.7179687,0.5482681,0.6115853,-0.0633172
32,-0.47468892,-0.46498108,"('unkind', 'kind')",0.8583814,0.85960966,0.1918462,0.1973143,-0.0054681
39,0.46313894,0.31755894,"('exploitative', 'cooperative')",-0.014102371,0.03546565,0.2245183,0.1765123,0.048006
56,0.45167977,0.6638203,"('impractical', 'practical')",0.099201724,0.44109333,0.2754408,0.5524569,-0.2770161
27,-0.44077578,-0.4604472,"('hardhearted', 'softhearted')",1.2986542,1.136322,0.4289392,0.3379374,0.0910018
48,0.4156679,0.4621746,"('unintelligent', 'intelligent')",1.0475882,0.9963392,0.7316281,0.7292569,0.0023712
29,-0.39139485,-0.3367042,"('unfair', 'fair')",-0.5843756,-0.68591636,-0.4878852,-0.5113103,0.0234251
80,-0.38348722,-0.07844931,"('dominated', 'dominating')",-1.2540885,-0.9751395,-0.8187879,-0.5267944,-0.2919935
6,-0.38345134,-0.31065923,"('distant', 'open')",0.24056257,0.07642859,-0.0714444,-0.1171153,0.0456709
9,-0.35261923,-0.56741893,"('unaffectionate', 'caring')",1.0607532,0.936953,0.354067,0.184767,0.1693
77,-0.3433823,-0.5472897,"('unmotivated', 'motivated')",-0.84713334,-0.75501907,-0.5952578,-0.6511544,0.0558966
18,-0.34041467,-0.6115924,"('disagreeable', 'welcoming')",-0.25236756,-0.3937413,-0.2963911,-0.5026668,0.2062757
20,0.31982896,0.2749308,"('rough', 'thoughtful')",1.4505703,1.2806728,0.8851997,0.7778018,0.1073979
38,-0.3133117,-0.009152288,"('untruthful', 'truthful')",-0.09709073,0.21933353,-0.2052012,0.1050906,-0.3102918
3,-0.31224793,-0.43871692,"('repellent', 'pleasant')",-0.08319505,-0.1272061,-0.1977215,-0.2829615,0.08524
82,-0.30471984,-0.15230612,"('poor', 'rich')",5.9746113,6.1236663,2.8349457,2.9856801,-0.1507344
43,-0.29751414,-0.09433287,"('irresponsible', 'responsible')",0.48467037,0.65687275,0.0935781,0.2812699,-0.1876918
59,0.28928262,0.16989928,"('foolish', 'wise')",0.4126308,0.36099246,0.3509567,0.2654459,0.0855108
30,0.26256147,0.38701907,"('intolerant', 'tolerant')",1.2376581,1.4330184,0.7501098,0.9100187,-0.1599089
24,-0.26155522,-0.13062614,"('dishonest', 'honest')",0.59849244,0.74699306,0.1684686,0.3081835,-0.1397149
5,-0.25744522,-0.13420038,"('distant', 'outgoing')",-0.21347404,-0.23373441,-0.2354596,-0.1839674,-0.0514922
40,-0.2565831,-0.020465352,"('stingy', 'generous')",-1.6997472,-1.7851675,-0.9781651,-0.9028164,-0.0753487
88,-0.25185797,-0.24822494,"('low', 'eminent')",0.33890873,0.24215549,0.0435254,-0.0030347,0.0465601
64,-0.24069034,-0.22384873,"('shy', 'confident')",-6.215219,-6.0392895,-3.2279546,-3.1315691,-0.0963855
4,-0.2384641,0.0029134788,"('disliked', 'liked')",-6.28876,-6.3165035,-3.263612,-3.156795,-0.106817
41,-0.22531995,0.055942845,"('unforgiving', 'forgiving')",0.032128848,0.1705455,-0.0965956,0.1132442,-0.2098398
61,-0.22018802,-0.29989102,"('illogical', 'logical')",0.28136632,0.17488357,0.0305891,-0.0625037,0.0930928
71,-0.21231924,-0.4313171,"('diffident', 'self-confident')",0.41912135,0.28992477,0.1034011,-0.0706962,0.1740973
34,-0.21113506,-0.2682271,"('mean', 'honorable')",5.9424,5.9283047,2.8656325,2.8300388,0.0355937
28,-0.21055527,-0.22998396,"('disloyal', 'loyal')",0.8052552,0.6501668,0.29735,0.2100914,0.0872586
60,0.18559529,0.20310614,"('inefficient', 'efficient')",0.4220382,0.7122152,0.3038167,0.4576607,-0.153844
35,0.16923545,0.12417856,"('corrupt', 'incorrupt')",-0.31626487,-0.52926844,-0.0735147,-0.2025449,0.1290302
47,-0.16477004,-0.15748385,"('stupid', 'smart')",5.260539,5.481213,2.5478845,2.6618645,-0.11398
85,0.15469855,-0.017616585,"('insignificant', 'prestigious')",0.36879283,-0.043448307,0.2617457,-0.0305324,0.2922781
33,0.14552811,0.11203702,"('wrong', 'right')",-0.70337003,-0.6991821,-0.2789209,-0.2935725,0.0146516
44,-0.13432124,-0.1779285,"('prejudiced', 'unprejudiced')",-1.3778999,-1.4140211,-0.7561105,-0.7959749,0.0398644
67,0.121334806,0.33883494,"('doubtful', 'determined')",-0.5512058,-0.27643636,-0.2149355,0.0311993,-0.2461348
50,-0.09516564,-0.22974825,"('clumsy', 'skillful')",0.49760717,0.42008093,0.2012208,0.0951663,0.1060545
75,0.0928508,0.35718918,"('meek', 'impulsive')",-0.44031203,-0.13670175,-0.1737306,0.1102437,-0.2839743
52,-0.06657797,-0.28564918,"('irrational', 'rational')",0.13916843,-0.07627953,0.0362952,-0.1809644,0.2172596
62,-0.061882444,0.30726266,"('incompetent', 'brilliant')",0.45637664,0.9307412,0.1972471,0.6190019,-0.4217548
81,-0.031591505,0.37946847,"('submissive', 'aggressive')",-0.555692,-0.019895986,-0.2936417,0.1797862,-0.4734279
15,0.019972451,0.05498312,"('boring', 'funny')",0.40778837,0.44982362,0.2138804,0.2524034,-0.038523
49,-0.019702094,0.13611719,"('unable', 'able')",0.05007097,0.20366353,0.0151844,0.1698904,-0.154706
83,-0.00918857,-0.035369504,"('powerless', 'powerful')",-0.8595666,-0.73150724,-0.4343776,-0.3834384,-0.0509392
25,0.0057122707,-0.3638687,"('egoistic', 'altruistic')",1.4191961,1.0456412,0.7124542,0.3408862,0.371568
26,-0.0046736896,-0.23067592,"('hardhearted', 'benevolent')",1.6401144,1.2324513,0.8177204,0.5008877,0.3168327
