,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
17,-0.3211965,-0.41441298,"('nasty', 'nice')",-0.43969342,-0.2821369,-0.69117254,-0.5553915,-0.4840208,-0.4173138,-0.066707
7,-0.3118338,-0.16455668,"('insensitive', 'sensitive')",-0.076019324,0.02629304,0.5124186,0.10299343,0.0415218,-0.0117567,0.0532785
74,-0.30515432,0.23344845,"('undedicated', 'dedicated')",0.2185701,0.7558115,0.19328023,0.22364843,0.0355653,0.4043028,-0.3687375
14,-0.2931046,-0.11991639,"('antisocial', 'social')",0.95610887,1.0684847,-0.5540286,-0.37450883,0.0363252,0.1913532,-0.155028
13,0.20040157,0.09025971,"('impolite', 'polite')",0.5770194,0.28195658,0.092734635,-0.122261,0.2900519,0.0833184,0.2067335
61,-0.18974371,-0.38036695,"('illogical', 'logical')",0.15246549,-0.06818478,0.26705423,0.123591825,0.076592,-0.10832,0.184912
80,0.17818561,0.41932255,"('dominated', 'dominating')",0.81306976,0.804997,-1.5569917,-1.3792478,-0.1885788,-0.0516427,-0.1369361
30,-0.17191887,0.023256062,"('intolerant', 'tolerant')",1.0594636,1.2101246,1.2463554,1.4237621,0.7113001,0.8857142,-0.1744141
52,-0.13207462,-0.44948,"('irrational', 'rational')",-0.8060656,-1.021655,0.16766156,-0.03554005,-0.2568262,-0.502225,0.2453988
76,-0.13133684,0.25072032,"('anxious', 'daring')",0.89223444,0.94215274,0.30849576,0.5945498,0.3564645,0.5958076,-0.2393431
42,0.12824197,0.5538853,"('unreliable', 'reliable')",0.34225187,0.6153164,-2.5138385,-2.7713604,-0.6811149,-0.5340529,-0.147062
81,-0.12413586,0.30012792,"('submissive', 'aggressive')",1.1818203,1.4205015,-0.5590378,-0.44661087,0.1662155,0.4246728,-0.2584573
66,-0.108540274,0.14305949,"('inactive', 'active')",-1.0219445,-0.82950765,0.41034517,0.3946342,-0.2400465,-0.0972713,-0.1427752
25,-0.09666617,-0.25165766,"('egoistic', 'altruistic')",-0.45837957,-0.31574512,1.2191126,1.2228377,0.2213556,0.2184783,0.0028773
26,0.09105858,0.15991215,"('hardhearted', 'benevolent')",-0.2400696,0.0014028102,1.6934608,1.6206732,0.5148166,0.593996,-0.0791794
31,0.086727545,-0.06323178,"('evil', 'good')",-1.5154607,-1.3080263,-1.1257105,-1.4356973,-0.8514813,-0.9356518,0.0841705
88,0.076433465,0.4404535,"('low', 'eminent')",-0.22025074,0.08606162,0.80224806,1.0263889,0.2194769,0.5176347,-0.2981578
68,-0.061032616,-0.27241302,"('dependent', 'independent')",-0.5584012,-0.81568515,-0.43523657,-0.7731751,-0.3515568,-0.6204244,0.2688676
56,0.047592018,0.6175016,"('impractical', 'practical')",1.3736323,1.4918612,-0.10905053,0.10566017,0.4373913,0.738341,-0.3009497
16,-0.012080044,0.05427669,"('unpopular', 'popular')",-0.36885643,-0.12224577,0.69774425,0.7875569,0.1056026,0.2398626,-0.13426
65,-0.010612793,-0.11437882,"('insecure', 'secure')",1.2479078,0.9934769,-0.06040183,0.03704186,0.3922977,0.30538,0.0869177
