,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
67,0.77845824,0.76130337,"('doubtful', 'determined')",-0.17958713,-0.36388636,-0.33627707,-0.40729448,0.0875313,-0.0032925,0.0908238
6,0.7444114,0.34754476,"('distant', 'open')",0.18777297,0.29113436,0.32307804,0.4845386,0.4184208,0.3744059,0.0440149
80,-0.74024075,-0.36470747,"('dominated', 'dominating')",0.2879784,0.31404775,-1.0318999,-0.96347207,-0.4947208,-0.3380439,-0.1566769
51,-0.71110845,-0.6691787,"('uneducated', 'educated')",-0.3066517,-0.44322637,0.7633385,0.6458653,-0.0848072,-0.1555132,0.070706
78,0.70354915,1.1767601,"('nonresilient', 'resilient')",0.95557123,1.347797,0.7301257,1.0751461,0.7964153,1.1999011,-0.4034858
63,0.6970728,0.9796275,"('unperceptive', 'insightful')",0.5753306,0.6844283,1.6107712,1.8648065,0.9610582,1.1762875,-0.2152293
65,-0.6894295,-0.64149046,"('insecure', 'secure')",0.024985205,-0.05687645,-0.115766555,-0.1729548,-0.2600703,-0.2904406,0.0303703
22,-0.6494432,-0.3573767,"('untrustworthy', 'trustworthy')",-0.101295255,-0.04493992,-1.1185932,-1.0076603,-0.6231105,-0.4699923,-0.1531182
37,0.64394206,0.89255065,"('fake', 'genuine')",-0.31332487,-0.021980919,0.2631553,0.5348095,0.1979242,0.4684598,-0.2705356
23,0.6426048,0.7206862,"('insincere', 'sincere')",0.87700844,0.7451842,5.0457315,5.2046165,2.1884483,2.2234956,-0.0350473
34,0.6268369,0.58236337,"('mean', 'honorable')",-0.14524038,-0.16965637,5.859536,6.060844,2.1137109,2.1578503,-0.0441394
29,-0.6159962,-0.73743147,"('unfair', 'fair')",-0.72381014,-0.63396543,-0.8663419,-0.7789012,-0.7353827,-0.716766,-0.0186167
35,-0.6109479,-1.1659571,"('corrupt', 'incorrupt')",-1.4176432,-1.481804,-0.45395508,-0.608103,-0.8275154,-1.085288,0.2577726
50,0.6059361,0.4388918,"('clumsy', 'skillful')",0.5522056,0.58929497,0.6421841,0.7158702,0.6001086,0.5813523,0.0187563
70,-0.60059994,-0.17588407,"('lethargic', 'energetic')",-0.19637237,-0.17665964,0.67111766,0.8770785,-0.0419516,0.1748449,-0.2167965
48,-0.59957093,-0.34217313,"('unintelligent', 'intelligent')",-0.845926,-0.67350036,0.16654596,0.20558065,-0.426317,-0.270031,-0.156286
17,-0.5995636,-0.7190622,"('nasty', 'nice')",-0.45216903,-0.5859076,-0.63858443,-0.71815544,-0.5634391,-0.6743751,0.110936
39,0.57394904,0.5567123,"('exploitative', 'cooperative')",1.5276818,1.6292142,-0.15889479,-0.18771082,0.6475787,0.6660719,-0.0184932
52,0.5557994,-0.11294922,"('irrational', 'rational')",0.02738782,-0.14280528,-0.50476533,-0.6920511,0.0261406,-0.3159352,0.3420758
64,-0.54173326,-0.46619645,"('shy', 'confident')",0.2554839,0.20894024,-5.1930757,-5.3973827,-1.8264416,-1.8848796,0.058438
61,0.512062,0.35528076,"('illogical', 'logical')",0.2714975,0.18413544,-0.02480706,-0.109142296,0.2529175,0.1434246,0.1094929
20,0.4860343,0.5063304,"('rough', 'thoughtful')",0.60440755,0.7060989,0.95077044,0.9499105,0.6804041,0.7207799,-0.0403758
21,0.4599008,0.71415377,"('immoral', 'moral')",0.12821534,0.07384836,-0.58955574,-0.77025455,-0.0004799,0.0059159,-0.0063958
74,0.45207998,0.5514766,"('undedicated', 'dedicated')",0.86885154,0.86567557,0.7279174,0.7163901,0.6829496,0.7111808,-0.0282312
59,0.44641918,0.12615293,"('foolish', 'wise')",0.6508008,0.6239554,0.08534512,0.13572326,0.3941884,0.2952772,0.0989112
79,0.4314405,0.25295016,"('wavering', 'unwavering')",-0.6186527,-0.6239745,0.24980049,0.26540393,0.0208628,-0.0352068,0.0560696
10,-0.41606608,0.10312905,"('unsympathetic', 'sympathetic')",0.3240395,0.23348302,0.041343097,0.11942245,-0.0168945,0.1520115,-0.168906
47,0.38800815,0.42106047,"('stupid', 'smart')",1.1906941,1.0895407,4.615809,4.8941517,2.0648371,2.1349176,-0.0700805
45,-0.3842651,0.0915123,"('incompetent', 'competent')",-0.23638217,-0.16075,-0.41914883,-0.25161496,-0.3465987,-0.1069509,-0.2396478
49,-0.38212782,-0.40887612,"('unable', 'able')",0.546072,0.7225513,-0.1333895,-0.089591905,0.0101849,0.0746944,-0.0645095
16,-0.36652845,-0.64465356,"('unpopular', 'popular')",-0.23306316,-0.24249065,0.45718464,0.40735793,-0.047469,-0.1599288,0.1124598
13,-0.35539484,-0.044868015,"('impolite', 'polite')",0.34327638,0.21372998,-0.12680355,-0.32378346,-0.0463073,-0.0516405,0.0053332
72,-0.32984042,-0.24845341,"('unambitious', 'ambitious')",-0.8339968,-0.7628893,-1.3037275,-1.0837331,-0.8225215,-0.6983586,-0.1241629
40,-0.3277384,-0.33692038,"('stingy', 'generous')",-0.26958638,-0.23456743,-1.5963569,-1.5646998,-0.7312272,-0.7120625,-0.0191647
28,-0.31841293,-0.2572382,"('disloyal', 'loyal')",-0.3828424,-0.2715982,0.78690994,0.8463607,0.0285515,0.1058414,-0.0772899
38,0.31473374,0.5324018,"('untruthful', 'truthful')",0.041116193,0.11002282,0.38740173,0.40697947,0.2477506,0.3498014,-0.1020508
36,0.3022343,-0.46479952,"('hostile', 'amicable')",-1.1590183,-1.4157915,0.1053462,-0.30458036,-0.2504793,-0.7283905,0.4779112
58,0.28436074,0.44062397,"('undiscriminating', 'discriminating')",0.42854875,0.3462252,0.19624025,0.19371805,0.3030499,0.3268557,-0.0238058
31,-0.26895463,-0.5937541,"('evil', 'good')",-1.0032264,-0.97706825,-1.269637,-1.3028519,-0.8472727,-0.9578915,0.1106188
15,0.25331214,0.16043803,"('boring', 'funny')",-0.019763064,-0.018785447,0.40184754,0.25980684,0.2117989,0.1338198,0.0779791
86,0.24834113,0.40424347,"('uninfluential', 'influential')",0.13602652,0.1680058,0.1345051,0.19517267,0.1729576,0.2558073,-0.0828497
43,0.23223186,0.7060373,"('irresponsible', 'responsible')",1.0422632,1.2422311,0.4963348,0.69516736,0.5902766,0.8811452,-0.2908686
30,0.2195261,0.20627217,"('intolerant', 'tolerant')",0.8291572,0.80889535,0.9606493,0.6938239,0.6697776,0.5696638,0.1001138
11,0.21712276,0.500752,"('unhelpful', 'helpful')",0.6147153,0.67796206,2.365839,2.4566147,1.0658924,1.2117763,-0.1458839
24,0.21490696,0.26939592,"('dishonest', 'honest')",-0.1386305,-0.22500564,0.52209127,0.59577006,0.1994559,0.2133868,-0.0139309
7,0.2069245,0.084112756,"('insensitive', 'sensitive')",0.45311335,0.36307743,0.4226676,0.33142495,0.3609018,0.2595384,0.1013634
76,0.19967054,0.43744692,"('anxious', 'daring')",0.5400484,0.56384325,0.7333773,0.80976695,0.4910321,0.6036857,-0.1126536
77,-0.13575186,0.15103689,"('unmotivated', 'motivated')",0.119846895,0.24963698,-0.9695987,-0.76979274,-0.3285012,-0.1230396,-0.2054616
0,-0.12735552,0.0793445,"('unsociable', 'sociable')",0.42673892,0.38609594,-0.5182955,-0.6673902,-0.0729707,-0.0673166,-0.0056541
60,0.1187192,0.682403,"('inefficient', 'efficient')",1.1427809,1.2806052,0.277875,0.35585615,0.513125,0.7729548,-0.2598298
55,0.11256493,0.5753872,"('incompetent', 'clever')",0.056047875,0.2022166,-0.113485865,-0.11987735,0.0183756,0.2192421,-0.2008665
62,0.08459057,0.4523493,"('incompetent', 'brilliant')",0.7653208,0.8530219,0.17542902,0.42532584,0.3417801,0.5768991,-0.235119
27,-0.08440836,-0.119072385,"('hardhearted', 'softhearted')",0.11072269,0.21311183,0.97399795,1.148591,0.3334374,0.4142102,-0.0807728
41,-0.082842484,-0.10234953,"('unforgiving', 'forgiving')",-0.2932374,-0.46422288,0.22807598,-0.18906723,-0.0493346,-0.2518799,0.2025453
4,-0.05072036,-0.27795202,"('disliked', 'liked')",-0.14447796,-0.22658661,-5.188971,-5.525294,-1.7947232,-2.0099441,0.2152209
46,-0.04549022,0.66707134,"('uncompetitive', 'competitive')",1.1568952,1.4888738,0.29992312,0.4908322,0.4704427,0.8822592,-0.4118165
82,-0.024935931,0.03540396,"('poor', 'rich')",0.09500279,0.26827002,5.5732217,5.9220653,1.8810962,2.0752465,-0.1941503
32,0.012196647,-0.035517655,"('unkind', 'kind')",1.1207945,1.0016223,1.137114,0.8741482,0.7567018,0.6134176,0.1432842
14,-0.0011359826,-0.01793795,"('antisocial', 'social')",-0.25126716,-0.4446439,-0.9743019,-1.3396081,-0.4089017,-0.60073,0.1918283
