,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,male-female
28,-2.2773006,-2.469475,"('disloyal', 'loyal')",-1.9689409,-2.1833143,-1.1223459,-1.252747,0.7784034,0.5206795,-1.1475461,-1.3462142,0.1986681
0,-2.2570567,-2.3172216,"('unsociable', 'sociable')",-1.0325602,-1.0211453,-0.6895308,-0.588334,0.0029590614,-0.10645388,-0.9940472,-1.0082887,0.0142415
24,-2.2271345,-2.3238258,"('dishonest', 'honest')",-2.3586454,-2.4787347,-0.24851586,-0.14368752,0.5981249,0.52977574,-1.0590428,-1.1041182,0.0450754
81,-2.2168272,-2.2778049,"('submissive', 'aggressive')",-1.7225379,-1.6383829,-2.594005,-2.1892726,-0.9454422,-0.9937978,-1.8697031,-1.7748145,-0.0948886
85,2.1580954,2.1603122,"('insignificant', 'prestigious')",2.5635042,2.5779617,3.3137062,2.8628137,-0.422118,-0.42012626,1.9032969,1.7952403,0.1080566
46,-2.1482282,-2.2351308,"('uncompetitive', 'competitive')",-0.69927347,-0.8047654,-0.6951673,-0.6678633,-0.6457899,-0.7021509,-1.0471147,-1.1024777,0.055363
48,-2.1056094,-2.352689,"('unintelligent', 'intelligent')",-1.8932389,-2.1298316,-2.3604934,-2.4271297,-0.017280545,-0.108303234,-1.5941556,-1.7544883,0.1603327
6,1.996995,2.0978837,"('distant', 'open')",1.6789846,1.8162787,3.0930502,2.9049544,0.22007746,0.39165682,1.7472768,1.8026934,-0.0554166
14,-1.9639486,-1.8086348,"('antisocial', 'social')",-1.381203,-1.2339578,-3.0490692,-2.8731236,-0.5427806,-0.5072494,-1.7342503,-1.6057414,-0.1285089
73,1.9615358,1.92254,"('helpless', 'self-reliant')",1.1125488,1.1089777,1.3484766,1.184254,-3.367481,-3.449062,0.2637702,0.1916774,0.0720928
63,-1.9334763,-2.0572193,"('unperceptive', 'insightful')",-0.6294771,-0.8200966,0.34992078,0.07858899,0.58494925,0.5600975,-0.4070209,-0.5596574,0.1526365
11,-1.9278871,-1.9874924,"('unhelpful', 'helpful')",-2.8057249,-2.9302323,-0.9671107,-0.8853173,1.912572,1.9090662,-0.9470377,-0.9734939,0.0264562
21,-1.9016882,-1.9971521,"('immoral', 'moral')",-1.2992269,-1.4596342,-1.9216256,-1.8441454,-0.68967605,-0.802411,-1.4530542,-1.5258356,0.0727814
5,1.8675642,1.9616925,"('distant', 'outgoing')",1.3905548,1.5102932,3.6377444,3.587823,-0.21009955,-0.056726,1.671441,1.7507707,-0.0793297
13,-1.8511436,-1.9019344,"('impolite', 'polite')",-1.8641045,-1.9034692,-0.5931064,-0.29624295,-0.10213098,-0.33044297,-1.1026213,-1.1080223,0.005401
57,-1.8425235,-1.827919,"('unimaginative', 'imaginative')",-1.6171045,-1.5667925,-1.3377026,-1.3879962,-3.2915058,-3.301608,-2.0222092,-2.0210791,-0.0011301
44,1.8071364,2.0451198,"('prejudiced', 'unprejudiced')",-0.121356666,0.008058983,-1.6996686,-1.4772979,-1.4531355,-1.2568355,-0.3667561,-0.1702386,-0.1965175
65,-1.7689736,-1.9028307,"('insecure', 'secure')",-1.5331368,-1.6206119,-2.5717773,-2.3375905,0.13982725,-0.049237743,-1.4335152,-1.4775678,0.0440526
70,-1.7472882,-1.8315868,"('lethargic', 'energetic')",-1.6962028,-1.6926265,-0.68331516,-0.49766785,0.48917535,0.61515635,-0.9094077,-0.8516812,-0.0577265
30,-1.72283,-1.8192425,"('intolerant', 'tolerant')",-2.217589,-2.2705016,-0.09065005,0.06462907,0.18402566,0.09220189,-0.9617608,-0.9832283,0.0214675
7,-1.6598397,-1.7525172,"('insensitive', 'sensitive')",-1.7097353,-1.7964003,-0.4176642,-0.3350686,0.32976696,0.2994018,-0.8643681,-0.8961461,0.031778
66,1.5849743,1.6416333,"('inactive', 'active')",1.7089562,1.7159282,1.424287,1.3434215,0.6789584,0.74889934,1.3492939,1.3624706,-0.0131767
3,-1.567358,-1.6134285,"('repellent', 'pleasant')",-0.9074475,-0.94003785,-0.45808694,-0.3563678,0.50141686,0.5969907,-0.6078689,-0.5782108,-0.0296581
22,-1.5212822,-1.5252529,"('untrustworthy', 'trustworthy')",-1.239056,-1.1324601,-1.1066709,-1.0065129,-0.736336,-0.6953684,-1.1508362,-1.0898986,-0.0609376
76,-1.4964738,-1.4183372,"('anxious', 'daring')",-0.104000345,-0.00015641004,-2.0410926,-1.7796239,-0.102928616,-0.037448943,-0.9361238,-0.8088916,-0.1272322
33,1.4638485,1.4859233,"('wrong', 'right')",1.214733,1.1619289,1.4079838,1.1885848,-0.8446978,-0.89484483,0.8104668,0.7353981,0.0750687
41,-1.4539545,-1.5273485,"('unforgiving', 'forgiving')",-1.048501,-0.9367876,-0.6326733,-0.8076189,-0.07618791,0.014058452,-0.8028291,-0.8144242,0.0115951
31,1.4306635,1.456108,"('evil', 'good')",1.5792155,1.7536317,1.4782472,1.3181698,-0.9097897,-0.8793966,0.8945842,0.9121282,-0.017544
56,-1.3684906,-1.471471,"('impractical', 'practical')",-1.8406295,-1.9342419,-0.20500062,-0.117474064,-0.1327052,-0.29027465,-0.8867065,-0.9533654,0.0666589
32,-1.3645122,-1.4615268,"('unkind', 'kind')",-1.5224404,-1.7620178,-1.569908,-1.5363847,0.8954483,0.99227774,-0.8903531,-0.9419129,0.0515598
12,-1.3031454,-1.2965075,"('unsupportive', 'supportive')",-0.6970858,-0.734623,1.3695129,1.3244591,-1.8429862,-1.7621738,-0.6184261,-0.6172113,-0.0012148
49,-1.2981453,-1.2804686,"('unable', 'able')",-0.7602786,-0.75492454,-0.09729117,-0.015241675,-0.36514568,-0.24544364,-0.6302152,-0.5740196,-0.0561956
39,-1.250765,-1.3397658,"('exploitative', 'cooperative')",-0.31927705,-0.41091013,0.2410656,0.31293595,0.6608243,0.5599639,-0.167038,-0.219444,0.052406
82,-1.2412361,-1.2393142,"('poor', 'rich')",-2.2217364,-2.2642746,-3.2579193,-3.2560692,6.172095,6.121354,-0.1371993,-0.1595759,0.0223766
51,-1.2377769,-1.3575113,"('uneducated', 'educated')",-0.82172567,-0.88281,-1.579495,-1.4938687,0.37599385,0.13447283,-0.815751,-0.8999293,0.0841783
52,1.1523964,1.1262288,"('irrational', 'rational')",1.6683693,1.764916,0.9152324,0.7422334,-0.26157862,-0.35976025,0.8686049,0.8184044,0.0502005
75,1.1345122,1.2812428,"('meek', 'impulsive')",0.007237858,0.21732181,0.1785841,0.17063822,-0.82165873,-0.50205976,0.1246689,0.2917858,-0.1671169
53,-1.0967094,-1.1751746,"('uncreative', 'creative')",0.024243146,-0.17373675,1.3469068,1.1324714,1.1645124,1.0517268,0.3597382,0.2088217,0.1509165
77,-1.0502492,-1.1968678,"('unmotivated', 'motivated')",-0.27672118,-0.314279,0.4505997,0.48835832,-0.8673893,-0.92709845,-0.43594,-0.4874718,0.0515318
79,1.04695,1.076114,"('wavering', 'unwavering')",1.4453409,1.5468564,1.3185935,1.1244559,-0.61493886,-0.4322369,0.7989864,0.8287974,-0.029811
1,-1.0027207,-1.1954346,"('unfriendly', 'friendly')",-0.2751199,-0.5205881,2.2511423,1.7343179,1.7460324,1.5646311,0.6798335,0.3957316,0.2841019
9,-0.96161467,-1.0702163,"('unaffectionate', 'caring')",-0.62444204,-0.8832985,2.1520157,1.7961535,1.2691185,1.2874647,0.4587694,0.2825259,0.1762435
25,0.95011157,0.7863499,"('egoistic', 'altruistic')",1.4078703,1.2103424,1.7663052,1.4456353,1.7937893,1.4773924,1.4795191,1.2299299,0.2495892
59,0.93612885,1.0046722,"('foolish', 'wise')",0.5945466,0.6527767,0.50099355,0.3635687,-0.043855302,-0.058827356,0.4969534,0.4905475,0.0064059
88,-0.92385554,-1.068304,"('low', 'eminent')",-0.87962,-0.9659749,-1.6342641,-1.750338,-0.72636044,-0.8100769,-1.041025,-1.1486734,0.1076484
38,-0.8979209,-0.98627216,"('untruthful', 'truthful')",-1.2862146,-1.3557904,0.6570412,0.5281989,-0.19228813,-0.23421173,-0.4298456,-0.5120188,0.0821732
4,0.8922712,0.9408066,"('disliked', 'liked')",1.2524245,1.3870481,1.2031858,1.0078976,-7.16139,-7.1953416,-0.9533771,-0.9648973,0.0115202
16,0.8754186,0.91366386,"('unpopular', 'popular')",0.8751855,0.7941377,-0.76345086,-0.76481164,0.18906674,0.082914695,0.294055,0.2564762,0.0375788
47,-0.8730829,-0.8989862,"('stupid', 'smart')",-0.59601855,-0.5391649,-0.48799223,-0.4762075,5.3321543,5.350707,0.8437651,0.8590871,-0.015322
8,-0.72420955,-0.7923349,"('unaffectionate', 'affectionate')",-0.18982853,-0.38464516,1.604965,1.2518444,0.71663773,0.8879634,0.3518912,0.240707,0.1111842
74,-0.722066,-0.842967,"('undedicated', 'dedicated')",-0.50561243,-0.5728876,1.0456012,0.95275044,0.16711734,0.05024302,-0.00374,-0.1032153,0.0994753
50,0.69114417,0.6194375,"('clumsy', 'skillful')",1.6205122,1.4477096,-0.5537154,-0.80507404,-0.02606155,-0.03033958,0.4329699,0.3079334,0.1250365
58,-0.66981894,-0.67723453,"('undiscriminating', 'discriminating')",0.08132114,0.019339483,0.3959878,0.1715149,0.24560842,0.17988773,0.0132746,-0.0766231,0.0898977
71,0.6533536,0.70216984,"('diffident', 'self-confident')",-0.07278661,-0.15251017,2.1705227,2.075989,0.3248497,0.3609781,0.7689848,0.7466567,0.0223281
37,-0.6313124,-0.6532755,"('fake', 'genuine')",-0.51657915,-0.6555375,-0.084451206,-0.20665736,0.22311884,0.21405044,-0.252306,-0.325355,0.073049
42,0.60947186,0.6312761,"('unreliable', 'reliable')",1.0695893,1.0406076,0.19246599,0.28338468,-2.4150298,-2.4006205,-0.1358756,-0.111338,-0.0245376
17,0.5727324,0.57398903,"('nasty', 'nice')",0.73007274,0.87481105,1.0883551,1.2320483,-0.33818015,-0.4803346,0.513245,0.5501285,-0.0368835
87,0.38349766,0.4668346,"('unsuccessful', 'successful')",1.3030125,1.3867273,-0.059210557,0.06710607,0.43256542,0.3349644,0.5149662,0.5639081,-0.0489419
20,-0.32018614,-0.39913473,"('rough', 'thoughtful')",0.5712437,0.35297468,-0.104515165,-0.29691395,0.8188698,0.75138843,0.2413531,0.1020786,0.1392745
18,-0.29752684,-0.4062564,"('disagreeable', 'welcoming')",0.3672395,0.34244376,-0.9374739,-0.96676207,-0.9976431,-1.0648147,-0.4663511,-0.5238473,0.0574962
61,-0.2757046,-0.36231256,"('illogical', 'logical')",0.24279031,0.16741285,0.8955061,0.80114996,0.16389048,-0.028754946,0.2566206,0.1443738,0.1122468
84,0.27043724,0.23415332,"('inferior', 'superior')",0.8191242,0.7633199,0.69080687,0.6334783,0.42112315,0.41363594,0.5503728,0.5111468,0.039226
64,-0.2655592,-0.30493668,"('shy', 'confident')",0.35612947,0.38166577,-0.31318066,-0.13857579,-6.2161055,-6.2048154,-1.609679,-1.5666655,-0.0430135
80,-0.26455122,-0.22961025,"('dominated', 'dominating')",-0.06261854,-0.08209899,-1.5602124,-1.2805374,-0.4436488,-0.53128797,-0.5827577,-0.5308836,-0.0518741
26,0.2643821,0.22016245,"('hardhearted', 'benevolent')",1.0355505,1.0942405,1.2649355,0.944621,1.6179206,1.6628675,1.0456972,0.9804729,0.0652243
27,0.22214583,0.17297828,"('hardhearted', 'softhearted')",-0.9447754,-1.0425832,1.3310267,1.2563912,1.0312227,1.0013106,0.409905,0.3470242,0.0628808
83,-0.20730308,-0.31374165,"('powerless', 'powerful')",0.20770252,0.08707028,0.50036204,0.36658746,-1.0314963,-0.9361262,-0.1326837,-0.1990525,0.0663688
19,0.1957734,0.23771915,"('inhospitable', 'hospitable')",-0.042665537,0.023530034,2.136841,2.0734036,-0.29506007,-0.15244904,0.4987222,0.5455509,-0.0468287
34,-0.18743497,-0.32623154,"('mean', 'honorable')",-0.78159136,-0.8928189,1.543244,1.5110813,5.428062,5.344165,1.5005699,1.4090489,0.091521
40,-0.18380237,-0.3016161,"('stingy', 'generous')",-0.060176037,-0.14054579,0.3190025,0.19871424,-1.9408641,-2.093222,-0.46646,-0.5841674,0.1177074
67,-0.14495027,-0.13416898,"('doubtful', 'determined')",-0.6189094,-0.5347284,-0.18736002,0.008261129,-0.517638,-0.4470307,-0.3672144,-0.2769167,-0.0902977
15,0.13223545,0.15578803,"('boring', 'funny')",0.7419929,0.8223615,0.55084354,0.61397463,0.5979188,0.651008,0.5057477,0.560783,-0.0550353
54,-0.051090136,-0.055338286,"('incapable', 'capable')",-0.19313464,-0.31416303,1.5655239,1.4471713,0.75391394,0.8771357,0.5188032,0.4887014,0.0301018
68,0.0374835,-0.08002947,"('dependent', 'independent')",-1.207692,-1.3192488,-0.29339814,-0.26269194,-1.4670471,-1.6440414,-0.7326635,-0.8265029,0.0938394
2,0.03326711,-0.030641701,"('unlikable', 'likable')",0.8274396,0.6460162,0.43005118,0.2932579,0.6285261,0.72216564,0.479821,0.4076995,0.0721215
29,0.03284741,0.08342932,"('unfair', 'fair')",-0.2943041,-0.25909898,0.1276886,0.20043826,-0.7805127,-0.7378196,-0.2285702,-0.1782628,-0.0503074
78,-0.0016942583,-0.016884984,"('nonresilient', 'resilient')",0.28721058,0.17564991,0.7670479,0.559439,0.5522155,0.481046,0.4011949,0.2998125,0.1013824
