,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
43,1.565669,1.3688172,"('irresponsible', 'responsible')",1.7399358,1.7062906,0.3744153,0.40431708,1.2266734,1.1598083,0.0668651
10,1.5050341,1.2325068,"('unsympathetic', 'sympathetic')",1.2569627,1.157545,0.051676996,0.34548196,0.9378912,0.9118446,0.0260466
70,1.433323,1.2388315,"('lethargic', 'energetic')",1.7619535,1.6978838,0.6072606,0.64835876,1.2675123,1.1950247,0.0724876
66,-1.4326861,-1.4706237,"('inactive', 'active')",-1.1819768,-1.3691373,0.47726896,0.20802838,-0.7124647,-0.8772442,0.1647795
16,-1.3798261,-1.3952066,"('unpopular', 'popular')",-0.6003421,-0.6693105,-0.046335742,-0.09510814,-0.6755013,-0.719875,0.0443737
30,1.3730634,1.2505821,"('intolerant', 'tolerant')",1.6035765,1.5222878,0.42335123,0.4341854,1.1333304,1.0690185,0.0643119
72,1.3694946,1.342901,"('unambitious', 'ambitious')",0.42506444,0.47411466,0.27940047,0.46476474,0.6913198,0.7605935,-0.0692737
23,1.3472624,1.2694618,"('insincere', 'sincere')",1.0764805,1.1042064,6.196709,6.222656,2.873484,2.8654413,0.0080427
35,-1.3173091,-1.2687571,"('corrupt', 'incorrupt')",-1.5101365,-1.5617889,-0.3702762,-0.60728335,-1.0659072,-1.1459431,0.0800359
53,-1.3137109,-1.4310492,"('uncreative', 'creative')",-0.42278013,-0.53714323,0.29566306,0.28899166,-0.480276,-0.5597336,0.0794576
55,1.2601033,1.0346931,"('incompetent', 'clever')",1.3641205,1.2470483,0.46200994,0.5207767,1.0287445,0.9341727,0.0945718
1,-1.246697,-1.2760129,"('unfriendly', 'friendly')",-0.83106345,-0.69460416,1.4788337,1.3854016,-0.1996423,-0.1950718,-0.0045705
76,1.2449359,0.9306794,"('anxious', 'daring')",0.6215971,0.4326259,-0.031815544,0.04670699,0.6115725,0.4700041,0.1415684
63,1.1934689,1.0536692,"('unperceptive', 'insightful')",2.068813,1.9509038,0.19320619,0.17229031,1.1518294,1.0589544,0.092875
71,1.1833978,1.2089686,"('diffident', 'self-confident')",0.78422827,0.735605,0.38819745,0.39953902,0.7852745,0.7813709,0.0039036
82,-1.1669437,-1.0034298,"('poor', 'rich')",-0.70789576,-0.49951226,6.741126,6.8603687,1.6220956,1.7858089,-0.1637133
39,1.1645488,1.0025032,"('exploitative', 'cooperative')",2.0478234,1.8704621,0.6050177,0.4820985,1.2724633,1.1183546,0.1541087
52,-1.1544639,-1.3246382,"('irrational', 'rational')",-0.9528438,-1.1882645,0.017472627,-0.17330788,-0.6966116,-0.8954035,0.1987919
68,-1.1027129,-1.1625128,"('dependent', 'independent')",0.0017423555,-0.1107118,-1.0245336,-1.1278428,-0.7085013,-0.8003558,0.0918545
13,1.0863358,1.0129367,"('impolite', 'polite')",0.48264328,0.43896982,-0.92257,-0.7858964,0.2154697,0.2220034,-0.0065337
24,1.0247555,0.8659077,"('dishonest', 'honest')",0.24146137,0.363178,0.86049545,0.9342225,0.7089041,0.7211027,-0.0121986
45,0.9899821,1.0341947,"('incompetent', 'competent')",1.1020433,1.1988668,-0.089774184,-0.10044995,0.667417,0.7108705,-0.0434535
46,0.9559727,0.6610877,"('uncompetitive', 'competitive')",1.3924141,1.2496481,-1.3656265,-1.2335999,0.3275868,0.225712,0.1018748
54,-0.9496351,-0.9535909,"('incapable', 'capable')",-0.75535446,-0.7755641,1.1161245,1.0848343,-0.1962883,-0.2147736,0.0184853
75,-0.94928277,-0.80987185,"('meek', 'impulsive')",-1.3447198,-1.2429805,-0.6353495,-0.6181342,-0.9764507,-0.8903289,-0.0861218
50,-0.9415888,-1.0699747,"('clumsy', 'skillful')",-0.40972152,-0.6381104,0.12601249,0.0013237093,-0.4084326,-0.5689205,0.1604879
48,0.9413482,0.7916542,"('unintelligent', 'intelligent')",0.20124876,0.14781606,0.36538443,0.3528176,0.5026605,0.4307626,0.0718979
8,-0.8956121,-0.8962645,"('unaffectionate', 'affectionate')",-0.75191545,-0.5440146,1.0732644,1.188046,-0.1914211,-0.0840777,-0.1073434
42,0.8863712,0.7437536,"('unreliable', 'reliable')",1.1080861,1.0282991,-2.9111698,-2.8096535,-0.3055708,-0.3458669,0.0402961
58,0.86210537,0.70723474,"('undiscriminating', 'discriminating')",0.8181499,0.7975887,-0.15758437,-0.20509937,0.507557,0.4332414,0.0743156
85,-0.8389921,-1.0013349,"('insignificant', 'prestigious')",-1.274176,-1.4615625,-0.2126432,-0.45598868,-0.7752705,-0.972962,0.1976915
22,0.83876884,0.6724301,"('untrustworthy', 'trustworthy')",1.507721,1.3776237,-0.3682415,-0.41374138,0.6594161,0.5454375,0.1139786
57,0.8302521,0.6124047,"('unimaginative', 'imaginative')",1.2825265,1.1680524,-3.199481,-2.9968145,-0.3622341,-0.4054525,0.0432184
77,0.76846755,0.7107588,"('unmotivated', 'motivated')",0.77880996,0.5965373,-1.5219812,-1.4563577,0.0084321,-0.0496872,0.0581193
20,0.7562485,0.71533597,"('rough', 'thoughtful')",0.13441361,0.11315529,0.97943544,0.7733146,0.6233658,0.5339353,0.0894305
47,0.75291634,0.69711095,"('stupid', 'smart')",0.8231181,0.7648835,6.0571804,6.090154,2.544405,2.5173829,0.0270221
80,0.7266866,0.5710642,"('dominated', 'dominating')",0.9844392,0.7282836,-0.8387263,-0.8631681,0.2907999,0.1453932,0.1454067
41,0.6949315,0.54236126,"('unforgiving', 'forgiving')",1.4964486,1.535631,-0.035314843,-0.20745188,0.7186884,0.6235135,0.0951749
59,-0.6884355,-0.7042347,"('foolish', 'wise')",0.019039795,-0.038334798,0.10978423,-0.007240087,-0.1865371,-0.2499365,0.0633994
74,0.648676,0.6550753,"('undedicated', 'dedicated')",0.882601,1.0008326,-0.09137702,-0.18288371,0.4799666,0.491008,-0.0110414
73,0.63467985,0.6377984,"('helpless', 'self-reliant')",-0.603537,-0.5587338,-3.4611006,-3.316127,-1.1433193,-1.0790208,-0.0642985
18,-0.6245687,-0.7103098,"('disagreeable', 'welcoming')",0.19739056,0.19678172,-0.46389118,-0.55707204,-0.2970231,-0.3568667,0.0598436
51,-0.58715844,-0.6028256,"('uneducated', 'educated')",0.041343927,0.01338781,-0.10864885,-0.20258574,-0.2181545,-0.2640078,0.0458533
33,0.57696897,0.60739356,"('wrong', 'right')",0.11187212,0.09000709,-0.4856738,-0.6136663,0.0677224,0.0279114,0.039811
29,-0.56395537,-0.47546387,"('unfair', 'fair')",-0.63826126,-0.53694093,-0.56745565,-0.8572452,-0.5898908,-0.6232167,0.0333259
69,-0.5271301,-0.5376561,"('lazy', 'industrious')",-0.06409518,-0.19349205,-1.0715665,-1.3542403,-0.5542639,-0.6951295,0.1408656
32,0.49535015,0.38161755,"('unkind', 'kind')",0.855568,0.93501997,0.94171315,0.9319945,0.7642105,0.749544,0.0146665
65,0.48932484,0.28480965,"('insecure', 'secure')",0.6971189,0.57371306,0.09811586,0.20794764,0.4281865,0.3554901,0.0726964
38,0.47982752,0.47918326,"('untruthful', 'truthful')",0.1224269,0.2307706,-0.5758765,-0.5429451,0.0087926,0.0556696,-0.046877
25,-0.47155184,-0.40924543,"('egoistic', 'altruistic')",-0.29959205,-0.31803638,1.3333927,1.1725103,0.1874163,0.1484095,0.0390068
26,0.45845574,0.3891665,"('hardhearted', 'benevolent')",0.5218685,0.6023145,1.4969829,1.250785,0.8257691,0.747422,0.0783471
17,-0.4502337,-0.40060788,"('nasty', 'nice')",-0.3720765,-0.41745657,-0.7001223,-0.6493423,-0.5074775,-0.4891356,-0.0183419
61,0.4145471,0.20986864,"('illogical', 'logical')",0.89925647,0.7012259,0.20207103,0.050182503,0.5052915,0.3204257,0.1848658
28,0.40222707,0.2507,"('disloyal', 'loyal')",-0.11453704,-0.24937141,1.0874621,1.1030586,0.458384,0.3681291,0.0902549
0,0.38616052,0.24407223,"('unsociable', 'sociable')",1.1691467,1.0495915,-0.19276813,-0.19820493,0.4541797,0.3651529,0.0890268
88,-0.27796543,-0.3725736,"('low', 'eminent')",-0.15090221,-0.23919012,-0.25810117,-0.20304072,-0.2289896,-0.2716015,0.0426119
15,-0.26530948,-0.27245352,"('boring', 'funny')",0.035883877,0.06345384,-0.14094543,-0.21391739,-0.123457,-0.1409724,0.0175154
83,0.25763983,0.16408469,"('powerless', 'powerful')",-0.34596133,-0.38825968,-0.7407733,-0.7102365,-0.2763649,-0.3114705,0.0351056
44,0.24325596,0.10993978,"('prejudiced', 'unprejudiced')",-0.255432,-0.31983814,-0.8407425,-0.8916257,-0.2843062,-0.3671747,0.0828685
86,-0.23613022,-0.44184756,"('uninfluential', 'influential')",0.3311882,0.2426683,0.09617182,0.08018418,0.0637433,-0.039665,0.1034083
34,0.23134777,0.106218055,"('mean', 'honorable')",-0.10747236,-0.026907768,5.490992,5.4583955,1.8716226,1.845902,0.0257206
40,0.19515093,0.17971371,"('stingy', 'generous')",0.6111425,0.60229546,-1.8426101,-1.8958789,-0.3454389,-0.3712899,0.025851
9,-0.14129251,-0.15944728,"('unaffectionate', 'caring')",0.35778093,0.49198106,1.4703677,1.6147896,0.5622853,0.6491078,-0.0868225
64,0.14024651,-0.040393047,"('shy', 'confident')",-0.22556598,-0.4385547,-6.70874,-6.587381,-2.2646866,-2.3554428,0.0907562
2,-0.1375752,-0.1455391,"('unlikable', 'likable')",0.33000213,0.3286438,0.41442817,0.36724126,0.202285,0.1834487,0.0188363
84,-0.10695367,-0.13419643,"('inferior', 'superior')",-0.9343204,-0.9811868,0.303576,0.21388069,-0.2458994,-0.3005009,0.0546015
27,0.09805332,0.024163062,"('hardhearted', 'softhearted')",1.002228,1.0989447,1.3661807,1.290072,0.822154,0.8043932,0.0177608
37,0.094937235,0.015807632,"('fake', 'genuine')",0.037199814,0.12856199,0.44275436,0.5186069,0.1916305,0.2209922,-0.0293617
3,0.09372204,0.017583989,"('repellent', 'pleasant')",0.46139708,0.29438818,0.85622925,0.94866514,0.4704494,0.4202124,0.050237
78,0.052410625,0.04739803,"('nonresilient', 'resilient')",0.49806088,0.4872634,-0.3892482,-0.3807057,0.0537411,0.0513186,0.0024225
87,-0.048407774,-0.07811559,"('unsuccessful', 'successful')",0.9103945,0.765828,0.24170354,0.09828806,0.3678968,0.2620002,0.1058966
