,macys_male,macys_female,tuple,inc_male,inc_female,average_male,average_female,male-female
24,0.20173186,0.22660244,"('dishonest', 'honest')",1.1953461,1.2609458,0.698539,0.7437741,-0.0452351
23,0.19259584,0.29693645,"('insincere', 'sincere')",5.925384,6.001691,3.05899,3.1493137,-0.0903237
60,0.184239,0.47450265,"('inefficient', 'efficient')",0.6070211,0.87868243,0.3956301,0.6765925,-0.2809624
25,0.17070419,0.1569745,"('egoistic', 'altruistic')",0.6803548,0.7018053,0.4255295,0.4293899,-0.0038604
4,-0.14361867,-0.06764302,"('disliked', 'liked')",-6.144653,-6.067707,-3.1441357,-3.0676751,-0.0764606
7,-0.14043663,-0.1988043,"('insensitive', 'sensitive')",0.8145145,0.6102903,0.3370389,0.205743,0.1312959
36,-0.11301216,-0.23516819,"('hostile', 'amicable')",-0.45559955,-0.58377707,-0.2843058,-0.4094726,0.1251668
52,-0.10371607,-0.25595707,"('irrational', 'rational')",-0.43952072,-0.617697,-0.2716184,-0.436827,0.1652086
50,-0.093210615,-0.116080165,"('clumsy', 'skillful')",0.31759557,0.18269512,0.1121925,0.0333075,0.078885
76,-0.07799969,0.33539084,"('anxious', 'daring')",0.55671716,0.9252436,0.2393587,0.6303172,-0.3909585
48,0.055922918,0.10034631,"('unintelligent', 'intelligent')",0.87358624,0.717052,0.4647546,0.4086992,0.0560554
84,0.049953774,-0.101262435,"('inferior', 'superior')",0.8088114,0.6691086,0.4293826,0.2839231,0.1454595
86,-0.046180226,0.19408223,"('uninfluential', 'influential')",0.5896691,0.50991136,0.2717444,0.3519968,-0.0802524
59,0.03887995,-0.18857619,"('foolish', 'wise')",-0.05668732,-0.09670159,-0.0089037,-0.1426389,0.1337352
0,-0.025302593,0.11754879,"('unsociable', 'sociable')",-0.4341979,-0.37024078,-0.2297502,-0.126346,-0.1034042
66,-0.00840015,-0.2057521,"('inactive', 'active')",0.7605903,0.51209176,0.3760951,0.1531698,0.2229253
