,sun_male,sun_female,tuple,microsystems_male,microsystems_female,inc_male,inc_female,average_male,average_female,male-female
80,-1.2818724,-1.090228,"('dominated', 'dominating')",-1.4620205,-1.1869057,-1.2703302,-1.0559762,-1.3380744,-1.1110366,-0.2270378
62,-1.2675618,-1.4697171,"('incompetent', 'brilliant')",-2.0428686,-1.9311981,-0.6246292,-0.4583766,-1.3116866,-1.2864306,-0.025256
14,-1.2483826,-1.3483177,"('antisocial', 'social')",-1.4131937,-1.3878886,-0.4973487,-0.3131773,-1.052975,-1.0164612,-0.0365138
22,-1.2088166,-1.3767723,"('untrustworthy', 'trustworthy')",-1.9173863,-1.903311,-1.0961074,-1.0899467,-1.4074368,-1.4566766,0.0492398
59,1.1557857,1.3079853,"('foolish', 'wise')",0.7180052,0.68536496,-0.3549436,-0.4016087,0.5062824,0.5305805,-0.0242981
33,1.1344787,1.0051128,"('wrong', 'right')",1.3074358,1.0557616,-0.46941596,-0.6605534,0.6574996,0.4667737,0.1907259
21,-1.1324588,-1.2388293,"('immoral', 'moral')",-2.62818,-2.6147344,-0.91183,-0.7859239,-1.5574896,-1.5464959,-0.0109937
60,-1.1304733,-1.3997425,"('inefficient', 'efficient')",-2.2937436,-2.1981373,-0.17107151,0.016141776,-1.1984294,-1.1939127,-0.0045167
13,-1.1193787,-1.4532773,"('impolite', 'polite')",-1.7569811,-1.7554815,-0.34960258,-0.2594425,-1.0753209,-1.1560671,0.0807462
24,-1.1094775,-1.5580876,"('dishonest', 'honest')",-3.34308,-3.4636319,0.09177025,0.13643934,-1.4535958,-1.6284267,0.1748309
25,1.0970645,0.98567283,"('egoistic', 'altruistic')",1.9165623,1.8490088,1.8029679,1.7303729,1.6055315,1.5216848,0.0838467
58,-1.0433223,-1.317672,"('undiscriminating', 'discriminating')",-0.7524869,-0.9660319,-0.21918716,-0.41458035,-0.6716655,-0.899428,0.2277625
48,0.9267491,0.6720692,"('unintelligent', 'intelligent')",-0.13627693,-0.105099306,0.505118,0.43722734,0.4318634,0.3347324,0.097131
11,-0.8954585,-1.0017695,"('unhelpful', 'helpful')",-1.2449642,-1.203579,1.4114575,1.467308,-0.2429884,-0.2460135,0.0030251
44,-0.8905584,-0.43859076,"('prejudiced', 'unprejudiced')",0.7512572,1.0293591,-1.0704806,-0.84955704,-0.4032606,-0.0862629,-0.3169977
50,-0.86499065,-0.7856119,"('clumsy', 'skillful')",0.8668101,0.9661297,0.004776664,-0.10746912,0.0021987,0.0243496,-0.0221509
1,0.8616729,0.29338986,"('unfriendly', 'friendly')",0.24516566,-0.17938599,1.6253188,1.226129,0.9107191,0.446711,0.4640081
52,0.8482232,0.7992571,"('irrational', 'rational')",1.7462363,1.5438458,-0.26215103,-0.4364852,0.7774362,0.6355393,0.1418969
36,0.8069254,0.7808268,"('hostile', 'amicable')",2.2083976,1.9296116,0.8633725,0.5500931,1.2928986,1.0868438,0.2060548
88,-0.80038995,-0.88463026,"('low', 'eminent')",-0.5358184,-0.5875616,-0.076831385,-0.09836276,-0.4710132,-0.5235182,0.052505
65,-0.7987949,-0.89012897,"('insecure', 'secure')",-2.1182587,-2.0221148,-0.56152374,-0.42584696,-1.1595258,-1.112697,-0.0468288
73,0.78845286,0.99908733,"('helpless', 'self-reliant')",1.1413738,1.13351,-3.1080897,-3.2372112,-0.3927544,-0.3682046,-0.0245498
26,0.7877641,0.5910212,"('hardhearted', 'benevolent')",1.2494043,1.097987,1.6112515,1.4968679,1.21614,1.0619587,0.1541813
20,0.7553761,0.68498605,"('rough', 'thoughtful')",0.67083716,0.6483735,1.3591033,1.2066894,0.9284388,0.8466829,0.0817559
31,0.7506132,0.6034707,"('evil', 'good')",2.1344395,1.8608662,-0.68488765,-0.9359212,0.7333883,0.5094719,0.2239164
4,-0.7399026,-0.69795895,"('disliked', 'liked')",0.90831536,0.77699953,-5.913528,-6.247874,-1.9150384,-2.0562778,0.1412394
8,0.69951403,0.39034525,"('unaffectionate', 'affectionate')",0.39150113,0.12130198,0.22747466,-0.036931384,0.4394966,0.1582386,0.281258
35,0.6835719,0.9519762,"('corrupt', 'incorrupt')",2.3483984,2.3252094,0.07304956,-0.08327315,1.0350066,1.0646374,-0.0296308
37,-0.68332994,-0.89299077,"('fake', 'genuine')",-0.709332,-0.7665025,0.030383438,-0.07662164,-0.4540928,-0.578705,0.1246122
78,-0.6376143,-0.46788865,"('nonresilient', 'resilient')",1.1117027,1.2347497,0.50610024,0.47264943,0.3267295,0.4131701,-0.0864406
7,-0.62841433,-0.84490764,"('insensitive', 'sensitive')",-1.4003935,-1.4065235,0.3053437,0.2677365,-0.5744881,-0.6612315,0.0867434
38,-0.6236056,-0.7326653,"('untruthful', 'truthful')",-1.0784701,-1.0732797,-0.42562702,-0.3930808,-0.7092342,-0.7330086,0.0237744
0,-0.6178203,-1.0338492,"('unsociable', 'sociable')",-1.8855541,-1.9562017,-0.63107425,-0.56156236,-1.0448162,-1.183871,0.1390548
66,-0.5863241,-0.70106435,"('inactive', 'active')",-0.36942828,-0.4317582,0.77518374,0.6498469,-0.0601895,-0.1609919,0.1008024
15,-0.57291013,-0.5377441,"('boring', 'funny')",-0.39502922,-0.4721357,0.13949218,0.042001262,-0.2761491,-0.3226262,0.0464771
17,0.56235003,0.3937701,"('nasty', 'nice')",0.7904423,0.59914213,-0.41640446,-0.5166263,0.3121293,0.158762,0.1533673
32,-0.5593,-0.7059445,"('unkind', 'kind')",-1.4497771,-1.3791304,0.62323,0.66252494,-0.461949,-0.4741833,0.0122343
29,0.55192024,0.45679486,"('unfair', 'fair')",0.010838937,-0.059491944,-0.80231684,-0.83952224,-0.0798526,-0.1474064,0.0675538
41,-0.5283999,-0.98865587,"('unforgiving', 'forgiving')",-0.8042555,-1.0039172,0.19932279,0.04368549,-0.3777775,-0.6496292,0.2718517
54,0.5031091,0.39124528,"('incapable', 'capable')",0.4317858,0.339326,0.87554836,0.87260693,0.6034811,0.5343928,0.0690883
16,0.48116365,0.5111565,"('unpopular', 'popular')",0.776413,0.7459311,0.65388,0.44113314,0.6371522,0.5660736,0.0710786
74,-0.45754635,-0.6637132,"('undedicated', 'dedicated')",-0.8085506,-0.86067396,0.028899968,-0.020853734,-0.412399,-0.5150803,0.1026813
75,-0.4494774,-0.21957985,"('meek', 'impulsive')",0.94076484,0.98146975,-0.200283,-0.22583084,0.0970015,0.1786864,-0.0816849
53,0.39446366,0.10706713,"('uncreative', 'creative')",0.26055914,0.11441459,0.8719274,0.64505607,0.5089834,0.2888459,0.2201375
79,0.38824546,0.546676,"('wavering', 'unwavering')",0.56728387,0.5726089,-0.24004683,-0.24927719,0.2384942,0.2900026,-0.0515084
28,-0.38291097,-0.8735926,"('disloyal', 'loyal')",-1.3340192,-1.5229685,0.7706502,0.6462592,-0.3154266,-0.583434,0.2680074
72,-0.3381713,-0.379993,"('unambitious', 'ambitious')",-1.3639882,-1.375445,-1.1879267,-1.2011465,-0.9633621,-0.9855282,0.0221661
30,-0.3006566,-0.5823036,"('intolerant', 'tolerant')",-1.6282784,-1.6796435,0.5181764,0.61301,-0.4702528,-0.5496457,0.0793929
6,0.2744081,0.22172484,"('distant', 'open')",0.060224615,-0.10519202,-0.043059353,-0.24061933,0.0971911,-0.0413622,0.1385533
2,0.270575,0.18138131,"('unlikable', 'likable')",0.09744699,0.104146525,0.5423817,0.6059607,0.3034679,0.2971629,0.006305
3,-0.24630147,-0.5384805,"('repellent', 'pleasant')",-1.1027236,-1.1541805,0.40618685,0.37026045,-0.3142794,-0.4408002,0.1265208
18,0.2451141,-0.07707639,"('disagreeable', 'welcoming')",0.3426284,0.14860098,-0.52348983,-0.662808,0.0214176,-0.1970945,0.2185121
23,-0.24500434,-0.5613228,"('insincere', 'sincere')",-2.0464246,-2.0158238,5.084234,5.2735786,0.9309351,0.8988107,0.0321244
77,-0.23752788,-0.32066798,"('unmotivated', 'motivated')",-0.7606735,-0.8003908,-1.0307199,-1.0622491,-0.676307,-0.7277692,0.0514622
61,0.1637519,0.07473096,"('illogical', 'logical')",-0.4472738,-0.49723783,0.13394374,0.105406,-0.0498594,-0.1057003,0.0558409
86,-0.15973982,-0.64917994,"('uninfluential', 'influential')",-1.5039558,-1.7181172,0.005661279,-0.105229504,-0.5526781,-0.8241756,0.2714975
67,-0.1283856,-0.031664528,"('doubtful', 'determined')",0.107137054,0.11519513,-0.874163,-0.68238574,-0.2984705,-0.1996184,-0.0988521
69,-0.1200297,-0.04388252,"('lazy', 'industrious')",2.4696274,2.3773139,-0.6700828,-0.78512716,0.5598383,0.5161014,0.0437369
27,0.10343762,-0.09152053,"('hardhearted', 'softhearted')",-0.32680604,-0.41248855,1.2279088,1.1317319,0.3348468,0.2092409,0.1256059
5,0.08685286,0.11348464,"('distant', 'outgoing')",0.40611297,0.264299,-0.8811098,-1.0314798,-0.1293813,-0.2178987,0.0885174
34,0.08619367,-0.11201154,"('mean', 'honorable')",-0.63685095,-0.6300846,5.879998,6.0165653,1.776447,1.7581565,0.0182905
19,0.0835758,-0.04911787,"('inhospitable', 'hospitable')",0.055017147,-0.15502447,-0.45869583,-0.5806719,-0.106701,-0.2616047,0.1549037
47,-0.055079386,-0.21383794,"('stupid', 'smart')",-0.6466739,-0.6531493,4.9586434,5.138081,1.4189634,1.4236979,-0.0047345
40,-0.030491786,-0.34062684,"('stingy', 'generous')",0.61736476,0.53725606,-1.2015477,-1.5139153,-0.2048916,-0.4390953,0.2342037
12,-0.017886717,-0.24165547,"('unsupportive', 'supportive')",-0.74984384,-0.80208796,-2.0907588,-2.17085,-0.9528298,-1.0715311,0.1187013
49,0.012695057,0.17310597,"('unable', 'able')",-0.052060097,0.091465525,-0.4869321,-0.33801442,-0.1754324,-0.024481,-0.1509514
