,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,1.2891828,1.5268526,"('uninfluential', 'influential')",0.4848015,0.31033635,0.8869922,0.9185945,-0.0316023
27,1.2702456,1.336241,"('hardhearted', 'softhearted')",1.8542062,1.9127887,1.5622258,1.6245148,-0.062289
6,-1.2617482,-1.5334711,"('distant', 'open')",-0.16624674,-0.14104638,-0.7139975,-0.8372588,0.1232613
30,1.2610297,1.5969894,"('intolerant', 'tolerant')",1.2236283,1.2399151,1.242329,1.4184523,-0.1761233
10,1.2538078,1.7814202,"('unsympathetic', 'sympathetic')",-0.31433344,-0.11551596,0.4697372,0.8329521,-0.3632149
29,-1.2282246,-1.1533337,"('unfair', 'fair')",-0.17812258,-0.09270838,-0.7031736,-0.623021,-0.0801526
32,1.216265,1.2420193,"('unkind', 'kind')",0.9884239,1.1430625,1.1023444,1.1925409,-0.0901965
43,1.2097105,1.5832057,"('irresponsible', 'responsible')",0.7685361,0.91709363,0.9891233,1.2501497,-0.2610264
35,-1.2062712,-1.6781099,"('corrupt', 'incorrupt')",-0.4771739,-0.569621,-0.8417225,-1.1238655,0.282143
13,1.1682628,1.4637997,"('impolite', 'polite')",-0.3328039,-0.28662667,0.4177295,0.5885865,-0.170857
88,1.1314058,1.0831351,"('low', 'eminent')",0.36628827,0.3882801,0.7488471,0.7357076,0.0131395
9,1.1085905,1.0649781,"('unaffectionate', 'caring')",1.0787258,1.3029523,1.0936582,1.1839652,-0.090307
39,1.0924693,1.1992192,"('exploitative', 'cooperative')",-0.15277405,0.030357027,0.4698476,0.6147881,-0.1449405
14,1.0288117,1.2717223,"('antisocial', 'social')",-0.7680202,-0.683824,0.1303957,0.2939492,-0.1635535
21,0.9934838,1.2458372,"('immoral', 'moral')",-0.43266577,-0.29806143,0.280409,0.4738879,-0.1934789
19,-0.9605354,-1.0361006,"('inhospitable', 'hospitable')",0.52425855,0.38313645,-0.2181384,-0.3264821,0.1083437
28,0.95939577,0.9346859,"('disloyal', 'loyal')",1.037608,1.0774854,0.9985019,1.0060856,-0.0075837
55,0.9586296,1.4611455,"('incompetent', 'clever')",0.26065817,0.38088155,0.6096439,0.9210135,-0.3113696
5,-0.95224917,-1.3440692,"('distant', 'outgoing')",-0.23381475,-0.43088466,-0.5930319,-0.8874769,0.294445
61,0.94861937,1.0625957,"('illogical', 'logical')",0.44530123,0.5112004,0.6969603,0.7868981,-0.0899378
34,0.92887807,0.94459623,"('mean', 'honorable')",5.802429,5.906677,3.3656535,3.4256365,-0.059983
57,-0.922757,-0.503186,"('unimaginative', 'imaginative')",-2.524292,-2.4895346,-1.7235246,-1.4963603,-0.2271643
50,-0.90132105,-0.90605587,"('clumsy', 'skillful')",0.15460758,0.30578008,-0.3733567,-0.3001379,-0.0732188
12,0.89648193,1.1284963,"('unsupportive', 'supportive')",-1.3468417,-1.359026,-0.2251799,-0.1152648,-0.1099151
71,0.89554894,0.7012159,"('diffident', 'self-confident')",0.5858458,0.68538135,0.7406974,0.6932986,0.0473988
0,0.88938266,0.953844,"('unsociable', 'sociable')",-0.04602501,-0.12679459,0.4216788,0.4135247,0.0081541
65,0.8845618,1.1889652,"('insecure', 'secure')",-0.31245357,0.027930662,0.2860541,0.6084479,-0.3223938
26,0.8844526,0.66285676,"('hardhearted', 'benevolent')",1.4765365,1.5988464,1.1804945,1.1308516,0.0496429
78,0.8717161,0.70554274,"('nonresilient', 'resilient')",0.48999545,0.57656145,0.6808558,0.6410521,0.0398037
81,0.8412734,1.3474511,"('submissive', 'aggressive')",-0.5060128,-0.52743196,0.1676303,0.4100096,-0.2423793
63,0.8164557,1.1612701,"('unperceptive', 'insightful')",1.3041192,1.4074486,1.0602875,1.2843595,-0.224072
51,0.7950669,1.0022812,"('uneducated', 'educated')",0.9545018,0.7711072,0.8747844,0.8866942,-0.0119098
70,0.7711317,1.3771721,"('lethargic', 'energetic')",0.4611543,0.8187207,0.616143,1.0979464,-0.4818034
20,0.6641254,0.55061585,"('rough', 'thoughtful')",1.1309851,1.2584555,0.8975552,0.9045357,-0.0069805
80,0.548106,0.6075577,"('dominated', 'dominating')",-1.115592,-1.218249,-0.283743,-0.3053456,0.0216026
76,0.5475968,0.9671952,"('anxious', 'daring')",0.09708716,0.39845133,0.322342,0.6828233,-0.3604813
41,0.5419329,0.6048455,"('unforgiving', 'forgiving')",-0.03489306,-0.14311604,0.2535199,0.2308647,0.0226552
79,-0.5116262,-0.59901726,"('wavering', 'unwavering')",-0.16947876,-0.11188398,-0.3405525,-0.3554506,0.0148981
68,0.491799,0.6126772,"('dependent', 'independent')",0.21821758,0.3525711,0.3550083,0.4826242,-0.1276159
17,-0.48615918,-0.72408146,"('nasty', 'nice')",-0.25242275,-0.36268824,-0.3692909,-0.5433849,0.174094
15,-0.432234,-0.46880144,"('boring', 'funny')",0.22688818,0.29317862,-0.1026729,-0.0878114,-0.0148615
38,0.41963398,0.3995403,"('untruthful', 'truthful')",-0.005583357,-0.06894442,0.2070253,0.1652979,0.0417274
74,0.39764312,0.45119828,"('undedicated', 'dedicated')",0.17574704,0.15518095,0.2866951,0.3031896,-0.0164945
11,0.38208354,0.66727245,"('unhelpful', 'helpful')",2.234985,2.1784155,1.3085344,1.4228439,-0.1143095
37,-0.37841204,-0.23119986,"('fake', 'genuine')",0.2773543,0.40874758,-0.0505289,0.0887739,-0.1393028
47,0.34082586,0.29847372,"('stupid', 'smart')",4.9489694,5.2166166,2.6448977,2.7575452,-0.1126475
58,0.31534624,0.39611635,"('undiscriminating', 'discriminating')",0.36602977,0.3228013,0.340688,0.3594588,-0.0187708
54,0.25401205,0.28945982,"('incapable', 'capable')",1.1812764,1.2338061,0.7176442,0.761633,-0.0439888
53,-0.25118002,-0.20312642,"('uncreative', 'creative')",0.7506489,0.7903578,0.2497344,0.2936157,-0.0438813
3,0.25049293,0.61867934,"('repellent', 'pleasant')",0.08808698,0.041231133,0.1692899,0.3299553,-0.1606654
49,0.24619886,0.46384278,"('unable', 'able')",0.10106331,0.24457,0.1736311,0.3542064,-0.1805753
8,0.24360085,-0.015397318,"('unaffectionate', 'affectionate')",0.9032698,1.0248684,0.5734353,0.5047355,0.0686998
83,-0.23150203,-0.3570284,"('powerless', 'powerful')",-0.8652945,-0.9231856,-0.5483983,-0.640107,0.0917087
40,0.22839488,0.24392948,"('stingy', 'generous')",-1.483702,-1.5223538,-0.6276535,-0.6392121,0.0115586
67,-0.22722961,-0.26146683,"('doubtful', 'determined')",-0.6811668,-0.76898766,-0.4541982,-0.5152273,0.0610291
33,0.20222281,0.08043838,"('wrong', 'right')",-0.46167764,-0.44400048,-0.1297274,-0.1817811,0.0520537
69,-0.19016227,-0.72012985,"('lazy', 'industrious')",-0.482136,-0.6497039,-0.3361492,-0.6849169,0.3487677
22,-0.18456899,0.3189414,"('untrustworthy', 'trustworthy')",-0.77034736,-0.5963907,-0.4774582,-0.1387247,-0.3387335
77,0.16516826,0.431462,"('unmotivated', 'motivated')",-1.0102183,-1.1248027,-0.422525,-0.3466704,-0.0758546
42,0.14541085,0.50817686,"('unreliable', 'reliable')",-3.2563465,-3.0328507,-1.5554678,-1.262337,-0.2931308
1,0.13229895,0.0056993477,"('unfriendly', 'friendly')",1.7875599,1.8503304,0.9599294,0.9280149,0.0319145
25,0.109317705,-0.17459589,"('egoistic', 'altruistic')",1.4719129,1.5486764,0.7906153,0.6870402,0.1035751
45,-0.10115055,0.2367765,"('incompetent', 'competent')",-0.23208135,-0.15959732,-0.1666159,0.0385896,-0.2052055
46,-0.09917567,0.21935512,"('uncompetitive', 'competitive')",-0.38581127,-0.32246643,-0.2424935,-0.0515557,-0.1909378
18,-0.088695474,0.110571735,"('disagreeable', 'welcoming')",-0.089465454,-0.05653859,-0.0890805,0.0270166,-0.1160971
2,-0.07263922,-0.03688654,"('unlikable', 'likable')",0.31725332,0.20498504,0.122307,0.0840492,0.0382578
82,0.0503269,0.043230105,"('poor', 'rich')",5.634358,5.8430414,2.8423424,2.9431357,-0.1007933
73,-0.049223445,-0.004767716,"('helpless', 'self-reliant')",-2.8931568,-3.003889,-1.4711901,-1.5043284,0.0331383
85,0.020587562,-0.36074543,"('insignificant', 'prestigious')",0.3067637,0.4012256,0.1636756,0.0202401,0.1434355
87,-0.011822568,-0.18632638,"('unsuccessful', 'successful')",0.9560702,0.8816565,0.4721238,0.3476651,0.1244587
84,0.006650662,0.030702349,"('inferior', 'superior')",0.75575835,0.87567323,0.3812045,0.4531878,-0.0719833
