,international_male,international_female,tuple,game_male,game_female,technology_male,technology_female,average_male,average_female,male-female
60,1.561335,0.83787686,"('inefficient', 'efficient')",-0.38035983,-0.47717473,2.673787,2.6104069,1.2849208,0.9903696,0.2945512
62,1.5273806,0.8840028,"('incompetent', 'brilliant')",0.4829018,0.3254833,2.262075,1.7575439,1.4241192,0.98901,0.4351092
70,1.5081497,0.9073212,"('lethargic', 'energetic')",-1.3309543,-1.5027652,1.3258067,0.93585205,0.5010007,0.1134694,0.3875313
39,1.5070856,1.7044628,"('exploitative', 'cooperative')",0.271634,0.23676085,-0.18334097,-0.18840936,0.5317929,0.5842714,-0.0524785
36,-1.4768192,-0.59715533,"('hostile', 'amicable')",-0.767394,-0.24504909,-2.421433,-1.8632398,-1.5552154,-0.9018148,-0.6534006
0,1.4560431,0.5721944,"('unsociable', 'sociable')",0.035881277,-0.283038,1.7364874,1.2011466,1.0761372,0.4967677,0.5793695
6,-1.4404862,-0.68746495,"('distant', 'open')",0.16194013,0.3022249,-2.382206,-2.2996528,-1.2202507,-0.8949643,-0.3252864
79,-1.4367777,-0.90554786,"('wavering', 'unwavering')",-0.79012966,-0.7199345,-1.2716185,-1.2242587,-1.1661752,-0.9499137,-0.2162615
63,1.3903091,0.99301165,"('unperceptive', 'insightful')",-0.28488475,-0.26676908,1.5611397,1.3237778,0.8888547,0.6833401,0.2055146
57,1.3790026,0.5636569,"('unimaginative', 'imaginative')",0.0019773468,-0.28591686,-1.3262925,-1.4633248,0.0182291,-0.3951949,0.413424
7,1.33068,0.63983655,"('insensitive', 'sensitive')",-0.6330509,-0.4959066,1.3324156,1.131771,0.6766815,0.4252336,0.2514479
10,1.3130171,0.09691403,"('unsympathetic', 'sympathetic')",-1.3750985,-1.661041,1.4044065,0.80217713,0.4474417,-0.2539833,0.701425
27,-1.2770267,-1.0571635,"('hardhearted', 'softhearted')",-0.31612778,-0.5272518,-0.1661044,-0.30694616,-0.5864196,-0.6304538,0.0440342
8,-1.2437665,-0.7499033,"('unaffectionate', 'affectionate')",0.39677662,0.90299153,-0.8305135,-0.54426354,-0.5591678,-0.1303918,-0.428776
17,-1.2335342,-0.8164321,"('nasty', 'nice')",-0.64460105,-0.7310673,-0.23956539,-0.04074678,-0.7059002,-0.5294154,-0.1764848
16,-1.1889843,-0.5474146,"('unpopular', 'popular')",-0.930919,-0.51641095,-0.29547173,-0.21079248,-0.805125,-0.4248727,-0.3802523
59,-1.161063,-0.2560522,"('foolish', 'wise')",0.78845847,1.2632709,-0.90100694,-0.6209009,-0.4245371,0.1287726,-0.5533097
48,1.1363281,0.6201034,"('unintelligent', 'intelligent')",0.38878343,0.29757172,1.4282559,1.3579986,0.9844558,0.758558,0.2258978
52,-1.1112742,-0.7074762,"('irrational', 'rational')",1.4906431,1.4776702,-2.2777307,-1.9103729,-0.6327873,-0.3800596,-0.2527277
26,1.0646963,0.9801167,"('hardhearted', 'benevolent')",1.3570366,1.2813619,0.307588,0.35550708,0.9097737,0.8723286,0.0374451
29,-1.0596359,-1.0398105,"('unfair', 'fair')",0.155673,-0.10314059,-0.7721563,-1.0223961,-0.5587064,-0.7217824,0.163076
75,-1.0502812,-0.19363716,"('meek', 'impulsive')",0.12510365,0.2789661,-0.20327538,-0.15107279,-0.376151,-0.0219146,-0.3542364
23,1.024966,0.644482,"('insincere', 'sincere')",-0.7779227,-0.41324157,5.5323977,5.275635,1.9264803,1.835625,0.0908553
28,0.9727882,0.5858358,"('disloyal', 'loyal')",0.52903724,0.5638013,1.5510807,1.5335957,1.0176353,0.8944109,0.1232244
45,0.93841153,0.12635209,"('incompetent', 'competent')",-0.8894952,-1.0295451,1.302618,0.68046075,0.4505115,-0.0742441,0.5247556
30,0.9174491,0.7187,"('intolerant', 'tolerant')",-0.114184715,-0.23280399,1.3277235,1.3664647,0.7103293,0.6174536,0.0928757
66,0.9063567,0.72626567,"('inactive', 'active')",-1.1523178,-1.5118628,-0.20674205,-0.6233233,-0.150901,-0.4696401,0.3187391
25,-0.8774246,-0.4077391,"('egoistic', 'altruistic')",0.9752256,1.2823818,-0.98125356,-0.49934125,-0.2944842,0.1251005,-0.4195847
78,0.8754434,0.05093591,"('nonresilient', 'resilient')",-0.18359616,-0.19224197,1.3439003,1.2034723,0.6785825,0.3540554,0.3245271
12,0.8529349,0.58848894,"('unsupportive', 'supportive')",-0.26844975,-0.0990642,-0.7955878,-0.8399198,-0.0703675,-0.1168317,0.0464642
2,0.75229967,1.1255858,"('unlikable', 'likable')",0.3511372,0.523859,0.41964376,0.3248158,0.5076935,0.6580869,-0.1503934
20,0.71587473,0.4598953,"('rough', 'thoughtful')",-0.19130123,-0.30446807,0.73432285,0.9539438,0.4196321,0.3697904,0.0498417
84,0.6965597,0.7154532,"('inferior', 'superior')",0.93695825,0.5656469,0.39477274,0.5001674,0.6760969,0.5937558,0.0823411
53,-0.6638142,-0.66972816,"('uncreative', 'creative')",0.49392757,0.6978616,0.43712234,0.54149085,0.0890786,0.1898748,-0.1007962
1,-0.63380754,-0.5151535,"('unfriendly', 'friendly')",0.68238795,0.9931317,-0.2634764,0.042582076,-0.071632,0.1735201,-0.2451521
50,-0.6249225,-0.049553085,"('clumsy', 'skillful')",-0.9102748,-0.3712246,0.98619384,0.92926276,-0.1830011,0.169495,-0.3524961
22,0.6091281,0.22182374,"('untrustworthy', 'trustworthy')",-0.85050935,-0.88516796,0.83809036,0.30324957,0.198903,-0.1200315,0.3189345
49,0.60478175,0.47677875,"('unable', 'able')",0.4346631,0.44437382,0.78893197,0.67889065,0.6094589,0.5333478,0.0761111
42,0.6034336,0.47982755,"('unreliable', 'reliable')",-0.69575506,-0.6466433,-2.3334267,-2.6011746,-0.8085827,-0.9226635,0.1140808
83,0.5406712,0.1845184,"('powerless', 'powerful')",0.3123207,0.27480906,0.62734276,0.61568534,0.4934449,0.3583376,0.1351073
68,0.53241646,0.16407686,"('dependent', 'independent')",-0.698196,-0.85274327,-0.9677036,-0.9755616,-0.3778277,-0.5547427,0.176915
18,0.5179632,0.9990232,"('disagreeable', 'welcoming')",-0.85779136,-0.48121232,-1.2272446,-1.0598156,-0.5223576,-0.1806683,-0.3416893
33,-0.51062036,-0.1846102,"('wrong', 'right')",0.17976409,0.41094485,-0.53577894,-0.35290217,-0.2888784,-0.0421892,-0.2466892
64,-0.5028619,-0.547194,"('shy', 'confident')",-0.24708672,-0.6122159,-3.7376685,-3.8552735,-1.4958723,-1.6715611,0.1756888
86,0.49380845,-0.056732275,"('uninfluential', 'influential')",-0.47814107,-0.46086985,0.7178096,0.37695217,0.2444923,-0.0468833,0.2913756
71,-0.45923144,-0.07605271,"('diffident', 'self-confident')",0.7585834,0.9609425,0.32807606,0.37509108,0.2091427,0.4199936,-0.2108509
82,-0.4131533,-0.27773058,"('poor', 'rich')",-0.5068706,-0.18080324,5.342546,5.072488,1.474174,1.5379847,-0.0638107
73,-0.4015062,0.26933354,"('helpless', 'self-reliant')",-0.26534438,0.2335082,-3.2711768,-2.9132297,-1.3126758,-0.8034627,-0.5092131
67,0.3496606,0.52850235,"('doubtful', 'determined')",0.941676,1.0036732,-0.20992994,-0.13488074,0.3604689,0.4657649,-0.105296
72,-0.33302402,-0.083430804,"('unambitious', 'ambitious')",-0.68417054,-0.4241614,-0.320434,-0.39234403,-0.4458762,-0.2999787,-0.1458975
3,0.32873386,-0.1600905,"('repellent', 'pleasant')",-0.8500183,-0.8372154,0.7268993,0.7857579,0.0685383,-0.070516,0.1390543
44,0.294359,0.5051838,"('prejudiced', 'unprejudiced')",-0.98402995,-1.1059424,-1.0290904,-0.9976253,-0.5729204,-0.5327946,-0.0401258
40,-0.24813871,-0.14534202,"('stingy', 'generous')",-1.0098664,-0.7952083,-2.8310604,-2.917687,-1.3630219,-1.2860791,-0.0769428
88,0.22721912,0.6132768,"('low', 'eminent')",-0.3951356,-0.051703796,-0.007736842,0.28253362,-0.0585511,0.2813689,-0.33992
77,-0.20209704,-0.47164756,"('unmotivated', 'motivated')",0.04024226,0.15295653,0.75964636,0.8870493,0.1992639,0.1894528,0.0098111
38,-0.18869151,0.044562355,"('untruthful', 'truthful')",-0.74122727,-0.6146172,0.2952698,0.6470557,-0.2115497,0.0256669,-0.2372166
32,0.17316805,0.22793716,"('unkind', 'kind')",-0.5888452,-0.2798207,1.1278815,1.0674655,0.2374015,0.3385273,-0.1011258
24,0.1527555,0.121528335,"('dishonest', 'honest')",-0.7192105,-0.5929052,-0.30843267,-0.36219993,-0.2916292,-0.2778589,-0.0137703
61,-0.14557923,-0.35354543,"('illogical', 'logical')",0.8365766,0.4936426,0.91929686,0.93465376,0.5367647,0.3582503,0.1785144
69,0.14232817,0.7720494,"('lazy', 'industrious')",0.06543521,0.44767576,-2.2776377,-2.1093333,-0.6899581,-0.296536,-0.3934221
34,0.11664052,0.10269529,"('mean', 'honorable')",-0.88095695,-0.75253826,3.2696493,3.3080938,0.835111,0.8860836,-0.0509726
15,0.07542693,0.52041894,"('boring', 'funny')",1.6449205,1.6591336,-0.44808963,-0.38172674,0.4240859,0.5992753,-0.1751894
9,-0.06965399,0.20856558,"('unaffectionate', 'caring')",0.375137,0.8024672,0.07655849,0.30827338,0.1273472,0.4397687,-0.3124215
41,0.062312096,0.3759498,"('unforgiving', 'forgiving')",-0.745005,-0.44871917,-0.13454665,-0.2635736,-0.2724132,-0.1121143,-0.1602989
47,-0.0535113,-0.24391583,"('stupid', 'smart')",-0.50118476,-0.30190918,5.35112,4.858405,1.598808,1.4375267,0.1612813
58,0.029481158,-0.11343795,"('undiscriminating', 'discriminating')",-0.1409702,-0.33630013,0.22854175,0.17665488,0.0390176,-0.0910277,0.1300453
54,-0.02934137,0.2137794,"('incapable', 'capable')",1.2840856,1.3960925,0.67183155,0.87296283,0.642192,0.8276116,-0.1854196
37,-0.019051537,-0.51741064,"('fake', 'genuine')",-0.9816774,-0.6955345,-0.13534366,-0.20452255,-0.3786909,-0.4724893,0.0937984
