,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
17,0.06406993,0.09722696,"('nasty', 'nice')",0.052987278,0.26384673,-0.5414251,-0.5290515,-0.141456,-0.0559926,-0.0854634
30,-0.056348667,-0.16978934,"('intolerant', 'tolerant')",-0.7122727,-0.9266362,0.36877352,0.16545306,-0.1332826,-0.3103242,0.1770416
67,-0.05354072,-0.21696328,"('doubtful', 'determined')",-0.30413613,-0.4333395,-0.28193524,-0.35973617,-0.213204,-0.3366797,0.1234757
76,0.048553538,-0.29898497,"('anxious', 'daring')",-1.1351181,-1.285463,0.22883976,0.014979016,-0.2859083,-0.5231563,0.237248
82,0.029658318,-0.17005883,"('poor', 'rich')",-0.1516799,-0.20111099,6.072745,6.173893,1.9835744,1.934241,0.0493334
65,0.02907059,-0.3940498,"('insecure', 'secure')",-0.34904096,-0.68110156,0.20016131,-0.0010771975,-0.0399364,-0.3587428,0.3188064
78,0.014044333,0.09559858,"('nonresilient', 'resilient')",-0.21137297,-0.0061311815,-0.14563891,-0.1728855,-0.1143225,-0.027806,-0.0865165
73,0.0076635517,0.10053253,"('helpless', 'self-reliant')",0.069403276,-0.11691214,-3.676638,-3.7963917,-1.199857,-1.2709238,0.0710668
47,0.0053202547,-0.24278542,"('stupid', 'smart')",0.42094284,0.4031525,5.057758,5.127285,1.8280071,1.7625507,0.0654564
6,0.003778506,0.61383253,"('distant', 'open')",0.84012747,1.276289,-0.49771574,-0.24707532,0.1153967,0.547682,-0.4322853
