,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,male-female
56,3.7847357,3.5894253,"('impractical', 'practical')",1.9318664,1.990307,0.18387723,0.22866853,1.9668264,1.9361337,0.0306927
6,-3.7671568,-3.6582844,"('distant', 'open')",-0.6142098,-0.5164952,1.1259997,1.0752063,-1.0851223,-1.0331912,-0.0519311
5,-3.6079004,-3.4780204,"('distant', 'outgoing')",-0.6149249,-0.48078543,1.1517226,1.1507505,-1.0237009,-0.9360185,-0.0876824
69,-3.5376184,-3.4264343,"('lazy', 'industrious')",-0.6637843,-0.68352616,1.270233,1.2365173,-0.9770565,-0.9578144,-0.0192421
43,3.5178115,3.3191698,"('irresponsible', 'responsible')",1.3839388,1.4506327,-0.94064087,-0.93132603,1.3203699,1.2794922,0.0408777
81,3.5122416,3.2496002,"('submissive', 'aggressive')",1.0012524,0.8112563,-1.7304357,-1.6519411,0.9276861,0.8029718,0.1247143
11,3.471361,3.337032,"('unhelpful', 'helpful')",1.6332529,1.6385295,0.63427573,0.73550946,1.9129632,1.9036903,0.0092729
13,3.4451337,3.2863278,"('impolite', 'polite')",1.1226951,1.1009343,-0.41993433,-0.36204752,1.3826315,1.3417382,0.0408933
14,3.4243612,3.1240482,"('antisocial', 'social')",1.2380815,1.2122642,-1.293217,-1.1774107,1.1230752,1.0529672,0.070108
65,3.2798326,3.0207932,"('insecure', 'secure')",0.82269853,0.61661905,-0.5825485,-0.57069033,1.1733274,1.0222406,0.1510868
45,3.0855901,2.8866405,"('incompetent', 'competent')",1.3651552,1.2321564,-1.2154484,-1.2064612,1.0784324,0.9707785,0.1076539
0,2.9858227,2.6616452,"('unsociable', 'sociable')",0.5520045,0.32962003,-0.3557384,-0.38087365,1.0606963,0.8701305,0.1905658
70,2.904903,2.82698,"('lethargic', 'energetic')",1.0248839,1.1413331,-1.0807909,-1.0105945,0.9496652,0.9859063,-0.0362411
76,2.841448,2.6285737,"('anxious', 'daring')",1.4030386,1.2734419,-0.296967,-0.19046307,1.3158399,1.2371842,0.0786557
30,2.710053,2.672867,"('intolerant', 'tolerant')",1.2337515,1.370297,-0.6893954,-0.5796475,1.084803,1.1545056,-0.0697026
63,2.679334,2.5969446,"('unperceptive', 'insightful')",0.9710939,0.9791386,0.44902307,0.4833789,1.3664837,1.353154,0.0133297
52,-2.6133823,-2.5459685,"('irrational', 'rational')",-0.94477415,-1.0924969,0.20347697,0.13820818,-1.1182265,-1.1667524,0.0485259
12,2.4870732,2.3794942,"('unsupportive', 'supportive')",1.6801245,1.739967,-1.1604234,-1.0628405,1.0022581,1.0188735,-0.0166154
4,-2.4737418,-2.307548,"('disliked', 'liked')",-0.07995574,0.066176005,-2.5787838,-2.4776475,-1.7108272,-1.5730066,-0.1378206
16,-2.4326792,-2.4030602,"('unpopular', 'popular')",-1.5736251,-1.5777485,0.5268155,0.5912226,-1.1598296,-1.1298621,-0.0299675
59,-2.4164765,-2.2954435,"('foolish', 'wise')",-0.16394489,-0.18860364,0.18117738,0.10945721,-0.799748,-0.79153,-0.008218
74,2.3967412,2.3333137,"('undedicated', 'dedicated')",1.8249977,1.7949872,0.064424634,0.06281337,1.4287211,1.397038,0.0316831
25,-2.3611467,-2.1324918,"('egoistic', 'altruistic')",-1.0551231,-1.0568616,1.0283561,1.0032285,-0.7959712,-0.7287083,-0.0672629
8,-2.2950482,-2.2566783,"('unaffectionate', 'affectionate')",-0.59458774,-0.5835604,0.44853932,0.3827553,-0.8136989,-0.8191612,0.0054623
77,2.243761,2.1952236,"('unmotivated', 'motivated')",1.0049934,0.78894323,0.00993915,0.022963911,1.0862312,1.002377,0.0838542
32,2.189969,2.003255,"('unkind', 'kind')",1.1646935,1.068097,0.6671176,0.68958,1.3405933,1.253644,0.0869493
86,2.1518888,2.0006216,"('uninfluential', 'influential')",0.39935157,0.31528118,-0.86756116,-0.9156904,0.5612264,0.4667374,0.094489
48,2.0562484,1.8937755,"('unintelligent', 'intelligent')",0.52477556,0.30502474,-0.73343205,-0.77083445,0.615864,0.4759885,0.1398755
58,2.049501,2.0205963,"('undiscriminating', 'discriminating')",0.2730444,0.26669824,0.28046072,0.29192623,0.8676686,0.8597402,0.0079284
51,2.0102992,1.9134636,"('uneducated', 'educated')",0.91195244,0.8284557,-1.3223116,-1.2935543,0.5333134,0.4827883,0.0505251
57,1.977883,1.8575072,"('unimaginative', 'imaginative')",-0.3133995,-0.34463796,-1.8366605,-1.7566966,-0.0573923,-0.0812758,0.0238835
26,-1.945879,-1.9783971,"('hardhearted', 'benevolent')",-0.338876,-0.34612018,1.1221645,0.9944929,-0.3875302,-0.4433415,0.0558113
39,1.9391657,1.9036423,"('exploitative', 'cooperative')",1.9465337,1.9271203,0.548239,0.62803054,1.4779793,1.4862644,-0.0082851
37,1.9028013,1.8664694,"('fake', 'genuine')",1.3182663,1.2500417,-0.7389349,-0.79129344,0.8273775,0.7750726,0.0523049
1,-1.8724304,-1.7583425,"('unfriendly', 'friendly')",-1.1547382,-1.1309465,1.2353606,1.1620424,-0.5972694,-0.5757488,-0.0215206
3,1.825393,1.69898,"('repellent', 'pleasant')",-0.22282068,-0.27911738,-0.8611235,-0.834151,0.2471496,0.1952372,0.0519124
44,-1.7690158,-1.7478274,"('prejudiced', 'unprejudiced')",-0.672192,-0.57144606,-1.079649,-0.9278591,-1.173619,-1.0823775,-0.0912415
22,1.6702846,1.5837306,"('untrustworthy', 'trustworthy')",0.19830355,0.28448233,-1.205967,-1.2318755,0.2208738,0.2121125,0.0087613
61,1.6637483,1.5559304,"('illogical', 'logical')",-0.044546373,-0.24679826,0.1013228,0.04822263,0.5735082,0.4524516,0.1210566
84,1.6204237,1.6609012,"('inferior', 'superior')",0.45637602,0.45869273,-0.25377023,-0.26129514,0.6076765,0.6194329,-0.0117564
28,1.588827,1.587963,"('disloyal', 'loyal')",1.3765924,1.3087735,-0.08587209,-0.10094967,0.959849,0.931929,0.02792
75,-1.5814086,-1.3378025,"('meek', 'impulsive')",-1.2323813,-1.0708673,-0.17444232,-0.11032143,-0.9960774,-0.8396638,-0.1564136
24,1.5595921,1.3919513,"('dishonest', 'honest')",1.5372614,1.351988,-0.47728226,-0.55793893,0.8731904,0.7286668,0.1445236
41,1.5185789,1.3873442,"('unforgiving', 'forgiving')",1.2461481,1.266568,0.15637484,0.18329853,0.9737007,0.9457369,0.0279638
42,1.3134793,1.182718,"('unreliable', 'reliable')",1.2049912,1.2279543,-1.0810757,-1.0305679,0.4791316,0.4600348,0.0190968
17,-1.269715,-1.1907921,"('nasty', 'nice')",-0.35970396,-0.3633653,0.2052059,0.19434983,-0.4747376,-0.4532692,-0.0214684
72,1.2651178,1.1325178,"('unambitious', 'ambitious')",0.9201469,0.85900277,-0.86838174,-0.85739726,0.4389609,0.3780411,0.0609198
19,-1.1301094,-0.9595042,"('inhospitable', 'hospitable')",-0.082005866,0.014694195,-0.455286,-0.4039813,-0.5558004,-0.4495971,-0.1062033
66,-1.0795891,-1.1017305,"('inactive', 'active')",-0.19625431,-0.31755474,1.22248,1.1252743,-0.0177878,-0.0980036,0.0802158
20,1.0738983,1.0962826,"('rough', 'thoughtful')",0.3723544,0.390834,-0.21581498,-0.19917358,0.4101459,0.4293143,-0.0191684
68,1.0497711,0.99082035,"('dependent', 'independent')",0.043931976,0.008401379,-1.4878285,-1.4698098,-0.1313752,-0.1568627,0.0254875
87,1.0370984,1.0067565,"('unsuccessful', 'successful')",0.6522236,0.5651172,0.7587052,0.8750921,0.816009,0.8156552,0.0003538
64,1.0054413,0.7674371,"('shy', 'confident')",0.6111842,0.39027458,-3.7473366,-3.6717303,-0.710237,-0.8380062,0.1277692
27,0.9168728,0.79189897,"('hardhearted', 'softhearted')",0.3721121,0.34689105,0.0037748087,-0.1809195,0.4309199,0.3192902,0.1116297
47,0.89590067,0.8829572,"('stupid', 'smart')",0.19634989,0.29062033,2.0213957,2.0284388,1.0378821,1.0673388,-0.0294567
54,-0.8332345,-0.7491581,"('incapable', 'capable')",-0.055906914,-0.13791478,1.2121853,1.2504463,0.1076813,0.1211245,-0.0134432
88,-0.8298333,-0.880134,"('low', 'eminent')",-1.459643,-1.4641938,-0.51039755,-0.5097757,-0.9332913,-0.9513679,0.0180766
67,0.8186668,0.7689319,"('doubtful', 'determined')",1.3315307,1.1924331,-0.04314629,-0.03606428,0.7023504,0.6417669,0.0605835
38,0.792849,0.9074527,"('untruthful', 'truthful')",1.0204759,1.0830624,0.49451464,0.554308,0.7692799,0.8482744,-0.0789945
50,-0.7604876,-0.7332079,"('clumsy', 'skillful')",-0.28088027,-0.35978672,0.35062417,0.40705943,-0.2302479,-0.228645,-0.0016029
83,0.68845326,0.57563585,"('powerless', 'powerful')",0.4761847,0.45863378,0.19067144,0.26359177,0.4517698,0.4326204,0.0191494
71,0.6605721,0.7024796,"('diffident', 'self-confident')",1.1635386,1.1420015,0.66561484,0.6576531,0.8299085,0.8340448,-0.0041363
49,0.6214936,0.7475561,"('unable', 'able')",-0.6354582,-0.4537765,-0.7479683,-0.59331715,-0.2539776,-0.0998459,-0.1541317
40,0.5371999,0.4452368,"('stingy', 'generous')",1.2985002,1.1261348,-0.57135975,-0.6516425,0.4214468,0.3065764,0.1148704
82,0.44394103,0.47990835,"('poor', 'rich')",-1.4344866,-1.2160525,1.858804,1.9345542,0.2894195,0.39947,-0.1100505
73,-0.43049237,-0.21835305,"('helpless', 'self-reliant')",0.90724707,1.0070168,-1.3784441,-1.3519827,-0.3005631,-0.187773,-0.1127901
29,-0.42587292,-0.5673753,"('unfair', 'fair')",0.10443443,0.07100931,-0.24221103,-0.28585136,-0.1878832,-0.2607391,0.0728559
15,-0.3133589,-0.31278288,"('boring', 'funny')",0.20141938,0.1750166,1.2570183,1.2502819,0.3816929,0.3708386,0.0108543
78,-0.2956726,-0.33995503,"('nonresilient', 'resilient')",-0.53421926,-0.48183423,1.1449919,1.2043098,0.1050333,0.1275069,-0.0224736
18,-0.2677978,-0.26452586,"('disagreeable', 'welcoming')",0.029047355,0.19267428,-0.5712787,-0.50598687,-0.2700097,-0.1926128,-0.0773969
9,0.24128433,0.29988617,"('unaffectionate', 'caring')",0.044399507,0.026504252,1.2556003,1.253681,0.5137614,0.5266904,-0.012929
34,0.23019026,0.26557308,"('mean', 'honorable')",0.31840974,0.4571594,2.8604915,2.913434,1.1363638,1.2120555,-0.0756917
2,-0.042355895,0.0064392127,"('unlikable', 'likable')",0.8661763,0.9084669,0.83488363,0.9410848,0.5529013,0.6186636,-0.0657623
33,-0.031157237,0.109772764,"('wrong', 'right')",0.5551993,0.4128089,0.99526256,0.95996183,0.5064349,0.4941812,0.0122537
53,0.006888449,0.055133436,"('uncreative', 'creative')",-1.0569562,-1.0297215,1.063963,1.0470408,0.0046318,0.0241509,-0.0195191
