,caterpillar_male,caterpillar_female,tuple,inc_male,inc_female,average_male,average_female,male-female
80,-0.8770698,-0.92613876,"('dominated', 'dominating')",-1.4348378,-1.3964719,-1.1559538,-1.1613053,0.0053515
16,0.8673934,0.9510928,"('unpopular', 'popular')",0.46516925,0.5469711,0.6662813,0.7490319,-0.0827506
2,0.8602653,0.8683122,"('unlikable', 'likable')",0.7952643,0.5829325,0.8277648,0.7256223,0.1021425
58,-0.8400669,-0.4437948,"('undiscriminating', 'discriminating')",-0.1800375,0.16568096,-0.5100522,-0.1390569,-0.3709953
31,0.82506615,0.9779853,"('evil', 'good')",-1.2391593,-0.8541688,-0.2070466,0.0619083,-0.2689549
83,-0.79603434,-0.79944664,"('powerless', 'powerful')",-1.0753369,-1.2765565,-0.9356856,-1.0380015,0.1023159
88,-0.7520123,-0.69902015,"('low', 'eminent')",0.54492164,0.4120802,-0.1035453,-0.14347,0.0399247
73,0.7335075,0.5112549,"('helpless', 'self-reliant')",-2.942838,-3.10497,-1.1046653,-1.2968576,0.1921923
6,0.7001638,0.9479938,"('distant', 'open')",0.18176733,0.59543425,0.4409656,0.771714,-0.3307484
32,-0.6926507,-0.613517,"('unkind', 'kind')",1.0564537,0.8367674,0.1819015,0.1116252,0.0702763
36,0.6877202,0.8472406,"('hostile', 'amicable')",0.4287994,0.37521964,0.5582598,0.6112301,-0.0529703
34,-0.67326754,-0.6725402,"('mean', 'honorable')",6.2471447,6.180074,2.7869387,2.753767,0.0331717
74,-0.63230497,-0.3642675,"('undedicated', 'dedicated')",0.14597563,0.3724177,-0.2431647,0.0040751,-0.2472398
67,0.61660457,0.5823755,"('doubtful', 'determined')",-0.69338113,-0.6494192,-0.0383883,-0.0335218,-0.0048665
49,-0.5750632,-0.85642976,"('unable', 'able')",0.2640171,-0.059517913,-0.1555231,-0.4579738,0.3024507
50,0.5648545,0.5844038,"('clumsy', 'skillful')",0.31961602,0.27711278,0.4422353,0.4307583,0.011477
64,-0.5191023,-0.67322856,"('shy', 'confident')",-6.662682,-6.577384,-3.5908921,-3.6253064,0.0344143
87,0.51434207,0.32419392,"('unsuccessful', 'successful')",1.084716,0.7741835,0.799529,0.5491887,0.2503403
47,-0.50666934,-0.30143726,"('stupid', 'smart')",5.2541966,5.1429453,2.3737636,2.420754,-0.0469904
9,-0.50530636,-0.42737094,"('unaffectionate', 'caring')",1.1715502,1.2314299,0.3331219,0.4020295,-0.0689076
42,-0.37624985,-0.5167761,"('unreliable', 'reliable')",-3.2228942,-3.0618641,-1.799572,-1.7893201,-0.0102519
19,-0.36025184,-0.29152238,"('inhospitable', 'hospitable')",0.16732882,0.43838054,-0.0964615,0.0734291,-0.1698906
1,-0.3542482,-0.07261696,"('unfriendly', 'friendly')",2.1756992,2.3571348,0.9107255,1.1422589,-0.2315334
40,-0.35230827,0.010101218,"('stingy', 'generous')",-1.7890602,-1.2519177,-1.0706842,-0.6209083,-0.4497759
78,-0.3506639,-0.4084253,"('nonresilient', 'resilient')",0.53287625,0.73820394,0.0911062,0.1648893,-0.0737831
15,0.3380406,0.2984174,"('boring', 'funny')",0.26136506,0.402439,0.2997028,0.3504282,-0.0507254
41,-0.32244477,-0.22648683,"('unforgiving', 'forgiving')",-0.26690271,0.06491238,-0.2946737,-0.0807872,-0.2138865
66,0.31735408,0.436983,"('inactive', 'active')",0.71831864,0.9817223,0.5178363,0.7093526,-0.1915163
39,0.29932112,0.053619977,"('exploitative', 'cooperative')",0.09096725,-0.114685625,0.1951442,-0.0305328,0.225677
8,-0.24429847,-0.060385477,"('unaffectionate', 'affectionate')",0.787928,0.8845558,0.2718148,0.4120852,-0.1402704
84,0.1936707,0.34994778,"('inferior', 'superior')",1.0186238,1.1622585,0.6061473,0.7561032,-0.1499559
38,-0.16366358,-0.1922639,"('untruthful', 'truthful')",0.21020988,0.17799556,0.0232731,-0.0071342,0.0304073
79,0.09811398,0.21660101,"('wavering', 'unwavering')",0.10201103,0.2632154,0.1000625,0.2399082,-0.1398457
27,-0.08042498,0.08622179,"('hardhearted', 'softhearted')",1.1688982,1.5447657,0.5442366,0.8154938,-0.2712572
18,-0.072180964,0.024214499,"('disagreeable', 'welcoming')",-0.35385954,-0.27574992,-0.2130203,-0.1257677,-0.0872526
26,0.06448458,0.21220979,"('hardhearted', 'benevolent')",1.8924668,1.7639775,0.9784757,0.9880937,-0.009618
29,-0.042702973,0.28285795,"('unfair', 'fair')",-0.76981556,-0.1995801,-0.4062593,0.0416389,-0.4478982
17,0.028266044,0.097393826,"('nasty', 'nice')",-0.53755766,-0.31541407,-0.2546458,-0.1090101,-0.1456357
54,0.021203112,0.111975186,"('incapable', 'capable')",1.2420102,1.1712092,0.6316067,0.6415922,-0.0099855
