,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,male-female
54,-0.10375838,-0.105760306,"('incapable', 'capable')",-0.46185127,-0.4252854,0.65376586,0.62229717,0.0293854,0.0304172,-0.0010318
79,0.09796976,-0.019682087,"('wavering', 'unwavering')",-0.32105157,-0.3853135,0.30085802,0.35817823,0.0259254,-0.0156058,0.0415312
77,0.09710778,0.39614385,"('unmotivated', 'motivated')",0.052257836,0.20346242,-1.4517506,-1.1278925,-0.4341283,-0.1760954,-0.2580329
11,0.0956828,0.21001717,"('unhelpful', 'helpful')",0.051637527,0.26317108,1.2997667,0.9744843,0.4823623,0.4825575,-0.0001952
58,0.09182615,-0.044927705,"('undiscriminating', 'discriminating')",0.58201224,0.5074805,0.82424915,0.873929,0.4993625,0.4454939,0.0538686
85,-0.076193675,-0.33934405,"('insignificant', 'prestigious')",0.12114495,-0.33885407,0.5212156,0.520603,0.1887223,-0.0525317,0.241254
81,0.07191287,0.32756507,"('submissive', 'aggressive')",0.739503,0.8224807,-1.1626263,-1.24751,-0.1170701,-0.0324881,-0.084582
55,0.06518815,0.32472014,"('incompetent', 'clever')",-0.90696687,-0.67129385,-0.285084,-0.29975158,-0.3756209,-0.2154418,-0.1601791
44,0.056293987,0.0025677318,"('prejudiced', 'unprejudiced')",-0.68529284,-0.68245375,-1.4285495,-1.436769,-0.6858495,-0.7055517,0.0197022
19,0.04761597,-0.14286119,"('inhospitable', 'hospitable')",-0.6616981,-0.7541954,-0.05114555,0.0151715875,-0.2217426,-0.2939617,0.0722191
21,-0.030168891,0.4811073,"('immoral', 'moral')",-0.985954,-0.620481,-1.7332627,-1.5366228,-0.9164618,-0.5586655,-0.3577963
45,0.014745101,0.32415006,"('incompetent', 'competent')",0.109848514,0.34732607,0.9131239,1.0951393,0.3459059,0.5888718,-0.2429659
