,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
58,0.16796671,0.25764462,"('undiscriminating', 'discriminating')",0.013902135,0.03444954,0.0909344,0.1460471,-0.0551127
69,-0.13937047,-0.2536193,"('lazy', 'industrious')",-0.47006655,-0.6896596,-0.3047185,-0.4716395,0.166921
38,0.13084246,0.24479769,"('untruthful', 'truthful')",-0.018164016,0.115664095,0.0563392,0.1802309,-0.1238917
20,0.12245299,0.14263077,"('rough', 'thoughtful')",1.2730378,1.1796074,0.6977454,0.6611191,0.0366263
82,-0.11655556,0.24252093,"('poor', 'rich')",5.2194343,5.662355,2.5514393,2.9524379,-0.4009986
0,-0.113693714,-0.18773621,"('unsociable', 'sociable')",-0.2248741,-0.27169475,-0.1692839,-0.2297155,0.0604316
64,-0.101660684,-0.38451314,"('shy', 'confident')",-5.582177,-5.7988596,-2.8419189,-3.0916862,0.2497673
48,0.09710589,-0.025153823,"('unintelligent', 'intelligent')",1.1700882,1.0758691,0.633597,0.5253576,0.1082394
51,-0.09195903,-0.011145636,"('uneducated', 'educated')",0.6115708,0.6834517,0.2598059,0.336153,-0.0763471
61,-0.08839919,-0.1970498,"('illogical', 'logical')",0.20411712,0.0556897,0.057859,-0.0706801,0.1285391
17,-0.08794791,-0.14512193,"('nasty', 'nice')",-0.55866003,-0.5681491,-0.323304,-0.3566355,0.0333315
78,-0.08563322,-0.115375996,"('nonresilient', 'resilient')",0.5414275,0.6453361,0.2278971,0.26498,-0.0370829
3,0.08243238,-0.039093263,"('repellent', 'pleasant')",-0.015202227,-0.08660677,0.0336151,-0.06285,0.0964651
24,0.07244429,0.121037826,"('dishonest', 'honest')",0.5401073,0.64312315,0.3062758,0.3820805,-0.0758047
77,0.057730854,-0.39615995,"('unmotivated', 'motivated')",-0.71499753,-0.8779499,-0.3286333,-0.6370549,0.3084216
34,-0.05489579,-0.10113107,"('mean', 'honorable')",5.427598,5.470122,2.6863511,2.6844954,0.0018557
54,-0.029771507,-0.1705029,"('incapable', 'capable')",1.0478494,1.1693249,0.5090389,0.499411,0.0096279
32,-0.019244783,-0.11799003,"('unkind', 'kind')",0.93174875,0.9521074,0.456252,0.4170587,0.0391933
