,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
79,0.2632783,0.398478,"('wavering', 'unwavering')",-0.20069554,-0.23631355,0.09559813,0.056384005,0.052727,0.0728495,-0.0201225
86,-0.2335242,-0.45163682,"('uninfluential', 'influential')",-0.54052305,-0.6568899,-0.28030336,-0.47364184,-0.3514502,-0.5273895,0.1759393
43,0.224772,0.16004172,"('irresponsible', 'responsible')",-0.08322759,-0.0070330873,0.6150626,0.73833734,0.2522023,0.2971153,-0.044913
74,0.21269643,0.29238218,"('undedicated', 'dedicated')",0.289362,0.48333573,0.26918077,0.2678413,0.2570797,0.3478531,-0.0907734
72,0.20989174,0.30484205,"('unambitious', 'ambitious')",-0.7650153,-0.6767138,-1.3864789,-1.3800836,-0.6472008,-0.5839851,-0.0632157
50,0.18917401,0.2254062,"('clumsy', 'skillful')",0.40096417,0.36071754,0.14637433,0.07030872,0.2455042,0.2188108,0.0266934
32,0.17832118,0.11592834,"('unkind', 'kind')",-0.3666408,-0.4154906,1.0824333,1.0900966,0.2980379,0.2635114,0.0345265
15,0.15856239,0.102602884,"('boring', 'funny')",-0.104075685,-0.1730562,0.23327929,0.23151895,0.095922,0.0536885,0.0422335
83,0.15619588,0.26508313,"('powerless', 'powerful')",-0.103262864,0.10981775,-0.723218,-0.6911268,-0.2234283,-0.1054086,-0.1180197
20,0.14990377,0.18508242,"('rough', 'thoughtful')",0.56119615,0.82194287,1.0424442,1.1801257,0.5845147,0.7290503,-0.1445356
7,-0.13510744,-0.35614163,"('insensitive', 'sensitive')",-0.38875732,-0.6052151,0.61672854,0.47628954,0.0309546,-0.1616891,0.1926437
42,-0.12690476,-0.14183119,"('unreliable', 'reliable')",0.8778143,1.0718497,-2.5955734,-2.6559455,-0.614888,-0.575309,-0.039579
0,-0.12676218,-0.25612682,"('unsociable', 'sociable')",0.115987755,-0.024935529,-0.22331879,-0.27718258,-0.0780311,-0.1860816,0.1080505
67,-0.08512701,0.10807983,"('doubtful', 'determined')",0.20960838,0.29736173,-0.6943997,-0.5005529,-0.1899728,-0.0317038,-0.158269
29,-0.0700077,-0.08657125,"('unfair', 'fair')",-0.18463033,-0.27024338,-0.33457708,-0.36478102,-0.196405,-0.2405319,0.0441269
41,0.06804155,-0.005067967,"('unforgiving', 'forgiving')",0.35325783,0.36342567,0.27004662,0.27036667,0.2304487,0.2095748,0.0208739
68,0.060374394,-0.018569717,"('dependent', 'independent')",0.120848805,0.08600715,-0.37312353,-0.44459382,-0.0639668,-0.1257188,0.061752
4,-0.057529658,-0.23492236,"('disliked', 'liked')",0.2962153,0.23143168,-5.569233,-5.8338547,-1.7768491,-1.9457817,0.1689326
88,-0.015457107,0.1301976,"('low', 'eminent')",-0.14251387,-0.09403667,0.13019341,0.19665979,-0.0092592,0.0776069,-0.0868661
78,0.010522071,-0.10354573,"('nonresilient', 'resilient')",0.97637594,0.95325613,0.9047766,0.77848774,0.6305582,0.5427327,0.0878255
