,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
69,-0.16888213,0.048022024,"('lazy', 'industrious')",-0.98703754,-0.7743294,-0.5779598,-0.3631537,-0.2148061
49,-0.1582535,0.21753994,"('unable', 'able')",-0.06989464,-0.050310038,-0.1140741,0.0836149,-0.197689
22,-0.15312763,0.12202139,"('untrustworthy', 'trustworthy')",-0.80767345,-0.7984556,-0.4804005,-0.3382171,-0.1421834
21,0.152965,0.33675626,"('immoral', 'moral')",0.38717997,-0.14702494,0.2700725,0.0948657,0.1752068
55,-0.14388032,0.2707968,"('incompetent', 'clever')",1.2052794,0.81779265,0.5306995,0.5442947,-0.0135952
54,-0.13442573,-0.504775,"('incapable', 'capable')",0.35743523,0.33964315,0.1115047,-0.0825659,0.1940706
4,0.106392354,-0.29701242,"('disliked', 'liked')",-6.3916607,-6.5345,-3.1426342,-3.4157562,0.273122
70,0.090838775,0.17416352,"('lethargic', 'energetic')",0.43174222,0.53504974,0.2612905,0.3546066,-0.0933161
40,-0.07867819,-0.004609298,"('stingy', 'generous')",-2.070179,-1.8473845,-1.0744286,-0.9259969,-0.1484317
51,-0.07018489,-0.30385306,"('uneducated', 'educated')",0.5002473,0.29340538,0.2150312,-0.0052238,0.220255
11,0.059059992,0.18149367,"('unhelpful', 'helpful')",2.0074155,1.9390297,1.0332378,1.0602617,-0.0270239
87,-0.054475628,-0.028266292,"('unsuccessful', 'successful')",1.0303115,0.92227834,0.4879179,0.447006,0.0409119
74,0.042201698,0.027152508,"('undedicated', 'dedicated')",-0.19349585,-0.38699174,-0.0756471,-0.1799196,0.1042725
88,-0.040294148,-0.4578668,"('low', 'eminent')",-0.06620939,-0.4927957,-0.0532518,-0.4753312,0.4220794
47,-0.035364233,0.18749791,"('stupid', 'smart')",4.9649544,5.1148415,2.4647951,2.6511698,-0.1863747
63,-0.01572854,0.13567136,"('unperceptive', 'insightful')",0.5545899,0.7121179,0.2694307,0.4238946,-0.1544639
26,-0.007327307,-0.30664235,"('hardhearted', 'benevolent')",1.5213389,1.4393481,0.7570058,0.5663528,0.190653
