,masco_male,masco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
17,-0.33922398,-0.26183522,"('nasty', 'nice')",-0.96789503,-0.8648709,-0.6535595,-0.5633531,-0.0902064
15,-0.32667097,-0.3121052,"('boring', 'funny')",0.0041604806,0.07185986,-0.1612552,-0.1201227,-0.0411325
21,0.29954535,0.37015426,"('immoral', 'moral')",-0.44824412,-0.4887276,-0.0743494,-0.0592867,-0.0150627
0,-0.21977408,-0.2520922,"('unsociable', 'sociable')",-0.35960862,-0.4960586,-0.2896914,-0.3740754,0.084384
3,0.21651705,0.18471012,"('repellent', 'pleasant')",0.5969238,0.6216905,0.4067204,0.4032003,0.0035201
32,-0.21558407,0.020378757,"('unkind', 'kind')",0.7716494,0.87811446,0.2780327,0.4492466,-0.1712139
45,-0.21398583,-0.031624556,"('incompetent', 'competent')",0.14796595,0.023707304,-0.0330099,-0.0039586,-0.0290513
69,0.2005085,0.031820968,"('lazy', 'industrious')",-0.9166235,-0.75157154,-0.3580575,-0.3598753,0.0018178
26,-0.19927192,-0.33893576,"('hardhearted', 'benevolent')",1.3421277,1.1846707,0.5714279,0.4228675,0.1485604
61,-0.1961098,-0.23904745,"('illogical', 'logical')",0.45940113,0.29071894,0.1316457,0.0258357,0.10581
49,0.1926621,0.37861353,"('unable', 'able')",-0.13878681,-0.032108232,0.0269376,0.1732526,-0.146315
29,-0.18486567,-0.41383457,"('unfair', 'fair')",-0.17423254,-0.5118414,-0.1795491,-0.462838,0.2832889
65,0.17138511,0.14501159,"('insecure', 'secure')",-0.15377793,-0.21158153,0.0088036,-0.033285,0.0420886
4,-0.16297568,-0.17663753,"('disliked', 'liked')",-6.832846,-6.836061,-3.497911,-3.5063493,0.0084383
75,-0.15788068,-0.045184907,"('meek', 'impulsive')",-0.7557878,-0.5878651,-0.4568342,-0.316525,-0.1403092
40,0.12853068,-0.13827145,"('stingy', 'generous')",-1.8826821,-2.1731882,-0.8770757,-1.1557298,0.2786541
20,-0.12398806,-0.22942974,"('rough', 'thoughtful')",0.8460222,0.72351813,0.361017,0.2470442,0.1139728
24,-0.10283285,-0.063356936,"('dishonest', 'honest')",0.9035777,0.8624533,0.4003724,0.3995482,0.0008242
74,-0.095659405,0.06515495,"('undedicated', 'dedicated')",-0.37365052,-0.52718776,-0.234655,-0.2310164,-0.0036386
68,-0.08896245,-0.12162028,"('dependent', 'independent')",-0.37764102,-0.57198495,-0.2333017,-0.3468026,0.1135009
46,-0.07673314,0.10305365,"('uncompetitive', 'competitive')",-0.540197,-0.62561536,-0.3084651,-0.2612809,-0.0471842
47,-0.058599435,0.033223305,"('stupid', 'smart')",5.5069966,5.3885455,2.7241986,2.7108843,0.0133143
13,-0.052898016,0.23494919,"('impolite', 'polite')",-0.51561666,-0.56736976,-0.2842573,-0.1662103,-0.118047
22,0.049479395,-0.009466514,"('untrustworthy', 'trustworthy')",-1.1226019,-1.3123102,-0.5365613,-0.6608884,0.1243271
83,0.046885617,-0.13678874,"('powerless', 'powerful')",-0.81846666,-0.84792304,-0.3857905,-0.4923559,0.1065654
25,-0.027702399,-0.1422774,"('egoistic', 'altruistic')",0.66571933,0.66525114,0.3190085,0.2614869,0.0575216
34,-0.02608533,0.123026066,"('mean', 'honorable')",5.984799,6.0598483,2.9793568,3.0914371,-0.1120803
72,-0.023035547,0.05125983,"('unambitious', 'ambitious')",-0.15783027,-0.041997544,-0.0904329,0.0046311,-0.095064
77,0.0016462989,-0.15046243,"('unmotivated', 'motivated')",-0.89776874,-0.820029,-0.4480612,-0.4852457,0.0371845
