,kla_male,kla_female,tuple,corp_male,corp_female,average_male,average_female,male-female
13,-0.3153617,-0.4089162,"('impolite', 'polite')",-0.68706906,-0.8483201,-0.5012154,-0.6286182,0.1274028
30,0.29006794,0.6441717,"('intolerant', 'tolerant')",0.95058477,1.0157224,0.6203263,0.8299471,-0.2096208
22,-0.2899691,-0.26152807,"('untrustworthy', 'trustworthy')",-1.0909096,-1.070308,-0.6904393,-0.665918,-0.0245213
84,0.27967915,0.45734456,"('inferior', 'superior')",0.9524602,1.0842528,0.6160697,0.7707987,-0.154729
7,-0.26899114,-0.1724033,"('insensitive', 'sensitive')",0.3543839,0.25211707,0.0426964,0.0398569,0.0028395
47,-0.26259422,-0.04010778,"('stupid', 'smart')",5.096501,4.69995,2.4169533,2.3299212,0.0870321
17,-0.25965905,-0.06626667,"('nasty', 'nice')",-1.0217292,-0.95770216,-0.6406941,-0.5119844,-0.1287097
23,-0.25866738,-0.13390307,"('insincere', 'sincere')",5.685641,5.0833244,2.7134867,2.4747107,0.238776
87,-0.24507232,0.0284152,"('unsuccessful', 'successful')",1.0163311,1.1775863,0.3856294,0.6030008,-0.2173714
29,-0.22825557,-0.031207226,"('unfair', 'fair')",-0.5558299,-0.4807898,-0.3920427,-0.2559985,-0.1360442
48,0.2071879,0.11553171,"('unintelligent', 'intelligent')",0.86748135,0.6123774,0.5373346,0.3639545,0.1733801
58,-0.20232463,-0.12546661,"('undiscriminating', 'discriminating')",0.19552201,0.20070243,-0.0034013,0.0376179,-0.0410192
46,-0.19028711,-0.3987761,"('uncompetitive', 'competitive')",-0.80323434,-1.0540028,-0.4967607,-0.7263894,0.2296287
2,0.19026448,0.1483837,"('unlikable', 'likable')",0.3624134,0.5131286,0.2763389,0.3307561,-0.0544172
32,0.18848215,0.13910079,"('unkind', 'kind')",0.4937608,0.22037113,0.3411215,0.179736,0.1613855
20,-0.16099739,-0.3361272,"('rough', 'thoughtful')",0.8731961,0.8003659,0.3560994,0.2321194,0.12398
64,-0.14653754,-0.0836705,"('shy', 'confident')",-6.5047426,-6.0900106,-3.3256402,-3.0868406,-0.2387996
0,-0.14444344,0.1880302,"('unsociable', 'sociable')",-0.29057163,-0.31120452,-0.2175075,-0.0615872,-0.1559203
45,-0.14176758,0.011351541,"('incompetent', 'competent')",0.046518918,0.00312242,-0.0476243,0.007237,-0.0548613
14,0.14086337,0.56899375,"('antisocial', 'social')",-0.21156763,-0.048600294,-0.0353521,0.2601967,-0.2955488
4,-0.13709663,-0.21743524,"('disliked', 'liked')",-6.759612,-6.152634,-3.4483542,-3.1850348,-0.2633194
85,-0.13224335,-0.29768974,"('insignificant', 'prestigious')",-0.26796356,-0.1887092,-0.2001035,-0.2431995,0.043096
70,-0.13035724,-0.13588184,"('lethargic', 'energetic')",0.11080822,-0.03207541,-0.0097745,-0.0839786,0.0742041
21,0.12940004,0.1316374,"('immoral', 'moral')",-0.35199675,-0.45776325,-0.1112984,-0.1630629,0.0517645
16,-0.11236613,-0.23736252,"('unpopular', 'popular')",0.42101988,0.2090627,0.1543269,-0.0141499,0.1684768
27,0.09798751,0.10564813,"('hardhearted', 'softhearted')",1.009592,0.9134711,0.5537898,0.5095596,0.0442302
63,-0.087003335,-0.34876385,"('unperceptive', 'insightful')",0.5968139,0.42252204,0.2549053,0.0368791,0.2180262
15,0.0824005,0.28359097,"('boring', 'funny')",-0.12696043,0.24088791,-0.02228,0.2622395,-0.2845195
43,-0.07629724,-0.18410113,"('irresponsible', 'responsible')",0.4108526,0.37973875,0.1672777,0.0978188,0.0694589
80,-0.061749283,0.07136111,"('dominated', 'dominating')",-1.0207704,-1.0207921,-0.5412599,-0.4747155,-0.0665444
51,0.0596306,-0.00012142956,"('uneducated', 'educated')",-0.054238044,-0.21282189,0.0026963,-0.1064717,0.109168
18,-0.043781266,-0.019211538,"('disagreeable', 'welcoming')",-0.6540607,-0.67335284,-0.348921,-0.3462822,-0.0026388
77,0.036187883,-0.2212106,"('unmotivated', 'motivated')",-0.9550728,-0.9388941,-0.4594425,-0.5800524,0.1206099
41,0.03380716,-0.041642185,"('unforgiving', 'forgiving')",-0.2189149,-0.22807893,-0.0925539,-0.1348606,0.0423067
82,-0.027453907,-0.14810005,"('poor', 'rich')",6.504212,5.900843,3.238379,2.8763716,0.3620074
65,0.02728656,0.30360505,"('insecure', 'secure')",-0.3033478,-0.4256611,-0.1380306,-0.061028,-0.0770026
72,-0.02279682,-0.29747677,"('unambitious', 'ambitious')",-0.38427106,-0.663575,-0.2035339,-0.4805259,0.276992
44,-0.0022980906,-0.02838656,"('prejudiced', 'unprejudiced')",-1.1503506,-1.2423422,-0.5763243,-0.6353644,0.0590401
