,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,male-female
68,-1.0188171,-1.0123293,"('dependent', 'independent')",-0.69901264,-0.7690894,-0.8589149,-0.8907094,0.0317945
73,1.0121008,1.0899062,"('helpless', 'self-reliant')",-2.7782786,-2.560274,-0.8830889,-0.7351838,-0.1479051
24,0.9850963,1.0409113,"('dishonest', 'honest')",-0.5441281,-0.438198,0.2204841,0.3013567,-0.0808726
27,0.9507137,0.8719313,"('hardhearted', 'softhearted')",0.4501251,0.55876625,0.7004194,0.7153488,-0.0149294
54,0.90376043,0.807343,"('incapable', 'capable')",0.7097027,0.8371816,0.8067316,0.8222623,-0.0155307
79,0.8909729,0.9153121,"('wavering', 'unwavering')",-0.97332984,-0.7055871,-0.0411785,0.1048625,-0.146041
26,0.89057446,1.3547968,"('hardhearted', 'benevolent')",0.1961347,0.9302535,0.5433546,1.1425252,-0.5991706
5,0.8220071,0.91776705,"('distant', 'outgoing')",-1.3531958,-0.66948867,-0.2655943,0.1241392,-0.3897335
59,0.76191443,0.89001757,"('foolish', 'wise')",-0.48654762,0.15443869,0.1376834,0.5222281,-0.3845447
80,0.7549343,0.48583794,"('dominated', 'dominating')",0.092894346,-0.2916736,0.4239143,0.0970822,0.3268321
1,0.7312711,0.9443265,"('unfriendly', 'friendly')",0.26552117,0.9680324,0.4983961,0.9561795,-0.4577834
82,-0.7188449,-1.088074,"('poor', 'rich')",4.5039005,4.0114155,1.8925278,1.4616708,0.430857
6,0.70932037,0.87454194,"('distant', 'open')",-1.3929263,-0.6180422,-0.341803,0.1282499,-0.4700529
25,0.650761,0.8880776,"('egoistic', 'altruistic')",0.3791725,0.9755466,0.5149667,0.9318121,-0.4168454
44,-0.6479308,-0.8721327,"('prejudiced', 'unprejudiced')",-1.022965,-1.094741,-0.8354479,-0.9834368,0.1479889
48,-0.6157242,-0.5551768,"('unintelligent', 'intelligent')",1.4280005,1.0737913,0.4061381,0.2593072,0.1468309
2,0.6080726,0.67739046,"('unlikable', 'likable')",0.041976683,0.18668032,0.3250246,0.4320354,-0.1070108
7,0.6056002,0.66182965,"('insensitive', 'sensitive')",0.9707626,0.628057,0.7881814,0.6449434,0.143238
17,-0.60179895,-0.46552223,"('nasty', 'nice')",-0.79068214,-0.7071989,-0.6962405,-0.5863606,-0.1098799
49,-0.59939486,-0.5057083,"('unable', 'able')",0.10387783,-0.14938062,-0.2477585,-0.3275445,0.079786
22,-0.58292186,-0.6691106,"('untrustworthy', 'trustworthy')",-1.229822,-1.2264395,-0.906372,-0.947775,0.041403
75,0.580733,0.38538915,"('meek', 'impulsive')",-0.46018806,-0.38603348,0.0602725,-0.0003222,0.0605947
14,-0.5755114,-0.34416962,"('antisocial', 'social')",0.16966046,0.09330182,-0.2029255,-0.1254339,-0.0774916
69,0.5688415,0.8250061,"('lazy', 'industrious')",-0.7419042,0.036853164,-0.0865313,0.4309297,-0.517461
4,-0.5673152,-0.5698116,"('disliked', 'liked')",-6.6097336,-6.0700974,-3.5885243,-3.3199544,-0.2685699
67,0.49891987,0.54124504,"('doubtful', 'determined')",0.11334999,0.018933624,0.3061349,0.2800893,0.0260456
70,0.49505347,0.10934004,"('lethargic', 'energetic')",0.20796981,-0.28835607,0.3515117,-0.089508,0.4410197
41,0.49087995,0.40980586,"('unforgiving', 'forgiving')",-0.6541139,-0.29056633,-0.081617,0.0596198,-0.1412368
32,0.48559538,0.2412189,"('unkind', 'kind')",0.25237274,0.11878452,0.368984,0.1800017,0.1889823
64,-0.4378646,-0.3949436,"('shy', 'confident')",-5.282476,-5.2664547,-2.8601704,-2.8306992,-0.0294712
21,0.40078455,0.4073241,"('immoral', 'moral')",0.2239564,-0.09176086,0.3123705,0.1577816,0.1545889
50,0.39055538,0.35139218,"('clumsy', 'skillful')",0.019704238,-0.11731595,0.2051298,0.1170381,0.0880917
56,0.3812445,0.17928779,"('impractical', 'practical')",0.11283858,-0.36451706,0.2470416,-0.0926146,0.3396562
37,0.35364795,0.16524884,"('fake', 'genuine')",0.23235916,0.10231041,0.2930036,0.1337796,0.159224
61,0.33967865,0.47864628,"('illogical', 'logical')",0.038587127,0.2299402,0.1891329,0.3542932,-0.1651603
51,0.33467168,0.17659034,"('uneducated', 'educated')",0.3670665,-0.037465915,0.3508691,0.0695622,0.2813069
23,0.33233038,0.18420722,"('insincere', 'sincere')",5.229049,4.669751,2.7806897,2.4269793,0.3537104
52,-0.31857768,-0.035771906,"('irrational', 'rational')",-0.8381811,0.10353558,-0.5783794,0.0338818,-0.6122612
46,-0.3093841,-0.5313119,"('uncompetitive', 'competitive')",0.16118583,-0.50040686,-0.0740991,-0.5158594,0.4417603
35,-0.28968537,-0.07521464,"('corrupt', 'incorrupt')",-1.218633,-0.3348571,-0.7541592,-0.2050359,-0.5491233
18,0.289164,0.4245306,"('disagreeable', 'welcoming')",-0.5701417,-0.4395234,-0.1404888,-0.0074964,-0.1329924
77,0.28290695,0.27877045,"('unmotivated', 'motivated')",0.3554772,0.039021026,0.3191921,0.1588957,0.1602964
81,-0.26348305,-0.4212295,"('submissive', 'aggressive')",0.8304624,0.07931595,0.2834897,-0.1709568,0.4544465
42,0.25893968,-0.025058653,"('unreliable', 'reliable')",-3.5877767,-3.7880962,-1.6644185,-1.9065775,0.242159
19,0.25498322,0.4260919,"('inhospitable', 'hospitable')",-0.81625986,-0.6230204,-0.2806383,-0.0984643,-0.182174
47,-0.25115034,-0.14474916,"('stupid', 'smart')",4.6610565,4.4044724,2.2049532,2.1298616,0.0750916
31,-0.24891266,-0.10835013,"('evil', 'good')",-1.998927,-1.1119022,-1.1239198,-0.6101262,-0.5137936
76,0.24077888,0.12934318,"('anxious', 'daring')",0.56938595,-0.19319835,0.4050824,-0.0319276,0.43701
30,0.22515494,0.21094228,"('intolerant', 'tolerant')",1.5159053,1.28098,0.8705301,0.7459611,0.124569
38,0.214,-0.025066111,"('untruthful', 'truthful')",0.11107691,-0.020354833,0.1625385,-0.0227105,0.185249
58,-0.1851654,-0.035249516,"('undiscriminating', 'discriminating')",-0.39720187,-0.15982664,-0.2911837,-0.0975381,-0.1936456
60,-0.166361,-0.3494227,"('inefficient', 'efficient')",1.5939877,0.7129385,0.7138134,0.1817579,0.5320555
34,0.16036887,0.36310047,"('mean', 'honorable')",4.182488,3.9741738,2.1714284,2.168637,0.0027914
36,-0.1561734,0.32019144,"('hostile', 'amicable')",-1.1499538,-0.27725664,-0.6530636,0.0214674,-0.674531
83,0.14836943,0.2730483,"('powerless', 'powerful')",0.04446936,-0.11759678,0.0964194,0.0777258,0.0186936
78,-0.14311348,-0.121066526,"('nonresilient', 'resilient')",0.9347385,0.52550894,0.3958125,0.2022212,0.1935913
20,-0.12972414,-0.15485096,"('rough', 'thoughtful')",0.9604068,1.1089474,0.4153413,0.4770482,-0.0617069
88,0.12812379,0.47567487,"('low', 'eminent')",0.29300714,0.29515606,0.2105655,0.3854155,-0.17485
57,-0.12501605,-0.20626113,"('unimaginative', 'imaginative')",-2.0569923,-2.0830996,-1.0910041,-1.1446804,0.0536763
62,0.08424858,-0.12163277,"('incompetent', 'brilliant')",0.7761632,0.2625447,0.4302059,0.070456,0.3597499
87,0.06125793,0.4341453,"('unsuccessful', 'successful')",0.09969826,0.08483149,0.0804781,0.2594884,-0.1790103
28,0.049957335,0.07642769,"('disloyal', 'loyal')",0.48995718,0.56499255,0.2699572,0.3207101,-0.0507529
15,0.041341446,0.22570351,"('boring', 'funny')",-0.63139504,-0.22621575,-0.2950268,-0.0002561,-0.2947707
10,-0.023980128,-0.10801496,"('unsympathetic', 'sympathetic')",-0.015601326,-0.56068796,-0.0197907,-0.3343515,0.3145608
13,-0.01985206,-0.21467721,"('impolite', 'polite')",-0.1068518,-0.57660455,-0.0633519,-0.3956409,0.332289
43,-0.019139256,-0.09325217,"('irresponsible', 'responsible')",0.15636405,0.0062209554,0.0686124,-0.0435156,0.112128
86,0.0039674416,-0.035894968,"('uninfluential', 'influential')",-0.23213471,-0.2929433,-0.1140836,-0.1644191,0.0503355
11,-0.00055603683,-0.17288442,"('unhelpful', 'helpful')",2.619088,2.1271286,1.309266,0.9771221,0.3321439
