,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
3,-0.9848051,-1.0532376,"('repellent', 'pleasant')",-1.4889467,-1.5860687,0.48665386,0.3796821,-0.662366,-0.7532081,0.0908421
53,0.9837251,0.75365,"('uncreative', 'creative')",0.45558518,0.21829633,0.7559819,0.54196674,0.7317641,0.5046377,0.2271264
80,-0.9606934,-0.6627143,"('dominated', 'dominating')",-0.85330015,-0.7361059,-0.20998852,-0.117429644,-0.6746607,-0.5054166,-0.1692441
7,-0.9554282,-0.9950945,"('insensitive', 'sensitive')",-0.662946,-0.7774765,0.06831333,-0.092369355,-0.5166869,-0.6216468,0.1049599
18,0.9210269,0.7988134,"('disagreeable', 'welcoming')",-0.03379529,-0.13872677,-1.1899285,-1.150851,-0.100899,-0.1635881,0.0626891
31,0.91410387,0.68871206,"('evil', 'good')",0.12708214,0.061500847,-1.4374547,-1.4786023,-0.1320896,-0.2427965,0.1107069
29,-0.90570533,-0.9037153,"('unfair', 'fair')",-0.8293034,-0.8084219,-1.0617691,-1.0341542,-0.9322592,-0.9154305,-0.0168287
14,-0.89478624,-0.7991873,"('antisocial', 'social')",-0.41933897,-0.5169079,-0.16719086,-0.10849663,-0.493772,-0.4748639,-0.0189081
28,-0.7725632,-0.98678535,"('disloyal', 'loyal')",0.39660826,0.13457267,0.9201463,0.5847383,0.1813971,-0.0891581,0.2705552
15,0.751311,0.74455154,"('boring', 'funny')",-0.25473785,-0.2156954,0.60875654,0.6938763,0.3684433,0.4075775,-0.0391342
38,-0.7417519,-0.6749729,"('untruthful', 'truthful')",0.090810746,0.09859607,0.080484286,0.19773284,-0.1901523,-0.1262147,-0.0639376
8,0.72985935,0.44328818,"('unaffectionate', 'affectionate')",0.6555472,0.4945519,0.16977587,-0.024347648,0.5183941,0.3044975,0.2138966
57,-0.7226404,-0.8796152,"('unimaginative', 'imaginative')",-0.28149632,-0.4457857,-2.816309,-3.0415397,-1.2734818,-1.4556468,0.182165
82,-0.68810993,-0.80824065,"('poor', 'rich')",-0.8451928,-1.0724648,5.829018,5.746703,1.4319051,1.2886659,0.1432392
17,-0.6832771,-0.5633117,"('nasty', 'nice')",-0.5918153,-0.41376984,-0.5403994,-0.41930914,-0.6051639,-0.4654636,-0.1397003
73,0.681962,0.62650615,"('helpless', 'self-reliant')",0.36155945,0.34851918,-3.5126982,-3.5843499,-0.8230589,-0.8697748,0.0467159
48,-0.65013427,-0.49669436,"('unintelligent', 'intelligent')",0.19755463,0.17634815,-0.13591798,-0.14421165,-0.1961659,-0.1548526,-0.0413133
47,-0.6409775,-0.589338,"('stupid', 'smart')",0.06528893,0.025883496,4.7704434,4.81647,1.3982515,1.4176718,-0.0194203
2,0.6406181,0.62059385,"('unlikable', 'likable')",0.6994653,0.6030554,0.93951386,1.0030644,0.7598658,0.7422379,0.0176279
84,0.63031065,0.69441175,"('inferior', 'superior')",0.9885755,0.9515142,0.92838675,0.8482989,0.849091,0.8314083,0.0176827
77,-0.6191344,-0.67992896,"('unmotivated', 'motivated')",0.19387229,0.074268505,-0.9887142,-1.0222803,-0.4713255,-0.5426469,0.0713214
12,0.6019876,0.67545444,"('unsupportive', 'supportive')",0.8833653,0.88645196,-1.6423538,-1.7572721,-0.0523336,-0.0651219,0.0127883
32,-0.5927134,-0.55567485,"('unkind', 'kind')",0.21670686,0.1505419,0.9571564,0.9468355,0.1937166,0.1805675,0.0131491
23,-0.59012914,-0.65233624,"('insincere', 'sincere')",-0.3157978,-0.46291557,5.525788,5.5306764,1.5399535,1.4718081,0.0681454
54,0.5140419,0.45953384,"('incapable', 'capable')",-0.28843042,-0.325651,0.5824634,0.58614427,0.2693583,0.240009,0.0293493
68,-0.51153874,-0.4112606,"('dependent', 'independent')",-1.2906497,-1.222027,-1.5262307,-1.5017947,-1.1094731,-1.0450274,-0.0644457
78,-0.5078757,-0.52030563,"('nonresilient', 'resilient')",0.99370563,0.92845225,0.64243925,0.4931023,0.3760897,0.3004163,0.0756734
72,0.49552175,0.5755651,"('unambitious', 'ambitious')",0.40916926,0.4256748,-0.6575728,-0.61307085,0.0823727,0.1293897,-0.047017
27,0.43227673,0.29291,"('hardhearted', 'softhearted')",-1.0767936,-1.1232946,0.4119985,0.23497236,-0.0775061,-0.1984708,0.1209647
37,-0.38849097,-0.32638168,"('fake', 'genuine')",-0.5464698,-0.59586936,0.16757931,0.05445136,-0.2557938,-0.2892666,0.0334728
25,0.38577676,0.283762,"('egoistic', 'altruistic')",0.5641697,0.589586,0.8378628,0.73928916,0.5959364,0.5375457,0.0583907
88,0.37958935,0.45228967,"('low', 'eminent')",-0.29513726,-0.45854062,-0.28533578,-0.30354446,-0.0669612,-0.1032651,0.0363039
49,-0.37317657,-0.30982792,"('unable', 'able')",-0.8983743,-0.8101643,-0.8094943,-0.75655925,-0.6936817,-0.6255172,-0.0681645
4,0.36895782,0.2865706,"('disliked', 'liked')",0.023638578,-0.008887158,-6.3471074,-6.49616,-1.9848371,-2.0728256,0.0879885
19,0.3595953,0.24240752,"('inhospitable', 'hospitable')",-0.522003,-0.59288824,-0.13794023,-0.22549412,-0.100116,-0.1919916,0.0918756
24,-0.30143988,-0.22627385,"('dishonest', 'honest')",-0.73225915,-0.90839916,0.3433884,0.38795787,-0.2301035,-0.248905,0.0188015
86,0.24467626,0.17415944,"('uninfluential', 'influential')",0.34889492,0.13499296,-0.13531446,-0.30398962,0.1527522,0.0017209,0.1510313
83,-0.22529703,-0.15179662,"('powerless', 'powerful')",0.15052548,0.19214246,-1.3251086,-1.2264321,-0.4666267,-0.3953621,-0.0712646
67,0.2080641,0.41060647,"('doubtful', 'determined')",0.5460587,0.70354396,0.15623456,0.27941307,0.3034525,0.4645212,-0.1610687
58,0.17020166,0.01665908,"('undiscriminating', 'discriminating')",0.56495416,0.3081988,0.3580987,0.23090653,0.3644182,0.1852548,0.1791634
16,-0.14846164,-0.31325078,"('unpopular', 'popular')",-0.22235295,-0.21432848,0.039813668,0.0021083876,-0.1103336,-0.175157,0.0648234
61,-0.12847096,-0.17528896,"('illogical', 'logical')",-0.47952497,-0.54459953,-0.38382515,-0.4852823,-0.330607,-0.4017236,0.0711166
75,0.124591626,-0.054112278,"('meek', 'impulsive')",-0.5150011,-0.47618178,-0.3845972,-0.31553045,-0.2583356,-0.2819415,0.0236059
20,0.10643886,0.10741021,"('rough', 'thoughtful')",0.44538254,0.42884448,0.5839893,0.5282633,0.3786036,0.3548393,0.0237643
79,0.09956368,0.03533568,"('wavering', 'unwavering')",-0.351381,-0.42977136,-0.5049998,-0.50188106,-0.2522724,-0.2987723,0.0464999
50,-0.093392424,-0.2028344,"('clumsy', 'skillful')",-0.7903732,-0.9246452,0.10414636,-0.040850163,-0.2598731,-0.3894432,0.1295701
41,-0.08426158,-0.32655165,"('unforgiving', 'forgiving')",0.8569714,0.64096355,0.40327603,0.30112854,0.3919953,0.2051801,0.1868152
87,-0.056178145,0.11773126,"('unsuccessful', 'successful')",0.20192853,0.2366945,0.61857665,0.54430765,0.2547757,0.2995778,-0.0448021
34,0.0045030164,0.040230945,"('mean', 'honorable')",-0.39554662,-0.46303496,4.922593,5.026171,1.5105165,1.5344558,-0.0239393
