,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
40,-0.21569425,-0.27982822,"('stingy', 'generous')",0.96606463,0.9073924,-1.1892493,-1.3947371,-0.146293,-0.2557243,0.1094313
32,-0.19270809,-0.36313865,"('unkind', 'kind')",0.27545676,0.17084688,1.1676733,1.0539751,0.4168073,0.2872278,0.1295795
51,0.19199991,0.103279404,"('uneducated', 'educated')",0.22832716,0.11930292,0.89563185,0.6805446,0.438653,0.3010423,0.1376107
75,-0.18707629,-0.13529897,"('meek', 'impulsive')",-0.80179995,-0.7045873,-0.5105571,-0.40080154,-0.4998111,-0.4135626,-0.0862485
62,-0.15227957,-0.10647079,"('incompetent', 'brilliant')",0.96729577,0.99945325,0.20965976,0.33113664,0.3415587,0.4080397,-0.066481
17,0.14468068,0.20237793,"('nasty', 'nice')",-0.30831304,-0.19497971,-0.6503013,-0.5927345,-0.2713112,-0.1951121,-0.0761991
65,0.13091291,0.07575421,"('insecure', 'secure')",-0.08690739,-0.12601757,-0.44847682,-0.41149577,-0.1348238,-0.1539197,0.0190959
84,0.11979143,0.10895436,"('inferior', 'superior')",0.36265713,0.4788027,0.8902321,0.9614326,0.4575602,0.5163965,-0.0588363
70,0.118291676,-0.0111918505,"('lethargic', 'energetic')",0.28564322,0.113601014,0.6500412,0.5438123,0.3513254,0.2154072,0.1359182
14,0.11449036,0.017658915,"('antisocial', 'social')",1.9493816,1.9251122,-0.7113561,-0.95495266,0.4508386,0.3292728,0.1215658
21,0.110789165,-0.055054996,"('immoral', 'moral')",0.8567958,0.8131213,-0.6784643,-0.8441274,0.0963736,-0.028687,0.1250606
35,0.07901752,0.15635766,"('corrupt', 'incorrupt')",-1.5085517,-1.3662679,-0.3128158,-0.18439285,-0.5807833,-0.4647677,-0.1160156
82,-0.06383531,-0.000101003796,"('poor', 'rich')",-0.22604656,-0.13590366,6.0033236,6.2520328,1.9044806,2.0386761,-0.1341955
20,0.053706426,0.13437411,"('rough', 'thoughtful')",-0.047415584,-0.023199983,0.5539297,0.4883208,0.1867402,0.1998316,-0.0130914
22,-0.046307594,-0.1696518,"('untrustworthy', 'trustworthy')",-0.24477032,-0.32187927,-0.83662,-0.8827276,-0.3758993,-0.4580863,0.082187
49,-0.037305117,0.028510103,"('unable', 'able')",-0.87093127,-0.78156507,-0.071542785,0.14045513,-0.3265931,-0.2041999,-0.1223932
34,-0.032360785,-0.040695056,"('mean', 'honorable')",0.69602346,0.70993567,6.033271,6.1630177,2.2323112,2.2774194,-0.0451082
29,-0.029119141,-0.06960439,"('unfair', 'fair')",-0.47776192,-0.40343466,-0.6172498,-0.63279295,-0.3747103,-0.3686107,-0.0060996
13,-0.025539398,-0.0021934006,"('impolite', 'polite')",0.81106657,0.8279561,0.101626754,0.054322705,0.295718,0.2933618,0.0023562
68,0.024946284,0.08320626,"('dependent', 'independent')",-1.8233392,-1.7281548,-0.31817928,-0.17357244,-0.705524,-0.6061736,-0.0993504
47,0.021355117,0.032791954,"('stupid', 'smart')",0.99711996,0.97760963,5.2682433,5.3491473,2.0955728,2.1198497,-0.0242769
