,mattel_male,mattel_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-0.7214699,-0.74056554,"('unimaginative', 'imaginative')",-2.7259076,-2.5122504,-1.7236887,-1.626408,-0.0972807
20,0.7005236,0.69972396,"('rough', 'thoughtful')",1.5515809,1.4975836,1.1260523,1.0986538,0.0273985
88,-0.69325477,-0.59647197,"('low', 'eminent')",0.1232467,0.1841541,-0.285004,-0.2061589,-0.0788451
24,-0.66914165,-0.64630145,"('dishonest', 'honest')",0.7204032,0.7923065,0.0256308,0.0730025,-0.0473717
40,-0.6670741,-0.65459126,"('stingy', 'generous')",-1.7332739,-1.6173108,-1.200174,-1.135951,-0.064223
73,0.6558488,0.70036536,"('helpless', 'self-reliant')",-2.8825078,-2.6871836,-1.1133295,-0.9934092,-0.1199203
50,0.6173515,0.5615024,"('clumsy', 'skillful')",0.35589135,0.43662,0.4866214,0.4990612,-0.0124398
47,0.61175346,0.51290685,"('stupid', 'smart')",5.474966,5.305044,3.0433598,2.9089756,0.1343842
84,0.59067667,0.42349514,"('inferior', 'superior')",1.1156007,1.1889682,0.8531387,0.8062317,0.046907
27,-0.5769272,-0.51079315,"('hardhearted', 'softhearted')",1.4582515,1.383751,0.4406621,0.4364789,0.0041832
17,-0.54918057,-0.55725706,"('nasty', 'nice')",-0.6019311,-0.54384595,-0.5755558,-0.5505515,-0.0250043
83,0.5489722,0.34611747,"('powerless', 'powerful')",-0.9027474,-0.89252144,-0.1768876,-0.273202,0.0963144
28,-0.5475125,-0.5141794,"('disloyal', 'loyal')",0.80936635,1.0483598,0.1309269,0.2670902,-0.1361633
79,-0.5465293,-0.9679971,"('wavering', 'unwavering')",-0.10167989,-0.065404475,-0.3241046,-0.5167007,0.1925961
7,-0.5439531,-0.30838725,"('insensitive', 'sensitive')",0.79164284,0.779202,0.1238449,0.2354074,-0.1115625
51,-0.5310575,-0.744844,"('uneducated', 'educated')",0.40719837,0.3140471,-0.0619296,-0.2153985,0.1534689
37,0.5276346,0.36424294,"('fake', 'genuine')",0.613795,0.54038626,0.5707148,0.4523146,0.1184002
2,0.5048583,0.6350678,"('unlikable', 'likable')",0.47551665,0.70168555,0.4901875,0.6683767,-0.1781892
25,0.48591602,0.32709387,"('egoistic', 'altruistic')",1.2588296,1.4552605,0.8723728,0.8911772,-0.0188044
65,-0.47707507,-0.13805725,"('insecure', 'secure')",-0.36934778,-0.5550828,-0.4232114,-0.34657,-0.0766414
26,-0.46510002,-0.31978828,"('hardhearted', 'benevolent')",1.35034,1.951961,0.44262,0.8160864,-0.3734664
0,-0.46031672,-0.63365215,"('unsociable', 'sociable')",-0.53865296,-0.58272266,-0.4994848,-0.6081874,0.1087026
86,-0.41752592,-0.71125364,"('uninfluential', 'influential')",-0.14679243,-0.16158605,-0.2821592,-0.4364198,0.1542606
1,-0.38835952,-0.54640186,"('unfriendly', 'friendly')",1.2560521,1.7234591,0.4338463,0.5885286,-0.1546823
74,0.37881437,0.17607275,"('undedicated', 'dedicated')",0.056562573,0.25746188,0.2176885,0.2167673,0.0009212
87,0.374812,0.1932343,"('unsuccessful', 'successful')",0.96756107,1.0698268,0.6711866,0.6315306,0.039656
54,0.37361088,0.18169014,"('incapable', 'capable')",1.107951,1.3588011,0.7407809,0.7702456,-0.0294647
82,-0.36291996,-0.25318107,"('poor', 'rich')",6.177215,6.2046914,2.9071476,2.9757552,-0.0686076
61,-0.36143675,-0.29037043,"('illogical', 'logical')",0.11379573,0.2265387,-0.1238205,-0.0319159,-0.0919046
75,0.35227507,0.42304754,"('meek', 'impulsive')",-0.37303224,-0.24737209,-0.0103786,0.0878377,-0.0982163
22,-0.34756178,-0.2702952,"('untrustworthy', 'trustworthy')",-1.0276097,-0.9557194,-0.6875857,-0.6130073,-0.0745784
46,-0.34683585,-0.38140094,"('uncompetitive', 'competitive')",-0.5409008,-0.69305265,-0.4438683,-0.5372268,0.0933585
77,-0.34391105,-0.3564843,"('unmotivated', 'motivated')",-0.9709051,-1.1719382,-0.6574081,-0.7642112,0.1068031
49,0.34272876,0.49387905,"('unable', 'able')",-0.07832068,0.082267165,0.132204,0.2880731,-0.1558691
44,-0.32782352,-0.22494866,"('prejudiced', 'unprejudiced')",-1.2460742,-1.2595807,-0.7869489,-0.7422647,-0.0446842
11,-0.31057042,-0.29478577,"('unhelpful', 'helpful')",1.7439218,1.681205,0.7166756,0.6932096,0.023466
36,-0.30180147,-0.40514165,"('hostile', 'amicable')",0.014168553,0.2365977,-0.1438165,-0.084272,-0.0595445
30,0.29328153,0.5118564,"('intolerant', 'tolerant')",1.0643746,1.0383508,0.6788281,0.7751036,-0.0962755
85,-0.28447565,-0.37782767,"('insignificant', 'prestigious')",0.2897026,0.8193304,0.0026135,0.2207514,-0.2181379
33,0.26756218,0.049255617,"('wrong', 'right')",-0.7415822,-0.51156133,-0.23701,-0.2311529,-0.0058571
14,-0.2549702,-0.04031721,"('antisocial', 'social')",-0.7408143,-0.70413196,-0.4978923,-0.3722246,-0.1256677
42,-0.24341117,-0.179921,"('unreliable', 'reliable')",-2.8745017,-2.7813609,-1.5589564,-1.4806409,-0.0783155
19,-0.23824428,-0.5613383,"('inhospitable', 'hospitable')",0.00035014562,0.19542009,-0.1189471,-0.1829591,0.064012
80,-0.22752172,-0.2704503,"('dominated', 'dominating')",-1.1074083,-1.4008118,-0.667465,-0.835631,0.168166
53,0.22082119,0.11239359,"('uncreative', 'creative')",0.5474402,0.83494323,0.3841307,0.4736684,-0.0895377
76,0.22006533,0.16230644,"('anxious', 'daring')",0.5571492,0.30180177,0.3886073,0.2320541,0.1565532
43,0.2154465,0.25830156,"('irresponsible', 'responsible')",0.7978088,0.85305476,0.5066277,0.5556781,-0.0490504
35,0.20172063,-0.041810937,"('corrupt', 'incorrupt')",-0.27963412,-0.0407544,-0.0389567,-0.0412827,0.002326
9,-0.18287925,-0.3107782,"('unaffectionate', 'caring')",0.8146422,1.1887351,0.3158815,0.4389785,-0.123097
8,-0.17522725,-0.2893661,"('unaffectionate', 'affectionate')",0.5515635,1.030313,0.1881681,0.3704734,-0.1823053
41,-0.17392275,0.045377523,"('unforgiving', 'forgiving')",-0.08522573,-0.1331392,-0.1295742,-0.0438808,-0.0856934
13,-0.1705913,-0.088612325,"('impolite', 'polite')",-0.4273011,-0.6572435,-0.2989462,-0.3729279,0.0739817
32,-0.16174008,-0.28090876,"('unkind', 'kind')",0.612276,0.64353037,0.225268,0.1813108,0.0439572
38,0.12582967,-0.15632091,"('untruthful', 'truthful')",-0.049410276,-0.08208585,0.0382097,-0.1192034,0.1574131
62,0.12333644,0.441714,"('incompetent', 'brilliant')",0.39690465,0.42647305,0.2601205,0.4340935,-0.173973
78,-0.11599192,-0.523871,"('nonresilient', 'resilient')",0.47145337,0.30715296,0.1777307,-0.108359,0.2860897
48,-0.10165915,-0.05152163,"('unintelligent', 'intelligent')",0.674518,0.6201116,0.2864294,0.284295,0.0021344
21,0.09913367,0.06538614,"('immoral', 'moral')",-0.41175726,-0.84809744,-0.1563118,-0.3913557,0.2350439
58,0.098582014,-0.010150056,"('undiscriminating', 'discriminating')",0.04261252,0.035140965,0.0705973,0.0124955,0.0581018
23,0.08788999,0.09177958,"('insincere', 'sincere')",5.8412294,5.621363,2.9645598,2.8565714,0.1079884
59,0.07622991,0.14605692,"('foolish', 'wise')",0.24937437,0.6201562,0.1628021,0.3831066,-0.2203045
72,-0.0643138,0.042980332,"('unambitious', 'ambitious')",-0.7445675,-0.63018435,-0.4044406,-0.293602,-0.1108386
63,-0.060999688,-0.19837454,"('unperceptive', 'insightful')",0.9274252,0.8551471,0.4332128,0.3283863,0.1048265
81,-0.049934797,-0.057231568,"('submissive', 'aggressive')",-0.8354649,-1.1272975,-0.4426998,-0.5922645,0.1495647
15,0.046780933,-0.00897092,"('boring', 'funny')",0.15534344,0.2353996,0.1010622,0.1132143,-0.0121521
34,0.046757437,0.009596297,"('mean', 'honorable')",6.0633645,5.9430413,3.0550609,2.9763188,0.0787421
12,-0.040111754,-0.17563538,"('unsupportive', 'supportive')",-1.8133351,-1.6385248,-0.9267234,-0.9070801,-0.0196433
55,-0.0133326,0.047253005,"('incompetent', 'clever')",0.33900002,0.14670882,0.1628337,0.0969809,0.0658528
