,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
13,-1.0626686,-1.0816545,"('impolite', 'polite')",-0.8167522,-0.8371623,0.08928515,0.17644532,-0.5967119,-0.5807905,-0.0159214
70,-1.0260155,-1.062275,"('lethargic', 'energetic')",-0.66319263,-0.5671375,0.43686178,0.49971393,-0.4174488,-0.3765662,-0.0408826
80,1.0125915,0.78237146,"('dominated', 'dominating')",0.7735321,0.6918256,-0.37276682,-0.27585593,0.4711189,0.3994471,0.0716718
8,-1.0000716,-0.8131666,"('unaffectionate', 'affectionate')",-0.4257967,-0.26744106,-0.23477417,-0.06813331,-0.5535475,-0.3829137,-0.1706338
28,-0.9832362,-1.0673858,"('disloyal', 'loyal')",0.013906334,-0.019332843,0.4249918,0.48877567,-0.181446,-0.1993143,0.0178683
6,-0.957644,-0.82923824,"('distant', 'open')",-1.4456669,-1.3414763,0.2031002,0.12201694,-0.7334035,-0.6828992,-0.0505043
45,-0.9542144,-1.129449,"('incompetent', 'competent')",0.090308756,-0.039270442,-0.32637864,-0.17835958,-0.3967614,-0.4490263,0.0522649
0,-0.9513401,-1.0205623,"('unsociable', 'sociable')",-0.0028450415,-0.032333627,-0.44920525,-0.29567546,-0.4677968,-0.4495238,-0.018273
3,-0.9503834,-1.0559794,"('repellent', 'pleasant')",-0.048427,-0.19436783,0.09703798,-0.046851724,-0.3005908,-0.4323996,0.1318088
27,-0.9201832,-0.7630259,"('hardhearted', 'softhearted')",-0.22286482,-0.174987,1.2673427,1.4488474,0.0414315,0.1702782,-0.1288467
84,0.9038345,0.98600805,"('inferior', 'superior')",0.7823283,0.76281714,1.0715708,1.0206169,0.9192445,0.9231474,-0.0039029
54,-0.9016379,-0.80290926,"('incapable', 'capable')",-0.3215349,-0.298474,0.692546,0.8383971,-0.1768756,-0.087662,-0.0892136
30,-0.87588465,-0.77427757,"('intolerant', 'tolerant')",0.38691175,0.4754422,0.86592674,1.1187391,0.1256513,0.2733012,-0.1476499
82,-0.87107587,-0.8015782,"('poor', 'rich')",-0.056605577,-0.13706128,5.900873,5.698786,1.6577306,1.5867154,0.0710152
22,-0.82792,-0.77744627,"('untrustworthy', 'trustworthy')",-0.16131842,-0.026147742,-1.116634,-0.9894392,-0.7019575,-0.5976777,-0.1042798
7,-0.8129386,-0.7103102,"('insensitive', 'sensitive')",-0.5300673,-0.391194,0.3801426,0.55767715,-0.3209544,-0.1812757,-0.1396787
24,-0.80623037,-0.6182182,"('dishonest', 'honest')",-1.1177837,-1.0038143,0.2658043,0.5557736,-0.5527366,-0.3554196,-0.197317
88,-0.760005,-0.74069923,"('low', 'eminent')",-0.76027435,-0.8069447,-0.12986116,0.03578403,-0.5500468,-0.5039533,-0.0460935
76,0.75861204,0.7849819,"('anxious', 'daring')",-0.012938047,-0.046477187,0.5616913,0.75694513,0.4357884,0.4984833,-0.0626949
61,-0.7300595,-0.73836845,"('illogical', 'logical')",0.4217529,0.33616796,0.06597186,0.1508146,-0.0807783,-0.0837953,0.003017
47,-0.72068274,-0.7416984,"('stupid', 'smart')",0.095089816,0.1469935,5.4378138,5.435733,1.6040735,1.6136761,-0.0096026
57,-0.70510966,-0.9258522,"('unimaginative', 'imaginative')",-0.64309597,-0.6144513,-2.6029298,-2.588593,-1.3170451,-1.3762989,0.0592538
87,0.6992908,0.4937044,"('unsuccessful', 'successful')",0.27702993,0.035372358,1.116481,1.1452031,0.6976005,0.5580933,0.1395072
56,-0.693218,-0.7906477,"('impractical', 'practical')",0.36370787,0.38912857,-0.14316511,0.07644227,-0.1575584,-0.1083589,-0.0491995
33,0.6315378,0.66556746,"('wrong', 'right')",-0.19774908,-0.15853767,-0.52584845,-0.39637917,-0.0306866,0.0368835,-0.0675701
42,-0.63131815,-0.38322404,"('unreliable', 'reliable')",-0.71471536,-0.41997164,-2.9733984,-2.4301078,-1.4398108,-1.0777678,-0.362043
77,-0.6107792,-0.6475826,"('unmotivated', 'motivated')",0.5056128,0.6446359,-0.5248816,-0.5055005,-0.210016,-0.1694824,-0.0405336
51,-0.5879568,-0.5309671,"('uneducated', 'educated')",0.20060164,0.24584527,0.87958044,0.8991266,0.1640751,0.2046682,-0.0405931
21,-0.49542606,-0.43581635,"('immoral', 'moral')",0.195243,0.16281778,-0.5732775,-0.52047426,-0.2911535,-0.2644909,-0.0266626
36,-0.49167803,-0.3395492,"('hostile', 'amicable')",-1.1835265,-1.1507822,0.0053505935,-0.28598577,-0.556618,-0.5921057,0.0354877
17,-0.47437173,-0.4370245,"('nasty', 'nice')",-0.3981973,-0.46830165,-0.23366994,-0.24026906,-0.3687463,-0.3818651,0.0131188
72,-0.45246688,-0.38616812,"('unambitious', 'ambitious')",-0.29028168,-0.1622465,-1.4100741,-1.1245303,-0.7176076,-0.5576483,-0.1599593
40,0.44432598,0.5744242,"('stingy', 'generous')",0.27260232,0.37135574,-1.2911708,-1.3203086,-0.1914142,-0.1248429,-0.0665713
12,-0.43652046,-0.37210813,"('unsupportive', 'supportive')",-0.11456476,-0.0456702,-2.0680428,-1.7685248,-0.8730427,-0.7287677,-0.144275
20,0.42871404,0.4162272,"('rough', 'thoughtful')",1.5368248,1.550771,0.91428936,0.8782523,0.9599427,0.9484169,0.0115258
26,-0.42103064,-0.42117167,"('hardhearted', 'benevolent')",0.17652987,0.25340125,0.6254187,0.7007328,0.1269727,0.1776541,-0.0506814
41,-0.40246612,-0.1483905,"('unforgiving', 'forgiving')",-0.5622096,-0.3487233,-0.2080553,-0.053714123,-0.3909103,-0.1836093,-0.207301
25,-0.37003025,-0.36789265,"('egoistic', 'altruistic')",0.9068569,0.8924689,1.1699984,0.9792317,0.5689417,0.5012693,0.0676724
34,-0.3485415,-0.09990445,"('mean', 'honorable')",0.20965411,0.21947272,6.1568356,5.928024,2.0059827,2.0158641,-0.0098814
39,0.3416525,0.44628492,"('exploitative', 'cooperative')",0.26512712,0.39797717,-0.14153995,-0.0013152584,0.1550799,0.2809823,-0.1259024
35,0.32204098,0.4631319,"('corrupt', 'incorrupt')",-0.32926086,-0.34444278,-0.16819412,-0.3600832,-0.0584713,-0.0804647,0.0219934
79,-0.32060066,-0.322156,"('wavering', 'unwavering')",-1.4787588,-1.6021383,0.18928567,-0.038976327,-0.5366913,-0.6544235,0.1177322
74,-0.31297198,-0.2957822,"('undedicated', 'dedicated')",-0.58633995,-0.5800302,-0.37326404,-0.16400823,-0.424192,-0.3466069,-0.0775851
65,-0.30093637,-0.32995823,"('insecure', 'secure')",-0.301911,-0.33842134,-0.36725995,-0.23719491,-0.3233691,-0.3018581,-0.021511
14,-0.29352945,-0.44678402,"('antisocial', 'social')",0.6761539,0.676957,-0.61596894,-0.54847217,-0.0777815,-0.1060997,0.0283182
44,0.26379174,0.22665201,"('prejudiced', 'unprejudiced')",-0.28977296,-0.40433463,-1.2141826,-1.3429778,-0.4133879,-0.5068868,0.0934989
73,0.25839496,0.327307,"('helpless', 'self-reliant')",-0.16441384,-0.11877076,-3.3022435,-3.2577899,-1.0694208,-1.0164179,-0.0530029
49,0.22392362,0.22910222,"('unable', 'able')",0.7911398,0.74558705,0.46762547,0.54969496,0.4942296,0.5081281,-0.0138985
37,-0.21505868,-0.1928795,"('fake', 'genuine')",-0.31557468,-0.29424772,0.16796148,0.26550046,-0.1208906,-0.0738756,-0.047015
71,0.19418934,0.2941437,"('diffident', 'self-confident')",0.6296947,0.6314088,0.46463284,0.56299895,0.4295056,0.4961838,-0.0666782
85,0.1906909,0.38298637,"('insignificant', 'prestigious')",0.055771235,0.13199754,0.31576887,0.17758976,0.1874103,0.2308579,-0.0434476
78,-0.18323433,-0.33703932,"('nonresilient', 'resilient')",1.176557,1.0643686,1.1859336,1.0318081,0.7264187,0.5863791,0.1400396
55,0.16259018,0.107927606,"('incompetent', 'clever')",0.8854606,0.82689476,0.24859557,0.40747178,0.4322155,0.4474314,-0.0152159
60,-0.14832674,-0.20266762,"('inefficient', 'efficient')",0.8109292,0.88518465,0.20140867,0.44423637,0.2880037,0.3755845,-0.0875808
29,0.14708403,0.18974182,"('unfair', 'fair')",-0.012295749,-0.01601527,-0.6150982,-0.663321,-0.1601033,-0.1631982,0.0030949
15,0.13630544,0.24110752,"('boring', 'funny')",-0.41168386,-0.30964103,0.4397982,0.36722165,0.0548066,0.0995627,-0.0447561
18,0.13551694,0.5022586,"('disagreeable', 'welcoming')",-0.223693,-0.026355341,-0.66188776,-0.4664885,-0.2500213,0.0031383,-0.2531596
52,0.13025463,0.20661077,"('irrational', 'rational')",0.012114689,-0.08588013,-0.52963436,-0.57375747,-0.1290883,-0.1510089,0.0219206
83,-0.12544942,-0.1348219,"('powerless', 'powerful')",0.34838042,0.34342834,-0.6306355,-0.54778117,-0.1359015,-0.1130582,-0.0228433
81,-0.11489722,-0.24472095,"('submissive', 'aggressive')",0.695123,0.6053018,0.020837203,0.2136876,0.2003543,0.1914228,0.0089315
4,0.11238395,0.1985985,"('disliked', 'liked')",-0.4217575,-0.35770777,-5.7365165,-5.629214,-2.0152966,-1.929441,-0.0858556
62,0.11065547,-0.06255008,"('incompetent', 'brilliant')",1.5264466,1.3673735,0.16027068,0.4517313,0.5991242,0.5855182,0.013606
50,-0.10003944,0.021241067,"('clumsy', 'skillful')",-0.053744912,-0.092396796,0.34308955,0.42815423,0.0631017,0.1189995,-0.0558978
46,-0.0712785,-0.29319677,"('uncompetitive', 'competitive')",-0.30860722,-0.38327044,-0.36234412,-0.3783803,-0.2474099,-0.3516158,0.1042059
48,0.064359516,0.11528693,"('unintelligent', 'intelligent')",1.5738909,1.6832278,0.9148818,1.1020299,0.8510441,0.9668482,-0.1158041
68,0.06403892,0.2178517,"('dependent', 'independent')",0.37763032,0.22336856,0.23560229,0.1733713,0.2257572,0.2048638,0.0208934
64,-0.06301296,0.025549948,"('shy', 'confident')",-0.45165265,-0.3851418,-6.2321544,-5.8217125,-2.24894,-2.0604348,-0.1885052
67,-0.058894716,-0.10225737,"('doubtful', 'determined')",-0.2220704,-0.24606353,-0.19488835,-0.05844929,-0.1586178,-0.1355901,-0.0230277
16,-0.049189795,0.08116189,"('unpopular', 'popular')",0.017149828,0.03320026,0.85506463,0.7305538,0.2743416,0.2816387,-0.0072971
58,-0.04652511,-0.07877444,"('undiscriminating', 'discriminating')",-0.25546587,-0.1758874,-0.3671103,-0.3480647,-0.2230338,-0.2009089,-0.0221249
75,0.03386978,0.050017256,"('meek', 'impulsive')",-0.32532084,-0.36888024,-0.08516079,-0.23419948,-0.1255373,-0.1843541,0.0588168
2,-0.018339965,0.19437791,"('unlikable', 'likable')",0.162051,0.27414465,0.2443345,0.5198097,0.1293485,0.3294441,-0.2000956
66,-0.0059741437,0.057828084,"('inactive', 'active')",-1.1322923,-1.2238587,1.1797009,1.1293637,0.0138115,-0.0122223,0.0260338
59,-0.004551364,0.1886121,"('foolish', 'wise')",0.09092437,0.096297175,0.0034896415,0.031691477,0.0299542,0.1055336,-0.0755794
