,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
79,-1.20571,-0.9572032,"('wavering', 'unwavering')",1.0689428,0.9623412,0.21238792,0.31875563,0.0252069,0.1079645,-0.0827576
27,-1.1969613,-1.0152763,"('hardhearted', 'softhearted')",-0.53708184,-0.31466928,1.5829057,1.717251,-0.0503792,0.1291018,-0.179481
44,1.0672671,0.80215895,"('prejudiced', 'unprejudiced')",0.5844062,0.25155106,-1.509394,-1.7339774,0.0474264,-0.2267558,0.2741822
62,1.0651796,0.8962374,"('incompetent', 'brilliant')",-1.347008,-1.1181576,-0.11695703,-0.15086211,-0.1329285,-0.1242608,-0.0086677
9,-1.053256,-0.8782312,"('unaffectionate', 'caring')",-1.0965889,-0.77798736,1.2766494,1.6272365,-0.2910652,-0.0096607,-0.2814045
66,-1.0295511,-1.2016153,"('inactive', 'active')",0.23429917,-0.19274238,0.8309649,0.880424,0.0119043,-0.1713112,0.1832155
7,1.0208468,0.88475704,"('insensitive', 'sensitive')",-0.5340815,-0.3592509,1.1840563,0.9659166,0.5569406,0.4971409,0.0597997
39,1.0176557,1.1155207,"('exploitative', 'cooperative')",-0.3436302,-0.07962688,0.06467613,0.1569279,0.2462339,0.3976072,-0.1513733
56,1.0099399,0.6300923,"('impractical', 'practical')",-0.85529697,-0.93995225,-0.56216085,-0.71891326,-0.1358393,-0.3429244,0.2070851
86,-0.96904916,-0.91744226,"('uninfluential', 'influential')",-2.3288803,-1.8982236,-0.25865027,-0.09610863,-1.1855266,-0.9705915,-0.2149351
73,0.9571389,0.9793452,"('helpless', 'self-reliant')",1.7858404,1.6853493,-2.8784702,-2.8869905,-0.0451636,-0.0740987,0.0289351
76,0.9568053,0.4835979,"('anxious', 'daring')",-0.39075822,-0.67677104,0.34459442,-0.019195486,0.3035472,-0.0707895,0.3743367
64,0.9261043,0.9059516,"('shy', 'confident')",0.109131336,0.2519369,-6.343869,-6.427571,-1.7695446,-1.7565608,-0.0129838
81,0.92451614,0.58610547,"('submissive', 'aggressive')",-0.65178174,-0.67572033,-0.974005,-1.406069,-0.2337569,-0.4985613,0.2648044
67,0.9026806,0.8525064,"('doubtful', 'determined')",0.7945557,0.7027504,-0.49766713,-0.5681167,0.3998564,0.3290467,0.0708097
65,0.88983405,0.52731377,"('insecure', 'secure')",-0.7684656,-0.77938765,-0.15356207,-0.5569488,-0.0107312,-0.2696742,0.258943
60,0.88643557,0.51460844,"('inefficient', 'efficient')",-1.9658265,-1.7503341,-0.245778,-0.38209775,-0.441723,-0.5392745,0.0975515
17,-0.8385257,-0.6138978,"('nasty', 'nice')",-0.7113079,-0.60864073,-0.8324376,-0.6826656,-0.7940904,-0.635068,-0.1590224
21,0.7866243,0.5201637,"('immoral', 'moral')",-1.090834,-1.0579573,-0.7867145,-1.1305809,-0.3636414,-0.5561248,0.1924834
38,-0.7861805,-0.76058954,"('untruthful', 'truthful')",-0.5149727,-0.615516,-0.17167565,-0.06863589,-0.490943,-0.4815805,-0.0093625
43,0.7748591,0.49081868,"('irresponsible', 'responsible')",-0.8658809,-0.7308072,0.7976861,0.7076203,0.2355548,0.1558773,0.0796775
4,-0.7725753,-0.29924515,"('disliked', 'liked')",0.0047327485,0.24901083,-6.380713,-6.416175,-2.3828519,-2.1554697,-0.2273822
25,-0.7282003,-0.7249517,"('egoistic', 'altruistic')",-0.028737668,-0.1281031,1.8132257,1.8500823,0.3520959,0.3323425,0.0197534
37,0.7183358,0.5594418,"('fake', 'genuine')",0.37100655,0.340703,0.6172829,0.7456028,0.5688751,0.5485826,0.0202925
70,0.70242566,0.53134507,"('lethargic', 'energetic')",-0.26076922,-0.24873203,0.9854403,0.7654923,0.4756989,0.3493685,0.1263304
78,-0.6672451,-0.9200195,"('nonresilient', 'resilient')",-0.73831195,-0.75631195,0.32117167,0.23160924,-0.3614618,-0.4815741,0.1201123
48,-0.6571685,-0.6996408,"('unintelligent', 'intelligent')",-1.9769895,-1.7880554,0.03972606,0.14593765,-0.8648107,-0.7805862,-0.0842245
2,0.6483691,0.49475926,"('unlikable', 'likable')",0.18165326,0.12001908,0.75884223,0.71015495,0.5296215,0.4416444,0.0879771
28,-0.63862574,-0.44854212,"('disloyal', 'loyal')",-0.50579673,-0.28907228,0.9317531,1.002098,-0.0708898,0.0881612,-0.159051
82,-0.6272961,-0.7904751,"('poor', 'rich')",0.14815283,0.093426816,5.9553914,5.8170314,1.8254161,1.7066611,0.118755
18,-0.6083287,-0.37776583,"('disagreeable', 'welcoming')",-0.24132532,-0.020370774,-0.39868718,-0.21491988,-0.4161137,-0.2043522,-0.2117615
75,-0.6052427,-0.47430566,"('meek', 'impulsive')",1.1690041,0.9821646,-0.37472543,-0.3232913,0.063012,0.0615226,0.0014894
29,0.55060667,0.53501964,"('unfair', 'fair')",0.41852805,0.33470303,-0.27566928,-0.15023005,0.2311551,0.2398309,-0.0086758
72,-0.49866176,-0.49863335,"('unambitious', 'ambitious')",-1.0247976,-0.88688105,-0.6700369,-0.48061183,-0.7311654,-0.6220421,-0.1091233
59,-0.49635848,-0.13019815,"('foolish', 'wise')",1.1982414,1.413461,0.26847708,0.4437288,0.3234533,0.5756639,-0.2522106
49,-0.47979027,-0.66272753,"('unable', 'able')",-1.2688146,-1.244255,-0.58053887,-0.5870204,-0.7763812,-0.8313343,0.0549531
88,-0.47393042,-0.3023987,"('low', 'eminent')",-0.59945816,-0.2623311,0.3871588,0.5169059,-0.2287433,-0.0159413,-0.212802
52,-0.4377838,-0.15813342,"('irrational', 'rational')",-0.22585988,-0.14265156,0.19272543,0.30645385,-0.1569728,0.0018896,-0.1588624
74,0.3876659,0.31357506,"('undedicated', 'dedicated')",0.2879666,0.46290407,0.3815828,0.37478474,0.3524051,0.3837546,-0.0313495
77,-0.3828818,-0.6277945,"('unmotivated', 'motivated')",-1.1759528,-1.3650858,-1.1130124,-1.3844103,-0.8906156,-1.1257636,0.235148
12,-0.37987465,-0.30699775,"('unsupportive', 'supportive')",-0.82967407,-0.53440404,-1.555422,-1.4218565,-0.9216569,-0.7544195,-0.1672374
13,0.37279278,0.27105162,"('impolite', 'polite')",-0.75928545,-0.65007895,-0.37376776,-0.47170347,-0.2534202,-0.2835769,0.0301567
46,0.3651888,0.04183023,"('uncompetitive', 'competitive')",-1.940834,-1.8580776,-0.47235,-0.7584815,-0.682665,-0.858243,0.175578
57,-0.33774343,-0.36218262,"('unimaginative', 'imaginative')",-1.566407,-1.240938,-2.2446198,-2.3307877,-1.3829234,-1.3113027,-0.0716207
41,-0.3173773,-0.1677476,"('unforgiving', 'forgiving')",-1.158667,-0.7733708,-0.105012774,-0.026077718,-0.527019,-0.3223987,-0.2046203
58,-0.3131052,-0.33313093,"('undiscriminating', 'discriminating')",-1.012301,-0.9514026,0.34597033,0.3499801,-0.3264786,-0.3115178,-0.0149608
23,0.3084993,0.18572778,"('insincere', 'sincere')",-0.8275056,-0.77160907,5.570087,5.553109,1.6836936,1.6557426,0.027951
87,0.30749485,0.009409621,"('unsuccessful', 'successful')",-0.1599674,-0.49893665,0.71433663,0.61442894,0.287288,0.041634,0.245654
55,0.30504772,-0.002059035,"('incompetent', 'clever')",-1.8500879,-1.5860198,-0.068932846,-0.21078788,-0.537991,-0.5996222,0.0616312
10,-0.29338712,-0.47987178,"('unsympathetic', 'sympathetic')",-2.1932805,-1.942765,0.05934354,-0.06925625,-0.809108,-0.830631,0.021523
0,-0.25961637,-0.4750751,"('unsociable', 'sociable')",-1.6799921,-1.5888495,-0.5634577,-0.6732989,-0.8343554,-0.9124078,0.0780524
32,-0.25327086,-0.2738603,"('unkind', 'kind')",-1.0083474,-0.73258847,1.1239258,1.0918736,-0.0458975,0.028475,-0.0743725
34,-0.23898819,-0.3919319,"('mean', 'honorable')",-0.8699175,-0.86442,5.7117877,5.727391,1.534294,1.4903463,0.0439477
30,0.23249692,0.22348312,"('intolerant', 'tolerant')",-0.797294,-0.53241783,1.0917236,1.0084335,0.1756422,0.2331663,-0.0575241
68,0.18423404,0.021513235,"('dependent', 'independent')",0.083887964,0.045319863,-0.77781826,-0.7743978,-0.1698987,-0.2358549,0.0659562
20,-0.17690325,-0.40959287,"('rough', 'thoughtful')",-0.35499883,-0.38356775,1.0318508,1.0678718,0.1666496,0.0915704,0.0750792
3,0.1746675,0.13532913,"('repellent', 'pleasant')",-0.60185546,-0.5584166,0.26703948,0.07695306,-0.0533828,-0.1153781,0.0619953
63,-0.16455233,-0.24922381,"('unperceptive', 'insightful')",-0.67247444,-0.519276,1.0431466,0.9163918,0.0687066,0.0492973,0.0194093
24,0.1632948,0.3315867,"('dishonest', 'honest')",-1.2768849,-0.94330925,0.6704617,0.8513596,-0.1477095,0.079879,-0.2275885
11,0.16100465,0.02511587,"('unhelpful', 'helpful')",-1.1168319,-0.97677815,1.5287863,1.6726191,0.1909864,0.2403189,-0.0493325
50,-0.15689228,-0.25199088,"('clumsy', 'skillful')",1.2768973,1.2773811,0.45427006,0.56331825,0.5247583,0.5295695,-0.0048112
84,0.15224524,0.12558126,"('inferior', 'superior')",0.25542143,0.23946771,0.9841486,1.0021248,0.4639384,0.4557246,0.0082138
54,-0.14312321,-0.27802148,"('incapable', 'capable')",0.17153487,-0.09929814,1.1979932,1.1460918,0.4088016,0.2562574,0.1525442
61,0.13699806,0.0401205,"('illogical', 'logical')",-1.094435,-1.1402026,0.38510928,0.33752838,-0.1907759,-0.2541846,0.0634087
47,-0.13176855,-0.2690757,"('stupid', 'smart')",-0.24193183,-0.21219769,4.722937,4.716686,1.4497455,1.4118042,0.0379413
69,0.10242978,0.14662367,"('lazy', 'industrious')",1.5350505,1.4276627,-0.45119053,-0.32676354,0.3954299,0.415841,-0.0204111
45,0.08378075,0.11615795,"('incompetent', 'competent')",-1.0732808,-0.7418207,-0.11802075,-0.2121458,-0.3691736,-0.2792695,-0.0899041
26,0.08021065,0.3147107,"('hardhearted', 'benevolent')",-0.33501223,-0.05684115,2.034541,2.28959,0.5932465,0.8491531,-0.2559066
40,0.0798569,0.46065587,"('stingy', 'generous')",-0.235404,0.18987845,-1.3449403,-1.2879888,-0.5001625,-0.2124848,-0.2876777
15,-0.06167294,-0.0685858,"('boring', 'funny')",-0.14616874,-0.13063046,0.35849115,0.35650972,0.0502165,0.0524312,-0.0022147
51,-0.048039686,-0.021638477,"('uneducated', 'educated')",-0.24626094,-0.058939382,0.112993434,0.2335195,-0.0604357,0.0509805,-0.1114162
83,-0.046044037,-0.1764684,"('powerless', 'powerful')",-1.3504765,-1.3078732,-1.0380789,-0.9085024,-0.8115331,-0.7976147,-0.0139184
71,-0.037227035,0.04412249,"('diffident', 'self-confident')",-0.20844689,-0.2962386,0.23132192,0.42000967,-0.004784,0.0559645,-0.0607485
33,-0.03398554,0.21481845,"('wrong', 'right')",0.83353764,0.9022966,-0.49339062,-0.2874752,0.1020538,0.2765466,-0.1744928
22,0.026301332,0.14979866,"('untrustworthy', 'trustworthy')",0.04363252,0.22709124,-0.8629213,-0.79913193,-0.2643292,-0.1407473,-0.1235819
