,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,0.7594745,0.95343846,"('inhospitable', 'hospitable')",0.36056712,0.42528224,0.5600208,0.6893604,-0.1293396
62,-0.7572035,-1.0983813,"('incompetent', 'brilliant')",0.47712484,0.61760175,-0.1400393,-0.2403898,0.1003505
56,-0.73096496,-1.3274218,"('impractical', 'practical')",-0.08456418,-0.2362141,-0.4077646,-0.7818179,0.3740533
41,-0.71768004,-1.0171083,"('unforgiving', 'forgiving')",-0.096081056,-0.14890411,-0.4068806,-0.5830062,0.1761256
13,-0.6633597,-0.8665833,"('impolite', 'polite')",-0.6253357,-0.40416372,-0.6443477,-0.6353735,-0.0089742
53,-0.64163315,-0.57324356,"('uncreative', 'creative')",0.7145572,0.57613003,0.036462,0.0014432,0.0350188
38,-0.6137797,-0.72197485,"('untruthful', 'truthful')",0.17992552,0.07621944,-0.2169271,-0.3228777,0.1059506
6,0.60471046,1.2193018,"('distant', 'open')",0.25744826,0.13361663,0.4310794,0.6764592,-0.2453798
51,-0.6007885,-0.25917056,"('uneducated', 'educated')",0.45782906,0.78337497,-0.0714797,0.2621022,-0.3335819
59,0.5617166,1.0005132,"('foolish', 'wise')",0.06056653,0.18898381,0.3111416,0.5947485,-0.2836069
52,-0.5333675,0.0770417,"('irrational', 'rational')",-0.19467714,-0.043168787,-0.3640223,0.0169365,-0.3809588
27,-0.5326639,-0.3759642,"('hardhearted', 'softhearted')",1.196435,1.2251201,0.3318855,0.424578,-0.0926925
7,-0.52078706,-0.75639266,"('insensitive', 'sensitive')",1.2025019,0.97814643,0.3408574,0.1108769,0.2299805
26,0.51469696,0.6195814,"('hardhearted', 'benevolent')",1.9122658,1.9827489,1.2134814,1.3011651,-0.0876837
18,-0.5065553,-0.09079744,"('disagreeable', 'welcoming')",-0.92233175,-0.5897916,-0.7144436,-0.3402945,-0.3741491
22,-0.5034586,-1.04184,"('untrustworthy', 'trustworthy')",-0.8568368,-0.9077217,-0.6801477,-0.9747808,0.2946331
36,0.49735284,0.81160784,"('hostile', 'amicable')",0.1830734,-0.0669245,0.3402131,0.3723417,-0.0321286
58,-0.49599734,-0.86756545,"('undiscriminating', 'discriminating')",0.7336889,0.38790977,0.1188458,-0.2398278,0.3586736
66,0.4852799,0.73272216,"('inactive', 'active')",0.7802342,0.7658589,0.6327571,0.7492905,-0.1165334
74,0.4829913,0.34425128,"('undedicated', 'dedicated')",0.31585717,0.34267712,0.3994243,0.3434642,0.0559601
24,-0.43653873,-0.7483554,"('dishonest', 'honest')",0.5636623,0.47154593,0.0635618,-0.1384047,0.2019665
42,0.4147953,0.18986182,"('unreliable', 'reliable')",-2.797743,-2.7669303,-1.1914738,-1.2885343,0.0970605
49,-0.40527016,-0.5138912,"('unable', 'able')",-0.1825124,-0.10009098,-0.2938913,-0.3069911,0.0130998
77,-0.39650613,-0.26385632,"('unmotivated', 'motivated')",-0.9789502,-0.7404031,-0.6877282,-0.5021297,-0.1855985
20,-0.39649898,-0.5172107,"('rough', 'thoughtful')",1.20175,1.2518786,0.4026255,0.3673339,0.0352916
2,0.38375276,0.57900023,"('unlikable', 'likable')",0.24595392,0.54784626,0.3148533,0.5634233,-0.24857
78,-0.36116964,-0.19319594,"('nonresilient', 'resilient')",0.68763375,0.9176309,0.1632321,0.3622175,-0.1989854
67,-0.3560111,-0.09608329,"('doubtful', 'determined')",-0.7551586,-0.5127514,-0.5555848,-0.3044173,-0.2511675
39,0.3544865,0.095891446,"('exploitative', 'cooperative')",0.0960476,0.09816612,0.2252671,0.0970288,0.1282383
70,-0.34520274,-1.1153566,"('lethargic', 'energetic')",1.2861662,1.0923711,0.4704817,-0.0114927,0.4819744
28,-0.32806534,-0.6029112,"('disloyal', 'loyal')",1.1418563,0.62616104,0.4068955,0.0116249,0.3952706
64,-0.32656837,-0.42808095,"('shy', 'confident')",-6.544634,-5.986863,-3.4356012,-3.2074721,-0.2281291
37,0.29464278,-0.05096626,"('fake', 'genuine')",0.96062297,0.6464041,0.6276329,0.2977189,0.329914
31,0.24004342,0.7256554,"('evil', 'good')",-0.99575084,-1.168891,-0.3778537,-0.2216178,-0.1562359
71,0.21438178,0.36539897,"('diffident', 'self-confident')",0.61840594,0.45810732,0.4163939,0.4117531,0.0046408
82,-0.18771568,-0.14059675,"('poor', 'rich')",5.6760383,5.554487,2.7441614,2.7069452,0.0372162
29,0.18619043,0.27820596,"('unfair', 'fair')",-0.43177015,-0.64338994,-0.1227899,-0.182592,0.0598021
33,0.16727313,0.67960143,"('wrong', 'right')",-0.64353454,-0.5154197,-0.2381307,0.0820909,-0.3202216
9,-0.15102029,-0.04813941,"('unaffectionate', 'caring')",1.4444909,1.2176535,0.6467353,0.584757,0.0619783
80,0.12872021,-0.49525183,"('dominated', 'dominating')",-1.013722,-0.9106225,-0.4425009,-0.7029371,0.2604362
17,-0.095703185,-0.23088384,"('nasty', 'nice')",-0.5326289,-0.439279,-0.314166,-0.3350814,0.0209154
40,-0.08549636,-0.18447909,"('stingy', 'generous')",-1.4196496,-1.3133751,-0.752573,-0.7489271,-0.0036459
15,0.060797293,0.11148191,"('boring', 'funny')",0.40195686,0.34272748,0.2313771,0.2271047,0.0042724
25,0.058520295,0.6837221,"('egoistic', 'altruistic')",1.178499,1.5597987,0.6185097,1.1217604,-0.5032507
76,-0.057659183,-0.43772006,"('anxious', 'daring')",0.14068884,0.2973046,0.0415148,-0.0702077,0.1117225
84,-0.040436894,0.12868361,"('inferior', 'superior')",1.0149978,1.1557832,0.4872805,0.6422334,-0.1549529
16,-0.020131763,0.46412608,"('unpopular', 'popular')",-0.07480344,0.2007517,-0.0474676,0.3324389,-0.3799065
45,-0.015885785,-0.8556146,"('incompetent', 'competent')",0.2505369,0.040385492,0.1173256,-0.4076146,0.5249402
54,-0.009926684,0.26493663,"('incapable', 'capable')",1.1873139,1.3492993,0.5886936,0.8071179,-0.2184243
8,0.0077758804,0.18114413,"('unaffectionate', 'affectionate')",1.0820937,0.9433155,0.5449348,0.5622298,-0.017295
