,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,male-female
74,-0.60507697,-0.46331745,"('undedicated', 'dedicated')",0.8676594,0.4545207,0.1312912,-0.0043984,0.1356896
32,-0.5982798,-0.69350153,"('unkind', 'kind')",0.5162451,0.26921085,-0.0410173,-0.2121453,0.171128
6,-0.5722323,-0.5474108,"('distant', 'open')",-0.44168714,-0.031429958,-0.5069597,-0.2894204,-0.2175393
38,-0.560605,-0.3646893,"('untruthful', 'truthful')",0.3516709,0.3976188,-0.104467,0.0164648,-0.1209318
55,-0.55255634,-0.2549853,"('incompetent', 'clever')",0.24109949,-0.09225481,-0.1557284,-0.1736201,0.0178917
30,0.54376906,0.66815406,"('intolerant', 'tolerant')",0.9069705,0.8167145,0.7253698,0.7424343,-0.0170645
71,-0.5338177,-0.787736,"('diffident', 'self-confident')",0.83453786,0.47461328,0.1503601,-0.1565614,0.3069215
13,-0.51143557,-0.47716635,"('impolite', 'polite')",-0.2381413,-0.2782624,-0.3747884,-0.3777144,0.002926
26,-0.5092458,-0.7346512,"('hardhearted', 'benevolent')",2.788871,2.1773753,1.1398126,0.7213621,0.4184505
14,0.50625974,0.5942552,"('antisocial', 'social')",1.1459811,0.78636473,0.8261204,0.69031,0.1358104
56,0.4905922,0.7773947,"('impractical', 'practical')",1.1730354,1.3241117,0.8318138,1.0507532,-0.2189394
18,-0.48459917,-0.36626115,"('disagreeable', 'welcoming')",-1.2618207,-1.0435956,-0.87321,-0.7049283,-0.1682817
66,-0.46686,-0.77948374,"('inactive', 'active')",0.20084696,0.20255506,-0.1330065,-0.2884643,0.1554578
3,-0.45167637,-0.41966596,"('repellent', 'pleasant')",-0.34159485,-0.31698266,-0.3966356,-0.3683243,-0.0283113
39,0.45125225,0.3473411,"('exploitative', 'cooperative')",0.768428,0.50131255,0.6098402,0.4243268,0.1855134
70,-0.4177762,-0.3374288,"('lethargic', 'energetic')",0.4742429,0.16745329,0.0282333,-0.0849878,0.1132211
67,0.41092443,0.3172476,"('doubtful', 'determined')",-0.5241666,-0.46633255,-0.0566211,-0.0745425,0.0179214
43,-0.39747784,-0.47469458,"('irresponsible', 'responsible')",1.3408027,0.9043266,0.4716624,0.214816,0.2568464
42,0.39530316,0.17084146,"('unreliable', 'reliable')",-1.3022757,-2.154731,-0.4534863,-0.9919448,0.5384585
34,-0.38861912,-0.1663262,"('mean', 'honorable')",2.980124,3.8907938,1.2957524,1.8622338,-0.5664814
87,-0.34026322,-0.29089293,"('unsuccessful', 'successful')",1.3686327,1.1668401,0.5141847,0.4379736,0.0762111
49,-0.31841248,0.013358049,"('unable', 'able')",-0.41277158,-0.124627635,-0.365592,-0.0556348,-0.3099572
68,-0.3171362,-0.15073252,"('dependent', 'independent')",-1.0982538,-0.8571197,-0.707695,-0.5039261,-0.2037689
72,-0.31556773,-0.33207282,"('unambitious', 'ambitious')",0.75895345,0.7292496,0.2216929,0.1985884,0.0231045
7,-0.30966285,-0.48696762,"('insensitive', 'sensitive')",0.7805781,0.420353,0.2354576,-0.0333073,0.2687649
4,0.26984355,0.33707717,"('disliked', 'liked')",-3.180048,-4.0134287,-1.4551022,-1.8381758,0.3830736
45,-0.26927984,-0.0985926,"('incompetent', 'competent')",1.3063197,1.0178764,0.5185199,0.4596419,0.058878
5,-0.2467393,-0.36961466,"('distant', 'outgoing')",-0.2289163,0.2173351,-0.2378278,-0.0761398,-0.161688
83,0.2373399,0.33923817,"('powerless', 'powerful')",-0.1686921,-0.2841625,0.0343239,0.0275378,0.0067861
75,0.22121556,0.3305684,"('meek', 'impulsive')",-1.2592167,-0.9840213,-0.5190005,-0.3267264,-0.1922741
25,-0.21577182,-0.21630153,"('egoistic', 'altruistic')",0.9385781,0.9295706,0.3614032,0.3566346,0.0047686
2,0.2027564,0.24679674,"('unlikable', 'likable')",0.23631042,0.3199175,0.2195334,0.2833571,-0.0638237
50,0.2021477,-0.009428717,"('clumsy', 'skillful')",-0.67518413,-1.025388,-0.2365182,-0.5174084,0.2808902
12,-0.19803987,-0.24838996,"('unsupportive', 'supportive')",-0.5405226,-0.9737278,-0.3692812,-0.6110589,0.2417777
81,0.19498055,0.52528954,"('submissive', 'aggressive')",-0.57626903,-0.62140435,-0.1906442,-0.0480574,-0.1425868
15,0.124938264,-0.00568307,"('boring', 'funny')",-0.1952292,-0.05232724,-0.0351455,-0.0290052,-0.0061403
59,0.11986448,0.032053042,"('foolish', 'wise')",-0.30431262,-0.23513617,-0.0922241,-0.1015416,0.0093175
79,0.119138524,-0.073507175,"('wavering', 'unwavering')",-0.7218436,-0.4690674,-0.3013525,-0.2712873,-0.0300652
60,0.11905175,0.4683214,"('inefficient', 'efficient')",0.35724768,0.31325993,0.2381497,0.3907907,-0.152641
22,-0.11316346,-0.06820764,"('untrustworthy', 'trustworthy')",-0.114313744,-0.32459834,-0.1137386,-0.196403,0.0826644
35,0.1052427,0.14126624,"('corrupt', 'incorrupt')",-1.0290955,-0.7063477,-0.4619264,-0.2825407,-0.1793857
76,-0.0901636,-0.11389257,"('anxious', 'daring')",-0.3304154,-0.52410704,-0.2102895,-0.3189998,0.1087103
17,-0.08857371,-0.1208226,"('nasty', 'nice')",-1.407082,-1.2385108,-0.7478278,-0.6796667,-0.0681611
84,0.08834282,0.16102254,"('inferior', 'superior')",0.5686543,0.7777009,0.3284986,0.4693617,-0.1408631
47,-0.086349174,-0.07789398,"('stupid', 'smart')",3.8047366,4.4651256,1.8591937,2.1936157,-0.334422
65,0.029501915,-0.04398522,"('insecure', 'secure')",0.60232645,0.35263658,0.3159142,0.1543257,0.1615885
62,0.021970283,0.51813227,"('incompetent', 'brilliant')",0.6429263,0.89858896,0.3324483,0.7083606,-0.3759123
33,0.010073975,-0.15393165,"('wrong', 'right')",0.15380253,0.13623114,0.0819383,-0.0088503,0.0907886
40,-0.0052023255,0.3482199,"('stingy', 'generous')",-1.3782333,-1.5303714,-0.6917178,-0.5910758,-0.100642
