,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
3,-0.6272562,-0.5479771,"('repellent', 'pleasant')",-0.24893728,-0.32861337,0.49366876,0.36648133,-0.1275083,-0.1700364,0.0425281
32,0.61535424,0.36812586,"('unkind', 'kind')",0.42362723,0.26153475,1.1612376,1.126794,0.7334064,0.5854849,0.1479215
51,0.58798546,0.45983878,"('uneducated', 'educated')",-1.1312699,-1.2442051,0.506338,0.5016282,-0.0123155,-0.094246,0.0819305
81,-0.5729121,-0.943758,"('submissive', 'aggressive')",-1.2287796,-1.4309509,-0.84958655,-1.0287452,-0.8837594,-1.1344847,0.2507253
69,-0.5696916,-0.20818694,"('lazy', 'industrious')",1.7715126,2.0001106,-0.8253985,-0.5585655,0.1254742,0.4111194,-0.2856452
67,0.5596576,0.51391184,"('doubtful', 'determined')",-0.123710796,-0.12832263,-0.98032963,-0.9542538,-0.181461,-0.1895549,0.0080939
59,0.52007043,0.6387117,"('foolish', 'wise')",-0.08836838,0.04750096,0.22393517,0.3897589,0.2185457,0.3586572,-0.1401115
11,0.5120093,0.14244288,"('unhelpful', 'helpful')",-1.0340269,-1.2126576,1.7632222,1.4942497,0.4137349,0.141345,0.2723899
33,0.5068057,0.5451303,"('wrong', 'right')",1.2661825,1.3456933,-0.5696863,-0.41456354,0.4011007,0.4920867,-0.090986
53,-0.44529128,-0.4321075,"('uncreative', 'creative')",0.76068616,0.67148167,0.94296265,1.004082,0.4194525,0.4144854,0.0049671
77,-0.4444621,-0.31025392,"('unmotivated', 'motivated')",0.8794329,0.8303333,-1.3315933,-1.3229878,-0.2988741,-0.2676361,-0.031238
36,-0.4259768,-0.16340804,"('hostile', 'amicable')",1.7182931,1.9383523,0.12933403,0.4135621,0.4738834,0.7295021,-0.2556187
58,0.41874075,0.42316827,"('undiscriminating', 'discriminating')",1.1429063,1.2077829,0.27468497,0.43684298,0.6121107,0.6892647,-0.077154
15,0.40717325,0.43306136,"('boring', 'funny')",1.2667634,1.2353969,0.58180326,0.5982753,0.7519133,0.7555779,-0.0036646
60,0.390068,-0.21150458,"('inefficient', 'efficient')",-0.31545576,-0.720112,0.12213699,-0.27405953,0.0655831,-0.401892,0.4674751
17,-0.382306,-0.3874069,"('nasty', 'nice')",0.69220704,0.6925949,-0.7893507,-0.7819389,-0.1598166,-0.158917,-0.0008996
5,0.37360048,0.39140233,"('distant', 'outgoing')",0.8828444,0.96925867,-0.17147188,-0.05886907,0.3616577,0.4339306,-0.0722729
18,-0.3735073,-0.484017,"('disagreeable', 'welcoming')",-0.22507858,-0.24138156,-0.5196846,-0.38787544,-0.3727568,-0.3710913,-0.0016655
78,0.3681947,0.3827574,"('nonresilient', 'resilient')",1.1735703,1.1700468,0.19722766,0.17189246,0.5796642,0.5748989,0.0047653
22,-0.3601334,-0.62460554,"('untrustworthy', 'trustworthy')",-0.70869786,-0.9466506,-0.63111687,-0.7461789,-0.5666494,-0.7724783,0.2058289
4,-0.35082033,-0.3137283,"('disliked', 'liked')",0.43897796,0.45615903,-7.2340636,-6.9464936,-2.3819687,-2.2680209,-0.1139478
21,-0.33359674,-0.48497105,"('immoral', 'moral')",-0.6287676,-0.87481594,-0.74089706,-0.81121856,-0.5677538,-0.7236685,0.1559147
40,0.33271205,0.57267785,"('stingy', 'generous')",0.9326727,1.0952874,-1.5545413,-1.3219849,-0.0963856,0.1153268,-0.2117124
8,0.32970008,0.30561966,"('unaffectionate', 'affectionate')",-0.35295105,-0.2770329,1.218758,1.28603,0.3985023,0.4382056,-0.0397033
50,0.31409898,0.5722899,"('clumsy', 'skillful')",0.64635754,0.7618248,0.27868924,0.33550096,0.4130486,0.5565385,-0.1434899
85,0.30625027,0.6871894,"('insignificant', 'prestigious')",0.9070642,1.2205428,0.20881017,0.6293633,0.4740416,0.8456985,-0.3716569
14,0.28490645,-0.17367499,"('antisocial', 'social')",-0.4582786,-0.6586851,-0.516407,-0.6513747,-0.2299264,-0.4945783,0.2646519
57,-0.26990813,-0.31081814,"('unimaginative', 'imaginative')",-0.077708095,-0.16719589,-2.6660497,-2.6099758,-1.0045553,-1.0293299,0.0247746
20,0.26921076,0.36947027,"('rough', 'thoughtful')",0.24586344,0.24424796,0.97007453,1.0504074,0.4950496,0.5547086,-0.059659
0,0.23130094,-0.0642583,"('unsociable', 'sociable')",-0.047262095,-0.27517378,-0.3589651,-0.4942106,-0.0583088,-0.2778809,0.2195721
49,0.22483823,0.14783777,"('unable', 'able')",-0.42894244,-0.5296967,-0.33436954,-0.4238661,-0.1794912,-0.268575,0.0890838
1,-0.19119889,-0.21279225,"('unfriendly', 'friendly')",0.64215165,0.7168543,1.9612521,2.1168308,0.8040682,0.873631,-0.0695628
29,-0.19025223,-0.06186022,"('unfair', 'fair')",-0.016781613,-0.076841004,-0.23508364,-0.1383786,-0.1473725,-0.0923599,-0.0550126
48,0.1343919,0.2429646,"('unintelligent', 'intelligent')",-1.1703073,-1.2014037,0.24418916,0.1581728,-0.2639087,-0.2667554,0.0028467
88,0.09740839,0.10080457,"('low', 'eminent')",-1.112501,-1.1356442,0.23475885,0.19672325,-0.2601113,-0.2793721,0.0192608
35,-0.09435499,0.21599545,"('corrupt', 'incorrupt')",0.89800245,1.0855838,-0.25566682,-0.038938608,0.1826602,0.4208802,-0.23822
46,0.09412567,-0.36164865,"('uncompetitive', 'competitive')",-0.049060203,-0.31827736,-0.9379004,-1.0127405,-0.2976117,-0.5642222,0.2666105
47,-0.09015794,-0.39462927,"('stupid', 'smart')",0.16069534,0.047281392,5.739883,5.4974427,1.9368068,1.7166983,0.2201085
34,0.05666878,-0.07076106,"('mean', 'honorable')",0.35449788,0.35775372,6.039566,5.9227185,2.1502442,2.0699037,0.0803405
45,0.04831271,-0.038889624,"('incompetent', 'competent')",-1.1471326,-1.3120822,-0.12461357,-0.21291229,-0.4078112,-0.5212947,0.1134835
55,-0.04592611,-0.4156607,"('incompetent', 'clever')",-1.50532,-1.7834393,0.07288222,-0.1458004,-0.492788,-0.7816335,0.2888455
64,0.04120028,-0.09207533,"('shy', 'confident')",-0.85027206,-0.903695,-7.0395274,-7.000023,-2.6161998,-2.6652644,0.0490646
61,-0.023420483,-0.16315582,"('illogical', 'logical')",0.33860385,0.20200026,0.17128894,0.18304841,0.1621574,0.0739643,0.0881931
41,-0.022575874,0.021426503,"('unforgiving', 'forgiving')",0.5620303,0.5438961,-0.25372836,-0.1289132,0.095242,0.1454698,-0.0502278
19,-0.014173264,0.117990755,"('inhospitable', 'hospitable')",-0.4987338,-0.4295773,-0.12746029,0.047356658,-0.2134558,-0.0880766,-0.1253792
6,-0.0088856965,0.1376648,"('distant', 'open')",0.7089079,0.81990904,0.44972405,0.5893116,0.3832488,0.5156285,-0.1323797
86,-0.005972179,-0.19293606,"('uninfluential', 'influential')",-1.0390142,-1.225435,0.27175716,0.25949758,-0.2577431,-0.3862912,0.1285481
