,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,male-female
6,-0.7710125,-0.8636034,"('distant', 'open')",-1.1827141,-1.2593622,0.695092,0.6559855,-0.4195449,-0.4889934,0.0694485
54,-0.74331766,-0.8518253,"('incapable', 'capable')",-0.24880613,-0.39840874,1.095612,1.1552213,0.0344961,-0.0316709,0.066167
77,-0.685718,-0.7425212,"('unmotivated', 'motivated')",0.6461293,0.6694799,-0.8749795,-0.84749216,-0.3048561,-0.3068445,0.0019884
21,-0.6717023,-0.44075358,"('immoral', 'moral')",0.16498578,0.41612244,-0.98142004,-0.8627934,-0.4960455,-0.2958082,-0.2002373
27,-0.6684605,-0.7109225,"('hardhearted', 'softhearted')",-0.013336055,-0.0766054,1.6491098,1.4359533,0.3224378,0.2161418,0.106296
87,0.660981,0.68579656,"('unsuccessful', 'successful')",0.32169247,0.32225528,1.1026464,0.9078814,0.6951066,0.6386444,0.0564622
47,-0.6472897,-0.5533233,"('stupid', 'smart')",0.08218455,0.12984288,5.4719357,5.8252807,1.6356103,1.8006001,-0.1649898
80,0.63145286,0.91284573,"('dominated', 'dominating')",0.45155177,0.6660615,-0.9481849,-0.9325492,0.0449399,0.2154527,-0.1705128
33,0.6198952,0.544265,"('wrong', 'right')",-0.105589435,-0.16703916,-0.20880872,-0.3042649,0.1018324,0.0243203,0.0775121
20,0.57834494,0.4197631,"('rough', 'thoughtful')",1.7150837,1.7058578,1.2083154,1.1909263,1.167248,1.1055157,0.0617323
76,0.5680194,1.0355132,"('anxious', 'daring')",-0.22438802,0.06711459,0.26634437,0.45480078,0.2033253,0.5191429,-0.3158176
8,-0.5522504,-1.0092436,"('unaffectionate', 'affectionate')",0.12435645,-0.2332813,0.94299114,0.6803493,0.1716991,-0.1873919,0.359091
85,0.55016047,-0.1234114,"('insignificant', 'prestigious')",0.37045926,0.05923028,0.99079597,0.6307213,0.6371386,0.1888467,0.4482919
40,0.5329236,0.36281568,"('stingy', 'generous')",0.27534735,0.16622522,-1.1549956,-1.4194665,-0.1155749,-0.2968085,0.1812336
12,-0.5277008,-0.42109904,"('unsupportive', 'supportive')",-0.32036427,-0.09140095,-2.0730932,-2.097177,-0.9737194,-0.8698924,-0.103827
35,0.5232563,0.22748896,"('corrupt', 'incorrupt')",0.034999117,-0.30105093,0.12762465,-0.02365119,0.2286267,-0.0324044,0.2610311
52,0.5149745,0.12852228,"('irrational', 'rational')",0.38937184,-0.08400592,0.2171446,-0.077623434,0.3738303,-0.0110357,0.384866
46,-0.51125336,-0.12877487,"('uncompetitive', 'competitive')",-0.69206077,-0.36536342,-0.84908646,-0.7284315,-0.6841335,-0.4075233,-0.2766102
42,-0.5058826,-0.13088673,"('unreliable', 'reliable')",-0.53810817,-0.37177676,-2.585848,-2.5816488,-1.2099463,-1.0281041,-0.1818422
39,0.48294637,0.48123068,"('exploitative', 'cooperative')",0.3760445,0.33899307,0.17103899,0.09723219,0.3433433,0.3058186,0.0375247
17,-0.467826,-0.31242013,"('nasty', 'nice')",-0.48353863,-0.39517376,-0.5089792,-0.41028076,-0.4867813,-0.3726249,-0.1141564
14,-0.44454664,-0.22517826,"('antisocial', 'social')",0.4925628,0.74857855,-0.8641619,-0.8787397,-0.2720486,-0.1184465,-0.1536021
72,-0.42654878,-0.45836514,"('unambitious', 'ambitious')",-0.11093632,-0.14588013,-0.81636953,-0.8122098,-0.4512849,-0.4721517,0.0208668
81,-0.39657405,0.039388467,"('submissive', 'aggressive')",0.3831043,0.74596477,-0.6959311,-0.52791566,-0.2364669,0.0858125,-0.3222794
44,0.38820636,0.39732477,"('prejudiced', 'unprejudiced')",-0.2509038,-0.3196125,-1.1174768,-1.1545526,-0.3267247,-0.3589468,0.0322221
73,0.38740498,0.33151746,"('helpless', 'self-reliant')",0.06250491,-0.09025038,-2.8118927,-3.117864,-0.7873276,-0.9588656,0.171538
18,0.3776144,0.2000613,"('disagreeable', 'welcoming')",-0.09837684,-0.20831531,-0.28538632,-0.31412438,-0.0020496,-0.1074595,0.1054099
79,-0.37478593,-0.46572435,"('wavering', 'unwavering')",-1.4535117,-1.5198698,0.23523158,0.25374395,-0.531022,-0.5772834,0.0462614
59,0.33610165,0.05410744,"('foolish', 'wise')",0.42872232,0.1371904,0.5472531,0.38227707,0.437359,0.1911916,0.2461674
78,-0.30634043,-0.42468318,"('nonresilient', 'resilient')",0.98738873,1.0011756,0.7588383,0.68028,0.4799622,0.4189242,0.061038
74,-0.27022383,-0.117116444,"('undedicated', 'dedicated')",-0.44114545,-0.35886583,-0.17027768,-0.32768875,-0.2938823,-0.2678903,-0.025992
71,0.2698637,0.11285687,"('diffident', 'self-confident')",0.7721554,0.6686181,0.84914225,0.6367532,0.6303871,0.4727427,0.1576444
25,-0.25052756,-0.6465287,"('egoistic', 'altruistic')",1.0404209,0.7193964,1.4890006,1.3270458,0.7596313,0.4666378,0.2929935
37,-0.24293162,0.03368015,"('fake', 'genuine')",-0.15676716,-0.07294063,0.42225325,0.5015911,0.0075182,0.1541102,-0.146592
60,-0.23170245,0.12119915,"('inefficient', 'efficient')",0.6160154,0.99677676,-0.17662612,0.019588362,0.0692289,0.3791881,-0.3099592
29,0.21524328,0.24220079,"('unfair', 'fair')",0.02732467,0.0843601,-0.40679106,-0.4234867,-0.054741,-0.0323086,-0.0224324
36,-0.21001776,-0.76805323,"('hostile', 'amicable')",-0.7626293,-1.2318767,0.61209494,0.3932109,-0.120184,-0.535573,0.415389
64,-0.20474169,-0.010874439,"('shy', 'confident')",-0.6460516,-0.5562821,-6.76285,-6.769053,-2.5378811,-2.4454031,-0.092478
83,-0.2041748,-0.2687472,"('powerless', 'powerful')",0.2610309,0.29262263,-0.9050694,-0.8163804,-0.2827378,-0.2641683,-0.0185695
41,-0.18849377,-0.13017787,"('unforgiving', 'forgiving')",-0.47474974,-0.36229804,-0.08625647,-0.041639157,-0.2498333,-0.1780384,-0.0717949
65,-0.17927185,-0.0030507892,"('insecure', 'secure')",-0.14267813,-0.09521139,-0.41974747,-0.31723455,-0.2472325,-0.1384989,-0.1087336
49,0.17563413,0.1899065,"('unable', 'able')",0.6939551,0.84945303,0.34436697,0.39463365,0.4046521,0.4779977,-0.0733456
50,0.1538932,0.1304911,"('clumsy', 'skillful')",0.23803763,0.022746239,0.68808186,0.57624924,0.3600042,0.2431622,0.116842
15,0.15224338,0.26457372,"('boring', 'funny')",-0.27811766,-0.07469856,0.35062414,0.47607422,0.0749166,0.2219831,-0.1470665
2,0.13272777,0.047425747,"('unlikable', 'likable')",0.21691504,0.09644376,0.43876618,0.31802067,0.262803,0.1539634,0.1088396
58,-0.10869406,-0.16633806,"('undiscriminating', 'discriminating')",-0.067079075,-0.055337645,-0.3260078,-0.284148,-0.1672603,-0.1686079,0.0013476
75,0.10274952,0.057873845,"('meek', 'impulsive')",-0.23511447,-0.27573654,-0.0919178,-0.05129946,-0.0747609,-0.0897207,0.0149598
55,0.09609644,0.38181633,"('incompetent', 'clever')",0.73575425,0.9599344,0.030327598,0.028685378,0.2873928,0.456812,-0.1694192
34,-0.09467238,-0.17545238,"('mean', 'honorable')",0.3237111,0.32634336,6.0485654,6.259412,2.0925347,2.1367675,-0.0442328
48,0.09380145,-0.06726749,"('unintelligent', 'intelligent')",1.6980263,1.843863,0.67693406,0.66620535,0.8229206,0.8142669,0.0086537
16,0.09351434,-0.17824806,"('unpopular', 'popular')",0.20176202,0.015196979,0.9601964,0.83103806,0.4184909,0.2226623,0.1958286
62,-0.07742969,0.19037375,"('incompetent', 'brilliant')",1.1358597,1.3807915,-0.06252353,0.04985157,0.3319688,0.540339,-0.2083702
66,-0.06517878,-0.1288269,"('inactive', 'active')",-1.1919063,-1.2199454,1.2745888,1.1846265,0.0058346,-0.0547153,0.0605499
68,-0.06059137,0.08665473,"('dependent', 'independent')",0.04846504,0.1281393,-0.25663024,-0.28973868,-0.0895855,-0.0249815,-0.064604
26,-0.055161886,-0.41872084,"('hardhearted', 'benevolent')",0.5867501,0.46358937,1.4174074,1.2584951,0.6496652,0.4344545,0.2152107
4,0.054139122,-0.00023334846,"('disliked', 'liked')",-0.48524126,-0.6231016,-6.1534724,-6.381927,-2.1948582,-2.3350873,0.1402291
67,-0.01171568,0.25169876,"('doubtful', 'determined')",-0.3068607,-0.15997626,-0.48096666,-0.27973178,-0.2665143,-0.0626698,-0.2038445
