,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
58,0.3052915,-0.20628756,"('undiscriminating', 'discriminating')",1.4466156,1.0487329,0.5005231,0.28918025,0.7508101,0.3772085,0.3736016
83,0.3021202,0.09607877,"('powerless', 'powerful')",1.7861956,1.8905909,-0.60638577,-0.3886663,0.4939768,0.5326678,-0.038691
2,0.29338214,0.6000768,"('unlikable', 'likable')",2.3981037,2.5318086,0.417998,0.4531826,1.0364947,1.1950227,-0.158528
86,0.28406182,-0.36031157,"('uninfluential', 'influential')",-0.40793693,-0.5838411,0.36702225,0.22953798,0.081049,-0.2382049,0.3192539
30,0.2800842,0.30664843,"('intolerant', 'tolerant')",0.64211786,0.9209396,1.1422842,1.3694909,0.6881621,0.8656929,-0.1775308
3,-0.26041263,-0.20558295,"('repellent', 'pleasant')",0.3063161,0.38689765,0.75955844,0.86118615,0.2684873,0.3475003,-0.079013
41,-0.257962,-0.6264209,"('unforgiving', 'forgiving')",0.5626662,0.6104159,-0.27493423,-0.33155775,0.0099233,-0.1158543,0.1257776
71,0.25396097,0.3714431,"('diffident', 'self-confident')",1.1334456,1.139735,0.072209984,-0.1087327,0.4865388,0.4674818,0.019057
13,-0.2497556,-0.04422359,"('impolite', 'polite')",0.095514946,0.3960343,0.5062025,0.80997056,0.1173206,0.3872604,-0.2699398
17,-0.24938852,-0.20567839,"('nasty', 'nice')",0.21799257,0.19662955,-0.48789877,-0.37147528,-0.1730982,-0.1268414,-0.0462568
15,0.23423207,0.113855585,"('boring', 'funny')",0.1859917,-0.03708866,0.054952443,-0.1825243,0.1583921,-0.0352525,0.1936446
75,-0.23272881,-0.2244861,"('meek', 'impulsive')",0.58693534,0.6377564,-1.1383271,-1.0855829,-0.2613735,-0.2241042,-0.0372693
62,0.20629995,0.18565874,"('incompetent', 'brilliant')",1.058103,1.2560185,1.0438443,1.2018557,0.7694157,0.8811776,-0.1117619
38,0.19779932,0.15455191,"('untruthful', 'truthful')",0.6479284,0.7359033,0.33179986,0.47222212,0.3925092,0.4542258,-0.0617166
61,0.19080475,0.09792339,"('illogical', 'logical')",1.265296,1.2416778,0.8065545,0.68798125,0.7542184,0.6758608,0.0783576
14,0.17761913,0.24229571,"('antisocial', 'social')",1.2380538,1.415858,-0.010396808,0.28698063,0.4684254,0.6483781,-0.1799527
87,0.15617092,0.40943938,"('unsuccessful', 'successful')",1.7516413,1.6261058,1.4699036,1.3340096,1.1259053,1.1231849,0.0027204
37,-0.12581828,-0.56562686,"('fake', 'genuine')",-1.6575397,-1.7599052,0.04154183,-0.24823281,-0.5806054,-0.8579216,0.2773162
22,-0.11768041,-0.53722495,"('untrustworthy', 'trustworthy')",-0.5681835,-0.68227506,-0.27943552,-0.26136008,-0.3217665,-0.49362,0.1718535
54,-0.11238143,0.19827726,"('incapable', 'capable')",1.1635066,1.2661507,0.6242199,0.5906084,0.5584484,0.6850121,-0.1265637
55,0.09596647,-0.03352718,"('incompetent', 'clever')",0.13884348,0.1797026,1.4654869,1.4716426,0.5667656,0.5392727,0.0274929
50,0.069628485,0.27546602,"('clumsy', 'skillful')",0.6565772,0.7010121,-0.13634878,-0.29893267,0.196619,0.2258485,-0.0292295
68,0.06737573,0.08117422,"('dependent', 'independent')",-1.4435638,-1.495172,-0.51098657,-0.5232819,-0.6290582,-0.6457599,0.0167017
33,0.05974882,-0.111562625,"('wrong', 'right')",1.0479244,1.021033,-0.91840464,-1.251519,0.0630895,-0.1140162,0.1771057
46,0.05592787,-0.0011262819,"('uncompetitive', 'competitive')",0.9594777,1.0741557,0.2997834,0.62170416,0.4383963,0.5649112,-0.1265149
44,-0.05265681,0.15386449,"('prejudiced', 'unprejudiced')",-0.46020886,-0.4113882,-1.6426735,-1.5524884,-0.718513,-0.6033374,-0.1151756
19,0.042436212,0.03295005,"('inhospitable', 'hospitable')",-0.63422596,-0.6835664,-0.88736033,-1.0787367,-0.49305,-0.576451,0.083401
57,-0.019652,-0.5529461,"('unimaginative', 'imaginative')",0.90911573,0.91404194,-1.6581131,-1.8811196,-0.2562165,-0.5066746,0.2504581
23,0.0035850257,0.19503388,"('insincere', 'sincere')",0.577436,0.8801624,6.433899,6.6050386,2.3383066,2.5600783,-0.2217717
