,loews_male,loews_female,tuple,corp_male,corp_female,average_male,average_female,male-female
31,-0.3433216,-0.55474895,"('evil', 'good')",-1.1108198,-1.01696,-0.7270707,-0.7858545,0.0587838
59,0.32260594,0.32561678,"('foolish', 'wise')",0.13051623,0.4679946,0.2265611,0.3968057,-0.1702446
8,-0.318623,-0.5202018,"('unaffectionate', 'affectionate')",0.6971547,0.5129434,0.1892658,-0.0036292,0.192895
84,-0.30061302,-0.20625626,"('inferior', 'superior')",1.0018163,1.0472069,0.3506016,0.4204753,-0.0698737
15,0.27445433,0.22180054,"('boring', 'funny')",-0.14185297,0.021431483,0.0663007,0.121616,-0.0553153
81,-0.27044615,0.017560236,"('submissive', 'aggressive')",-0.58572453,-0.57643926,-0.4280853,-0.2794395,-0.1486458
2,0.2411956,0.35139018,"('unlikable', 'likable')",0.35048243,0.44414836,0.295839,0.3977693,-0.1019303
37,-0.23511945,-0.41085488,"('fake', 'genuine')",0.262498,-0.0032955036,0.0136893,-0.2070752,0.2207645
40,-0.23444548,-0.19774869,"('stingy', 'generous')",-1.8905915,-2.1415467,-1.0625185,-1.1696477,0.1071292
66,-0.22128128,-0.68203324,"('inactive', 'active')",0.39740604,0.057673275,0.0880624,-0.31218,0.4002424
14,0.19376616,0.4175527,"('antisocial', 'social')",-0.405025,-0.6350204,-0.1056294,-0.1087338,0.0031044
71,-0.18518323,-0.32261148,"('diffident', 'self-confident')",0.60948837,0.30782324,0.2121526,-0.0073941,0.2195467
56,0.17818595,0.43530968,"('impractical', 'practical')",-0.41754976,-0.48665875,-0.1196819,-0.0256745,-0.0940074
75,0.13962395,0.21797186,"('meek', 'impulsive')",-0.6634937,-0.4659845,-0.2619349,-0.1240063,-0.1379286
17,-0.13339143,-0.11300206,"('nasty', 'nice')",-0.66974604,-0.5467171,-0.4015687,-0.3298596,-0.0717091
36,-0.13075869,-0.2760268,"('hostile', 'amicable')",-0.6486606,-0.39953333,-0.3897097,-0.3377801,-0.0519296
52,-0.12965909,-0.17081988,"('irrational', 'rational')",-0.23580076,0.046207838,-0.1827299,-0.062306,-0.1204239
4,0.12835573,0.16151783,"('disliked', 'liked')",-7.037038,-7.0477014,-3.4543412,-3.4430919,-0.0112493
6,-0.12373028,-0.21499632,"('distant', 'open')",-0.47278753,-0.393596,-0.2982589,-0.3042962,0.0060373
50,-0.11648679,-0.38128853,"('clumsy', 'skillful')",0.25247654,0.011618283,0.0679949,-0.1848351,0.25283
47,-0.11357229,0.13147895,"('stupid', 'smart')",5.459099,5.661262,2.6727633,2.8963704,-0.2236071
25,0.10680601,-0.027928434,"('egoistic', 'altruistic')",0.6842637,0.78824055,0.3955349,0.3801561,0.0153788
5,0.08698623,0.010002416,"('distant', 'outgoing')",-0.32970664,-0.24334535,-0.1213602,-0.1166715,-0.0046887
87,0.07797946,-0.18060735,"('unsuccessful', 'successful')",1.131884,0.7742379,0.6049317,0.2968153,0.3081164
80,-0.07644892,0.055808976,"('dominated', 'dominating')",-0.6056556,-0.7487116,-0.3410523,-0.3464513,0.005399
26,0.06864894,-0.44694504,"('hardhearted', 'benevolent')",1.6064603,1.2669715,0.8375546,0.4100132,0.4275414
64,-0.062067207,-0.22882326,"('shy', 'confident')",-6.5339966,-6.6602244,-3.2980318,-3.4445238,0.146492
44,0.056107856,-0.17192465,"('prejudiced', 'unprejudiced')",-1.2849911,-1.3017939,-0.6144416,-0.7368593,0.1224177
34,-0.029017143,0.031134687,"('mean', 'honorable')",5.751513,5.9518166,2.861248,2.9914756,-0.1302276
30,-0.017892174,0.41095996,"('intolerant', 'tolerant')",0.61789715,0.8745245,0.3000025,0.6427422,-0.3427397
