,equity_male,equity_female,tuple,residential_male,residential_female,average_male,average_female,male-female
59,0.8983168,0.5757799,"('foolish', 'wise')",-0.013636032,0.40840423,0.4423404,0.4920921,-0.0497517
29,-0.8902198,-0.6582592,"('unfair', 'fair')",-1.2221854,-1.2428541,-1.0562027,-0.9505566,-0.1056461
86,-0.873174,-0.69942147,"('uninfluential', 'influential')",0.6413121,0.24048235,-0.1159309,-0.2294696,0.1135387
43,0.8712436,1.0063435,"('irresponsible', 'responsible')",1.9539033,1.6153865,1.4125735,1.3108649,0.1017086
8,0.86016315,0.7655582,"('unaffectionate', 'affectionate')",0.43466192,1.1740353,0.6474125,0.9697968,-0.3223843
83,0.8210913,1.0413561,"('powerless', 'powerful')",-0.1645735,-0.21077581,0.3282589,0.4152901,-0.0870312
24,0.7698548,0.881981,"('dishonest', 'honest')",1.3230281,1.6762115,1.0464414,1.2790962,-0.2326548
54,0.76029783,0.86161673,"('incapable', 'capable')",1.2344344,1.6747817,0.9973661,1.2681992,-0.2708331
75,-0.7496855,-0.397983,"('meek', 'impulsive')",-1.4203329,-1.3465084,-1.0850092,-0.8722457,-0.2127635
52,0.74358344,0.5126887,"('irrational', 'rational')",-0.42218092,0.030615857,0.1607013,0.2716523,-0.110951
51,-0.73150504,-0.40459776,"('uneducated', 'educated')",1.0301154,0.6912776,0.1493052,0.1433399,0.0059653
63,0.73003453,1.0018306,"('unperceptive', 'insightful')",1.4655845,1.3079628,1.0978096,1.1548967,-0.0570871
72,0.6961814,0.80129206,"('unambitious', 'ambitious')",0.39382324,0.49065983,0.5450023,0.6459759,-0.1009736
66,0.686234,0.7712704,"('inactive', 'active')",0.19557285,0.27411798,0.4409034,0.5226942,-0.0817908
17,0.6792613,0.30983546,"('nasty', 'nice')",-0.12446113,-0.2659977,0.2774001,0.0219189,0.2554812
32,0.6453197,0.8102081,"('unkind', 'kind')",1.4787639,1.6804724,1.0620418,1.2453402,-0.1832984
84,0.59496385,0.6919214,"('inferior', 'superior')",-0.12223397,0.105128795,0.2363649,0.3985251,-0.1621602
69,0.5928176,0.52194494,"('lazy', 'industrious')",-1.5170113,-1.1918563,-0.4620968,-0.3349557,-0.1271411
37,-0.55731,-0.8396333,"('fake', 'genuine')",0.802662,0.8764979,0.122676,0.0184323,0.1042437
7,0.55515766,0.73037416,"('insensitive', 'sensitive')",1.6248971,1.6712158,1.0900273,1.2007949,-0.1107676
81,-0.55030257,-0.6302773,"('submissive', 'aggressive')",0.20894678,-0.6300298,-0.1706779,-0.6301535,0.4594756
57,-0.5345286,-0.24460739,"('unimaginative', 'imaginative')",-2.801169,-2.8637733,-1.6678488,-1.5541904,-0.1136584
79,0.52260983,0.28361985,"('wavering', 'unwavering')",-0.45774505,-0.0675576,0.0324324,0.1080311,-0.0755987
11,0.51080894,0.38308242,"('unhelpful', 'helpful')",3.124638,2.777044,1.8177235,1.5800632,0.2376603
18,0.5039438,0.86896443,"('disagreeable', 'welcoming')",0.01474531,0.30332825,0.2593445,0.5861464,-0.3268019
25,0.4890012,0.5736286,"('egoistic', 'altruistic')",0.672195,1.0242946,0.5805981,0.7989616,-0.2183635
74,0.4855424,0.5948693,"('undedicated', 'dedicated')",0.2679871,0.13896286,0.3767647,0.3669161,0.0098486
78,0.48417938,0.5670316,"('nonresilient', 'resilient')",0.25895882,0.34748736,0.3715691,0.4572595,-0.0856904
87,0.47376785,0.12924743,"('unsuccessful', 'successful')",0.8237931,0.7720781,0.6487805,0.4506628,0.1981177
55,-0.47068986,-0.13039865,"('incompetent', 'clever')",0.70527166,0.3015124,0.1172909,0.0855569,0.031734
62,0.4136953,0.6512164,"('incompetent', 'brilliant')",1.2358035,1.0976282,0.8247494,0.8744223,-0.0496729
70,0.4057432,0.7562993,"('lethargic', 'energetic')",1.0690926,0.71140593,0.7374179,0.7338526,0.0035653
13,-0.3945819,-0.28393438,"('impolite', 'polite')",0.6834399,0.19105223,0.144429,-0.0464411,0.1908701
50,0.36281303,0.3814898,"('clumsy', 'skillful')",0.17224053,0.49831522,0.2675268,0.4399025,-0.1723757
35,-0.34014788,-0.45358238,"('corrupt', 'incorrupt')",-1.5941895,-1.1684817,-0.9671687,-0.8110321,-0.1561366
38,0.30505145,0.49200377,"('untruthful', 'truthful')",0.9858389,1.1368074,0.6454452,0.8144056,-0.1689604
88,0.2878709,0.3671425,"('low', 'eminent')",0.099759355,0.18434928,0.1938151,0.2757459,-0.0819308
58,0.2860829,0.5908902,"('undiscriminating', 'discriminating')",0.07930176,0.0314347,0.1826923,0.3111625,-0.1284702
20,0.2685048,0.2405084,"('rough', 'thoughtful')",0.18861023,-0.0051046424,0.2285575,0.1177019,0.1108556
19,0.25804073,0.4229153,"('inhospitable', 'hospitable')",-0.3271221,0.33105722,-0.0345407,0.3769863,-0.411527
46,-0.24908777,0.063825905,"('uncompetitive', 'competitive')",-0.33408093,-0.70749843,-0.2915843,-0.3218363,0.030252
48,0.22797734,0.084180616,"('unintelligent', 'intelligent')",0.42414367,0.2631824,0.3260605,0.1736815,0.152379
60,0.2176742,0.2848864,"('inefficient', 'efficient')",1.4615902,0.7872446,0.8396322,0.5360655,0.3035667
49,0.20687215,0.29034042,"('unable', 'able')",-0.35253197,-0.10910255,-0.0728299,0.0906189,-0.1634488
56,0.19750008,0.33394545,"('impractical', 'practical')",0.97439057,0.6248619,0.5859453,0.4794037,0.1065416
21,0.19516483,0.31295896,"('immoral', 'moral')",0.113536455,-0.23016879,0.1543506,0.0413951,0.1129555
53,0.17201847,0.14789803,"('uncreative', 'creative')",-0.099042706,0.3714555,0.0364879,0.2596768,-0.2231889
42,0.17068732,0.38506156,"('unreliable', 'reliable')",-3.0314674,-3.0275714,-1.4303901,-1.321255,-0.1091351
14,0.1679751,0.39419827,"('antisocial', 'social')",0.43848488,-0.10027897,0.30323,0.1469596,0.1562704
4,0.132959,0.3368343,"('disliked', 'liked')",-7.6389947,-7.2680817,-3.7530179,-3.4656236,-0.2873943
3,0.13200344,0.12964751,"('repellent', 'pleasant')",0.46183258,0.4004318,0.296918,0.2650397,0.0318783
28,0.12959987,-0.02913417,"('disloyal', 'loyal')",1.3441583,1.3226838,0.7368791,0.6467748,0.0901043
0,-0.12715983,-0.124091506,"('unsociable', 'sociable')",0.6804522,0.22236505,0.2766462,0.0491368,0.2275094
77,0.107125305,0.3089591,"('unmotivated', 'motivated')",-1.0115535,-1.1804278,-0.4522141,-0.4357343,-0.0164798
67,0.1054653,-0.16916828,"('doubtful', 'determined')",0.043353364,-0.37734923,0.0744093,-0.2732587,0.347668
65,0.095677786,0.21637708,"('insecure', 'secure')",0.27626196,-0.06230615,0.1859699,0.0770355,0.1089344
76,0.08536427,-0.014742237,"('anxious', 'daring')",0.4327889,-0.054747522,0.2590766,-0.0347449,0.2938215
47,0.069851026,-0.038162608,"('stupid', 'smart')",5.7935753,5.716013,2.9317131,2.8389251,0.092788
10,0.06408341,0.16770612,"('unsympathetic', 'sympathetic')",0.8346962,0.6401376,0.4493898,0.4039219,0.0454679
41,0.02383811,0.5576803,"('unforgiving', 'forgiving')",0.40447196,0.32423162,0.214155,0.440956,-0.226801
