,pg&e_male,pg&e_female,tuple,corp_male,corp_female,average_male,average_female,male-female
72,0.7997937,0.5057367,"('unambitious', 'ambitious')",-0.6528908,-1.0611566,0.0734515,-0.27771,0.3511615
61,0.79189175,0.69291365,"('illogical', 'logical')",-0.11413442,0.21392485,0.3388787,0.4534193,-0.1145406
40,-0.7379452,-1.2334223,"('stingy', 'generous')",-1.0499867,-1.5567162,-0.893966,-1.3950692,0.5011032
77,0.7264929,1.0772225,"('unmotivated', 'motivated')",-0.63983834,-0.34349918,0.0433273,0.3668616,-0.3235343
33,0.71889687,0.56227773,"('wrong', 'right')",0.82474065,0.6385433,0.7718188,0.6004105,0.1714083
84,0.7038756,0.86704165,"('inferior', 'superior')",0.022579063,0.39399967,0.3632273,0.6305206,-0.2672933
26,0.7018907,0.7638973,"('hardhearted', 'benevolent')",0.81927073,0.7685768,0.7605807,0.766237,-0.0056563
60,0.6948873,0.9945825,"('inefficient', 'efficient')",-1.395989,-1.1029918,-0.3505508,-0.0542047,-0.2963461
85,0.68592376,1.1041636,"('insignificant', 'prestigious')",0.912277,1.2223729,0.7991004,1.1632683,-0.3641679
41,-0.6704515,-0.5040162,"('unforgiving', 'forgiving')",-1.1126139,-0.9604971,-0.8915327,-0.7322567,-0.159276
11,-0.6701059,-0.13985783,"('unhelpful', 'helpful')",-1.7552457,-1.2882795,-1.2126758,-0.7140687,-0.4986071
78,-0.6589375,-0.5752611,"('nonresilient', 'resilient')",-0.8910759,-0.86484283,-0.7750067,-0.720052,-0.0549547
46,-0.6425104,-0.5709765,"('uncompetitive', 'competitive')",-1.1609976,-0.77895224,-0.901754,-0.6749644,-0.2267896
80,0.6275119,0.31693628,"('dominated', 'dominating')",-0.7722822,-0.6689045,-0.0723851,-0.1759841,0.103599
3,-0.6265552,-0.49598277,"('repellent', 'pleasant')",-1.5235285,-1.3811598,-1.0750418,-0.9385713,-0.1364705
14,0.62074953,0.9379176,"('antisocial', 'social')",-0.94040936,-0.62715286,-0.1598299,0.1553824,-0.3152123
67,-0.6175607,-0.41646758,"('doubtful', 'determined')",-0.22239262,0.008670121,-0.4199767,-0.2038987,-0.216078
49,-0.59211564,-0.5081181,"('unable', 'able')",-0.6543183,-0.33741513,-0.623217,-0.4227666,-0.2004504
13,-0.5766222,-0.27278885,"('impolite', 'polite')",-1.7382972,-1.4120274,-1.1574597,-0.8424081,-0.3150516
83,0.50394386,0.67904943,"('powerless', 'powerful')",-0.7214002,-0.64015007,-0.1087282,0.0194497,-0.1281779
4,0.4974013,0.29888597,"('disliked', 'liked')",0.5940528,0.6539017,0.545727,0.4763938,0.0693332
0,-0.48503244,-0.16112459,"('unsociable', 'sociable')",-1.8776603,-1.4486301,-1.1813464,-0.8048773,-0.3764691
57,-0.48425102,-0.25385603,"('unimaginative', 'imaginative')",-1.4795599,-1.3018528,-0.9819055,-0.7778544,-0.2040511
64,-0.4710831,-0.32053465,"('shy', 'confident')",-0.291558,0.08383686,-0.3813205,-0.1183489,-0.2629716
51,-0.4688103,-0.7615767,"('uneducated', 'educated')",-0.3615434,-0.20546126,-0.4151768,-0.483519,0.0683422
86,-0.45013136,-0.79347765,"('uninfluential', 'influential')",-1.9646734,-2.006642,-1.2074023,-1.4000599,0.1926576
87,0.37964454,0.5704501,"('unsuccessful', 'successful')",0.7266553,1.0693185,0.5531499,0.8198843,-0.2667344
55,0.36805198,0.4668203,"('incompetent', 'clever')",-1.5189453,-1.555774,-0.5754467,-0.5444769,-0.0309698
16,-0.3619871,-0.2559423,"('unpopular', 'popular')",0.1591829,0.290276,-0.1014021,0.0171668,-0.1185689
36,-0.3560458,-0.2967766,"('hostile', 'amicable')",-0.22355816,-0.30180773,-0.289802,-0.2992921,0.0094901
59,0.35427248,0.22765502,"('foolish', 'wise')",0.9753102,1.0798852,0.6647913,0.6537701,0.0110212
48,0.34698468,0.19880506,"('unintelligent', 'intelligent')",-1.2801254,-1.6316351,-0.4665703,-0.716415,0.2498447
45,0.33611414,0.44563243,"('incompetent', 'competent')",-1.7091808,-1.7452062,-0.6865333,-0.6497869,-0.0367464
37,0.30785173,-0.10718797,"('fake', 'genuine')",-0.5994332,-0.8200129,-0.1457907,-0.4636005,0.3178098
32,0.30585027,0.4194547,"('unkind', 'kind')",-0.46393374,0.00024125353,-0.0790417,0.209848,-0.2888897
82,-0.29745913,-0.17291039,"('poor', 'rich')",-0.1853782,0.27175176,-0.2414187,0.0494207,-0.2908394
58,0.28185922,0.015341122,"('undiscriminating', 'discriminating')",0.23731941,-0.023706868,0.2595893,-0.0041829,0.2637722
1,0.26973778,-0.047232725,"('unfriendly', 'friendly')",-0.46708274,-0.450566,-0.0986725,-0.2488994,0.1502269
6,0.260978,-0.08429489,"('distant', 'open')",1.3221393,1.1096339,0.7915586,0.5126695,0.2788891
31,-0.257502,-0.77151394,"('evil', 'good')",1.0824906,0.40735132,0.4124943,-0.1820813,0.5945756
30,0.23880532,0.6167722,"('intolerant', 'tolerant')",-1.0446814,-0.70290416,-0.4029381,-0.043066,-0.3598721
63,-0.23817267,-0.28396672,"('unperceptive', 'insightful')",-0.044470936,0.15111473,-0.1413218,-0.066426,-0.0748958
34,-0.20969267,-0.030317513,"('mean', 'honorable')",-0.4524292,-0.2622506,-0.3310609,-0.1462841,-0.1847768
71,0.20303264,0.40446067,"('diffident', 'self-confident')",-0.6856839,-0.4662459,-0.2413256,-0.0308926,-0.210433
54,0.19025584,0.25394997,"('incapable', 'capable')",0.12346624,0.35236236,0.156861,0.3031562,-0.1462952
50,-0.16275936,0.013815641,"('clumsy', 'skillful')",0.8749693,1.0794145,0.356105,0.5466151,-0.1905101
22,0.16172363,0.00952568,"('untrustworthy', 'trustworthy')",-0.19645554,-0.058007713,-0.017366,-0.024241,0.006875
74,-0.14860857,-0.29538187,"('undedicated', 'dedicated')",-0.5029273,-0.15292972,-0.3257679,-0.2241558,-0.1016121
12,0.13712905,0.18388432,"('unsupportive', 'supportive')",-0.82242334,-0.57901573,-0.3426471,-0.1975657,-0.1450814
5,-0.13443606,-0.1519796,"('distant', 'outgoing')",0.87882453,0.93587565,0.3721942,0.391948,-0.0197538
79,-0.10306984,0.038737275,"('wavering', 'unwavering')",0.5981288,0.71111536,0.2475295,0.3749263,-0.1273968
9,0.09802814,0.054265708,"('unaffectionate', 'caring')",-0.69998825,-0.82727873,-0.3009801,-0.3865065,0.0855264
65,0.09357907,0.3999631,"('insecure', 'secure')",-0.98879427,-0.8742476,-0.4476076,-0.2371422,-0.2104654
27,-0.087576136,-0.1993923,"('hardhearted', 'softhearted')",-1.6136861,-2.0172045,-0.8506311,-1.1082984,0.2576673
7,-0.0781767,-0.09005471,"('insensitive', 'sensitive')",-1.3226796,-1.0760645,-0.7004282,-0.5830596,-0.1173686
43,-0.0701666,0.03527236,"('irresponsible', 'responsible')",-1.8206549,-1.3745812,-0.9454107,-0.6696544,-0.2757563
66,-0.06371958,-0.2765311,"('inactive', 'active')",0.9698719,0.908206,0.4530762,0.3158374,0.1372388
24,0.058042273,-0.40947238,"('dishonest', 'honest')",-0.84944403,-0.94495136,-0.3957009,-0.6772119,0.281511
52,0.05314308,0.10164414,"('irrational', 'rational')",0.63134736,0.7853142,0.3422452,0.4434792,-0.101234
25,0.03948613,0.1546388,"('egoistic', 'altruistic')",0.19064087,0.16407812,0.1150635,0.1593585,-0.044295
20,-0.03590838,-0.2565658,"('rough', 'thoughtful')",-0.3957036,-0.485535,-0.215806,-0.3710504,0.1552444
44,-0.031695254,0.33180568,"('prejudiced', 'unprejudiced')",0.012841769,0.20052554,-0.0094267,0.2661656,-0.2755923
75,-0.027826115,0.024265662,"('meek', 'impulsive')",0.5056238,0.57057095,0.2388988,0.2974183,-0.0585195
19,-0.027092416,0.06760795,"('inhospitable', 'hospitable')",0.1586677,0.26226643,0.0657876,0.1649372,-0.0991496
23,0.009400364,0.05309368,"('insincere', 'sincere')",-1.9535155,-1.6246167,-0.9720576,-0.7857615,-0.1862961
