,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,male-female
28,0.30180922,0.4171243,"('disloyal', 'loyal')",0.27319515,0.2556209,0.9997951,1.0076722,0.5249331,0.5601391,-0.035206
33,0.2990198,0.32546005,"('wrong', 'right')",0.55409896,0.66812205,-0.9744404,-0.7244676,-0.0404405,0.0897049,-0.1301454
65,0.28331476,-0.019202102,"('insecure', 'secure')",-0.6236144,-0.5478232,0.38851145,0.17810781,0.0160706,-0.1296392,0.1457098
41,0.2729387,0.51599354,"('unforgiving', 'forgiving')",0.18375169,0.2711548,-0.7797365,-0.56313777,-0.107682,0.0746702,-0.1823522
20,0.26463804,0.29838082,"('rough', 'thoughtful')",1.8501348,1.983671,0.7858365,0.8962985,0.9668698,1.0594501,-0.0925803
11,0.26122463,-0.05495771,"('unhelpful', 'helpful')",0.041340046,-0.07357776,1.9381596,1.5905113,0.7469081,0.4873253,0.2595828
36,-0.24350905,0.23168166,"('hostile', 'amicable')",-0.6761693,-0.6301864,-0.62009925,-0.30028674,-0.5132592,-0.2329305,-0.2803287
19,0.23508531,0.38467377,"('inhospitable', 'hospitable')",-0.28722158,-0.2804932,-0.94634867,-0.850777,-0.3328283,-0.2488655,-0.0839628
21,-0.23355475,-0.38250655,"('immoral', 'moral')",0.5264122,0.56531763,0.026729375,-0.097552076,0.1065289,0.0284197,0.0781092
70,0.23045534,0.15292726,"('lethargic', 'energetic')",-0.45400238,-0.37843212,0.64605653,0.52855206,0.1408365,0.1010157,0.0398208
46,-0.22991692,-0.37371916,"('uncompetitive', 'competitive')",-0.54711497,-0.46773562,-0.25163,-0.44420564,-0.3428873,-0.4285535,0.0856662
50,0.2244347,0.32151636,"('clumsy', 'skillful')",-0.3600601,-0.33070132,0.22295357,0.23860842,0.0291094,0.0764745,-0.0473651
0,-0.20863335,-0.1984781,"('unsociable', 'sociable')",-0.04087893,0.066005014,-0.106602624,-0.17488456,-0.118705,-0.1024525,-0.0162525
59,0.20500004,0.2892507,"('foolish', 'wise')",0.1438648,0.14162582,-0.50801677,-0.2966536,-0.0530506,0.044741,-0.0977916
5,-0.18926921,-0.010727968,"('distant', 'outgoing')",-0.207679,-0.28909758,-1.2101837,-1.0775152,-0.5357107,-0.4591136,-0.0765971
85,0.16989419,0.51456946,"('insignificant', 'prestigious')",0.7818878,0.8732817,-1.7659892,-1.2608963,-0.2714024,0.0423183,-0.3137207
25,0.16799517,0.4193698,"('egoistic', 'altruistic')",1.0876405,1.1256602,0.7327677,0.9458046,0.6628011,0.8302782,-0.1674771
14,-0.15522963,-0.26881066,"('antisocial', 'social')",0.48472616,0.5948516,-0.15646891,-0.14252518,0.0576759,0.0611719,-0.003496
18,0.15370096,0.32971448,"('disagreeable', 'welcoming')",-0.06204524,-0.027169704,-0.9132816,-0.68692183,-0.2738753,-0.1281257,-0.1457496
22,0.15252794,0.13811885,"('untrustworthy', 'trustworthy')",-0.057791382,-0.015472017,-0.8176756,-0.8835376,-0.2409797,-0.2536303,0.0126506
53,-0.1512236,0.025376927,"('uncreative', 'creative')",0.28795412,0.33108422,0.35387725,0.3782833,0.1635359,0.2449148,-0.0813789
88,-0.14130783,-0.1277335,"('low', 'eminent')",-0.06083052,-0.02716404,-0.67402786,-0.660653,-0.2920554,-0.2718502,-0.0202052
48,-0.1140534,-0.27915716,"('unintelligent', 'intelligent')",1.9490892,1.9806297,0.5093117,0.4461968,0.7814492,0.7158898,0.0655594
54,-0.10163459,-0.13648313,"('incapable', 'capable')",-0.12893707,-0.13801083,0.58540815,0.58197284,0.1182788,0.102493,0.0157858
37,-0.09999369,-0.02757892,"('fake', 'genuine')",-0.19196036,-0.12997404,-0.28100404,-0.23049542,-0.190986,-0.1293495,-0.0616365
79,0.086750664,0.2817067,"('wavering', 'unwavering')",-0.90174174,-0.8430073,-0.5712185,-0.4438184,-0.4620698,-0.3350397,-0.1270301
43,0.08605497,-0.021470051,"('irresponsible', 'responsible')",-0.21619883,-0.23642044,0.33606872,0.17212236,0.0686416,-0.0285894,0.097231
7,-0.08052397,-0.11988293,"('insensitive', 'sensitive')",-0.6853119,-0.5949487,0.3256247,0.31275865,-0.1467371,-0.1340243,-0.0127128
55,0.07706593,-0.0430629,"('incompetent', 'clever')",1.0958295,1.2319158,0.72926414,0.64209723,0.6340532,0.6103167,0.0237365
1,0.07480774,0.36749613,"('unfriendly', 'friendly')",0.08549395,0.12245778,0.38531688,0.64409506,0.1818728,0.3780163,-0.1961435
45,0.06974845,0.17426628,"('incompetent', 'competent')",-0.33993956,-0.11679256,-0.23839551,-0.23208584,-0.1695289,-0.058204,-0.1113249
64,-0.067769885,0.00420022,"('shy', 'confident')",-0.2984714,-0.23687044,-6.435253,-6.394307,-2.2671649,-2.2089925,-0.0581724
2,0.03577155,-0.077159286,"('unlikable', 'likable')",0.2204175,0.16555181,0.10037482,0.23282489,0.1188546,0.1070725,0.0117821
52,-0.035301477,0.11899178,"('irrational', 'rational')",0.14751427,0.04822232,-0.3986224,-0.2624865,-0.0954699,-0.0317575,-0.0637124
6,-0.018657245,0.2053294,"('distant', 'open')",-0.38863096,-0.42244175,-0.9792814,-0.73323464,-0.4621899,-0.3167823,-0.1454076
67,0.017989606,-0.16211869,"('doubtful', 'determined')",-0.8749476,-0.84591985,-0.5990909,-0.5816122,-0.4853497,-0.5298836,0.0445339
