,tjx_male,tjx_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
88,-0.584083,-0.5311286,"('low', 'eminent')",0.9692876,0.7032408,0.3778181,0.27877307,0.2543409,0.1502951,0.1040458
87,0.5810867,0.48345867,"('unsuccessful', 'successful')",2.1710324,1.8426429,0.964745,0.8955834,1.2389547,1.073895,0.1650597
23,-0.5758806,-0.80185395,"('insincere', 'sincere')",1.0702623,0.78726184,5.9816413,5.955543,2.1586744,1.980317,0.1783574
80,0.5748492,0.1901283,"('dominated', 'dominating')",1.4961777,0.91986257,-0.8379679,-1.0573375,0.4110196,0.0175511,0.3934685
5,-0.56245965,-0.21100347,"('distant', 'outgoing')",-1.7557175,-1.1130999,-0.7113677,-0.4805722,-1.0098483,-0.6015585,-0.4082898
58,-0.5590439,-0.49581173,"('undiscriminating', 'discriminating')",0.55118704,0.65842587,0.28098825,0.31706434,0.0910438,0.1598928,-0.068849
43,0.5168011,0.34254745,"('irresponsible', 'responsible')",1.3539474,1.1257331,0.7914852,0.82953906,0.8874113,0.7659399,0.1214714
68,-0.51330566,-0.5585754,"('dependent', 'independent')",-0.444788,-0.30872622,-0.57061505,-0.37412018,-0.5095696,-0.4138072,-0.0957624
59,0.51155984,0.79617864,"('foolish', 'wise')",-1.0579828,-0.83467877,-0.250158,-0.034452885,-0.265527,-0.0243177,-0.2412093
77,-0.4887606,-0.37930003,"('unmotivated', 'motivated')",0.35639647,0.35110915,-1.0305396,-0.92929065,-0.3876346,-0.3191605,-0.0684741
21,0.48550618,0.34209293,"('immoral', 'moral')",2.064042,1.691419,-0.58130306,-0.56723624,0.6560817,0.4887586,0.1673231
12,-0.45327458,-0.26014742,"('unsupportive', 'supportive')",1.0320698,1.2339739,-1.5564334,-1.2124122,-0.3258794,-0.0795286,-0.2463508
34,-0.40994683,-0.3911354,"('mean', 'honorable')",0.8255089,0.80092335,6.3271317,6.3500466,2.2475646,2.2532783,-0.0057137
22,0.38470867,0.2581571,"('untrustworthy', 'trustworthy')",0.9879734,0.79557186,-0.82031703,-0.7599167,0.1841217,0.0979374,0.0861843
55,0.36798668,0.024920803,"('incompetent', 'clever')",2.2343078,1.8038361,0.33709294,0.40826118,0.9797958,0.7456727,0.2341231
70,0.35634285,0.069089785,"('lethargic', 'energetic')",2.0154467,1.7034535,1.115783,1.004017,1.1625241,0.9255201,0.237004
82,-0.34385264,-0.49941212,"('poor', 'rich')",0.99248785,0.7071536,6.214972,6.103711,2.2878691,2.1038176,0.1840515
69,-0.3250763,0.043059267,"('lazy', 'industrious')",-0.8043815,-0.30108213,-0.8936672,-0.7977005,-0.6743751,-0.3519078,-0.3224673
84,0.3241149,0.54319775,"('inferior', 'superior')",-0.6621823,-0.4906503,0.43233544,0.6698539,0.0314227,0.2408005,-0.2093778
52,-0.32247758,0.10584066,"('irrational', 'rational')",-2.0948431,-1.87611,-0.58863443,-0.47252956,-1.0019851,-0.7475996,-0.2543855
75,0.31043553,0.36754563,"('meek', 'impulsive')",-1.0785778,-0.93322617,-0.37753013,-0.41515508,-0.3818908,-0.3269452,-0.0549456
14,0.30652866,-0.079646386,"('antisocial', 'social')",2.0714135,1.5303113,-0.26210788,-0.47718763,0.7052781,0.3244925,0.3807856
47,0.2664311,0.07910545,"('stupid', 'smart')",0.93999183,0.725094,5.1965714,5.1845675,2.1343314,1.9962556,0.1380758
16,-0.26612997,-0.0748407,"('unpopular', 'popular')",-1.2653368,-1.1654786,0.46663988,0.4560139,-0.3549423,-0.2614351,-0.0935072
33,-0.24136478,0.16595119,"('wrong', 'right')",-0.86209756,-0.4971797,-0.9044639,-0.75374305,-0.6693087,-0.3616572,-0.3076515
76,0.22464809,-0.19290562,"('anxious', 'daring')",1.9984791,1.5974464,0.6068388,0.49916202,0.943322,0.6345676,0.3087544
20,-0.22366221,-0.34063184,"('rough', 'thoughtful')",-0.09992388,-0.17206231,0.7371569,0.9035422,0.1378569,0.1302827,0.0075742
51,-0.22041893,-0.21869272,"('uneducated', 'educated')",1.3650382,1.2083356,0.84040546,0.7991714,0.6616749,0.5962714,0.0654035
74,-0.20649841,-0.16442034,"('undedicated', 'dedicated')",1.3704349,1.4088084,0.7494337,0.7948772,0.63779,0.6797551,-0.0419651
7,-0.20208663,-0.25314313,"('insensitive', 'sensitive')",0.92686653,0.7710301,0.6935746,0.78384644,0.4727848,0.4339112,0.0388736
15,0.17123526,0.23733573,"('boring', 'funny')",-0.22719966,-0.17680435,0.15821855,0.07098589,0.0340847,0.0438391,-0.0097544
29,0.15169643,0.12054652,"('unfair', 'fair')",-1.9883351,-1.8228135,-0.9207881,-0.7990318,-0.9191422,-0.8337662,-0.085376
11,0.14737965,-0.12145065,"('unhelpful', 'helpful')",1.7192241,1.298912,2.5716617,2.6497724,1.4794218,1.2757446,0.2036772
37,-0.13343829,-0.3671289,"('fake', 'genuine')",0.07681682,0.07102196,0.27280447,0.38937685,0.072061,0.03109,0.040971
65,0.1326654,-0.2768586,"('insecure', 'secure')",0.9686195,0.4313291,0.14614029,0.105382234,0.4158084,0.0866176,0.3291908
71,-0.12151663,0.0860618,"('diffident', 'self-confident')",0.11578598,0.43125933,0.36316508,0.52698064,0.1191448,0.3481006,-0.2289558
45,0.103068665,-0.19336645,"('incompetent', 'competent')",1.0917714,0.7559137,-0.17119667,-0.18996269,0.3412145,0.1241948,0.2170197
50,-0.0976894,0.079219274,"('clumsy', 'skillful')",-0.856807,-0.77452034,-0.18360145,0.15865685,-0.379366,-0.1788814,-0.2004846
61,-0.08307806,-0.012277711,"('illogical', 'logical')",-0.20549789,-0.28680843,0.1937432,0.30352667,-0.0316109,0.0014802,-0.0330911
83,-0.08292702,-0.032341786,"('powerless', 'powerful')",-0.22750482,-0.21227318,-0.847185,-0.7518962,-0.3858723,-0.3321704,-0.0537019
24,0.07454437,0.046906106,"('dishonest', 'honest')",-0.072602615,-0.13847151,0.7770629,0.84838927,0.2596682,0.2522746,0.0073936
17,0.05635973,-0.113878466,"('nasty', 'nice')",-0.8454426,-0.92716277,-0.52853763,-0.5943703,-0.4392068,-0.5451372,0.1059304
63,-0.054061368,-0.046443537,"('unperceptive', 'insightful')",2.0353036,2.0237782,1.176348,1.3567059,1.0525301,1.1113469,-0.0588168
3,0.024233334,-0.12316027,"('repellent', 'pleasant')",0.8783731,0.6325798,0.5642872,0.4139025,0.4889646,0.307774,0.1811906
46,0.014745254,-0.20404847,"('uncompetitive', 'competitive')",2.4419634,2.055158,-0.087248504,-0.06578305,0.78982,0.5951088,0.1947112
4,0.012192477,0.19444206,"('disliked', 'liked')",-0.505846,-0.36236307,-5.9345355,-5.9722466,-2.1427298,-2.0467226,-0.0960072
