,murphy_male,murphy_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
3,-0.20961148,-0.29847848,"('repellent', 'pleasant')",-0.47115007,-0.5987174,0.7945653,0.64947873,0.0379346,-0.0825724,0.120507
0,0.20835277,0.21171317,"('unsociable', 'sociable')",0.42643476,0.39301795,0.078412786,-0.18489909,0.2377334,0.139944,0.0977894
63,0.20831677,0.24049437,"('unperceptive', 'insightful')",1.1427954,1.0914309,0.85435516,0.8418959,0.7351558,0.7246071,0.0105487
10,-0.18807533,-0.113023415,"('unsympathetic', 'sympathetic')",-0.47350588,-0.3527198,0.0923759,-0.17487794,-0.1897351,-0.2135404,0.0238053
36,0.17838237,0.09747906,"('hostile', 'amicable')",-0.88210547,-0.97343373,-1.3391379,-1.1363449,-0.6809537,-0.6707665,-0.0101872
13,-0.15417778,-0.0004671216,"('impolite', 'polite')",0.19244055,0.29598927,-0.2005061,-0.27435103,-0.0540811,0.007057,-0.0611381
41,0.14319363,0.65800625,"('unforgiving', 'forgiving')",-0.3701639,-0.19430543,-0.6364661,-0.42246994,-0.2878121,0.0137436,-0.3015557
15,-0.1390242,-0.076147005,"('boring', 'funny')",0.44418293,0.4099054,-0.46262667,-0.41567945,-0.0524893,-0.027307,-0.0251823
14,0.12989117,0.47313446,"('antisocial', 'social')",0.445975,0.5487049,0.12645115,-0.06228315,0.2341058,0.3198521,-0.0857463
85,0.11912948,-0.107052445,"('insignificant', 'prestigious')",0.01081384,0.09494568,-0.95116544,-0.66106623,-0.2737407,-0.224391,-0.0493497
11,0.11490768,0.1336641,"('unhelpful', 'helpful')",0.47099698,0.45657837,2.1417322,1.9265296,0.9092123,0.8389241,0.0702882
51,0.113626555,0.3211556,"('uneducated', 'educated')",-0.11359604,-0.13243812,0.8905812,0.7400137,0.2968706,0.3095771,-0.0127065
70,-0.107561305,-0.08817546,"('lethargic', 'energetic')",-0.1860494,-0.14614086,1.0185719,0.8509839,0.2416537,0.2055559,0.0360978
57,-0.10207649,-0.05858392,"('unimaginative', 'imaginative')",0.18942684,0.26436958,-2.7497487,-2.4620268,-0.8874661,-0.7520804,-0.1353857
87,0.094973184,-0.04973166,"('unsuccessful', 'successful')",1.1314402,1.0164428,1.4286065,1.2167325,0.8850066,0.7278145,0.1571921
55,-0.07968885,0.076154694,"('incompetent', 'clever')",0.52497715,0.47753084,0.7908391,0.46127164,0.4120425,0.3383191,0.0737234
80,0.06248507,0.16330415,"('dominated', 'dominating')",0.36439586,0.34826654,0.37964925,0.24550368,0.2688434,0.2523581,0.0164853
69,0.054472715,0.084451124,"('lazy', 'industrious')",1.3945295,1.239056,-0.77892816,-0.43178207,0.223358,0.2972417,-0.0738837
24,0.046052728,0.18382347,"('dishonest', 'honest')",0.30490527,0.6272292,0.05270115,-0.040594693,0.134553,0.2568193,-0.1222663
67,-0.043343596,0.007691268,"('doubtful', 'determined')",0.13091002,0.060057085,-0.1714377,-0.21249115,-0.0279571,-0.0482476,0.0202905
59,0.00019132718,-0.00055639446,"('foolish', 'wise')",0.44585848,0.5839271,-0.81966114,-0.3956989,-0.1245371,0.0625573,-0.1870944
