,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
25,-0.29999676,-0.11903297,"('egoistic', 'altruistic')",1.5492686,1.5926125,0.6246359,0.7367898,-0.1121539
83,-0.29095533,-0.25963628,"('powerless', 'powerful')",-0.8325011,-0.7002545,-0.5617282,-0.4799454,-0.0817828
71,0.28715935,0.3459084,"('diffident', 'self-confident')",0.69817436,0.653859,0.4926668,0.4998837,-0.0072169
17,0.2837872,0.25140822,"('nasty', 'nice')",-0.6686387,-0.63682777,-0.1924258,-0.1927098,0.000284
49,-0.26573807,-0.1520661,"('unable', 'able')",0.050965566,0.12718327,-0.1073863,-0.0124414,-0.0949449
56,-0.25521797,-0.24191406,"('impractical', 'practical')",0.08401256,0.13245498,-0.0856027,-0.0547295,-0.0308732
33,0.24331762,0.2690091,"('wrong', 'right')",-0.6526177,-0.7143576,-0.20465,-0.2226743,0.0180243
68,-0.2270487,-0.3372983,"('dependent', 'independent')",-0.29771483,-0.26236,-0.2623818,-0.2998292,0.0374474
81,-0.21551484,-0.43806723,"('submissive', 'aggressive')",-0.5125853,-0.6069665,-0.3640501,-0.5225168,0.1584667
74,-0.20117638,-0.13254553,"('undedicated', 'dedicated')",0.39531243,0.48105478,0.097068,0.1742546,-0.0771866
15,-0.1879945,-0.215286,"('boring', 'funny')",0.43380094,0.37652197,0.1229032,0.080618,0.0422852
16,0.18782488,0.24946962,"('unpopular', 'popular')",0.37352806,0.41430762,0.2806765,0.3318886,-0.0512121
75,0.18642342,0.3608936,"('meek', 'impulsive')",-0.49401134,-0.493154,-0.153794,-0.0661302,-0.0876638
14,-0.16101104,-0.21582156,"('antisocial', 'social')",-0.65137404,-0.5310514,-0.4061925,-0.3734365,-0.032756
66,-0.14060085,-0.049928833,"('inactive', 'active')",0.838619,0.83133036,0.3490091,0.3907008,-0.0416917
88,-0.14039285,-0.22438058,"('low', 'eminent')",0.6069895,0.55954397,0.2332983,0.1675817,0.0657166
34,-0.12337935,-0.049303867,"('mean', 'honorable')",5.935165,6.018808,2.9058928,2.9847519,-0.0788591
31,-0.121361576,-0.09757785,"('evil', 'good')",-1.1490067,-1.1538374,-0.6351842,-0.6257076,-0.0094766
76,0.10512264,0.13333508,"('anxious', 'daring')",0.2932103,0.35442242,0.1991665,0.2438788,-0.0447123
80,0.076316684,0.0025632298,"('dominated', 'dominating')",-1.1859039,-1.192837,-0.5547936,-0.5951369,0.0403433
22,-0.07549197,-0.17107311,"('untrustworthy', 'trustworthy')",-0.7569227,-0.748443,-0.4162073,-0.459758,0.0435507
26,0.062566794,0.16229002,"('hardhearted', 'benevolent')",1.9011923,1.9605159,0.9818795,1.0614029,-0.0795234
36,-0.054752193,0.03221012,"('hostile', 'amicable')",0.0913845,0.039192922,0.0183162,0.0357015,-0.0173853
37,0.037144635,-0.00040647015,"('fake', 'genuine')",0.37101272,0.3461823,0.2040787,0.1728879,0.0311908
30,0.036571193,0.05633388,"('intolerant', 'tolerant')",1.2134062,1.3441842,0.6249887,0.700259,-0.0752703
29,0.018832825,-0.08638119,"('unfair', 'fair')",-0.51816434,-0.5482938,-0.2496658,-0.3173375,0.0676717
