,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,male-female
27,-0.5088722,-0.70491594,"('hardhearted', 'softhearted')",-0.21486793,-0.5473707,1.4378399,0.75194645,0.2380332,-0.1667801,0.4048133
63,-0.49176142,-0.7027151,"('unperceptive', 'insightful')",0.56311494,0.47382933,0.7509386,0.6440649,0.2740974,0.138393,0.1357044
44,0.48779958,1.0201824,"('prejudiced', 'unprejudiced')",0.80443347,1.2462702,-0.87884545,-0.6822696,0.1377958,0.528061,-0.3902652
88,-0.47609258,-0.6205048,"('low', 'eminent')",0.020014958,0.09381411,-0.114714034,0.082930505,-0.1902639,-0.1479201,-0.0423438
0,-0.46319804,-0.6279284,"('unsociable', 'sociable')",1.2862374,0.8691629,-0.04243869,-0.19972211,0.2602002,0.0138375,0.2463627
77,-0.41763473,-0.6128929,"('unmotivated', 'motivated')",0.85558504,0.74265516,-0.7881988,-0.76173455,-0.1167495,-0.2106574,0.0939079
80,0.39985305,0.5815328,"('dominated', 'dominating')",1.1678895,0.9884192,-1.2156266,-0.96405476,0.117372,0.2019657,-0.0845937
57,-0.3901144,-0.49357396,"('unimaginative', 'imaginative')",1.0389166,1.001549,-1.9513621,-2.2095797,-0.4341867,-0.5672015,0.1330148
35,-0.38958353,-0.5766059,"('corrupt', 'incorrupt')",-1.7722763,-1.6687655,-0.2745783,-0.56456035,-0.812146,-0.9366439,0.1244979
22,0.34317276,0.51996076,"('untrustworthy', 'trustworthy')",0.5137966,0.4764835,-0.36188728,-0.4096893,0.1650274,0.195585,-0.0305576
83,-0.29623285,-0.36912817,"('powerless', 'powerful')",-0.47697276,-0.3467003,-1.2906514,-1.1484107,-0.6879524,-0.6214131,-0.0665393
68,-0.29378897,-0.5464882,"('dependent', 'independent')",0.110451296,-0.15733472,-0.31946784,-0.5880426,-0.1676018,-0.4306219,0.2630201
29,-0.27103215,-0.5348447,"('unfair', 'fair')",-1.0618007,-1.1777598,-0.5085413,-0.77625144,-0.6137914,-0.8296186,0.2158272
33,-0.27062818,-0.22256553,"('wrong', 'right')",-0.69614726,-0.56829554,-0.7585573,-0.974836,-0.5751109,-0.5885657,0.0134548
23,-0.26163355,-0.22432354,"('insincere', 'sincere')",0.14391856,-0.018693846,4.8476586,5.2393875,1.5766479,1.6654568,-0.0888089
34,-0.25412875,-0.20887053,"('mean', 'honorable')",-0.14144735,-0.09162244,5.7529373,5.888205,1.7857871,1.8625708,-0.0767837
48,0.2535807,-0.11271184,"('unintelligent', 'intelligent')",0.7093629,0.29693714,0.675527,0.50277126,0.5461569,0.2289989,0.317158
69,-0.25352612,-0.14153987,"('lazy', 'industrious')",0.79395795,0.95951265,-0.22893831,-0.49358892,0.1038312,0.108128,-0.0042968
11,-0.23589018,-0.000829285,"('unhelpful', 'helpful')",0.95477265,1.2110401,1.5031319,1.803455,0.7406715,1.0045552,-0.2638837
70,-0.230443,-0.06927431,"('lethargic', 'energetic')",0.6320664,0.60912114,0.7099496,0.8269981,0.3705243,0.455615,-0.0850907
18,-0.2270799,-0.17265134,"('disagreeable', 'welcoming')",-0.2510813,-0.33223802,-0.12081484,-0.31720638,-0.1996587,-0.2740319,0.0743732
26,0.22637123,0.019512534,"('hardhearted', 'benevolent')",0.0766494,-0.4393021,1.5367241,1.2567436,0.6132482,0.2789847,0.3342635
24,0.22484736,-0.03232158,"('dishonest', 'honest')",-0.6347895,-1.0890034,0.41328958,0.30122688,0.0011158,-0.2733661,0.2744819
62,0.22345673,0.6182441,"('incompetent', 'brilliant')",0.8352518,1.1327782,-0.3893293,0.17277405,0.2231264,0.6412655,-0.4181391
30,0.2166186,0.45034033,"('intolerant', 'tolerant')",1.075376,1.1429597,0.82281375,1.3114455,0.7049361,0.9682485,-0.2633124
87,-0.21176517,0.03246117,"('unsuccessful', 'successful')",0.896315,1.1067572,0.6174566,0.7624329,0.4340022,0.6338837,-0.1998815
50,0.20379424,0.08340736,"('clumsy', 'skillful')",0.81518704,0.867191,-0.09151739,-0.16889638,0.3091546,0.2605673,0.0485873
82,-0.19854064,0.25107583,"('poor', 'rich')",-0.090099104,0.19426376,5.7703586,6.124277,1.8272397,2.1898723,-0.3626326
12,-0.18938953,-0.21439597,"('unsupportive', 'supportive')",0.10814072,0.13376512,-1.774837,-1.8879253,-0.6186953,-0.6561854,0.0374901
42,0.1893036,0.37820202,"('unreliable', 'reliable')",0.14818051,0.3675193,-2.8726382,-2.8650784,-0.8450514,-0.7064524,-0.138599
43,0.16712359,0.32751948,"('irresponsible', 'responsible')",-0.010530833,0.0076829745,0.18994448,0.5710683,0.1155124,0.3020902,-0.1865778
32,-0.16650754,-0.0874521,"('unkind', 'kind')",0.77680105,0.6595874,0.52599084,0.5519775,0.3787615,0.3747043,0.0040572
40,-0.16138545,-0.3029969,"('stingy', 'generous')",-0.44265014,-0.63801026,-1.0949786,-1.8244835,-0.5663381,-0.9218302,0.3554921
3,-0.15952864,-0.19602364,"('repellent', 'pleasant')",0.2270403,0.12224976,0.50567555,0.61314225,0.1910624,0.1797895,0.0112729
28,-0.14607757,-0.6733358,"('disloyal', 'loyal')",0.06492553,-0.4273171,0.88452315,0.60517156,0.2677904,-0.1651605,0.4329509
49,0.14361885,0.20190905,"('unable', 'able')",-0.119951144,-0.06618118,0.10154821,0.31449798,0.0417386,0.1500753,-0.1083367
25,-0.111209065,-0.2656989,"('egoistic', 'altruistic')",-0.8569864,-0.9549514,1.3279947,1.1734812,0.1199331,-0.015723,0.1356561
45,-0.10465445,-0.12114183,"('incompetent', 'competent')",0.55790204,0.38709056,0.050341778,-0.05889202,0.1678631,0.0690189,0.0988442
41,-0.10411542,-0.22347435,"('unforgiving', 'forgiving')",-0.68122447,-0.77966976,0.26216507,0.13783222,-0.1743916,-0.2884373,0.1140457
72,-0.09100142,-0.13289796,"('unambitious', 'ambitious')",-0.030571412,-0.0076455995,-1.1253884,-0.9272215,-0.4156537,-0.3559217,-0.059732
13,-0.08523288,0.062742844,"('impolite', 'polite')",0.9688258,0.9632786,-0.47573686,-0.28710485,0.135952,0.2463055,-0.1103535
46,0.08490227,0.290956,"('uncompetitive', 'competitive')",0.45256785,0.5375515,-0.38167623,-0.20394629,0.0519313,0.2081871,-0.1562558
59,0.07901499,-0.1303291,"('foolish', 'wise')",-0.83240974,-0.7974408,-0.07632105,-0.1706793,-0.2765719,-0.3661497,0.0895778
20,0.06413334,0.019217942,"('rough', 'thoughtful')",0.35510966,0.30539456,1.1085094,1.0184528,0.5092508,0.4476884,0.0615624
71,0.054825537,-0.4161783,"('diffident', 'self-confident')",0.803559,0.5497176,0.29385453,-0.041073315,0.3840797,0.030822,0.3532577
15,0.053203963,-0.17902449,"('boring', 'funny')",0.085736856,0.05445967,0.51455325,0.48798954,0.2178314,0.1211416,0.0966898
81,0.040369757,0.4193825,"('submissive', 'aggressive')",1.7951579,1.9536989,-0.47473696,0.0058653876,0.4535969,0.7929823,-0.3393854
58,-0.021737527,-0.1904156,"('undiscriminating', 'discriminating')",-0.19944903,-0.4391303,-0.036576435,-0.34674212,-0.085921,-0.3254294,0.2395084
74,-0.017825805,0.31533253,"('undedicated', 'dedicated')",0.9293358,1.0466025,0.02679038,0.13434725,0.3127668,0.4987607,-0.1859939
7,0.008689992,-0.08102056,"('insensitive', 'sensitive')",0.4279706,0.16541763,0.6922159,0.38613972,0.3762921,0.1568456,0.2194465
75,0.0045780875,0.1133834,"('meek', 'impulsive')",-0.6044053,-0.23028876,-0.4544389,-0.26661268,-0.351422,-0.1278393,-0.2235827
