,mckesson_male,mckesson_female,tuple,inc_male,inc_female,average_male,average_female,male-female
29,0.2937271,0.32871532,"('unfair', 'fair')",-0.52423173,-0.54324305,-0.1152523,-0.1072639,-0.0079884
42,0.2820922,0.46340156,"('unreliable', 'reliable')",-2.661989,-2.520123,-1.1899483,-1.0283607,-0.1615876
25,0.28137636,0.096145466,"('egoistic', 'altruistic')",1.3586053,1.3537179,0.8199908,0.7249317,0.0950591
17,-0.25777626,-0.070029065,"('nasty', 'nice')",-0.5707268,-0.50786513,-0.4142515,-0.2889471,-0.1253044
84,0.25410584,0.26639727,"('inferior', 'superior')",1.3462472,1.3307186,0.8001765,0.7985579,0.0016186
8,0.25363684,0.00046747923,"('unaffectionate', 'affectionate')",1.0145925,0.9943094,0.6341147,0.4973885,0.1367262
9,-0.23824337,-0.31984228,"('unaffectionate', 'caring')",1.0876055,1.1294934,0.4246811,0.4048255,0.0198556
71,0.20102671,0.18203919,"('diffident', 'self-confident')",0.7360299,0.6806096,0.4685283,0.4313244,0.0372039
52,-0.17641355,-0.23207189,"('irrational', 'rational')",0.081926666,-0.03142762,-0.0472434,-0.1317497,0.0845063
16,0.16665386,0.2364726,"('unpopular', 'popular')",0.36150825,0.33511212,0.2640811,0.2857924,-0.0217113
76,-0.1616033,-0.1188455,"('anxious', 'daring')",0.32634813,0.42281714,0.0823724,0.1519858,-0.0696134
67,0.14005508,0.116557196,"('doubtful', 'determined')",-0.42850646,-0.40147752,-0.1442257,-0.1424602,-0.0017655
37,0.09855211,0.15260002,"('fake', 'genuine')",0.64655375,0.75868857,0.3725529,0.4556443,-0.0830914
40,-0.07402874,0.011386368,"('stingy', 'generous')",-1.3789814,-1.2522037,-0.726505,-0.6204087,-0.1060963
64,-0.07000434,-0.052072667,"('shy', 'confident')",-6.1545362,-6.0504556,-3.1122704,-3.051264,-0.0610064
54,-0.031317092,-0.10480273,"('incapable', 'capable')",1.0698187,1.0985253,0.5192508,0.4968613,0.0223895
15,0.007325666,0.11061157,"('boring', 'funny')",0.25188616,0.34233457,0.1296059,0.2264731,-0.0968672
