,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
71,0.7546602,0.89514756,"('diffident', 'self-confident')",1.52878,1.5235838,0.707011,0.9423834,0.996817,1.1203715,-0.1235545
61,0.7383821,0.6316971,"('illogical', 'logical')",0.49330512,0.41979486,0.02907914,0.052600045,0.4202554,0.3680307,0.0522247
14,0.73258394,0.41073444,"('antisocial', 'social')",-0.9705573,-1.1512997,-0.38984796,-0.4217977,-0.2092738,-0.3874544,0.1781806
82,-0.7260548,-0.7979682,"('poor', 'rich')",-1.2019643,-1.1770642,6.3563914,6.344082,1.4761241,1.4563498,0.0197743
6,-0.6783032,-0.55705017,"('distant', 'open')",1.6079794,1.6090415,0.73581564,0.810075,0.5551639,0.6206888,-0.0655249
86,0.67438453,0.536122,"('uninfluential', 'influential')",-1.4781036,-1.476774,0.010366671,0.028298892,-0.2644508,-0.3041177,0.0396669
48,0.66630465,0.7082415,"('unintelligent', 'intelligent')",-1.0561547,-1.0129168,-0.09395191,-0.11111479,-0.1612673,-0.1385967,-0.0226706
46,0.6348234,0.53610283,"('uncompetitive', 'competitive')",-1.0223874,-1.0586066,-1.4068826,-1.5386902,-0.5981489,-0.6870646,0.0889157
29,-0.62367475,-0.6213717,"('unfair', 'fair')",-0.42334038,-0.5181373,-0.38223603,-0.19855982,-0.4764171,-0.4460229,-0.0303942
83,0.5973243,0.5076056,"('powerless', 'powerful')",1.0933051,1.0978433,-0.6348538,-0.5393225,0.3519252,0.3553755,-0.0034503
8,-0.5835096,-0.43005162,"('unaffectionate', 'affectionate')",0.43723404,0.44912115,1.0787227,0.9833031,0.3108157,0.3341242,-0.0233085
44,-0.575433,-0.17779872,"('prejudiced', 'unprejudiced')",-0.36796284,-0.27996513,-1.2589872,-1.1332264,-0.7341277,-0.5303301,-0.2037976
45,0.5684059,0.36306834,"('incompetent', 'competent')",-1.5827073,-1.792484,-0.36633882,-0.39898574,-0.4602134,-0.6094671,0.1492537
0,0.5346687,0.22668383,"('unsociable', 'sociable')",-0.33793968,-0.34430236,-0.37547037,-0.47978434,-0.0595805,-0.1991343,0.1395538
47,0.52155554,0.4337035,"('stupid', 'smart')",-0.21338114,-0.21841744,5.2635283,5.2010803,1.8572343,1.8054555,0.0517788
3,0.50103897,0.42626703,"('repellent', 'pleasant')",-0.91837335,-0.9066026,0.44660428,0.47390366,0.0097566,-0.002144,0.0119006
18,0.45935705,0.4742211,"('disagreeable', 'welcoming')",0.028762855,0.03809145,-0.12632632,-0.13036034,0.1205979,0.1273174,-0.0067195
78,-0.45337513,-0.5228562,"('nonresilient', 'resilient')",0.6629127,0.6669663,-0.7675278,-0.8400991,-0.1859967,-0.2319963,0.0459996
64,0.44507265,0.3311959,"('shy', 'confident')",-0.87446564,-0.98318505,-6.0687027,-6.0807924,-2.1660318,-2.2442605,0.0782287
4,-0.44402203,-0.5959537,"('disliked', 'liked')",0.40981132,0.26149404,-7.3188977,-7.4470162,-2.4510361,-2.5938253,0.1427892
22,0.4397745,0.26740062,"('untrustworthy', 'trustworthy')",-1.5995923,-1.646225,-0.8029132,-0.9417086,-0.6542437,-0.773511,0.1192673
25,-0.42090118,-0.3751727,"('egoistic', 'altruistic')",1.1744921,1.2945182,0.71755135,0.66918534,0.4903808,0.5295103,-0.0391295
50,-0.37338328,-0.33494976,"('clumsy', 'skillful')",0.44968385,0.42910475,0.24195062,0.25153014,0.1060837,0.1152284,-0.0091447
54,0.3577718,0.39164945,"('incapable', 'capable')",1.4672756,1.3699774,1.3468753,1.327207,1.0573076,1.0296113,0.0276963
57,0.32966867,0.34408554,"('unimaginative', 'imaginative')",-0.8120364,-0.67380697,-2.8890417,-3.003588,-1.1238031,-1.1111031,-0.0127
79,-0.31463814,-0.28736562,"('wavering', 'unwavering')",0.8305581,0.89820594,-0.15996243,-0.07781967,0.1186525,0.1776736,-0.0590211
26,0.30904734,0.18213668,"('hardhearted', 'benevolent')",1.7589091,1.6912805,0.8669361,0.8032065,0.9782976,0.8922079,0.0860897
19,-0.29164284,-0.33589056,"('inhospitable', 'hospitable')",-0.5202365,-0.553236,-0.34663326,-0.18898177,-0.3861709,-0.3593694,-0.0268015
67,0.27609363,0.15310104,"('doubtful', 'determined')",0.13368428,0.07672068,-0.35544902,-0.33055326,0.0181096,-0.0335772,0.0516868
84,-0.26347646,-0.36507845,"('inferior', 'superior')",-0.19789743,-0.19578362,-0.12424758,-0.15204617,-0.1952072,-0.2376361,0.0424289
88,-0.25079352,-0.221316,"('low', 'eminent')",-1.3623831,-1.3606997,-0.15870659,-0.21546723,-0.5906277,-0.5991609,0.0085332
20,0.24942985,0.3818742,"('rough', 'thoughtful')",-0.19443817,-0.15484132,0.18844974,0.21974736,0.0811471,0.1489268,-0.0677797
17,0.186151,0.011775931,"('nasty', 'nice')",0.6429823,0.41186678,-0.48774427,-0.5199322,0.1137963,-0.0320965,0.1458928
77,0.17913553,0.21119455,"('unmotivated', 'motivated')",0.3282123,0.34203136,-1.3559749,-1.2917467,-0.2828757,-0.2461736,-0.0367021
49,-0.17717706,-0.39809042,"('unable', 'able')",-0.50238127,-0.6830256,-0.1315202,-0.2311369,-0.2703595,-0.4374176,0.1670581
59,0.17392202,0.022278577,"('foolish', 'wise')",0.7060655,0.6558973,0.61254066,0.6494205,0.4975094,0.4425321,0.0549773
66,0.16691433,0.42845878,"('inactive', 'active')",1.30635,1.3912332,0.81033593,1.0355109,0.7612001,0.9517343,-0.1905342
15,0.15657751,0.07649164,"('boring', 'funny')",1.4391121,1.4636973,0.29600927,0.19980726,0.6305663,0.5799987,0.0505676
58,-0.13374272,0.06070265,"('undiscriminating', 'discriminating')",0.7485941,0.9337804,-0.4121895,-0.38453454,0.0675539,0.2033162,-0.1357623
52,-0.12922251,-0.10959357,"('irrational', 'rational')",0.766846,0.7486793,0.12587884,0.25167707,0.2545008,0.2969209,-0.0424201
68,-0.12369396,-0.072083026,"('dependent', 'independent')",-2.0354266,-2.0210009,-1.1495761,-1.1118808,-1.1028989,-1.0683215,-0.0345774
33,0.11171326,0.21675323,"('wrong', 'right')",1.9046427,1.9101056,-0.18144926,-0.16786075,0.6116356,0.6529993,-0.0413637
1,-0.06455019,0.055265527,"('unfriendly', 'friendly')",1.2902694,1.3640052,1.469393,1.3693616,0.8983707,0.9295441,-0.0311734
53,0.039748084,0.14749968,"('uncreative', 'creative')",0.16567883,0.37357742,0.1776749,0.20712367,0.1277006,0.2427336,-0.115033
34,-0.015172243,0.13899434,"('mean', 'honorable')",0.74604005,0.7585899,4.4206324,4.517278,1.7171667,1.8049542,-0.0877875
