,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
45,-0.8565189,-0.9686097,"('incompetent', 'competent')",0.7013856,0.5193478,-0.34473413,-0.49499393,-0.1666225,-0.3147519,0.1481294
23,-0.8497977,-1.1824278,"('insincere', 'sincere')",1.2461027,0.79303724,5.946158,5.719393,2.1141543,1.7766674,0.3374869
88,-0.8478799,-0.8581826,"('low', 'eminent')",0.3155033,0.21129896,0.19127308,-0.065270945,-0.1137012,-0.2373849,0.1236837
28,-0.82886285,-0.8198436,"('disloyal', 'loyal')",-0.3640176,-0.18859957,0.99077255,0.87780136,-0.0673693,-0.0435473,-0.023822
65,-0.8229579,-0.93924797,"('insecure', 'secure')",0.4615645,0.19390683,-0.0035551488,-0.07975861,-0.1216495,-0.2750332,0.1533837
27,-0.77479786,-0.7035383,"('hardhearted', 'softhearted')",0.39251465,0.45811906,1.128957,1.3233638,0.2488913,0.3593148,-0.1104235
21,-0.7747581,-0.72913283,"('immoral', 'moral')",0.41382352,0.29636857,-0.71103555,-0.68705404,-0.3573234,-0.3732728,0.0159494
49,-0.75774,-0.6238466,"('unable', 'able')",0.41982678,0.5931713,-0.00408662,0.2183672,-0.114,0.062564,-0.176564
52,-0.75365007,-0.6680269,"('irrational', 'rational')",-1.1068181,-0.896982,-0.8038308,-0.56281734,-0.8880997,-0.7092754,-0.1788243
54,-0.7417845,-0.8344472,"('incapable', 'capable')",1.0461622,1.0552294,1.1301727,1.2304021,0.4781835,0.4837281,-0.0055446
36,-0.7263999,-0.516207,"('hostile', 'amicable')",-1.7952559,-1.5021297,-0.5011029,-0.25101528,-1.0075862,-0.7564507,-0.2511355
44,0.72569716,0.7256302,"('prejudiced', 'unprejudiced')",-0.12676388,-0.07054617,-1.4633033,-1.4098828,-0.2881233,-0.2515996,-0.0365237
47,-0.675707,-0.5647185,"('stupid', 'smart')",0.9856845,0.9366686,5.0821977,5.320899,1.7973917,1.8976164,-0.1002247
67,0.6595788,0.40719718,"('doubtful', 'determined')",-0.1514331,-0.3316398,-0.45389247,-0.36465877,0.0180844,-0.0963671,0.1144515
26,-0.6508499,-0.5246943,"('hardhearted', 'benevolent')",0.89130414,0.9472964,1.0394782,1.0574919,0.4266442,0.4933647,-0.0667205
14,-0.6409516,-0.8377892,"('antisocial', 'social')",0.9850488,0.68549067,-0.7976576,-0.8400956,-0.1511868,-0.330798,0.1796112
70,-0.607845,-0.9741332,"('lethargic', 'energetic')",0.31051177,-0.08787888,1.090216,0.7634346,0.2642943,-0.0995258,0.3638201
15,0.59725875,0.28010207,"('boring', 'funny')",0.4069926,0.1844493,0.5470596,0.5133041,0.5171037,0.3259518,0.1911519
8,-0.58660805,-0.6574918,"('unaffectionate', 'affectionate')",-0.24850465,-0.15185636,0.21896999,0.5267256,-0.2053809,-0.0942075,-0.1111734
58,-0.58423185,-0.52847385,"('undiscriminating', 'discriminating')",0.52441585,0.43670815,0.18419668,0.006937158,0.0414602,-0.0282762,0.0697364
60,-0.57168216,-0.63192034,"('inefficient', 'efficient')",1.7769551,1.3951482,0.2414796,0.14964001,0.4822508,0.3042893,0.1779615
2,0.53957963,0.619418,"('unlikable', 'likable')",0.6050344,0.6541488,0.4769556,0.7512952,0.5405232,0.674954,-0.1344308
31,-0.49510077,-0.44695076,"('evil', 'good')",-1.3028218,-1.2405819,-1.3213887,-1.0225185,-1.0397704,-0.9033504,-0.13642
84,0.4861207,0.434891,"('inferior', 'superior')",0.09203915,0.19412845,0.9546232,1.0023009,0.5109277,0.5437734,-0.0328457
63,-0.47456142,-0.7517029,"('unperceptive', 'insightful')",0.7901558,0.5477515,1.6158174,1.3808346,0.643804,0.3922944,0.2515096
42,0.4553463,0.34233326,"('unreliable', 'reliable')",0.47680074,0.42982945,-2.656208,-2.6414938,-0.574687,-0.6231104,0.0484234
16,-0.45401537,-0.35033125,"('unpopular', 'popular')",-0.70995617,-0.49705428,0.318317,0.3712888,-0.2818848,-0.1586989,-0.1231859
12,-0.4501323,-0.48356378,"('unsupportive', 'supportive')",0.86290103,0.67471105,-1.4330099,-1.4624407,-0.3400804,-0.4237645,0.0836841
62,-0.44114748,-0.56862295,"('incompetent', 'brilliant')",1.2370365,1.0286261,0.20646262,0.11905964,0.3341172,0.1930209,0.1410963
83,-0.43880817,-0.28377023,"('powerless', 'powerful')",0.3453223,0.38753325,-0.8357638,-0.8145674,-0.3097499,-0.2369348,-0.0728151
59,0.43411738,0.45539612,"('foolish', 'wise')",0.023078702,0.052004054,0.08020812,0.3563709,0.1791347,0.2879237,-0.108789
18,-0.42569637,-0.15598464,"('disagreeable', 'welcoming')",-0.5016593,-0.3920551,-0.29138148,-0.034633145,-0.4062457,-0.1942243,-0.2120214
13,-0.42194033,-0.499018,"('impolite', 'polite')",0.6562373,0.26249948,0.29312807,0.120042354,0.1758084,-0.0388254,0.2146338
61,-0.41185698,-0.6066914,"('illogical', 'logical')",-0.0019288044,-0.24396248,0.13118924,0.23768283,-0.0941988,-0.2043237,0.1101249
68,-0.40470308,-0.41294548,"('dependent', 'independent')",-0.5785188,-0.41079098,-0.085153416,-0.016072612,-0.3561251,-0.2799364,-0.0761887
87,0.39916945,0.07864693,"('unsuccessful', 'successful')",1.7496027,1.3136847,0.8606487,0.7022221,1.0031403,0.6981846,0.3049557
64,-0.39009145,-0.1856514,"('shy', 'confident')",-0.26869828,-0.23649241,-6.3039927,-6.3224483,-2.3209275,-2.2481974,-0.0727301
66,0.37609762,0.15907314,"('inactive', 'active')",-0.68899685,-0.65984344,0.6320042,0.7430612,0.1063683,0.0807636,0.0256047
25,0.35327786,0.5111691,"('egoistic', 'altruistic')",-0.21383712,0.092409834,1.1349235,1.2935352,0.4247881,0.6323714,-0.2075833
74,0.35167268,0.26204702,"('undedicated', 'dedicated')",0.83471555,0.7436577,0.37763616,0.19312865,0.5213415,0.3996112,0.1217303
34,-0.33929396,-0.24088874,"('mean', 'honorable')",0.046288714,-0.09860921,6.315881,6.289071,2.0076253,1.983191,0.0244343
79,0.30806488,0.13953294,"('wavering', 'unwavering')",-1.0176729,-0.9186232,-0.021357432,-0.026943339,-0.2436551,-0.2686779,0.0250228
32,-0.29522198,-0.45414692,"('unkind', 'kind')",1.0339916,0.765193,1.1526115,0.9184382,0.6304603,0.4098281,0.2206322
76,0.29474986,-0.054597493,"('anxious', 'daring')",1.0196705,0.71782726,0.794974,0.4688095,0.7031314,0.3773464,0.325785
40,-0.29057622,-0.12053086,"('stingy', 'generous')",-0.27754784,-0.18926442,-1.3644965,-1.3734713,-0.6442068,-0.5610888,-0.083118
41,-0.28303638,-0.14349192,"('unforgiving', 'forgiving')",-0.2269464,-0.14024052,-0.0065918355,0.123123586,-0.1721915,-0.0535363,-0.1186552
6,-0.28140235,-0.16111133,"('distant', 'open')",-0.6314257,-0.31946754,0.081660405,0.39355376,-0.2770559,-0.0290084,-0.2480475
56,0.27147156,0.034211278,"('impractical', 'practical')",1.6511794,1.278478,0.2157955,-0.06153839,0.7128155,0.4170503,0.2957652
39,0.26146367,0.28184852,"('exploitative', 'cooperative')",1.2037904,1.2666659,0.20921849,0.29821977,0.5581575,0.6155781,-0.0574206
80,-0.25360265,-0.37707344,"('dominated', 'dominating')",0.6008558,0.461428,-0.9537628,-1.0970219,-0.2021699,-0.3375558,0.1353859
37,0.24071603,0.07515139,"('fake', 'genuine')",-0.05845098,0.036125563,0.5482221,0.51459956,0.2434957,0.2086255,0.0348702
30,-0.21856034,-0.38129973,"('intolerant', 'tolerant')",1.5385879,1.2973177,1.2668465,1.1689899,0.8622913,0.6950026,0.1672887
82,-0.1876185,-0.24685425,"('poor', 'rich')",0.65330744,0.53459805,6.19067,6.0222645,2.2187862,2.103336,0.1154502
71,0.17209424,0.14926142,"('diffident', 'self-confident')",2.2781572,2.2007196,0.5506873,0.7030833,1.000313,1.0176881,-0.0173751
4,0.14977263,0.16589597,"('disliked', 'liked')",-0.31102747,-0.1870334,-5.8481226,-5.930834,-2.0031258,-1.9839904,-0.0191354
22,-0.1455,-0.122021005,"('untrustworthy', 'trustworthy')",0.42556983,0.26825678,-0.78085935,-0.69538534,-0.1669298,-0.1830499,0.0161201
50,0.1352939,0.14650276,"('clumsy', 'skillful')",-0.055901207,0.058707684,0.47883174,0.4739471,0.1860748,0.2263859,-0.0403111
19,-0.13370371,-0.17263658,"('inhospitable', 'hospitable')",-0.1919741,-0.12570351,0.33169752,0.48978546,0.0020066,0.0638151,-0.0618085
38,-0.06346363,-0.17533942,"('untruthful', 'truthful')",-0.25213978,-0.40621042,0.34551325,0.39942425,0.0099699,-0.0607085,0.0706784
17,-0.04881057,-0.20065449,"('nasty', 'nice')",-0.55012643,-0.7168933,-0.6212857,-0.6306212,-0.4067409,-0.5160563,0.1093154
85,0.03405546,0.29937592,"('insignificant', 'prestigious')",-0.28538758,0.08952378,0.072175026,0.468219,-0.059719,0.2857062,-0.3454252
75,0.029371195,-0.05018976,"('meek', 'impulsive')",-1.5126104,-1.5922215,-0.54656094,-0.5746589,-0.6766001,-0.7390234,0.0624233
24,-0.027622256,-0.024293765,"('dishonest', 'honest')",-0.02676309,-0.15373188,0.76582795,0.7906131,0.2371475,0.2041958,0.0329517
5,0.02013969,-0.04170835,"('distant', 'outgoing')",-0.06808493,-0.014621701,-0.22033307,0.07126254,-0.0894261,0.0049775,-0.0944036
29,0.001593411,-0.20898278,"('unfair', 'fair')",-0.43577734,-0.5616594,-0.3870461,-0.31738082,-0.2737434,-0.3626743,0.0889309
