,citrix_male,citrix_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
22,-0.08305869,-0.2720828,"('untrustworthy', 'trustworthy')",0.20079091,0.13984574,-0.90436137,-0.8873857,-0.2622097,-0.3398743,0.0776646
62,-0.07895136,0.05386912,"('incompetent', 'brilliant')",1.0183023,1.41651,-0.20117831,0.39156747,0.2460576,0.6206489,-0.3745913
47,-0.075454995,-0.24569547,"('stupid', 'smart')",0.60429746,0.559414,5.5593386,5.594607,2.0293937,1.9694417,0.059952
75,-0.06135408,0.20079927,"('meek', 'impulsive')",-1.2339925,-1.1285311,-0.32574192,-0.2568983,-0.5403628,-0.3948767,-0.1454861
28,-0.05868848,-0.42457128,"('disloyal', 'loyal')",-0.090678126,-0.09710264,0.8875767,0.9193872,0.24607,0.1325711,0.1134989
31,-0.044318527,-0.17213595,"('evil', 'good')",-0.88596267,-1.0526056,-0.6067687,-1.0569401,-0.51235,-0.7605605,0.2482105
44,-0.029877495,0.066233486,"('prejudiced', 'unprejudiced')",-0.73428565,-0.7316097,-1.372329,-1.5620252,-0.7121641,-0.7424671,0.030303
49,0.027448306,-0.026452957,"('unable', 'able')",0.0069654398,0.109680384,-0.08066187,0.15187423,-0.015416,0.0783672,-0.0937832
30,0.025501527,-0.16998726,"('intolerant', 'tolerant')",0.9807502,1.016552,1.0450059,0.8933263,0.6837525,0.5799637,0.1037888
17,-0.018104337,0.07483596,"('nasty', 'nice')",-0.41460916,-0.5912784,-0.3493096,-0.69163144,-0.2606744,-0.4026913,0.1420169
54,0.006186556,-0.250729,"('incapable', 'capable')",-0.71144193,-0.7768924,1.1171304,1.2295762,0.1372917,0.0673183,0.0699734
