,amerisourcebergen_male,amerisourcebergen_female,tuple,corp_male,corp_female,average_male,average_female,male-female
48,-0.45665064,-0.8393247,"('unintelligent', 'intelligent')",0.68791074,0.60555005,0.11563,-0.1168873,0.2325173
50,0.4550876,0.58708227,"('clumsy', 'skillful')",0.121846184,0.13349926,0.2884669,0.3602908,-0.0718239
83,-0.44772977,-0.37808424,"('powerless', 'powerful')",-0.9951356,-0.9969211,-0.7214327,-0.6875027,-0.03393
16,-0.43209544,-0.25471807,"('unpopular', 'popular')",0.081717804,0.12648642,-0.1751888,-0.0641158,-0.111073
52,-0.41010302,-0.36779267,"('irrational', 'rational')",0.58736193,0.42756307,0.0886295,0.0298852,0.0587443
64,0.39635485,0.3068696,"('shy', 'confident')",-7.119045,-6.815332,-3.3613451,-3.2542312,-0.1071139
76,0.3934788,0.27966326,"('anxious', 'daring')",-0.6870173,-0.5893327,-0.1467693,-0.1548347,0.0080654
15,0.39297536,0.5493206,"('boring', 'funny')",0.101245224,0.10278045,0.2471103,0.3260505,-0.0789402
55,-0.38895196,-0.56930023,"('incompetent', 'clever')",0.087305725,0.08701922,-0.1508231,-0.2411405,0.0903174
4,-0.38754267,-0.22989783,"('disliked', 'liked')",-7.6224966,-7.277026,-4.0050197,-3.7534621,-0.2515576
27,-0.37963992,-0.45940855,"('hardhearted', 'softhearted')",1.2403436,1.0106441,0.4303518,0.2756178,0.154734
87,-0.37339383,-0.2642119,"('unsuccessful', 'successful')",0.32302466,0.5011964,-0.0251846,0.1184922,-0.1436768
21,-0.37129673,-0.49064037,"('immoral', 'moral')",-0.9634771,-0.83119315,-0.6673869,-0.6609167,-0.0064702
82,-0.35742563,-0.3087577,"('poor', 'rich')",6.5356536,6.516138,3.089114,3.1036901,-0.0145761
67,0.34768087,0.554232,"('doubtful', 'determined')",-0.70719486,-0.42691216,-0.179757,0.0636599,-0.2434169
39,0.34288257,0.5642124,"('exploitative', 'cooperative')",0.246601,0.40894833,0.2947418,0.4865804,-0.1918386
3,-0.3280765,-0.32662213,"('repellent', 'pleasant')",0.6496427,0.7229901,0.1607831,0.198184,-0.0374009
29,-0.28074282,-0.32247624,"('unfair', 'fair')",-0.36394644,-0.479721,-0.3223446,-0.4010986,0.078754
33,0.26213577,0.36554325,"('wrong', 'right')",-0.61255324,-0.6320109,-0.1752087,-0.1332338,-0.0419749
40,-0.23668815,-0.3578518,"('stingy', 'generous')",-1.7666639,-1.8830168,-1.0016761,-1.1204343,0.1187582
60,0.21938215,0.18547922,"('inefficient', 'efficient')",-0.21104117,-0.21353792,0.0041705,-0.0140293,0.0181998
66,-0.21239063,-0.026185684,"('inactive', 'active')",-0.10791374,-0.26461402,-0.1601522,-0.1453999,-0.0147523
62,-0.2051565,-0.1987649,"('incompetent', 'brilliant')",0.15596488,0.27781463,-0.0245958,0.0395249,-0.0641207
37,0.19963503,0.19095841,"('fake', 'genuine')",0.36901283,0.3333644,0.2843239,0.2621614,0.0221625
34,0.19240022,0.23478095,"('mean', 'honorable')",5.9998226,5.8052053,3.0961113,3.0199931,0.0761182
49,-0.15735102,-0.20787026,"('unable', 'able')",-0.32901022,-0.34562322,-0.2431806,-0.2767467,0.0335661
81,-0.14522275,-0.44100282,"('submissive', 'aggressive')",-1.2212911,-1.1314862,-0.6832569,-0.7862445,0.1029876
68,0.13558292,-0.07096409,"('dependent', 'independent')",-0.7868489,-1.0149107,-0.325633,-0.5429374,0.2173044
75,0.12715569,0.2008968,"('meek', 'impulsive')",-0.9358468,-0.9509895,-0.4043456,-0.3750463,-0.0292993
84,0.11852717,-0.030387452,"('inferior', 'superior')",0.73492473,0.80625015,0.426726,0.3879313,0.0387947
59,-0.11845577,-0.073488675,"('foolish', 'wise')",0.34160042,0.23869972,0.1115723,0.0826055,0.0289668
13,-0.1145924,0.11755788,"('impolite', 'polite')",-0.86253446,-0.7164416,-0.4885634,-0.2994418,-0.1891216
22,-0.1144965,-0.12551942,"('untrustworthy', 'trustworthy')",-0.89747024,-0.91623676,-0.5059834,-0.5208781,0.0148947
30,-0.09805268,-0.024842788,"('intolerant', 'tolerant')",0.81408185,0.91906124,0.3580146,0.4471092,-0.0890946
65,0.097138196,-0.09249592,"('insecure', 'secure')",-0.39009884,-0.23421049,-0.1464803,-0.1633532,0.0168729
17,0.09358752,0.14422566,"('nasty', 'nice')",-0.48148894,-0.48035404,-0.1939507,-0.1680642,-0.0258865
47,-0.08723363,-0.082250364,"('stupid', 'smart')",5.7626586,5.694573,2.8377125,2.8061612,0.0315513
14,-0.047371946,-0.041550376,"('antisocial', 'social')",-0.39009207,-0.22262211,-0.218732,-0.1320862,-0.0866458
56,0.0139437765,0.24238129,"('impractical', 'practical')",-0.87118447,-0.573547,-0.4286203,-0.1655829,-0.2630374
25,-0.00914071,-0.050571218,"('egoistic', 'altruistic')",1.6153661,1.4324788,0.8031127,0.6909538,0.1121589
