,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
29,0.870025,0.8167201,"('unfair', 'fair')",0.005962951,0.06839108,0.042597532,-0.07415821,-1.032689,-0.9227423,-0.0285259,-0.0279473,-0.0005786
83,0.85492903,0.4898314,"('powerless', 'powerful')",1.2418922,1.1696984,0.911664,0.7859051,-0.521144,-0.6297306,0.6218354,0.4539261,0.1679093
48,-0.8399164,-0.9662351,"('unintelligent', 'intelligent')",-1.19629,-0.9552845,-0.25618526,-0.4054625,-0.9626293,-1.0514947,-0.8137553,-0.8446192,0.0308639
75,0.8056698,0.52100223,"('meek', 'impulsive')",-0.6480341,-0.83269763,0.53328854,0.42715508,0.48002806,0.5168459,0.2927381,0.1580764,0.1346617
23,-0.78958505,-0.5455986,"('insincere', 'sincere')",-0.51412344,-0.36482608,-0.28710175,-0.27023226,5.3246126,4.700583,0.9334506,0.8799815,0.0534691
1,0.7720525,1.3615639,"('unfriendly', 'friendly')",1.1462857,1.5133128,1.2092435,1.372794,1.0869535,1.2002647,1.0536338,1.3619838,-0.30835
78,-0.76936185,-0.50799704,"('nonresilient', 'resilient')",0.7813792,0.97488856,0.3406196,0.472322,1.1551737,1.4872713,0.3769526,0.6066212,-0.2296686
68,-0.73721474,-0.71658283,"('dependent', 'independent')",-1.7026062,-1.71312,-1.4223619,-1.4308133,-1.5350771,-1.3647977,-1.3493149,-1.3063284,-0.0429865
9,0.7085247,0.9864493,"('unaffectionate', 'caring')",1.3640319,1.3252279,0.5279659,0.69532293,1.0293987,1.0550778,0.9074803,1.0155195,-0.1080392
87,0.6781433,0.40495893,"('unsuccessful', 'successful')",0.6063472,0.3757742,1.6566834,1.5493956,0.6600936,0.807894,0.9003169,0.7845057,0.1158112
76,-0.6772708,-1.0120339,"('anxious', 'daring')",-0.16645882,-0.22581461,0.2912845,0.14172213,0.00382654,-0.06981694,-0.1371546,-0.2914858,0.1543312
44,0.663098,0.55557185,"('prejudiced', 'unprejudiced')",-0.8053012,-0.99824184,-1.1404979,-1.1384177,-1.3246346,-1.3053012,-0.6518339,-0.7215972,0.0697633
17,0.648365,0.7914137,"('nasty', 'nice')",-0.1952901,-0.31019098,0.41610897,0.3853258,-0.33861905,-0.21817586,0.1326412,0.1620932,-0.029452
74,-0.59831226,-0.35848498,"('undedicated', 'dedicated')",-0.24025398,-0.012397274,-0.024850309,0.20281091,-0.35219803,-0.15376633,-0.3039036,-0.0804594,-0.2234442
39,0.59319365,0.8253412,"('exploitative', 'cooperative')",0.5586477,0.5710504,0.14908311,0.30370668,0.3520065,0.56086415,0.4132327,0.5652406,-0.1520079
42,0.59248286,0.9261864,"('unreliable', 'reliable')",0.115896225,0.30068755,0.8772021,0.8997686,-2.8239717,-2.3984244,-0.3095976,-0.0679455,-0.2416521
25,0.58428216,0.8054896,"('egoistic', 'altruistic')",1.0555398,1.1454961,1.1386207,1.3533499,1.3196319,1.4474032,1.0245187,1.1879346,-0.1634159
41,-0.55109936,-0.22336926,"('unforgiving', 'forgiving')",-0.58402944,-0.11944124,-0.15700121,0.007273428,-0.18782787,-0.27312773,-0.3699895,-0.1521662,-0.2178233
32,-0.5199248,-0.12690273,"('unkind', 'kind')",0.18574342,0.31979966,0.20796555,0.077167615,0.5383994,0.5207976,0.1030459,0.1977155,-0.0946696
20,-0.5194901,-0.708437,"('rough', 'thoughtful')",-1.03204,-0.9370484,0.2818319,0.28083798,0.09046665,0.020893574,-0.2948079,-0.3359385,0.0411306
40,0.45511907,0.57324535,"('stingy', 'generous')",0.29159504,0.6116111,-0.19919576,-0.010765839,-2.3135118,-1.8886468,-0.4414984,-0.1786391,-0.2628593
67,0.45153853,0.17490987,"('doubtful', 'determined')",0.46854386,0.2629312,0.06890475,0.05309591,-0.25118285,-0.5996231,0.1844511,-0.0271715,0.2116226
80,-0.4406569,-0.78044015,"('dominated', 'dominating')",-1.0567383,-1.1245004,-0.5521569,-0.58814,-0.2784595,-0.39265853,-0.5820029,-0.7214348,0.1394319
31,0.41050845,0.9425699,"('evil', 'good')",0.7900192,1.017601,0.7292486,0.7996165,-1.3260264,-1.062227,0.1509374,0.4243901,-0.2734527
34,0.40575513,0.73994875,"('mean', 'honorable')",1.0253048,1.1633103,0.88151705,0.94833326,5.6234636,5.521,1.9840102,2.093148,-0.1091378
58,0.33060333,0.34650096,"('undiscriminating', 'discriminating')",0.049265813,0.14561282,0.4567673,0.52641875,0.36655715,0.48813683,0.3007984,0.3766673,-0.0758689
38,-0.30973583,0.0071464963,"('untruthful', 'truthful')",-0.49507824,-0.50716937,-0.0627976,0.068111956,0.43521166,0.6199322,-0.1081,0.0470053,-0.1551053
12,-0.25363687,0.2151126,"('unsupportive', 'supportive')",0.34357244,0.5636461,0.83534026,1.1886555,-1.7273141,-1.2219836,-0.2005096,0.1863576,-0.3868672
18,-0.24106757,-0.002910778,"('disagreeable', 'welcoming')",-0.3232814,-0.15917554,0.63381755,0.6703565,-1.3550713,-1.3723636,-0.3214007,-0.2160233,-0.1053774
50,0.22202128,0.1698474,"('clumsy', 'skillful')",-0.71225834,-0.7544117,1.467343,1.2874026,0.7558889,0.83518565,0.4332487,0.384506,0.0487427
54,-0.16150633,-0.11802238,"('incapable', 'capable')",1.2252179,1.0645636,1.4743719,1.4979563,0.87412626,0.7110438,0.8530524,0.7888854,0.064167
72,-0.15763976,-0.3624584,"('unambitious', 'ambitious')",0.44824222,0.42307824,-0.60154825,-0.70202446,-0.8693029,-1.0885619,-0.2950622,-0.4324916,0.1374294
4,0.15759152,0.3785899,"('disliked', 'liked')",0.3055855,0.46130908,0.49691954,0.64308053,-6.5841985,-5.7115717,-1.4060254,-1.057148,-0.3488774
88,-0.15227716,-0.32803544,"('low', 'eminent')",-0.94063395,-0.89628077,-0.016288484,-0.2853781,-0.807049,-1.0099825,-0.4790621,-0.6299192,0.1508571
53,-0.15069681,0.19992998,"('uncreative', 'creative')",0.37503052,0.5837791,0.99681467,1.0733335,1.0799551,1.1822071,0.5752759,0.7598124,-0.1845365
64,-0.14278491,-0.088320985,"('shy', 'confident')",-0.6827042,-0.54045445,-0.16403103,-0.07778823,-5.687009,-4.8989496,-1.6691322,-1.4013783,-0.2677539
19,-0.14260256,0.12558152,"('inhospitable', 'hospitable')",0.26650313,0.16572164,-0.2936446,-0.115695514,-0.033990465,0.134898,-0.0509336,0.0776264,-0.12856
27,-0.11448173,0.4320394,"('hardhearted', 'softhearted')",-0.10736816,-0.13066112,-0.48104647,-0.2170126,0.2570257,0.30624717,-0.1114677,0.0976532,-0.2091209
61,-0.098289646,0.24615313,"('illogical', 'logical')",0.1653504,0.3545821,0.7965159,0.9980385,-0.1263771,0.041357078,0.1842999,0.4100327,-0.2257328
47,-0.038960055,-0.10919265,"('stupid', 'smart')",-0.042096883,-0.02597563,0.71313024,0.64585763,4.3799,3.952756,1.2529933,1.1158613,0.137132
8,0.019613072,-0.01134542,"('unaffectionate', 'affectionate')",0.9748468,0.8653276,0.44995007,0.50473773,0.31380057,0.25615045,0.4395526,0.4037176,0.035835
