,bemis_male,bemis_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
8,-0.63520235,-0.6409414,"('unaffectionate', 'affectionate')",-0.8495441,-0.75540423,1.4717088,1.5066857,-0.0043459,0.03678,-0.0411259
28,-0.6305974,-0.65629405,"('disloyal', 'loyal')",-0.5202836,-0.46913216,1.3034091,1.2504917,0.0508427,0.0416885,0.0091542
7,-0.5916023,-0.3405976,"('insensitive', 'sensitive')",-0.594556,-0.35221946,0.79021925,1.0278977,-0.1319797,0.1116935,-0.2436732
83,-0.55629563,-0.6172519,"('powerless', 'powerful')",-0.80267656,-0.95154744,-0.95962083,-1.0677385,-0.7728643,-0.8788459,0.1059816
37,0.54644036,0.57909274,"('fake', 'genuine')",-0.4030492,-0.30481535,0.32413316,0.45848635,0.1558414,0.2442546,-0.0884132
69,0.54585516,0.33579516,"('lazy', 'industrious')",0.7560374,0.7999057,0.10534691,-0.1067625,0.4690798,0.3429795,0.1261003
34,-0.5455941,-0.3337901,"('mean', 'honorable')",0.2928384,0.3466737,5.9610734,5.937884,1.9027726,1.9835892,-0.0808166
61,-0.5358889,-0.5209966,"('illogical', 'logical')",-0.15848252,-0.25188243,-0.024273112,-0.068707146,-0.2395482,-0.2805287,0.0409805
66,-0.52422225,-0.4074538,"('inactive', 'active')",0.04755039,0.031902663,1.5225034,1.384418,0.3486105,0.336289,0.0123215
42,0.5218173,0.59765536,"('unreliable', 'reliable')",0.3190481,0.28105772,-3.1238947,-3.0838864,-0.7610098,-0.7350578,-0.025952
78,-0.5141222,-0.5226466,"('nonresilient', 'resilient')",-0.104157835,-0.07963466,0.22397827,0.3083112,-0.1314339,-0.09799,-0.0334439
16,-0.51096165,-0.55846196,"('unpopular', 'popular')",-0.98297167,-0.86582035,0.87946,0.83208615,-0.2048244,-0.1973987,-0.0074257
30,0.48595473,0.8280498,"('intolerant', 'tolerant')",0.9972134,1.040853,0.8817747,0.9500708,0.7883143,0.9396578,-0.1513435
18,-0.47644082,-0.4415806,"('disagreeable', 'welcoming')",-1.1590511,-1.0540391,-0.4874063,-0.60851014,-0.7076327,-0.7013766,-0.0062561
75,-0.45539522,-0.18989277,"('meek', 'impulsive')",-0.5935912,-0.3559137,-0.21039966,-0.09765468,-0.4197954,-0.2144871,-0.2053083
26,0.45493868,0.7501193,"('hardhearted', 'benevolent')",2.1173332,2.3909767,2.0493622,1.9980826,1.5405447,1.7130596,-0.1725149
38,-0.4542858,-0.12019695,"('untruthful', 'truthful')",-1.3530383,-0.9856141,-0.25872636,-0.09077904,-0.6886835,-0.3988634,-0.2898201
5,-0.44845688,-0.4472641,"('distant', 'outgoing')",-0.5363371,-0.61027396,0.14425305,0.026907641,-0.2801803,-0.3435435,0.0633632
87,0.43098944,0.56294787,"('unsuccessful', 'successful')",0.82699144,1.1149833,0.73736614,0.8976418,0.6651157,0.8585243,-0.1934086
15,-0.41533342,-0.1288241,"('boring', 'funny')",0.23370877,0.3927316,0.43366182,0.5405369,0.0840124,0.2681481,-0.1841357
58,-0.39365223,-0.07022299,"('undiscriminating', 'discriminating')",1.1593852,1.2323961,0.27384153,0.38128644,0.3465248,0.5144866,-0.1679618
70,-0.3557715,0.019100238,"('lethargic', 'energetic')",0.31014615,0.6128359,0.74136406,1.0353017,0.2319129,0.5557459,-0.323833
3,-0.34434173,-0.31644633,"('repellent', 'pleasant')",0.09601059,0.18131548,-0.09511775,-0.020682923,-0.114483,-0.0519379,-0.0625451
31,-0.33709034,-0.18372451,"('evil', 'good')",-0.09254866,0.042341035,-0.306872,-0.45483127,-0.2455037,-0.1987383,-0.0467654
84,-0.31964457,-0.58109933,"('inferior', 'superior')",0.81732273,0.3314312,1.1207678,0.8417674,0.539482,0.1973664,0.3421156
82,-0.30115107,-0.24936578,"('poor', 'rich')",0.04249084,0.28804788,6.4847236,6.700212,2.0753544,2.246298,-0.1709436
74,-0.2970128,-0.07323725,"('undedicated', 'dedicated')",0.489215,0.6890615,0.17878833,0.29575247,0.1236635,0.3038589,-0.1801954
35,0.2915457,0.19113529,"('corrupt', 'incorrupt')",-0.37638542,-0.6491263,0.7000432,0.46307293,0.2050678,0.001694,0.2033738
40,-0.2861237,-0.12388496,"('stingy', 'generous')",0.03038776,0.086442694,-1.4606485,-1.407357,-0.5721281,-0.4815997,-0.0905284
67,0.27551836,0.20212606,"('doubtful', 'determined')",0.32325605,0.28701845,-0.35965765,-0.25864547,0.0797056,0.076833,0.0028726
29,-0.27471805,-0.55306715,"('unfair', 'fair')",-0.1146622,-0.39655977,-0.58785605,-0.60035586,-0.3257454,-0.5166609,0.1909155
4,0.27302888,0.5989412,"('disliked', 'liked')",-0.88910955,-0.65535784,-6.8219213,-6.687362,-2.479334,-2.2479262,-0.2314078
33,0.26723504,0.2656406,"('wrong', 'right')",-0.14714192,-0.22557274,-0.1028447,-0.3084997,0.0057495,-0.0894773,0.0952268
60,0.21715824,0.059809815,"('inefficient', 'efficient')",0.56578183,0.49341643,-0.57309717,-0.32293215,0.0699476,0.0767647,-0.0068171
13,-0.21704009,0.054092288,"('impolite', 'polite')",-0.3915567,-0.1765703,-1.122189,-0.9803164,-0.5769286,-0.3675981,-0.2093305
72,-0.20783176,-0.40464258,"('unambitious', 'ambitious')",-0.3669933,-0.30708557,-0.7496606,-0.6459648,-0.4414952,-0.4525643,0.0110691
81,-0.20636308,-0.22157347,"('submissive', 'aggressive')",-0.279875,-0.109611794,-1.4236792,-1.2680819,-0.6366391,-0.5330891,-0.10355
59,0.20484744,0.104912445,"('foolish', 'wise')",-0.15061381,-0.22782654,0.90818185,0.7895759,0.3208052,0.2222206,0.0985846
76,0.2045397,0.29449493,"('anxious', 'daring')",0.5646606,0.57897,-0.61621976,-0.52811784,0.0509935,0.1151157,-0.0641222
27,0.20338203,0.036647998,"('hardhearted', 'softhearted')",-0.04800043,-0.118236005,1.6968516,1.4747372,0.6174111,0.464383,0.1530281
21,-0.18221065,-0.14152712,"('immoral', 'moral')",-0.34550613,-0.30508122,-1.4045885,-1.4205978,-0.6441017,-0.622402,-0.0216997
68,-0.17588067,-0.55050457,"('dependent', 'independent')",-1.1837149,-1.5865743,-0.8556895,-1.0741879,-0.7384284,-1.0704222,0.3319938
80,-0.17470337,0.18415591,"('dominated', 'dominating')",-0.039150387,0.27607608,-1.8626912,-1.6344371,-0.6921817,-0.3914017,-0.30078
36,-0.1558575,-0.22100134,"('hostile', 'amicable')",-0.4814346,-0.78068817,1.4197454,0.9167584,0.2608178,-0.0283104,0.2891282
79,0.13587739,0.42131203,"('wavering', 'unwavering')",-1.5038365,-1.2288874,0.44194472,0.44166613,-0.3086715,-0.1219698,-0.1867017
49,-0.12612733,-0.19232585,"('unable', 'able')",-0.46153593,-0.5138131,-0.411637,-0.5078967,-0.3331001,-0.4046785,0.0715784
64,0.11513105,-0.14884442,"('shy', 'confident')",0.12536389,-0.13504997,-7.2236214,-7.162156,-2.3277089,-2.4820169,0.154308
47,-0.10987024,0.16966835,"('stupid', 'smart')",0.6904201,0.942336,5.6155896,5.6659403,2.0653798,2.2593149,-0.1939351
50,0.10384214,0.18058318,"('clumsy', 'skillful')",-0.8838074,-0.6623744,0.5150487,0.53206563,-0.0883055,0.0167581,-0.1050636
43,0.10374017,0.0840443,"('irresponsible', 'responsible')",0.7445727,0.7263632,0.43242106,0.6462996,0.4269113,0.485569,-0.0586577
17,-0.100385554,0.059353083,"('nasty', 'nice')",-0.17957649,-0.15301831,-0.96546113,-0.97690094,-0.4151411,-0.3568554,-0.0582857
55,-0.094377674,-0.1248122,"('incompetent', 'clever')",0.9060246,0.7361921,-0.38145554,-0.2595919,0.1433971,0.1172627,0.0261344
71,0.088262536,0.034163438,"('diffident', 'self-confident')",-0.0769338,0.055247292,0.65009147,0.5469204,0.2204734,0.2121104,0.008363
56,0.08165932,0.2956519,"('impractical', 'practical')",0.6741607,0.8826574,-0.44574404,-0.16074662,0.1033587,0.3391876,-0.2358289
85,0.06865121,-0.06956732,"('insignificant', 'prestigious')",-0.81164426,-1.0772533,1.5559853,1.2635195,0.2709974,0.0388996,0.2320978
45,-0.067527905,0.49104723,"('incompetent', 'competent')",-0.027240846,0.45920137,-0.41266868,-0.08380356,-0.1691458,0.288815,-0.4579608
65,0.060026895,-0.08202917,"('insecure', 'secure')",0.31514686,0.2675315,-1.010887,-0.9237231,-0.2119044,-0.2460736,0.0341692
25,-0.051805925,-0.30833372,"('egoistic', 'altruistic')",0.59728026,0.4178092,1.915679,1.6231339,0.8203844,0.5775365,0.2428479
54,-0.047668234,-0.089700386,"('incapable', 'capable')",-0.4054539,-0.5285232,1.2482164,1.2346863,0.2650314,0.2054875,0.0595439
22,-0.032520354,0.19511977,"('untrustworthy', 'trustworthy')",0.26701424,0.44070312,-1.3616717,-1.260703,-0.3757259,-0.2082934,-0.1674325
62,-0.030853089,0.2802529,"('incompetent', 'brilliant')",0.33627403,0.43394446,-0.3720244,-0.038353823,-0.0222012,0.2252812,-0.2474824
41,0.030356098,0.47747213,"('unforgiving', 'forgiving')",-0.0179152,0.3929258,-0.18412763,-0.16581318,-0.0572289,0.2348616,-0.2920905
20,-0.019469798,0.017747745,"('rough', 'thoughtful')",1.0532119,0.84826845,0.9016307,0.86972,0.6451243,0.5785787,0.0665456
24,0.0065634632,0.12409473,"('dishonest', 'honest')",-0.47993368,-0.3246095,0.6153908,0.67430437,0.0473402,0.1579299,-0.1105897
