,novell_male,novell_female,tuple,inc_male,inc_female,average_male,average_female,male-female
88,-0.53402835,-0.6589246,"('low', 'eminent')",0.18770675,0.13330291,-0.1731608,-0.2628108,0.08965
45,-0.52685344,-0.39402658,"('incompetent', 'competent')",-0.51130766,-0.51993585,-0.5190805,-0.4569812,-0.0620993
44,-0.52111214,-0.23523371,"('prejudiced', 'unprejudiced')",-1.4628472,-1.2891867,-0.9919797,-0.7622102,-0.2297695
36,-0.49951905,-0.7953902,"('hostile', 'amicable')",0.557893,0.3569094,0.029187,-0.2192404,0.2484274
33,0.4930234,0.2720566,"('wrong', 'right')",-0.55409217,-0.644931,-0.0305344,-0.1864372,0.1559028
64,-0.4355662,-0.48737162,"('shy', 'confident')",-6.44559,-6.4128036,-3.440578,-3.4500875,0.0095095
25,0.43421507,0.19890991,"('egoistic', 'altruistic')",1.6644254,1.5874549,1.0493202,0.8931824,0.1561378
27,-0.4339975,-0.4845323,"('hardhearted', 'softhearted')",1.5651199,1.3217472,0.5655612,0.4186074,0.1469538
71,0.43195546,0.36129162,"('diffident', 'self-confident')",0.7429722,0.71082747,0.5874639,0.5360596,0.0514043
20,0.42537668,0.5907588,"('rough', 'thoughtful')",1.3453933,1.2968999,0.885385,0.9438294,-0.0584444
16,-0.42344856,-0.32196158,"('unpopular', 'popular')",0.542879,0.49800694,0.0597152,0.0880227,-0.0283075
42,-0.4234296,-0.20970832,"('unreliable', 'reliable')",-3.4339082,-3.2236068,-1.928669,-1.7166575,-0.2120115
77,-0.42184204,-0.59205216,"('unmotivated', 'motivated')",-0.9968504,-1.0266618,-0.7093462,-0.8093569,0.1000107
46,-0.41736704,-0.30504698,"('uncompetitive', 'competitive')",-0.7168037,-0.71765924,-0.5670854,-0.5113531,-0.0557323
34,0.41290915,0.38655466,"('mean', 'honorable')",5.9646626,5.8459544,3.1887858,3.1162546,0.0725312
62,0.40426806,0.7572492,"('incompetent', 'brilliant')",-0.028473234,0.165565,0.1878974,0.4614071,-0.2735097
43,-0.40057158,-0.18303615,"('irresponsible', 'responsible')",0.25788742,0.28293937,-0.0713421,0.0499516,-0.1212937
57,-0.39325815,-0.27619568,"('unimaginative', 'imaginative')",-2.410095,-2.366231,-1.4016765,-1.3212134,-0.0804631
9,-0.38527337,-0.42455935,"('unaffectionate', 'caring')",1.1221417,1.1253597,0.3684342,0.3504001,0.0180341
15,-0.38086656,-0.5126426,"('boring', 'funny')",0.35371017,0.34026542,-0.0135782,-0.0861886,0.0726104
55,0.37572592,0.44025242,"('incompetent', 'clever')",0.03927663,0.05767758,0.2075013,0.248965,-0.0414637
11,-0.37565866,-0.10115728,"('unhelpful', 'helpful')",1.3988022,1.4958298,0.5115718,0.6973363,-0.1857645
0,-0.37543938,-0.53096944,"('unsociable', 'sociable')",-0.38844532,-0.52447593,-0.3819423,-0.5277227,0.1457804
8,-0.37365246,-0.48744345,"('unaffectionate', 'affectionate')",0.7877623,0.7568307,0.2070549,0.1346936,0.0723613
66,-0.36893928,-0.45432928,"('inactive', 'active')",0.6817412,0.5382672,0.1564009,0.041969,0.1144319
60,0.36668366,0.3692681,"('inefficient', 'efficient')",-0.072972625,0.019258684,0.1468555,0.1942634,-0.0474079
72,-0.36267436,-0.33077297,"('unambitious', 'ambitious')",-0.9488731,-0.8722223,-0.6557738,-0.6014977,-0.0542761
56,0.36216488,0.5697787,"('impractical', 'practical')",-0.47499016,-0.3129834,-0.0564126,0.1283976,-0.1848102
13,-0.36114562,-0.3513683,"('impolite', 'polite')",-0.76295775,-0.71051085,-0.5620517,-0.5309396,-0.0311121
17,-0.3525184,-0.44002852,"('nasty', 'nice')",-0.4243893,-0.5286294,-0.3884538,-0.484329,0.0958752
37,0.33493686,0.37306136,"('fake', 'genuine')",0.27314705,0.355675,0.304042,0.3643682,-0.0603262
12,-0.3049382,-0.10627888,"('unsupportive', 'supportive')",-1.8087579,-1.8506124,-1.056848,-0.9784456,-0.0784024
54,-0.2999305,-0.29540703,"('incapable', 'capable')",1.1037948,1.1843046,0.4019322,0.4444488,-0.0425166
47,0.2937177,0.40112087,"('stupid', 'smart')",4.9930325,5.096788,2.6433752,2.7489543,-0.1055791
23,-0.29182476,-0.27210766,"('insincere', 'sincere')",5.4546475,5.416436,2.5814114,2.5721643,0.0092471
78,-0.28219423,-0.35103074,"('nonresilient', 'resilient')",0.56077427,0.37687624,0.13929,0.0129227,0.1263673
61,0.28058115,0.22446546,"('illogical', 'logical')",0.6472965,0.5964396,0.4639388,0.4104525,0.0534863
48,0.2707888,0.23090635,"('unintelligent', 'intelligent')",1.0404623,0.92530704,0.6556255,0.5781067,0.0775188
86,-0.260859,-0.5247542,"('uninfluential', 'influential')",0.002085425,-0.2391893,-0.1293868,-0.3819718,0.252585
74,-0.25856584,-0.08925268,"('undedicated', 'dedicated')",0.044339344,0.051804923,-0.1071132,-0.0187239,-0.0883893
1,-0.25664294,-0.54365957,"('unfriendly', 'friendly')",1.7995703,1.6220089,0.7714637,0.5391747,0.232289
73,0.25491977,0.50480187,"('helpless', 'self-reliant')",-2.8052173,-2.6059198,-1.2751487,-1.050559,-0.2245897
80,-0.2492955,-0.106952,"('dominated', 'dominating')",-1.4715209,-1.3787186,-0.8604082,-0.7428353,-0.1175729
32,-0.22890115,-0.30897564,"('unkind', 'kind')",0.68501806,0.7157216,0.2280585,0.203373,0.0246855
82,-0.2105341,-0.07786803,"('poor', 'rich')",5.599146,5.6355934,2.6943059,2.7788627,-0.0845568
24,-0.20735292,-0.23054187,"('dishonest', 'honest')",0.52208805,0.4885498,0.1573676,0.129004,0.0283636
65,-0.18396063,-0.23742388,"('insecure', 'secure')",-0.50871223,-0.38868812,-0.3463364,-0.313056,-0.0332804
3,-0.18200779,-0.17591937,"('repellent', 'pleasant')",0.11996122,0.1333989,-0.0310233,-0.0212602,-0.0097631
87,0.17870878,0.21286361,"('unsuccessful', 'successful')",0.81366175,0.90837,0.4961853,0.5606168,-0.0644315
81,0.17867386,0.1843299,"('submissive', 'aggressive')",-1.12074,-1.0104929,-0.4710331,-0.4130815,-0.0579516
70,-0.17481107,0.037580825,"('lethargic', 'energetic')",0.18360841,0.3360814,0.0043987,0.1868311,-0.1824324
59,0.1747691,0.23295711,"('foolish', 'wise')",0.4249049,0.41627115,0.299837,0.3246141,-0.0247771
76,0.17117795,0.3508974,"('anxious', 'daring')",-0.083157,0.069212414,0.0440105,0.2100549,-0.1660444
21,-0.17038047,-0.14315598,"('immoral', 'moral')",-0.6041212,-0.58248204,-0.3872508,-0.362819,-0.0244318
22,-0.16372594,-0.026612455,"('untrustworthy', 'trustworthy')",-1.1527005,-1.056935,-0.6582133,-0.5417737,-0.1164396
7,-0.13939944,-0.14261399,"('insensitive', 'sensitive')",0.48884162,0.49266142,0.1747211,0.1750237,-0.0003026
49,-0.12250233,0.026837826,"('unable', 'able')",0.021345235,0.1442062,-0.0505785,0.085522,-0.1361005
35,-0.122342944,-0.10076791,"('corrupt', 'incorrupt')",0.035518274,-0.02802053,-0.0434123,-0.0643942,0.0209819
75,0.11724651,0.33537933,"('meek', 'impulsive')",-0.26264945,-0.24941792,-0.0727015,0.0429807,-0.1156822
5,0.0934752,-0.04642238,"('distant', 'outgoing')",-0.18754548,-0.24510562,-0.0470351,-0.145764,0.0987289
51,-0.09038384,-0.19282414,"('uneducated', 'educated')",0.7206636,0.55061495,0.3151399,0.1788954,0.1362445
6,-0.08436365,-0.17551553,"('distant', 'open')",0.26780027,0.16809952,0.0917183,-0.003708,0.0954263
29,0.07276048,0.09014116,"('unfair', 'fair')",-0.20460254,-0.32471225,-0.065921,-0.1172855,0.0513645
52,0.06974996,-0.16048062,"('irrational', 'rational')",0.4966528,0.29415697,0.2832014,0.0668382,0.2163632
68,0.06911574,0.06098356,"('dependent', 'independent')",-0.17472143,-0.3959445,-0.0528028,-0.1674805,0.1146777
63,0.057135716,0.29418695,"('unperceptive', 'insightful')",0.8182887,0.8081486,0.4377122,0.5511678,-0.1134556
53,0.05098871,0.05718436,"('uncreative', 'creative')",0.98471725,0.90710765,0.517853,0.482146,0.035707
26,-0.046221953,-0.20627026,"('hardhearted', 'benevolent')",1.6977365,1.6676108,0.8257573,0.7306703,0.095087
30,-0.039789118,-0.060518615,"('intolerant', 'tolerant')",1.0786407,1.1458577,0.5194258,0.5426695,-0.0232437
41,0.02542508,-0.026585884,"('unforgiving', 'forgiving')",0.05900896,-0.08119806,0.042217,-0.053892,0.096109
58,0.015690666,0.038534548,"('undiscriminating', 'discriminating')",0.32897997,0.24239567,0.1723353,0.1404651,0.0318702
18,0.01413402,-0.10393646,"('disagreeable', 'welcoming')",-0.2350191,-0.35666773,-0.1104425,-0.2303021,0.1198596
