,ameren_male,ameren_female,tuple,corp_male,corp_female,average_male,average_female,male-female
7,-0.7930075,-0.69871104,"('insensitive', 'sensitive')",-0.060777564,0.30486798,-0.4268925,-0.1969215,-0.229971
3,-0.7502185,-0.80439454,"('repellent', 'pleasant')",0.8710614,0.83519495,0.0604214,0.0154002,0.0450212
2,0.70235956,0.49002293,"('unlikable', 'likable')",0.87172633,0.5687826,0.787043,0.5294028,0.2576402
35,0.69636035,0.65962684,"('corrupt', 'incorrupt')",-0.44480997,-0.73323214,0.1257752,-0.0368026,0.1625778
31,-0.68099415,-0.37441087,"('evil', 'good')",-0.78527033,-1.0289488,-0.7331322,-0.7016798,-0.0314524
83,-0.6676649,-0.52915186,"('powerless', 'powerful')",-0.93335646,-0.79133564,-0.8005106,-0.6602437,-0.1402669
11,-0.6477825,-0.8046505,"('unhelpful', 'helpful')",1.2925248,1.5988011,0.3223712,0.3970753,-0.0747041
13,-0.643691,-0.621362,"('impolite', 'polite')",-0.98702216,-0.7474427,-0.8153566,-0.6844023,-0.1309543
44,0.6218029,0.877301,"('prejudiced', 'unprejudiced')",-1.3177885,-1.2683072,-0.3479928,-0.1955031,-0.1524897
51,-0.6141619,-0.792697,"('uneducated', 'educated')",0.44434246,0.30206203,-0.0849097,-0.2453175,0.1604078
29,-0.5682295,-0.6379614,"('unfair', 'fair')",-0.32414424,-0.54941803,-0.4461869,-0.5936897,0.1475028
56,-0.54811037,-0.5227506,"('impractical', 'practical')",-0.53577036,-0.2302865,-0.5419403,-0.3765185,-0.1654218
79,-0.5474809,-0.5161991,"('wavering', 'unwavering')",-0.70204026,-0.79025507,-0.6247606,-0.6532271,0.0284665
32,-0.5403331,-0.6237813,"('unkind', 'kind')",0.45362496,0.5541096,-0.0433541,-0.0348359,-0.0085182
66,-0.53814685,-0.58943045,"('inactive', 'active')",-0.19560945,-0.18457216,-0.3668782,-0.3870013,0.0201231
62,-0.5239006,-0.44034457,"('incompetent', 'brilliant')",0.21199183,0.65989745,-0.1559544,0.1097764,-0.2657308
28,-0.507706,-0.83283097,"('disloyal', 'loyal')",0.7903471,0.7177525,0.1413206,-0.0575392,0.1988598
74,-0.49900937,-0.7276261,"('undedicated', 'dedicated')",-0.38715684,-0.40133303,-0.4430831,-0.5644796,0.1213965
14,-0.48795086,-0.40832072,"('antisocial', 'social')",0.10391798,0.2063081,-0.1920164,-0.1010063,-0.0910101
65,-0.44438863,-0.28366745,"('insecure', 'secure')",-0.43799382,-0.06278852,-0.4411912,-0.173228,-0.2679632
72,-0.44086123,-0.7787964,"('unambitious', 'ambitious')",-0.85067344,-0.78524005,-0.6457673,-0.7820182,0.1362509
41,-0.4223963,-0.5579427,"('unforgiving', 'forgiving')",-0.13530648,-0.16514051,-0.2788514,-0.3615416,0.0826902
85,0.4200537,0.20096932,"('insignificant', 'prestigious')",0.23177838,-0.31096637,0.3259161,-0.0549985,0.3809146
47,-0.40231562,-0.31983525,"('stupid', 'smart')",4.2560906,4.712477,1.9268875,2.196321,-0.2694335
33,0.3513534,0.25424945,"('wrong', 'right')",-0.83791965,-0.90177876,-0.2432831,-0.3237647,0.0804816
78,-0.34283063,-0.5391927,"('nonresilient', 'resilient')",0.25393814,0.11967904,-0.0444462,-0.2097568,0.1653106
75,0.3373966,0.2950149,"('meek', 'impulsive')",-0.7172382,-0.84724087,-0.1899208,-0.276113,0.0861922
27,-0.337187,-0.35761815,"('hardhearted', 'softhearted')",0.9649718,0.82817966,0.3138924,0.2352808,0.0786116
26,-0.3335344,-0.33048597,"('hardhearted', 'benevolent')",1.6483281,1.6351882,0.6573969,0.6523511,0.0050458
59,0.32523552,0.335054,"('foolish', 'wise')",-0.11047268,-0.16589122,0.1073814,0.0845814,0.0228
52,0.28559607,0.18211485,"('irrational', 'rational')",0.19316378,-0.21422155,0.2393799,-0.0160533,0.2554332
16,-0.25663006,-0.44446635,"('unpopular', 'popular')",0.54854333,0.06674042,0.1459566,-0.188863,0.3348196
68,-0.2483863,-0.36417648,"('dependent', 'independent')",-0.4449705,-0.7196861,-0.3466784,-0.5419313,0.1952529
20,0.24009931,0.15897328,"('rough', 'thoughtful')",0.81902957,0.6708754,0.5295644,0.4149243,0.1146401
18,-0.21199092,-0.4024737,"('disagreeable', 'welcoming')",-0.64680773,-0.8893704,-0.4293993,-0.6459221,0.2165228
82,-0.21095869,-0.6803632,"('poor', 'rich')",5.5502205,5.391565,2.669631,2.3556008,0.3140302
37,0.19114351,0.028561153,"('fake', 'genuine')",-0.2612326,-0.16606554,-0.0350446,-0.0687522,0.0337076
34,0.15741453,0.038018323,"('mean', 'honorable')",5.0138865,5.0972276,2.5856504,2.5676229,0.0180275
87,0.15583575,0.09313975,"('unsuccessful', 'successful')",0.76772374,0.94780594,0.4617797,0.5204728,-0.0586931
50,0.1515496,0.006994944,"('clumsy', 'skillful')",-0.13818656,-0.3375111,0.0066815,-0.1652581,0.1719396
30,-0.13944224,-0.20918638,"('intolerant', 'tolerant')",0.88560975,0.930978,0.3730838,0.3608958,0.012188
36,0.099189565,-0.06785178,"('hostile', 'amicable')",-0.1611655,-0.7510326,-0.030988,-0.4094422,0.3784542
48,-0.09827733,-0.05111706,"('unintelligent', 'intelligent')",1.0289085,1.0673404,0.4653156,0.5081117,-0.0427961
25,-0.08934423,-0.26527774,"('egoistic', 'altruistic')",1.3548163,0.95254236,0.632736,0.3436323,0.2891037
64,0.08641627,0.2278458,"('shy', 'confident')",-5.5521555,-5.575215,-2.7328696,-2.6736846,-0.059185
21,-0.08393292,-0.25127992,"('immoral', 'moral')",-0.16068925,-0.17428194,-0.1223111,-0.2127809,0.0904698
80,-0.07548323,0.17499368,"('dominated', 'dominating')",-0.93898356,-0.49876606,-0.5072334,-0.1618862,-0.3453472
88,-0.0748749,-0.26717535,"('low', 'eminent')",-0.11030227,-0.25920984,-0.0925886,-0.2631926,0.170604
60,-0.07040364,-0.1855865,"('inefficient', 'efficient')",-0.065531455,0.13143076,-0.0679675,-0.0270779,-0.0408896
49,-0.06979409,-0.09470749,"('unable', 'able')",-0.14817314,-0.14558038,-0.1089836,-0.1201439,0.0111603
40,-0.050074197,0.097461864,"('stingy', 'generous')",-1.6004937,-1.7463994,-0.8252839,-0.8244688,-0.0008151
39,-0.043064144,0.28317,"('exploitative', 'cooperative')",0.08322746,0.36427623,0.0200817,0.3237231,-0.3036414
15,0.031143261,0.14911947,"('boring', 'funny')",-0.050544906,-0.1537361,-0.0097008,-0.0023083,-0.0073925
84,-0.03053138,-0.17856018,"('inferior', 'superior')",1.3309687,1.0870863,0.6502187,0.4542631,0.1959556
17,0.02960892,0.19437864,"('nasty', 'nice')",-0.5943234,-0.58260757,-0.2823572,-0.1941145,-0.0882427
42,-0.02446162,0.008332357,"('unreliable', 'reliable')",-3.1279216,-3.2900195,-1.5761915,-1.6408436,0.0646521
76,0.021762911,-0.023252534,"('anxious', 'daring')",-0.32487518,-0.18690735,-0.1515561,-0.1050799,-0.0464762
81,0.015114151,-0.011856958,"('submissive', 'aggressive')",-0.5726296,-0.34623238,-0.2787577,-0.1790447,-0.099713
67,0.012746565,-0.086558744,"('doubtful', 'determined')",-0.30560258,-0.39213282,-0.146428,-0.2393458,0.0929178
4,0.009611096,0.0764287,"('disliked', 'liked')",-5.9317055,-6.4460254,-2.9610472,-3.1847982,0.223751
