,cme_male,cme_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
15,0.21171144,0.25786263,"('boring', 'funny')",-1.2778645,-1.0781505,0.4011645,0.48451447,-0.2216628,-0.1119245,-0.1097383
85,-0.20864338,-0.3892346,"('insignificant', 'prestigious')",-0.77362853,-0.8162185,0.263286,0.043977574,-0.239662,-0.3871585,0.1474965
74,0.2054462,0.06898289,"('undedicated', 'dedicated')",1.3526316,1.3150796,0.14997208,0.076360986,0.56935,0.4868078,0.0825422
76,0.18340151,0.24092656,"('anxious', 'daring')",0.86575377,0.79951245,0.41080388,0.43637544,0.486653,0.4922715,-0.0056185
71,0.18178117,0.23626405,"('diffident', 'self-confident')",-0.035179228,0.02197897,0.35126278,0.38474035,0.1659549,0.2143278,-0.0483729
40,-0.18006131,-0.32344797,"('stingy', 'generous')",0.4804427,0.34924662,-1.3186508,-1.5586925,-0.3394231,-0.5109646,0.1715415
11,0.16826323,0.35817212,"('unhelpful', 'helpful')",0.43921912,0.528609,2.1117494,2.4144418,0.9064105,1.1004076,-0.1939971
70,-0.1596151,0.034438923,"('lethargic', 'energetic')",0.8461973,0.8546051,0.9309918,1.0628221,0.5391913,0.650622,-0.1114307
59,0.1587821,0.07371427,"('foolish', 'wise')",-1.0210931,-1.223756,0.4274307,0.26164392,-0.1449601,-0.2961326,0.1511725
65,-0.14485806,-0.03695523,"('insecure', 'secure')",0.9431758,0.8798244,-0.27460492,-0.14172423,0.1745709,0.233715,-0.0591441
41,-0.110697806,-0.20701768,"('unforgiving', 'forgiving')",0.5485115,0.5430338,0.47059807,0.62979203,0.3028039,0.3219361,-0.0191322
83,0.10429419,0.13707112,"('powerless', 'powerful')",0.08682086,0.14784156,-0.8510799,-0.8733959,-0.2199883,-0.1961611,-0.0238272
52,0.097630836,-0.22889477,"('irrational', 'rational')",-0.891048,-0.996231,-0.232414,-0.42796046,-0.3419437,-0.5510287,0.209085
80,0.089553565,0.39343068,"('dominated', 'dominating')",1.5031412,1.4745659,-0.91566944,-1.0101869,0.2256751,0.2859366,-0.0602615
77,-0.072692186,0.18981163,"('unmotivated', 'motivated')",0.6362245,0.7330617,-1.0582837,-0.94988245,-0.1649171,-0.009003,-0.1559141
46,0.05597495,0.16631761,"('uncompetitive', 'competitive')",1.773406,1.7269855,-0.2498113,-0.2768016,0.5265232,0.5388338,-0.0123106
3,0.05272744,0.04735252,"('repellent', 'pleasant')",0.9042839,0.7828711,0.35294726,0.18265657,0.4366529,0.3376267,0.0990262
58,0.05091087,0.019682378,"('undiscriminating', 'discriminating')",1.033125,1.0865594,0.18649644,0.11156811,0.4235108,0.4059366,0.0175742
81,-0.036217265,0.19925234,"('submissive', 'aggressive')",2.07253,2.181302,-0.28753078,-0.059585556,0.5829273,0.7736563,-0.190729
44,-0.033761315,0.09258619,"('prejudiced', 'unprejudiced')",-0.23394242,-0.30299342,-1.4085593,-1.4983572,-0.5587544,-0.5695881,0.0108337
75,0.027749171,0.039861005,"('meek', 'impulsive')",-1.3892525,-1.2508527,-0.49791282,-0.29773334,-0.6198054,-0.5029083,-0.1168971
7,-0.0065051056,0.20855086,"('insensitive', 'sensitive')",0.2451773,0.3565406,0.83673877,0.9816795,0.3584703,0.5155903,-0.15712
47,-0.0058309585,-0.034622163,"('stupid', 'smart')",0.3959254,0.40726796,5.2986217,5.4397845,1.8962386,1.9374768,-0.0412382
