,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
56,-0.2999397,0.06868249,"('impractical', 'practical')",-0.24393483,0.47081175,-0.2719373,0.2697471,-0.5416844
27,-0.27991563,-0.3443268,"('hardhearted', 'softhearted')",1.7698311,1.4363143,0.7449577,0.5459938,0.1989639
61,-0.2762042,-0.3493488,"('illogical', 'logical')",0.028530858,0.03429017,-0.1238367,-0.1575293,0.0336926
15,-0.2738089,-0.24116121,"('boring', 'funny')",0.44356585,0.3791657,0.0848785,0.0690022,0.0158763
7,-0.2607816,-0.2898663,"('insensitive', 'sensitive')",0.88905215,1.1854985,0.3141353,0.4478161,-0.1336808
32,-0.2578268,-0.09643921,"('unkind', 'kind')",0.71512556,0.87703353,0.2286494,0.3902972,-0.1616478
40,-0.25527498,-0.2292753,"('stingy', 'generous')",-1.2041014,-1.2772672,-0.7296882,-0.7532713,0.0235831
55,-0.24577552,-0.10042256,"('incompetent', 'clever')",0.3769533,0.51783556,0.0655889,0.2087065,-0.1431176
60,0.24311945,0.5041704,"('inefficient', 'efficient')",0.18046987,0.752054,0.2117947,0.6281122,-0.4163175
70,-0.22184062,-0.05751227,"('lethargic', 'energetic')",0.7967125,1.2942269,0.2874359,0.6183573,-0.3309214
75,0.22156578,0.25632316,"('meek', 'impulsive')",-0.37492824,-0.259919,-0.0766812,-0.0017979,-0.0748833
85,-0.20937656,-0.36884367,"('insignificant', 'prestigious')",0.48975936,-0.005528901,0.1401914,-0.1871863,0.3273777
48,-0.20610762,-0.03751035,"('unintelligent', 'intelligent')",1.0720526,1.1757503,0.4329725,0.5691199,-0.1361474
39,0.18808815,0.16350193,"('exploitative', 'cooperative')",0.095095806,0.25908208,0.141592,0.211292,-0.0697
72,-0.18424262,-0.096847355,"('unambitious', 'ambitious')",-0.9838509,-0.6191097,-0.5840468,-0.3579785,-0.2260683
47,-0.17946239,-0.06364458,"('stupid', 'smart')",4.8551626,5.1399927,2.3378501,2.5381742,-0.2003241
4,-0.16198498,-0.23068409,"('disliked', 'liked')",-5.869231,-6.087949,-3.0156081,-3.1593165,0.1437084
74,-0.1582708,-0.34333208,"('undedicated', 'dedicated')",0.15020403,0.012440916,-0.0040334,-0.1654456,0.1614122
59,0.14895496,0.03988301,"('foolish', 'wise')",0.11813778,0.07026088,0.1335464,0.0550719,0.0784745
62,-0.1332823,0.39156199,"('incompetent', 'brilliant')",0.36930278,1.3058952,0.1180102,0.8487286,-0.7307184
87,-0.12667367,-0.08602102,"('unsuccessful', 'successful')",0.8028584,0.7750246,0.3380924,0.3445018,-0.0064094
44,-0.08199572,-0.10176125,"('prejudiced', 'unprejudiced')",-1.4514266,-1.4714806,-0.7667112,-0.7866209,0.0199097
42,-0.03783931,0.07798113,"('unreliable', 'reliable')",-2.577005,-2.4536602,-1.3074222,-1.1878395,-0.1195827
35,0.02409111,0.01300068,"('corrupt', 'incorrupt')",-0.31226462,-0.6859929,-0.1440867,-0.3364961,0.1924094
80,0.0195412,0.13142456,"('dominated', 'dominating')",-0.9960262,-0.8191659,-0.4882425,-0.3438707,-0.1443718
76,-0.018816672,0.11194101,"('anxious', 'daring')",0.391941,0.75181466,0.1865622,0.4318779,-0.2453157
12,-0.013155997,-0.011519045,"('unsupportive', 'supportive')",-1.5525026,-1.3519914,-0.7828293,-0.6817552,-0.1010741
65,0.0074676797,0.1482198,"('insecure', 'secure')",-0.5235832,-0.1569292,-0.2580577,-0.0043547,-0.253703
26,0.0041214153,-0.26411936,"('hardhearted', 'benevolent')",1.849486,1.4472504,0.9268037,0.5915655,0.3352382
20,-0.0009519085,0.033369813,"('rough', 'thoughtful')",1.3512546,1.247033,0.6751513,0.6402014,0.0349499
