,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
50,0.5450879,0.4526127,"('clumsy', 'skillful')",0.5280009,0.22510132,0.5365444,0.338857,0.1976874
1,-0.5363055,-0.34352723,"('unfriendly', 'friendly')",1.4000149,1.3951863,0.4318547,0.5258296,-0.0939749
81,-0.5016791,-0.5937084,"('submissive', 'aggressive')",-0.7525581,-0.68973136,-0.6271186,-0.6417199,0.0146013
34,0.49972445,0.56472963,"('mean', 'honorable')",5.482381,5.474506,2.9910526,3.0196178,-0.0285652
36,-0.48835272,-0.5127065,"('hostile', 'amicable')",-0.23553613,-0.36806118,-0.3619444,-0.4403839,0.0784395
2,0.47879383,0.60379267,"('unlikable', 'likable')",0.61916596,0.85870427,0.5489799,0.7312485,-0.1822686
12,0.46395078,0.62930036,"('unsupportive', 'supportive')",-1.7861812,-1.882267,-0.6611152,-0.6264833,-0.0346319
61,-0.4465578,-0.3705294,"('illogical', 'logical')",0.25616544,0.3455211,-0.0951962,-0.0125042,-0.082692
7,-0.41115993,-0.27624443,"('insensitive', 'sensitive')",0.28544742,0.31079295,-0.0628563,0.0172743,-0.0801306
30,-0.4092436,-0.23529322,"('intolerant', 'tolerant')",0.43308502,0.57071465,0.0119207,0.1677107,-0.15579
16,-0.40664592,-0.344634,"('unpopular', 'popular')",0.45377877,0.27041414,0.0235664,-0.0371099,0.0606763
56,0.38817272,0.6861912,"('impractical', 'practical')",-0.88886094,-0.5256141,-0.2503441,0.0802886,-0.3306327
24,-0.35753143,-0.15129599,"('dishonest', 'honest')",0.73702717,0.8890129,0.1897479,0.3688585,-0.1791106
9,0.33947584,0.5142738,"('unaffectionate', 'caring')",1.6003003,1.3176365,0.9698881,0.9159552,0.0539329
63,-0.33057848,-0.23101558,"('unperceptive', 'insightful')",0.6386178,0.58383536,0.1540197,0.1764099,-0.0223902
62,-0.32842565,-0.1429706,"('incompetent', 'brilliant')",0.68638366,0.63398635,0.178979,0.2455079,-0.0665289
43,-0.32612184,-0.13003132,"('irresponsible', 'responsible')",0.28959078,0.32529885,-0.0182655,0.0976338,-0.1158993
20,-0.3137323,-0.5347098,"('rough', 'thoughtful')",1.0070424,0.75482506,0.3466551,0.1100576,0.2365975
26,-0.30433008,-0.119306296,"('hardhearted', 'benevolent')",1.5104978,1.5931662,0.6030838,0.73693,-0.1338462
88,-0.30082506,-0.2586612,"('low', 'eminent')",-0.36011955,-0.36644828,-0.3304723,-0.3125547,-0.0179176
8,-0.30021656,-0.090784356,"('unaffectionate', 'affectionate')",0.7651459,0.5182315,0.2324647,0.2137236,0.0187411
66,-0.28674084,-0.4253952,"('inactive', 'active')",0.70658445,0.44558844,0.2099218,0.0100966,0.1998252
49,0.2747199,0.48268288,"('unable', 'able')",0.06948994,0.034443837,0.1721049,0.2585634,-0.0864585
79,0.27270463,0.3485809,"('wavering', 'unwavering')",-0.43372232,-0.5872523,-0.0805088,-0.1193357,0.0388269
75,0.26352054,0.31930697,"('meek', 'impulsive')",-0.49420568,-0.49740368,-0.1153426,-0.0890484,-0.0262942
74,-0.25814933,-0.035328373,"('undedicated', 'dedicated')",-0.74932283,-0.47549725,-0.5037361,-0.2554128,-0.2483233
4,0.25758782,0.37498066,"('disliked', 'liked')",-6.964156,-6.3545055,-3.3532841,-2.9897625,-0.3635216
42,0.24818239,0.3280234,"('unreliable', 'reliable')",-3.0426946,-2.8594484,-1.3972561,-1.2657125,-0.1315436
38,0.19696416,0.4584741,"('untruthful', 'truthful')",0.05632745,0.26252347,0.1266458,0.3604988,-0.233853
19,0.1838274,0.29851627,"('inhospitable', 'hospitable')",-0.24618131,-0.1052316,-0.031177,0.0966423,-0.1278193
40,0.16810197,0.11570618,"('stingy', 'generous')",-2.1234827,-2.1812844,-0.9776903,-1.0327891,0.0550988
35,0.16288042,0.19834806,"('corrupt', 'incorrupt')",-0.44152823,-0.34325314,-0.1393239,-0.0724525,-0.0668714
29,-0.13881007,-0.119025774,"('unfair', 'fair')",-0.41654694,-0.35394144,-0.2776785,-0.2364836,-0.0411949
83,0.13539538,0.23125821,"('powerless', 'powerful')",-1.2976229,-1.2412772,-0.5811138,-0.5050095,-0.0761043
41,-0.13406368,-0.034684233,"('unforgiving', 'forgiving')",-0.14422762,-0.17110471,-0.1391456,-0.1028945,-0.0362511
37,0.11280452,-0.05221001,"('fake', 'genuine')",-0.09438959,-0.046957243,0.0092075,-0.0495836,0.0587911
47,0.10711487,0.19093505,"('stupid', 'smart')",5.682731,5.441376,2.894923,2.8161557,0.0787673
17,-0.091788866,-0.084713496,"('nasty', 'nice')",-0.50728667,-0.5203453,-0.2995378,-0.3025294,0.0029916
84,-0.08581873,0.12718926,"('inferior', 'superior')",0.7595298,0.9415664,0.3368556,0.5343778,-0.1975222
77,-0.08249524,-0.15490645,"('unmotivated', 'motivated')",-0.92253214,-1.0435518,-0.5025137,-0.5992291,0.0967154
31,0.08050305,0.021224184,"('evil', 'good')",-0.8083729,-0.90504795,-0.3639349,-0.4419119,0.077977
18,-0.07855396,0.0050177276,"('disagreeable', 'welcoming')",-0.3822819,-0.48704344,-0.2304179,-0.2410129,0.010595
78,0.071491316,0.039931927,"('nonresilient', 'resilient')",0.23297724,0.0023415452,0.1522343,0.0211367,0.1310976
87,-0.07056261,-0.012820791,"('unsuccessful', 'successful')",0.9172897,0.7763865,0.4233635,0.3817829,0.0415806
60,0.038636267,0.13994373,"('inefficient', 'efficient')",0.019171141,0.18582325,0.0289037,0.1628835,-0.1339798
11,-0.032199655,0.14744155,"('unhelpful', 'helpful')",2.0272954,2.1359172,0.9975479,1.1416794,-0.1441315
54,0.029705252,0.061962888,"('incapable', 'capable')",1.0238528,0.80062413,0.5267791,0.4312935,0.0954856
52,-0.022994153,-0.026641857,"('irrational', 'rational')",0.17039728,-0.00040940382,0.0737016,-0.0135256,0.0872272
23,-0.008588213,0.060631085,"('insincere', 'sincere')",5.8571324,5.5002613,2.9242721,2.7804463,0.1438258
80,-0.006712429,-0.08387523,"('dominated', 'dominating')",-0.7242034,-0.780829,-0.3654579,-0.4323521,0.0668942
