,penney_male,penney_female,tuple,jc_male,jc_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
21,-1.3940506,-1.2694522,"('immoral', 'moral')",-0.6272291,-0.78762245,-1.0072147,-0.81171304,-1.5343685,-1.3342072,-1.1407157,-1.0507487,-0.089967
70,-1.3262091,-1.2561466,"('lethargic', 'energetic')",-0.59893113,-0.6597659,-0.69819576,-0.3447907,0.5248902,0.6470031,-0.5246114,-0.403425,-0.1211864
82,-1.317482,-1.2678574,"('poor', 'rich')",-1.962294,-1.99273,-0.20825963,-0.023711469,6.3703246,6.515914,0.7205722,0.8079038,-0.0873316
22,-1.3045176,-1.251741,"('untrustworthy', 'trustworthy')",-0.5585992,-0.5258898,-0.12483312,0.050676238,-1.5816891,-1.3847651,-0.8924097,-0.7779299,-0.1144798
77,-1.2998952,-1.4162915,"('unmotivated', 'motivated')",-0.42391777,-0.6351078,-0.3583123,-0.50411105,-0.8324842,-0.926237,-0.7286524,-0.8704368,0.1417844
36,1.2954783,1.2167102,"('hostile', 'amicable')",1.1034669,1.206525,0.66227543,0.47498876,1.2134265,1.0873191,1.0686618,0.9963858,0.072276
88,-1.2858121,-1.0978888,"('low', 'eminent')",-1.0415097,-0.96027315,-1.2150203,-0.88514084,0.26044118,0.3634379,-0.8204752,-0.6449662,-0.175509
6,1.2736353,1.2900046,"('distant', 'open')",1.5408394,1.5421523,0.23363212,-0.059942488,1.0537654,0.8596664,1.025468,0.9079702,0.1174978
5,1.2550201,1.1930841,"('distant', 'outgoing')",1.5423479,1.536899,0.10024624,-0.2299071,0.01806809,-0.18334341,0.7289206,0.5791832,0.1497374
72,-1.2436767,-1.1323241,"('unambitious', 'ambitious')",-1.0357732,-1.0345892,-1.269726,-1.0818592,-1.1009089,-0.9982772,-1.1625212,-1.0617625,-0.1007587
63,-1.2254417,-1.1109992,"('unperceptive', 'insightful')",-0.2634702,-0.30200338,-0.7829566,-0.48317474,0.76080847,0.7799298,-0.377765,-0.2790619,-0.0987031
58,-1.1520579,-1.0838441,"('undiscriminating', 'discriminating')",0.24039435,0.14624463,0.70459276,0.8473157,0.10549794,0.014500676,-0.0253932,-0.0189458,-0.0064474
62,-1.1442865,-0.8843598,"('incompetent', 'brilliant')",-0.27441064,-0.31300125,-0.83914304,-0.62624735,-0.4466152,-0.26164743,-0.6761138,-0.521314,-0.1547998
66,1.1094524,1.0010728,"('inactive', 'active')",0.2259889,0.05145798,0.6717204,0.3971829,1.7234254,1.5061859,0.9326468,0.7389749,0.1936719
56,-1.1039723,-0.9207875,"('impractical', 'practical')",-0.0109943375,-0.0010777079,-0.19582921,0.014589865,-0.6625567,-0.5284956,-0.4933381,-0.3589427,-0.1343954
24,-1.0997806,-1.0359975,"('dishonest', 'honest')",0.5249628,0.45624495,-1.0806972,-0.8657296,0.6052841,0.6551076,-0.2625577,-0.1975936,-0.0649641
53,-1.0634621,-0.7677452,"('uncreative', 'creative')",0.01286299,-0.0052387193,0.4504501,0.4032533,1.3581585,1.2653089,0.1895024,0.2238946,-0.0343922
14,-1.0632086,-0.8611098,"('antisocial', 'social')",0.31933215,0.10527225,0.27891663,0.59015286,-1.1869814,-0.98992455,-0.4129853,-0.2889023,-0.124083
7,-1.0493401,-0.7657758,"('insensitive', 'sensitive')",-0.7414781,-0.7950779,-1.4827489,-0.9966935,0.74013394,0.80217993,-0.6333583,-0.4388418,-0.1945165
8,1.0444726,1.0552204,"('unaffectionate', 'affectionate')",1.0461563,1.0763412,-0.5409537,-0.68025625,1.4640381,1.3670251,0.7534283,0.7045826,0.0488457
51,-1.0316727,-0.81959903,"('uneducated', 'educated')",-0.5948883,-0.47246012,-0.6610528,-0.21517736,0.4257108,0.38872164,-0.4654758,-0.2796287,-0.1858471
25,1.0236558,0.96737957,"('egoistic', 'altruistic')",1.480988,1.3334628,1.2793325,1.039897,1.8141481,1.8137445,1.3995311,1.2886209,0.1109102
64,-1.0145056,-1.0580859,"('shy', 'confident')",-0.6246934,-0.6638527,0.03323308,0.015137972,-7.240142,-7.1518774,-2.2115269,-2.2146695,0.0031426
85,0.9545536,0.87955576,"('insignificant', 'prestigious')",1.2967088,1.3400695,0.66950774,0.4495713,1.6467692,1.4630363,1.1418848,1.0330582,0.1088266
1,-0.9263447,-0.7283016,"('unfriendly', 'friendly')",1.1511041,1.2483215,-0.13384825,-0.06896497,2.421142,2.3254068,0.6280133,0.6941155,-0.0661022
79,0.8971141,0.79233384,"('wavering', 'unwavering')",-0.32303596,-0.26185802,-0.7041892,-0.9238374,0.50477684,0.31261802,0.0936664,-0.0201859,0.1138523
71,0.8886864,0.9268896,"('diffident', 'self-confident')",1.9154336,1.7963841,-0.01807435,-0.1418858,0.5224901,0.434519,0.827134,0.7539768,0.0731572
33,0.88798857,0.7862057,"('wrong', 'right')",1.2243382,1.1590428,0.46813342,0.22623032,0.08286472,-0.09393777,0.6658312,0.5193853,0.1464459
78,-0.85125697,-0.86471575,"('nonresilient', 'resilient')",-0.74997354,-0.79545254,-0.33192673,-0.4310235,0.49433583,0.35648638,-0.3597053,-0.4336764,0.0739711
83,-0.8236863,-0.7841912,"('powerless', 'powerful')",0.0011538155,-0.008868404,-1.3629576,-1.232286,-1.245326,-1.2179503,-0.857704,-0.810824,-0.04688
44,0.7966209,0.5437859,"('prejudiced', 'unprejudiced')",-0.3495403,-0.53525096,0.34589452,-0.017602628,-1.4646668,-1.3900154,-0.1679229,-0.3497708,0.1818479
19,0.76948744,0.8341766,"('inhospitable', 'hospitable')",1.4241928,1.4833525,0.008848178,0.10870902,0.15396649,0.13607495,0.5891237,0.6405783,-0.0514546
2,0.7605625,0.83106804,"('unlikable', 'likable')",1.6108373,1.470515,1.4759613,1.4322557,0.52571857,0.62773544,1.0932699,1.0903935,0.0028764
47,-0.75967014,-0.6256268,"('stupid', 'smart')",0.14493525,0.16342539,0.5364689,0.69420946,5.3931804,5.535111,1.3287286,1.4417797,-0.1130511
15,0.7409929,0.8713199,"('boring', 'funny')",1.5222679,1.6369293,0.8896563,0.82964456,0.300793,0.2482805,0.8634275,0.8965436,-0.0331161
31,0.6880033,0.6621676,"('evil', 'good')",1.0312767,1.0955801,0.72896165,0.5359461,-0.5312034,-0.65844125,0.4792596,0.4088131,0.0704465
12,-0.66674143,-0.48921272,"('unsupportive', 'supportive')",0.78763366,0.77960676,-1.2867842,-1.0599576,-1.9402411,-1.918293,-0.7765332,-0.6719642,-0.104569
61,-0.5864902,-0.4963649,"('illogical', 'logical')",1.1156269,1.0971177,-0.649685,-0.5932462,-0.058940776,-0.06908582,-0.0448723,-0.0153948,-0.0294775
87,0.5493404,0.48319384,"('unsuccessful', 'successful')",1.3776953,1.1063148,0.85282475,0.7387794,0.7446801,0.6685396,0.8811352,0.7492069,0.1319283
20,-0.53510565,-0.44802138,"('rough', 'thoughtful')",0.6246241,0.60174555,0.4279147,0.75546825,0.5741204,0.73791194,0.2728884,0.4117761,-0.1388877
54,0.52614564,0.47707158,"('incapable', 'capable')",1.3975571,1.3354738,-0.45524964,-0.57892996,1.3226955,1.3040569,0.6977872,0.6344181,0.0633691
73,0.52523804,0.5762478,"('helpless', 'self-reliant')",1.2202345,1.3073947,1.1548637,1.1548647,-3.2788246,-3.3362293,-0.0946221,-0.0744305,-0.0201916
28,-0.5220364,-0.2722319,"('disloyal', 'loyal')",0.17402916,0.23268935,-0.9192224,-0.79260516,1.1353608,1.1550959,-0.0329672,0.0807371,-0.1137043
76,-0.51781,-0.48038557,"('anxious', 'daring')",-0.44615218,-0.5782002,0.054035023,0.012591591,-0.9278164,-0.8130573,-0.4594359,-0.4647629,0.005327
49,-0.5069999,-0.34804353,"('unable', 'able')",-0.31605375,-0.28267366,-1.0596268,-1.0655301,-0.8528998,-0.78440803,-0.6838951,-0.6201638,-0.0637313
52,0.49753302,0.4851102,"('irrational', 'rational')",1.5102615,1.5829382,-0.062032152,-0.20073055,0.92935294,0.88893974,0.7187788,0.6890644,0.0297144
39,0.45978385,0.56454986,"('exploitative', 'cooperative')",1.9730316,1.9317636,1.6671963,1.7738035,-0.06944433,0.07597152,1.0076419,1.0865221,-0.0788802
74,-0.45677105,-0.3895708,"('undedicated', 'dedicated')",1.2449014,1.2681187,0.072027735,0.2972422,0.29785416,0.32123265,0.2895031,0.3742557,-0.0847526
80,-0.44321144,-0.3465764,"('dominated', 'dominating')",-0.83972585,-0.80504334,-0.6615005,-0.5070989,-1.6767124,-1.6288403,-0.9052875,-0.8218898,-0.0833977
50,0.43063802,0.3324614,"('clumsy', 'skillful')",-0.100120865,-0.06664553,-0.012197424,0.22908385,0.5176839,0.59986573,0.2090009,0.2736914,-0.0646905
13,-0.42814964,-0.18271513,"('impolite', 'polite')",-0.67179847,-0.6074869,-0.7676759,-0.4637433,-0.79889953,-0.6411333,-0.6666309,-0.4737697,-0.1928612
75,0.41387,0.3100582,"('meek', 'impulsive')",-1.2124009,-1.2216632,-0.49354222,-0.79480374,-0.2628082,-0.37443426,-0.3887203,-0.5202107,0.1314904
29,-0.3659368,-0.26385617,"('unfair', 'fair')",-0.096803196,0.011276107,-0.3981451,-0.27202663,-0.7470162,-0.821469,-0.4019753,-0.3365189,-0.0654564
34,-0.35508418,-0.3356452,"('mean', 'honorable')",-0.46000612,-0.5361394,-0.1807606,0.0070675537,6.1383214,6.130209,1.2856176,1.316373,-0.0307554
40,-0.31814334,-0.25157353,"('stingy', 'generous')",0.3801259,0.36133033,-0.121020555,0.011923965,-1.3788601,-1.4066101,-0.3594745,-0.3212323,-0.0382422
9,0.31530416,0.42008573,"('unaffectionate', 'caring')",1.3062295,1.2816317,-0.6346514,-0.71288645,1.9771485,1.9220465,0.7410077,0.7277194,0.0132883
17,0.30939966,0.31879783,"('nasty', 'nice')",-0.15430005,-0.014410939,-0.19152619,-0.05080329,-0.9892981,-0.94369096,-0.2564312,-0.1725268,-0.0839044
42,-0.2945975,-0.21516645,"('unreliable', 'reliable')",0.5526647,0.5976124,0.11987059,0.3406735,-3.3744793,-3.23662,-0.7491354,-0.6283751,-0.1207603
67,-0.2862476,-0.27539897,"('doubtful', 'determined')",0.24958347,0.19872609,0.26891705,0.3373646,-0.5688606,-0.48745117,-0.0841519,-0.0566899,-0.027462
41,-0.27410027,-0.039989874,"('unforgiving', 'forgiving')",0.0013953298,0.253198,-0.38858408,-0.12421719,-0.16701546,-0.11146609,-0.2070761,-0.0056188,-0.2014573
26,-0.15908633,0.20787641,"('hardhearted', 'benevolent')",2.1213708,2.272959,1.5925606,1.9149873,1.6212807,1.7553868,1.2940314,1.5378023,-0.2437709
18,-0.15711051,-0.065634996,"('disagreeable', 'welcoming')",0.14531915,0.08211379,-0.8185289,-0.593836,-0.23294193,-0.17970313,-0.2658156,-0.1892651,-0.0765505
38,-0.14378655,-0.23636661,"('untruthful', 'truthful')",-0.13767081,-0.16570255,-1.2020026,-1.1876724,0.1327149,0.100046396,-0.3376863,-0.3724238,0.0347375
32,-0.10695295,0.053846896,"('unkind', 'kind')",-0.41956332,-0.27799866,-0.32501495,0.04917964,0.6369255,0.72846925,-0.0536514,0.1383743,-0.1920257
84,-0.10693602,-0.0753607,"('inferior', 'superior')",0.42186415,0.3749957,0.5848884,0.5225176,0.7753231,0.67076445,0.4187849,0.3732293,0.0455556
59,-0.09265823,-0.1913201,"('foolish', 'wise')",1.6271881,1.7643508,0.5551649,0.5642302,0.88219154,0.86687464,0.7429715,0.7510339,-0.0080624
4,0.09061867,0.17397054,"('disliked', 'liked')",0.16247424,0.31329095,0.18258211,0.18785587,-6.7769413,-6.854533,-1.5853165,-1.5448539,-0.0404626
27,-0.07985245,-0.07694573,"('hardhearted', 'softhearted')",0.6754283,0.6339341,-0.06137307,-0.09033855,1.7057687,1.5518465,0.5599928,0.5046241,0.0553687
37,0.019906089,-0.10170567,"('fake', 'genuine')",0.0809875,-0.011417389,-0.34772003,-0.37626207,0.25328043,0.28880578,0.0016135,-0.0501448,0.0517583
16,-0.010125816,-0.07296913,"('unpopular', 'popular')",-0.45155936,-0.45496708,-0.41585115,-0.3970879,1.063667,1.032132,0.0465327,0.026777,0.0197557
