,sempra_male,sempra_female,tuple,energy_male,energy_female,average_male,average_female,male-female
3,-0.32048824,-0.4850533,"('repellent', 'pleasant')",0.2131818,0.20026419,-0.0536532,-0.1423946,0.0887414
70,-0.31349567,-0.3051988,"('lethargic', 'energetic')",0.36622328,0.16720937,0.0263638,-0.0689947,0.0953585
4,0.30077448,0.057785086,"('disliked', 'liked')",-6.7965527,-7.123288,-3.247889,-3.5327516,0.2848626
39,0.29180554,0.7355164,"('exploitative', 'cooperative')",-0.10547369,0.0005911067,0.0931659,0.3680538,-0.2748879
47,-0.27615082,-0.18326923,"('stupid', 'smart')",6.0644865,6.302458,2.8941679,3.0595944,-0.1654265
16,-0.2695257,-0.32418102,"('unpopular', 'popular')",0.43564028,0.51757187,0.0830573,0.0966954,-0.0136381
14,-0.2593269,-0.08412768,"('antisocial', 'social')",0.57626,0.18146409,0.1584665,0.0486682,0.1097983
80,0.22118276,0.22682095,"('dominated', 'dominating')",-0.43385178,-0.57183444,-0.1063345,-0.1725067,0.0661722
35,0.21794935,0.22101615,"('corrupt', 'incorrupt')",-1.2595159,-1.1133056,-0.5207832,-0.4461447,-0.0746385
27,-0.21082103,-0.23001678,"('hardhearted', 'softhearted')",0.81507754,0.89439225,0.3021283,0.3321877,-0.0300594
67,0.17318542,0.41057354,"('doubtful', 'determined')",-0.14963931,-0.22644684,0.0117731,0.0920634,-0.0802903
69,0.1723464,0.08328176,"('lazy', 'industrious')",-0.754202,-0.84902626,-0.2909278,-0.3828723,0.0919445
30,0.16928387,0.6856987,"('intolerant', 'tolerant')",1.5764436,1.5479498,0.8728637,1.1168243,-0.2439606
40,-0.15569925,-0.26560274,"('stingy', 'generous')",-2.0138006,-2.0772798,-1.0847499,-1.1714413,0.0866914
72,-0.1307449,-0.33016482,"('unambitious', 'ambitious')",0.4457202,0.46357203,0.1574876,0.0667036,0.090784
81,0.12751079,0.31840983,"('submissive', 'aggressive')",0.9511335,0.7361045,0.5393221,0.5272571,0.012065
15,0.1267929,-0.00088223815,"('boring', 'funny')",-0.2449831,-0.34867513,-0.0590951,-0.1747787,0.1156836
17,-0.1202084,0.054123834,"('nasty', 'nice')",-0.60193205,-0.5550921,-0.3610702,-0.2504841,-0.1105861
22,0.11846158,0.35165426,"('untrustworthy', 'trustworthy')",-1.0411739,-1.0952482,-0.4613562,-0.371797,-0.0895592
59,-0.11673984,0.035651427,"('foolish', 'wise')",0.29943478,0.549007,0.0913475,0.2923292,-0.2009817
49,-0.1127259,0.30098474,"('unable', 'able')",0.32469758,0.51039094,0.1059858,0.4056878,-0.299702
84,-0.101405844,0.18989676,"('inferior', 'superior')",0.17986624,0.44606405,0.0392302,0.3179804,-0.2787502
38,-0.09916613,-0.43416733,"('untruthful', 'truthful')",0.9575113,0.92269254,0.4291726,0.2442626,0.18491
41,-0.09217593,-0.29446918,"('unforgiving', 'forgiving')",0.078710996,-0.035680138,-0.0067325,-0.1650747,0.1583422
25,-0.07981312,-0.36103168,"('egoistic', 'altruistic')",0.7469143,0.7152159,0.3335506,0.1770921,0.1564585
50,-0.06825527,0.009112865,"('clumsy', 'skillful')",-0.009552464,0.16104396,-0.0389039,0.0850784,-0.1239823
13,-0.06562673,0.10783851,"('impolite', 'polite')",0.30638832,0.41388077,0.1203808,0.2608596,-0.1404788
87,-0.065482445,0.079631634,"('unsuccessful', 'successful')",0.6361088,0.4672195,0.2853132,0.2734256,0.0118876
65,0.05661407,0.3529061,"('insecure', 'secure')",0.4520896,0.27871495,0.2543519,0.3158105,-0.0614586
21,-0.04741662,-0.08156817,"('immoral', 'moral')",0.48248795,0.056551002,0.2175357,-0.0125086,0.2300443
33,-0.044262763,-0.07623248,"('wrong', 'right')",0.5020383,0.4741542,0.2288878,0.1989609,0.0299269
56,0.043768607,0.2145617,"('impractical', 'practical')",0.81315684,0.5907092,0.4284627,0.4026355,0.0258272
64,0.038595006,0.1630532,"('shy', 'confident')",-5.5625815,-5.9148755,-2.7619932,-2.8759112,0.113918
62,0.033191677,0.4446172,"('incompetent', 'brilliant')",1.2481377,1.3330737,0.6406647,0.8888454,-0.2481807
